,Longitude,Latitude,S_vel_5km,S_vel_10km,S_vel_15km,S_vel_20km,S_vel_25km,S_vel_30km,S_vel_35km,S_vel_40km
553,-77.5,0.0,3.02981,3.22763,3.42743,3.46171,3.50923,3.50923,3.56213,3.82571
554,-77.0,0.0,3.0907,3.25823,3.44466,3.49633,3.7646,3.7646,3.91514,3.95429
555,-76.5,0.0,3.06011,3.22597,3.42777,3.49633,3.54432,3.54432,3.82817,4.13552
556,-76.0,0.0,3.12161,3.29081,3.46171,3.53825,3.85071,3.85071,3.96082,4.13692
557,-75.5,0.0,3.15282,3.34112,3.53129,3.64626,3.78213,3.78213,3.96249,4.24745
558,-75.0,0.0,3.20416,3.43858,3.52662,3.70965,3.98581,3.98581,4.0805,4.1213
559,-74.5,0.0,3.18625,3.40545,3.53129,3.70297,3.89674,3.89674,3.979,4.0805
560,-74.0,0.0,3.10623,3.30804,3.51389,3.5554,3.59856,3.59856,3.82988,4.0805
561,-73.5,0.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.12172
562,-73.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
563,-72.5,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
564,-72.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
565,-71.5,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
566,-71.0,0.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
567,-81.0,-0.5,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
568,-80.5,-0.5,3.04548,3.25823,3.42743,3.46812,3.52766,3.52766,3.79442,4.0805
569,-80.0,-0.5,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
570,-79.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.64452,3.64452,3.82768,4.13692
571,-79.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
572,-78.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.7646,3.7646,3.91514,3.95429
573,-78.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.7288,3.7288,3.91514,3.95429
574,-77.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.74662,3.74662,3.91514,3.95429
575,-77.0,-0.5,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
576,-76.5,-0.5,3.0907,3.27528,3.46171,3.49633,3.81966,3.81966,3.91514,3.95429
577,-76.0,-0.5,3.04548,3.24134,3.42777,3.49633,3.59829,3.59829,3.72549,4.00307
578,-75.5,-0.5,3.10623,3.30804,3.51389,3.5912,3.6709,3.6709,3.86606,4.20664
579,-75.0,-0.5,3.13729,3.34112,3.53129,3.62772,3.74469,3.74469,3.90296,4.12172
580,-74.5,-0.5,3.13729,3.32372,3.51389,3.62772,3.74469,3.74469,3.90296,4.0805
581,-74.0,-0.5,3.04503,3.2599,3.46171,3.48535,3.52766,3.52766,3.79442,4.0805
582,-73.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
583,-73.0,-0.5,3.0907,3.27528,3.49667,3.5554,3.59856,3.59856,3.82988,4.18509
584,-72.5,-0.5,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
585,-72.0,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
586,-71.5,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
587,-71.0,-0.5,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
588,-81.0,-1.0,3.08279,3.30363,3.31619,3.6054,4.0805,4.0805,4.1213,4.16252
589,-80.5,-1.0,3.06646,3.3545,3.47447,3.5084,3.80058,3.80058,4.0805,4.1213
590,-80.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
591,-79.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
592,-79.0,-1.0,3.0907,3.27528,3.46171,3.49633,3.78277,3.78277,3.91514,3.95429
593,-78.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
594,-78.0,-1.0,3.04503,3.24286,3.42743,3.46171,3.58012,3.58012,3.78408,3.97416
595,-77.5,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
596,-77.0,-1.0,3.0907,3.27528,3.46171,3.49633,3.80112,3.80112,3.91514,3.95429
597,-76.5,-1.0,3.07548,3.29251,3.49633,3.5202,3.68163,3.68163,3.86477,4.13692
598,-76.0,-1.0,3.07548,3.29251,3.49633,3.5202,3.66298,3.66298,3.84614,4.13692
599,-75.5,-1.0,3.0907,3.27528,3.49667,3.57322,3.63455,3.63455,3.84788,4.12172
600,-75.0,-1.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.14263
601,-74.5,-1.0,3.0907,3.29251,3.51389,3.57322,3.63455,3.63455,3.84788,4.14263
602,-74.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
603,-73.5,-1.0,3.06465,3.30441,3.42777,3.50281,3.56293,3.56293,3.81206,4.0805
604,-73.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
605,-72.5,-1.0,3.0907,3.27528,3.49667,3.5554,3.61657,3.61657,3.84788,4.14263
606,-72.0,-1.0,3.0907,3.27528,3.49667,3.5554,3.63455,3.63455,3.84788,4.12172
607,-71.5,-1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
608,-71.0,-1.0,3.0907,3.27528,3.4791,3.53784,3.64424,3.64424,3.8094,4.13692
