Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo Centro Poblado,Longitude,Unnamed: 8,Latitude,Distrito,Tipo de Municipio,Area Metropolitana
47,47707,47707011,MAGDALENA,SANTA ANA,SANTA ROSA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.4650234133,,9.56201688257,,MUNICIPIO,
47,47720,47720000,MAGDALENA,SANTA BÁRBARA DE PINTO,SANTA BÁRBARA DE PINTO,CABECERA MUNICIPAL (CM),-74.7046839218,,9.4322584701,,MUNICIPIO,
47,47720,47720001,MAGDALENA,SANTA BÁRBARA DE PINTO,CUNDINAMARCA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.6187504536,,9.6447105958,,MUNICIPIO,
47,47720,47720002,MAGDALENA,SANTA BÁRBARA DE PINTO,SAN PEDRO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.6630870195,,9.43963903789,,MUNICIPIO,
47,47720,47720003,MAGDALENA,SANTA BÁRBARA DE PINTO,VELADERO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7483284911,,9.49853686584,,MUNICIPIO,
47,47720,47720004,MAGDALENA,SANTA BÁRBARA DE PINTO,CARRETAL,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.6397492933,,9.42929284416,,MUNICIPIO,
47,47720,47720005,MAGDALENA,SANTA BÁRBARA DE PINTO,CIENAGUETA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.599090564,,9.53519576048,,MUNICIPIO,
47,47745,47745000,MAGDALENA,SITIONUEVO,SITIONUEVO,CABECERA MUNICIPAL (CM),-74.7201694573,,10.775407167,,MUNICIPIO,
47,47745,47745001,MAGDALENA,SITIONUEVO,BUENAVISTA,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
47,47745,47745002,MAGDALENA,SITIONUEVO,NUEVA VENECIA,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
47,47745,47745003,MAGDALENA,SITIONUEVO,PALERMO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7438004801,,10.9607638984,,MUNICIPIO,
47,47745,47745006,MAGDALENA,SITIONUEVO,SAN ANTONIO,CASERÍO (CAS),-74.7144146137,,10.8522413504,,MUNICIPIO,
47,47798,47798000,MAGDALENA,TENERIFE,TENERIFE,CABECERA MUNICIPAL (CM),-74.8607737651,,9.8977882091,,MUNICIPIO,
47,47798,47798004,MAGDALENA,TENERIFE,REAL DEL OBISPO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7828335613,,9.97734523948,,MUNICIPIO,
47,47798,47798005,MAGDALENA,TENERIFE,SAN LUIS,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.8428703762,,9.8310664381,,MUNICIPIO,
47,47798,47798007,MAGDALENA,TENERIFE,EL JUNCAL,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.794336438,,9.93710352269,,MUNICIPIO,
47,47798,47798008,MAGDALENA,TENERIFE,SANTA INÉS,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7209986985,,9.97567670987,,MUNICIPIO,
47,47960,47960000,MAGDALENA,ZAPAYÁN,PUNTA DE PIEDRAS,CABECERA MUNICIPAL (CM),-74.7168957306,,10.1683144095,,MUNICIPIO,
47,47960,47960001,MAGDALENA,ZAPAYÁN,CAÑO DE AGUAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.5947291376,,10.2140388849,,MUNICIPIO,
47,47960,47960002,MAGDALENA,ZAPAYÁN,CAPUCHO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7233076912,,10.1587343055,,MUNICIPIO,
47,47960,47960003,MAGDALENA,ZAPAYÁN,PIEDRAS DE MOLER,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7291293362,,10.0996525518,,MUNICIPIO,
47,47960,47960004,MAGDALENA,ZAPAYÁN,PIEDRAS PINTADAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.7595241642,,10.0911795564,,MUNICIPIO,
47,47960,47960005,MAGDALENA,ZAPAYÁN,LOS CERRITOS,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.6827731061,,10.2468152367,,MUNICIPIO,
47,47960,47960006,MAGDALENA,ZAPAYÁN,EL BONGO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.6304664169,,10.1815834103,,MUNICIPIO,
47,47980,47980000,MAGDALENA,ZONA BANANERA,PRADO - SEVILLA,CABECERA MUNICIPAL (CM),-74.1400846875,,10.7630254626,,MUNICIPIO,
47,47980,47980001,MAGDALENA,ZONA BANANERA,GUACAMAYAL,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1586592648,,10.7503357783,,MUNICIPIO,
47,47980,47980002,MAGDALENA,ZONA BANANERA,GUAMACHITO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1520118482,,10.693268972,,MUNICIPIO,
47,47980,47980003,MAGDALENA,ZONA BANANERA,LA GRAN VÍA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1366051528,,10.8528255344,,MUNICIPIO,
47,47980,47980004,MAGDALENA,ZONA BANANERA,ORIHUECA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1685341817,,10.8389105887,,MUNICIPIO,
47,47980,47980005,MAGDALENA,ZONA BANANERA,PALOMAR,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1830749531,,10.7902170848,,MUNICIPIO,
47,47980,47980006,MAGDALENA,ZONA BANANERA,RÍO FRÍO,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1726262402,,10.905109805,,MUNICIPIO,
47,47980,47980007,MAGDALENA,ZONA BANANERA,SANTA ROSALÍA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.120311519,,10.8341841623,,MUNICIPIO,
47,47980,47980009,MAGDALENA,ZONA BANANERA,SOPLADOR,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.2171777543,,10.7309204668,,MUNICIPIO,
47,47980,47980010,MAGDALENA,ZONA BANANERA,TUCURINCA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1659560965,,10.6500480164,,MUNICIPIO,
47,47980,47980011,MAGDALENA,ZONA BANANERA,VARELA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.168874378,,10.8749411641,,MUNICIPIO,
47,47980,47980012,MAGDALENA,ZONA BANANERA,ZAWADY,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.153160328,,10.9029203216,,MUNICIPIO,
47,47980,47980013,MAGDALENA,ZONA BANANERA,ESTACIÓN SEVILLA,CABECERA CORREGIMIENTO MUNICIPAL (C),-74.1568708054,,10.7636113072,,MUNICIPIO,
47,47980,47980014,MAGDALENA,ZONA BANANERA,LA CANDELARIA,CASERÍO (CAS),-74.2229816894,,10.8554253707,,MUNICIPIO,
47,47980,47980015,MAGDALENA,ZONA BANANERA,SAN JOSÉ DE KENNEDY,CASERÍO (CAS),-74.1010709269,,10.7454642355,,MUNICIPIO,
47,47980,47980016,MAGDALENA,ZONA BANANERA,CAÑO MOCHO,CASERÍO (CAS),-74.200581755,,10.8121047422,,MUNICIPIO,
47,47980,47980017,MAGDALENA,ZONA BANANERA,EL MAMÓN,CASERÍO (CAS),-74.2164834796,,10.8733662344,,MUNICIPIO,
47,47980,47980018,MAGDALENA,ZONA BANANERA,AGUSTINA,CASERÍO (CAS),-74.1493900288,,10.742187783,,MUNICIPIO,
47,47980,47980019,MAGDALENA,ZONA BANANERA,CARITAL,CASERÍO (CAS),-74.2105281038,,10.8808739734,,MUNICIPIO,
47,47980,47980020,MAGDALENA,ZONA BANANERA,CASABLANCA,CASERÍO (CAS),-74.1965531983,,10.7270885625,,MUNICIPIO,
47,47980,47980021,MAGDALENA,ZONA BANANERA,CIUDAD PERDIDA,CASERÍO (CAS),-74.216940205,,10.69951573,,MUNICIPIO,
47,47980,47980022,MAGDALENA,ZONA BANANERA,EL REPOSO,CASERÍO (CAS),-74.1722255881,,10.955523861,,MUNICIPIO,
47,47980,47980023,MAGDALENA,ZONA BANANERA,IBERIA,CASERÍO (CAS),-74.1692584708,,10.8208494824,,MUNICIPIO,
47,47980,47980024,MAGDALENA,ZONA BANANERA,MONTERIA,CASERÍO (CAS),-74.1914038932,,10.733971576,,MUNICIPIO,
47,47980,47980025,MAGDALENA,ZONA BANANERA,PATUCA,CASERÍO (CAS),-74.1943861731,,10.7036982403,,MUNICIPIO,
47,47980,47980026,MAGDALENA,ZONA BANANERA,PAULINA,CASERÍO (CAS),-74.165549537,,10.7392520458,,MUNICIPIO,
47,47980,47980027,MAGDALENA,ZONA BANANERA,PILOTO,CASERÍO (CAS),-74.1777270247,,10.7361828976,,MUNICIPIO,
47,47980,47980028,MAGDALENA,ZONA BANANERA,SALÓN CONCEPCIÓN,CASERÍO (CAS),-74.1684370897,,10.9445234061,,MUNICIPIO,
50,50001,50001000,META,VILLAVICENCIO,VILLAVICENCIO,CABECERA MUNICIPAL (CM),-73.624562528,,4.1238593011,,MUNICIPIO,
50,50001,50001001,META,VILLAVICENCIO,CONCEPCIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),-73.7420305346,,4.05131021456,,MUNICIPIO,
50,50001,50001002,META,VILLAVICENCIO,RINCON DE POMPEYA,CABECERA CORREGIMIENTO MUNICIPAL (C),-73.3651867447,,4.04019653423,,MUNICIPIO,
50,50001,50001003,META,VILLAVICENCIO,SANTA ROSA DE RÍO NEGRO,CASERÍO (CAS),-73.4766505208,,4.03321696419,,MUNICIPIO,
50,50001,50001004,META,VILLAVICENCIO,BUENAVISTA,CABECERA CORREGIMIENTO MUNICIPAL (C),-73.6800182715,,4.16991639228,,MUNICIPIO,
50,50001,50001005,META,VILLAVICENCIO,COCUY,CABECERA CORREGIMIENTO MUNICIPAL (C),-73.597559138,,4.058022869,,MUNICIPIO,
50,50001,50001007,META,VILLAVICENCIO,SERVITÁ,CASERÍO (CAS),-73.6959221424,,4.18927834192,,MUNICIPIO,
50,50001,50001013,META,VILLAVICENCIO,PIPIRAL,CASERÍO (CAS),-73.7238595524,,4.20040907772,,MUNICIPIO,
50,50001,50001014,META,VILLAVICENCIO,SAN LUIS DE OCOA,CASERÍO (CAS),-73.704267532,,4.07995564895,,MUNICIPIO,
50,50001,50001015,META,VILLAVICENCIO,ALTO POMPEYA,CASERÍO (CAS),-73.3932187069,,4.06416462546,,MUNICIPIO,
50,50001,50001016,META,VILLAVICENCIO,CECILIA,CASERÍO (CAS),-73.6969305189,,4.08128742382,,MUNICIPIO,
50,50001,50001017,META,VILLAVICENCIO,LA NOHORA,CASERÍO (CAS),-73.5942035499,,4.10624422375,,MUNICIPIO,
50,50001,50001019,META,VILLAVICENCIO,APIAY,CENTRO POBLADO (CP),-73.5616014527,,4.08478889391,,MUNICIPIO,
50,50001,50001020,META,VILLAVICENCIO,BARCELONA,CENTRO POBLADO (CP),-73.5855852282,,4.07559167474,,MUNICIPIO,
50,50001,50001021,META,VILLAVICENCIO,ARGENTINA,CENTRO POBLADO (CP),-73.6381262046,,4.20040222551,,MUNICIPIO,
50,50001,50001022,META,VILLAVICENCIO,BALMORAL,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001023,META,VILLAVICENCIO,BELLA SUIZA,CENTRO POBLADO (CP),-73.503135368,,4.06275741835,,MUNICIPIO,
50,50001,50001024,META,VILLAVICENCIO,CONDOMINIO DE LOS ODONTÓLOGOS,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001025,META,VILLAVICENCIO,CONDOMINIO SANTA BÁRBARA,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001026,META,VILLAVICENCIO,LLANERITA,CENTRO POBLADO (CP),-73.485685446,,4.093339088,,MUNICIPIO,
50,50001,50001027,META,VILLAVICENCIO,NATURALIA,CENTRO POBLADO (CP),-73.7113801047,,4.07475575343,,MUNICIPIO,
50,50001,50001028,META,VILLAVICENCIO,PARCELAS DEL PROGRESO,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001029,META,VILLAVICENCIO,QUINTAS DE SAN FERNANDO,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001030,META,VILLAVICENCIO,QUINTAS DEL DIAMANTE,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001031,META,VILLAVICENCIO,SAN CARLOS,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001032,META,VILLAVICENCIO,SECTOR LOS ALGARROBOS-NARANJOS,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50001,50001033,META,VILLAVICENCIO,SECTOR VIGÍA SEBASTOPOL,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50006,50006000,META,ACACÍAS,ACACÍAS,CABECERA MUNICIPAL (CM),-73.7659360698,,3.99012009704,,MUNICIPIO,
50,50006,50006001,META,ACACÍAS,DINAMARCA,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.4686724319,,3.89740305317,,MUNICIPIO,
50,50006,50006003,META,ACACÍAS,SAN ISIDRO DE CHICHIMENE,CENTRO POBLADO (CP),-73.6864758227,,3.91569913728,,MUNICIPIO,
50,50006,50006006,META,ACACÍAS,CONDOMINIO LA BONANZA,CENTRO POBLADO (CP),-73.6408098656,,3.92149597876,,MUNICIPIO,
50,50006,50006007,META,ACACÍAS,LA CECILITA,CENTRO POBLADO (CP),-73.773929615,,3.94477141785,,MUNICIPIO,
50,50006,50006008,META,ACACÍAS,QUEBRADITAS,CENTRO POBLADO (CP),-73.5064554282,,3.95927917994,,MUNICIPIO,
50,50006,50006009,META,ACACÍAS,SANTA ROSA,CENTRO POBLADO (CP),-73.6423801762,,3.91231687064,,MUNICIPIO,
50,50110,50110000,META,BARRANCA DE UPÍA,BARRANCA DE UPÍA,CABECERA MUNICIPAL (CM),-72.9632757114,,4.56720152053,,MUNICIPIO,
50,50110,50110001,META,BARRANCA DE UPÍA,SAN IGNACIO,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.0285373695,,4.63188182565,,MUNICIPIO,
50,50124,50124000,META,CABUYARO,CABUYARO,CABECERA MUNICIPAL (CM),-72.7919811358,,4.28592465004,,MUNICIPIO,
50,50124,50124002,META,CABUYARO,GUAYABAL DE UPÍA,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.8130763973,,4.40177818798,,MUNICIPIO,
50,50124,50124003,META,CABUYARO,VISO DE UPÍA,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.7978407741,,4.35105554631,,MUNICIPIO,
50,50124,50124004,META,CABUYARO,LOS MANGOS,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.1084590256,,4.33473260021,,MUNICIPIO,
50,50150,50150000,META,CASTILLA LA NUEVA,CASTILLA LA NUEVA,CABECERA MUNICIPAL (CM),-73.6881308587,,3.82804244894,,MUNICIPIO,
50,50150,50150001,META,CASTILLA LA NUEVA,SAN LORENZO,CASERÍO (CAS),-73.5481336845,,3.81134292519,,MUNICIPIO,
50,50150,50150002,META,CASTILLA LA NUEVA,PUEBLO VIEJO,CASERÍO (CAS),-73.4314682342,,3.74639272771,,MUNICIPIO,
50,50150,50150003,META,CASTILLA LA NUEVA,EL TORO,CENTRO POBLADO (CP),-73.4008095561,,3.78667192728,,MUNICIPIO,
50,50150,50150004,META,CASTILLA LA NUEVA,LAS VIOLETAS,CENTRO POBLADO (CP),-73.726134437,,3.857857785,,MUNICIPIO,
50,50150,50150005,META,CASTILLA LA NUEVA,CASA BLANCA,CENTRO POBLADO (CP),-73.3916391481,,3.76833636826,,MUNICIPIO,
50,50223,50223000,META,CUBARRAL,CUBARRAL,CABECERA MUNICIPAL (CM),-73.8377386881,,3.79361967387,,MUNICIPIO,
50,50223,50223003,META,CUBARRAL,PUERTO ARIARI,CASERÍO (CAS),-73.8562579377,,3.77852259093,,MUNICIPIO,
50,50226,50226000,META,CUMARAL,CUMARAL,CABECERA MUNICIPAL (CM),-73.4861069057,,4.26953744789,,MUNICIPIO,
50,50226,50226002,META,CUMARAL,GUACAVÍA,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.522813445,,4.281040162,,MUNICIPIO,
50,50226,50226004,META,CUMARAL,SAN NICOLÁS,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.3943120863,,4.16305215992,,MUNICIPIO,
50,50226,50226005,META,CUMARAL,VERACRUZ,CASERÍO (CAS),-73.2204714558,,4.23395979852,,MUNICIPIO,
50,50226,50226010,META,CUMARAL,PRESENTADO,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.3491771224,,4.29735466778,,MUNICIPIO,
50,50245,50245000,META,EL CALVARIO,EL CALVARIO,CABECERA MUNICIPAL (CM),-73.7133268969,,4.35261856617,,MUNICIPIO,
50,50245,50245001,META,EL CALVARIO,MONTFORT,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.64073585,,4.32169170647,,MUNICIPIO,
50,50245,50245002,META,EL CALVARIO,SAN FRANCISCO,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.7582433255,,4.37926056029,,MUNICIPIO,
50,50245,50245006,META,EL CALVARIO,SAN JOSE,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,
50,50251,50251000,META,EL CASTILLO,EL CASTILLO,CABECERA MUNICIPAL (CM),-73.7940123336,,3.56383333473,,MUNICIPIO,
50,50251,50251001,META,EL CASTILLO,MEDELLÍN DEL ARIARI,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.8036746787,,3.62867838388,,MUNICIPIO,
50,50251,50251003,META,EL CASTILLO,MIRAVALLES,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.9546788734,,3.57641671611,,MUNICIPIO,
50,50251,50251004,META,EL CASTILLO,PUERTO ESPERANZA,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.8757511733,,3.62831829719,,MUNICIPIO,
50,50270,50270000,META,EL DORADO,EL DORADO,CABECERA MUNICIPAL (CM),-73.8350177222,,3.7399977854,,MUNICIPIO,
50,50270,50270001,META,EL DORADO,PUEBLO SÁNCHEZ,CENTRO POBLADO (CP),-73.7982441548,,3.67572455611,,MUNICIPIO,
50,50270,50270002,META,EL DORADO,SAN ISIDRO,CENTRO POBLADO (CP),-73.8132079067,,3.72878359955,,MUNICIPIO,
50,50287,50287000,META,FUENTEDEORO,FUENTE DE ORO,CABECERA MUNICIPAL (CM),-73.6179805402,,3.46287020088,,MUNICIPIO,
50,50287,50287001,META,FUENTEDEORO,PUERTO ALJURE,CENTRO POBLADO (CP),-73.5666407154,,3.38655879543,,MUNICIPIO,
50,50287,50287002,META,FUENTEDEORO,PUERTO LIMÓN,CENTRO POBLADO (CP),-73.4878485707,,3.36952683265,,MUNICIPIO,
50,50287,50287003,META,FUENTEDEORO,PUERTO SANTANDER,CENTRO POBLADO (CP),-73.5146844551,,3.37059926745,,MUNICIPIO,
50,50287,50287004,META,FUENTEDEORO,UNIÓN DEL ARIARI,CENTRO POBLADO (CP),-73.59674601,,3.32291624605,,MUNICIPIO,
50,50287,50287005,META,FUENTEDEORO,LA COOPERATIVA,CENTRO POBLADO (CP),-73.589462822,,3.377673731,,MUNICIPIO,
50,50287,50287006,META,FUENTEDEORO,CAÑO BLANCO,CENTRO POBLADO (CP),-73.5292413988,,3.3188199759,,MUNICIPIO,
50,50287,50287007,META,FUENTEDEORO,PUERTO NUEVO,CENTRO POBLADO (CP),-73.6285673745,,3.39313093097,,MUNICIPIO,
50,50287,50287008,META,FUENTEDEORO,BARRANCO COLORADO CAÑO VENADO,CENTRO POBLADO (CP),-73.4716861414,,3.32235002995,,MUNICIPIO,
50,50313,50313000,META,GRANADA,GRANADA,CABECERA MUNICIPAL (CM),-73.7057158517,,3.5466952856,,MUNICIPIO,
50,50313,50313001,META,GRANADA,CANAGUARO,CENTRO POBLADO (CP),-73.7633877199,,3.44246167568,,MUNICIPIO,
50,50313,50313002,META,GRANADA,DOS QUEBRADAS,CENTRO POBLADO (CP),-73.7944211596,,3.45242546663,,MUNICIPIO,
50,50313,50313004,META,GRANADA,LA PLAYA,CENTRO POBLADO (CP),-73.7434675615,,3.50632886731,,MUNICIPIO,
50,50313,50313005,META,GRANADA,PUERTO CALDAS,CENTRO POBLADO (CP),-73.7225442555,,3.48034168666,,MUNICIPIO,
50,50313,50313006,META,GRANADA,AGUAS CLARAS,CENTRO POBLADO (CP),-73.8588011117,,3.47280687181,,MUNICIPIO,
50,50313,50313007,META,GRANADA,PUNTA BRAVA,CASERÍO (CAS),-73.7568756991,,3.43959977106,,MUNICIPIO,
50,50318,50318000,META,GUAMAL,GUAMAL,CABECERA MUNICIPAL (CM),-73.7699625676,,3.88014002777,,MUNICIPIO,
50,50318,50318001,META,GUAMAL,HUMADEA,CASERÍO (CAS),-73.7499400243,,3.81611248256,,MUNICIPIO,
50,50325,50325000,META,MAPIRIPÁN,MAPIRIPÁN,CABECERA MUNICIPAL (CM),-72.1356448716,,2.89643885969,,MUNICIPIO,
50,50325,50325001,META,MAPIRIPÁN,PUERTO ALVIRA,CABECERA INSPECCIÓN DE POLICÍA (IP),-71.7500535399,,2.8976190266,,MUNICIPIO,
50,50325,50325002,META,MAPIRIPÁN,MIELÓN,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.437670379,,2.7436318967,,MUNICIPIO,
50,50325,50325004,META,MAPIRIPÁN,ANZUELO,CABECERA INSPECCIÓN DE POLICÍA (IP),-71.823457995,,3.326760241,,MUNICIPIO,
50,50325,50325005,META,MAPIRIPÁN,GUACAMAYAS,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.8627057585,,3.1611635252,,MUNICIPIO,
50,50325,50325006,META,MAPIRIPÁN,LA COOPERATIVA,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.3548353714,,3.23414435146,,MUNICIPIO,
50,50325,50325007,META,MAPIRIPÁN,PUERTO SIARE,CABECERA INSPECCIÓN DE POLICÍA (IP),-71.8481724342,,3.19251692956,,MUNICIPIO,
50,50325,50325009,META,MAPIRIPÁN,EL SILENCIO,CABECERA INSPECCIÓN DE POLICÍA (IP),-71.7274180605,,3.02438495043,,MUNICIPIO,
50,50325,50325010,META,MAPIRIPÁN,LA JUNGLA,CABECERA INSPECCIÓN DE POLICÍA (IP),-72.4736057377,,3.27153365075,,MUNICIPIO,
50,50325,50325011,META,MAPIRIPÁN,RINCON DEL INDIO,CABECERA INSPECCIÓN DE POLICÍA (IP),-71.7417838402,,3.37115427638,,MUNICIPIO,
50,50330,50330000,META,MESETAS,MESETAS,CABECERA MUNICIPAL (CM),-74.0443712626,,3.38325958558,,MUNICIPIO,
50,50330,50330002,META,MESETAS,JARDÍN DE LAS PEÑAS,CENTRO POBLADO (CP),-74.1638140059,,3.27876833375,,MUNICIPIO,
50,50330,50330003,META,MESETAS,BRISAS DEL DUDA,CABECERA INSPECCIÓN DE POLICÍA (IP),-74.2446826713,,3.12266953345,,MUNICIPIO,
50,50330,50330004,META,MESETAS,MIRADOR,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
50,50330,50330005,META,MESETAS,ORIENTE,CASERÍO (CAS),-74.2598438763,,3.19636436917,,MUNICIPIO,
50,50330,50330007,META,MESETAS,LA ARGENTINA,CASERÍO (CAS),0.0,,0.0,,MUNICIPIO,
50,50330,50330009,META,MESETAS,PUERTO NARIÑO,CASERÍO (CAS),0.0,,0.0,,MUNICIPIO,
50,50330,50330010,META,MESETAS,SAN ISIDRO,CASERÍO (CAS),0.0,,0.0,,MUNICIPIO,
50,50350,50350000,META,LA MACARENA,LA MACARENA,CABECERA MUNICIPAL (CM),-73.7870674795,,2.17821444079,,MUNICIPIO,
50,50350,50350001,META,LA MACARENA,SAN FRANCISCO DE LA SOMBRA,CENTRO POBLADO (CP),-74.3690330441,,2.06421372496,,MUNICIPIO,
50,50350,50350002,META,LA MACARENA,LOS POZOS,CENTRO POBLADO (CP),-74.5568590861,,2.12403100983,,MUNICIPIO,
50,50350,50350003,META,LA MACARENA,SAN JUAN DEL LOSADA,CENTRO POBLADO (CP),-74.4505551828,,2.2442236871,,MUNICIPIO,
50,50350,50350006,META,LA MACARENA,LA CATALINA,CENTRO POBLADO (CP),-73.5105186634,,2.37101119601,,MUNICIPIO,
50,50350,50350007,META,LA MACARENA,LA CRISTALINA,CENTRO POBLADO (CP),-74.2744865879,,2.1658196541,,MUNICIPIO,
50,50350,50350008,META,LA MACARENA,EL RUBÍ,CENTRO POBLADO (CP),-74.2371565229,,2.36135302936,,MUNICIPIO,
50,50350,50350009,META,LA MACARENA,ALTO MORROCOY (NUEVO HORIZONTE),CENTRO POBLADO (CP),-74.000925428,,1.989719338,,MUNICIPIO,
50,50350,50350010,META,LA MACARENA,EL VERGEL,CENTRO POBLADO (CP),-73.9730190417,,2.18914763417,,MUNICIPIO,
50,50350,50350011,META,LA MACARENA,LA TUNIA,CENTRO POBLADO (CP),-74.159702644,,1.79301188243,,MUNICIPIO,
50,50350,50350012,META,LA MACARENA,LAS DELICIAS,CENTRO POBLADO (CP),-74.484055426,,2.149926936,,MUNICIPIO,
50,50350,50350013,META,LA MACARENA,LAURELES,CENTRO POBLADO (CP),-74.0747070241,,2.16963095069,,MUNICIPIO,
50,50350,50350014,META,LA MACARENA,PLAYA RICA,CENTRO POBLADO (CP),-74.2472401762,,2.06718908108,,MUNICIPIO,
50,50350,50350015,META,LA MACARENA,PUERTO LOZADA,CENTRO POBLADO (CP),-74.6358381544,,2.32989225535,,MUNICIPIO,
50,50350,50350016,META,LA MACARENA,VILLA CARDONA,CENTRO POBLADO (CP),-74.3931279276,,1.84187501539,,MUNICIPIO,
50,50370,50370000,META,URIBE,URIBE,CABECERA MUNICIPAL (CM),-74.3515437091,,3.23965331351,,MUNICIPIO,
50,50370,50370001,META,URIBE,LA JULIA,CENTRO POBLADO (CP),-74.2169142794,,2.98854545604,,MUNICIPIO,
50,50370,50370002,META,URIBE,EL DIVISO,CENTRO POBLADO (CP),-74.2537931981,,3.10654009177,,MUNICIPIO,
50,50400,50400000,META,LEJANÍAS,LEJANÍAS,CABECERA MUNICIPAL (CM),-74.0231951223,,3.52474093193,,MUNICIPIO,
50,50400,50400001,META,LEJANÍAS,CACAYAL,CABECERA INSPECCIÓN DE POLICÍA (IP),-73.9099634429,,3.47565632688,,MUNICIPIO,
50,50400,50400002,META,LEJANÍAS,ANGOSTURAS DEL GUAPE,CASERÍO (CAS),-74.0406614367,,3.55473693282,,MUNICIPIO,
50,50450,50450000,META,PUERTO CONCORDIA,PUERTO CONCORDIA,CABECERA MUNICIPAL (CM),-72.7600452582,,2.62308359227,,MUNICIPIO,
50,50450,50450001,META,PUERTO CONCORDIA,EL PORORIO,CENTRO POBLADO (CP),-72.8080448215,,2.83300872683,,MUNICIPIO,
50,50450,50450002,META,PUERTO CONCORDIA,LINDENAI,CENTRO POBLADO (CP),-72.7225133909,,2.70882967035,,MUNICIPIO,
50,50450,50450003,META,PUERTO CONCORDIA,SAN FERNANDO,CENTRO POBLADO (CP),-72.5833881418,,2.73581679305,,MUNICIPIO,
50,50568,50568000,META,PUERTO GAITÁN,PUERTO GAITÁN,CABECERA MUNICIPAL (CM),-72.083078729,,4.314485152,,MUNICIPIO,
50,50568,50568001,META,PUERTO GAITÁN,DOMO PLANAS,CENTRO POBLADO (CP),-71.3264093476,,4.18308176387,,MUNICIPIO,
50,50568,50568002,META,PUERTO GAITÁN,SAN PEDRO DE ARIMENA,CENTRO POBLADO (CP),-71.6217163704,,4.60811664112,,MUNICIPIO,
