Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo Centro Poblado,Longitude,Unnamed: 8,Latitude,Distrito,Tipo de Municipio,Area Metropolitana
5,5001,5001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,CABECERA MUNICIPAL (CM),-75.5760017134,,6.24858636743,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001001,ANTIOQUIA,MEDELLÍN,PALMITAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6899859872,,6.3439224059,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001004,ANTIOQUIA,MEDELLÍN,SANTA ELENA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.5003166982,,6.20967456778,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001009,ANTIOQUIA,MEDELLÍN,ALTAVISTA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6299441751,,6.22248273057,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001010,ANTIOQUIA,MEDELLÍN,AGUAS FRÍAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6339460169,,6.2333355874,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001012,ANTIOQUIA,MEDELLÍN,LA LOMA,CENTRO POBLADO (CP),-75.6297540724,,6.26890878235,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001013,ANTIOQUIA,MEDELLÍN,SAN JOSÉ DEL MANZANILLO,CENTRO POBLADO (CP),-75.61342487,,6.20581068001,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001014,ANTIOQUIA,MEDELLÍN,BARRO BLANCO,CENTRO POBLADO (CP),-75.4775622151,,6.23479805798,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001015,ANTIOQUIA,MEDELLÍN,EL CERRO,CENTRO POBLADO (CP),-75.489476496,,6.20035636487,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001017,ANTIOQUIA,MEDELLÍN,EL PATIO,CENTRO POBLADO (CP),-75.6511004924,,6.27784108634,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001018,ANTIOQUIA,MEDELLÍN,EL PLACER,CENTRO POBLADO (CP),-75.4930142589,,6.22476631163,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001019,ANTIOQUIA,MEDELLÍN,EL PLAN,CENTRO POBLADO (CP),-75.5183705,,6.20435971513,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001022,ANTIOQUIA,MEDELLÍN,LA ALDEA,CENTRO POBLADO (CP),-75.7035503836,,6.34243040051,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001023,ANTIOQUIA,MEDELLÍN,LA CUCHILLA,CENTRO POBLADO (CP),-75.6535467831,,6.29350870315,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001025,ANTIOQUIA,MEDELLÍN,LA PALMA,CENTRO POBLADO (CP),-75.6481527137,,6.27383086596,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001027,ANTIOQUIA,MEDELLÍN,LAS PLAYAS,CENTRO POBLADO (CP),-75.6489995687,,6.28394357047,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001029,ANTIOQUIA,MEDELLÍN,PIEDRA GORDA,CENTRO POBLADO (CP),-75.498182909,,6.23489261348,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001031,ANTIOQUIA,MEDELLÍN,POTRERITO,CENTRO POBLADO (CP),-75.667907579,,6.18307451818,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001032,ANTIOQUIA,MEDELLÍN,TRAVESÍAS,CENTRO POBLADO (CP),-75.6431084203,,6.28703191801,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001033,ANTIOQUIA,MEDELLÍN,URQUITA,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001035,ANTIOQUIA,MEDELLÍN,BOQUERÓN,CENTRO POBLADO (CP),-75.6573758995,,6.31466453166,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001039,ANTIOQUIA,MEDELLÍN,EL LLANO 1,CENTRO POBLADO (CP),-75.6494934186,,6.29451550368,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001040,ANTIOQUIA,MEDELLÍN,EL LLANO,CENTRO POBLADO (CP),-75.5033167357,,6.19831282539,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001048,ANTIOQUIA,MEDELLÍN,LA VERDE,CENTRO POBLADO (CP),-75.6394956297,,6.19043349672,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001052,ANTIOQUIA,MEDELLÍN,MATASANO,CENTRO POBLADO (CP),-75.492529472,,6.25765451031,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001054,ANTIOQUIA,MEDELLÍN,MATASANO 2,CENTRO POBLADO (CP),-75.5054392905,,6.26734684369,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001055,ANTIOQUIA,MEDELLÍN,MAZO,CENTRO POBLADO (CP),-75.49872337,,6.248320747,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001056,ANTIOQUIA,MEDELLÍN,MAZO 1,CENTRO POBLADO (CP),0.0,,0.0,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001057,ANTIOQUIA,MEDELLÍN,MEDIA LUNA,CENTRO POBLADO (CP),-75.5159979268,,6.24024827186,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5001,5001066,ANTIOQUIA,MEDELLÍN,LAS CAMELIAS,CENTRO POBLADO (CP),-75.6433753534,,6.19672626844,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5002,5002000,ANTIOQUIA,ABEJORRAL,ABEJORRAL,CABECERA MUNICIPAL (CM),-75.4287403904,,5.78930111433,,MUNICIPIO,
5,5002,5002002,ANTIOQUIA,ABEJORRAL,PANTANILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.492961864,,5.730917629,,MUNICIPIO,
5,5002,5002004,ANTIOQUIA,ABEJORRAL,NARANJAL - LAS FONDAS,CASERÍO (CAS),-75.514169806,,5.763411113,,MUNICIPIO,
5,5002,5002016,ANTIOQUIA,ABEJORRAL,LAS CANOAS,CENTRO POBLADO (CP),-75.428660109,,5.78202887815,,MUNICIPIO,
5,5004,5004000,ANTIOQUIA,ABRIAQUÍ,ABRIAQUÍ,CABECERA MUNICIPAL (CM),-76.0642948678,,6.63228195504,,MUNICIPIO,
5,5004,5004003,ANTIOQUIA,ABRIAQUÍ,POTREROS SECTOR 1,CASERÍO (CAS),-76.0894075977,,6.67479034665,,MUNICIPIO,
5,5021,5021000,ANTIOQUIA,ALEJANDRÍA,ALEJANDRÍA,CABECERA MUNICIPAL (CM),-75.141334501,,6.37606264274,,MUNICIPIO,
5,5030,5030000,ANTIOQUIA,AMAGÁ,AMAGÁ,CABECERA MUNICIPAL (CM),-75.7019483389,,6.03880842381,,MUNICIPIO,
5,5030,5030001,ANTIOQUIA,AMAGÁ,CAMILO C,CENTRO POBLADO (CP),-75.6985600127,,6.02572906075,,MUNICIPIO,
5,5030,5030003,ANTIOQUIA,AMAGÁ,LA CLARITA,CENTRO POBLADO (CP),-75.699650531,,6.06889371752,,MUNICIPIO,
5,5030,5030004,ANTIOQUIA,AMAGÁ,LA FERREIRA,CASERÍO (CAS),-75.7092757411,,6.06338935262,,MUNICIPIO,
5,5030,5030005,ANTIOQUIA,AMAGÁ,LA GUALÍ,CASERÍO (CAS),-75.706869786,,6.05736790207,,MUNICIPIO,
5,5030,5030006,ANTIOQUIA,AMAGÁ,PIEDECUESTA,CASERÍO (CAS),-75.6929859987,,6.04976095926,,MUNICIPIO,
5,5030,5030011,ANTIOQUIA,AMAGÁ,MINAS,CENTRO POBLADO (CP),-75.7011486114,,6.07757173503,,MUNICIPIO,
5,5030,5030012,ANTIOQUIA,AMAGÁ,CAMILO C - ALTO DE LA VIRGEN,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.7031062243,,6.02729183748,,MUNICIPIO,
5,5030,5030013,ANTIOQUIA,AMAGÁ,PIEDECUESTA - MANI DE LAS CASAS,CASERÍO (CAS),-75.6938423142,,6.05546056117,,MUNICIPIO,
5,5031,5031000,ANTIOQUIA,AMALFI,AMALFI,CABECERA MUNICIPAL (CM),-75.0774749239,,6.90967360478,,MUNICIPIO,
5,5031,5031004,ANTIOQUIA,AMALFI,PORTACHUELO,CENTRO POBLADO (CP),-74.927366902,,6.801117641,,MUNICIPIO,
5,5034,5034000,ANTIOQUIA,ANDES,ANDES,CABECERA MUNICIPAL (CM),-75.878794075,,5.65676971311,,MUNICIPIO,
5,5034,5034001,ANTIOQUIA,ANDES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.8355542529,,5.68285673695,,MUNICIPIO,
5,5034,5034003,ANTIOQUIA,ANDES,SAN JOSÉ,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.8703726817,,5.73606403976,,MUNICIPIO,
5,5034,5034006,ANTIOQUIA,ANDES,SANTA RITA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9173374589,,5.6126249981,,MUNICIPIO,
5,5034,5034007,ANTIOQUIA,ANDES,TAPARTÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9650552653,,5.70092831497,,MUNICIPIO,
5,5034,5034012,ANTIOQUIA,ANDES,SANTA INÉS,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.8998875545,,5.56384213481,,MUNICIPIO,
5,5034,5034014,ANTIOQUIA,ANDES,SAN BARTOLO,CENTRO POBLADO (CP),-75.8533371503,,5.6377077228,,MUNICIPIO,
5,5034,5034015,ANTIOQUIA,ANDES,LA CHAPARRALA - LA UNIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9244908295,,5.652844471,,MUNICIPIO,
5,5036,5036000,ANTIOQUIA,ANGELÓPOLIS,ANGELÓPOLIS,CABECERA MUNICIPAL (CM),-75.7113533837,,6.10961277767,,MUNICIPIO,
5,5036,5036001,ANTIOQUIA,ANGELÓPOLIS,LA ESTACIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.7034175922,,6.08454652003,,MUNICIPIO,
5,5036,5036006,ANTIOQUIA,ANGELÓPOLIS,SANTA RITA,CASERÍO (CAS),-75.7097450088,,6.09940945497,,MUNICIPIO,
5,5036,5036011,ANTIOQUIA,ANGELÓPOLIS,CIENAGUITA,CASERÍO (CAS),-75.7488334763,,6.11903267198,,MUNICIPIO,
5,5038,5038000,ANTIOQUIA,ANGOSTURA,ANGOSTURA,CABECERA MUNICIPAL (CM),-75.3351091186,,6.88518441484,,MUNICIPIO,
5,5038,5038008,ANTIOQUIA,ANGOSTURA,LLANOS DE CUIBA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.487458974,,6.812976109,,MUNICIPIO,
5,5040,5040000,ANTIOQUIA,ANORÍ,ANORÍ,CABECERA MUNICIPAL (CM),-75.1483449609,,7.07471004137,,MUNICIPIO,
5,5040,5040002,ANTIOQUIA,ANORÍ,LIBERIA,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
5,5040,5040003,ANTIOQUIA,ANORÍ,MONTEFRÍO,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
5,5040,5040004,ANTIOQUIA,ANORÍ,SANTO DOMINGO,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5040,5040005,ANTIOQUIA,ANORÍ,CRISTALINAS,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5040,5040006,ANTIOQUIA,ANORÍ,LAS NIEVES,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5042,5042000,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,CABECERA MUNICIPAL (CM),-75.8270783216,,6.55653286033,,MUNICIPIO,
5,5042,5042002,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,LAURELES,CASERÍO (CAS),-75.9491556386,,6.49014027012,,MUNICIPIO,
5,5042,5042006,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,EL PESCADO,CABECERA INSPECCIÓN DE POLICÍA (IP),-75.9098501356,,6.49557990899,,MUNICIPIO,
5,5042,5042007,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SABANAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.912958481,,6.46145925075,,MUNICIPIO,
5,5042,5042008,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,KILOMETRO 2,CASERÍO (CAS),-75.846440892,,6.560424387,,MUNICIPIO,
5,5042,5042009,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,PASO REAL,CASERÍO (CAS),-75.8182182374,,6.51518479909,,MUNICIPIO,
5,5044,5044000,ANTIOQUIA,ANZÁ,ANZÁ,CABECERA MUNICIPAL (CM),-75.854448759,,6.3026667644,,MUNICIPIO,
5,5044,5044001,ANTIOQUIA,ANZÁ,GUINTAR,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9571587855,,6.30205279623,,MUNICIPIO,
5,5044,5044005,ANTIOQUIA,ANZÁ,LA CEJITA,CABECERA INSPECCIÓN DE POLICÍA (IP),-75.910991461,,6.32675555305,,MUNICIPIO,
5,5044,5044006,ANTIOQUIA,ANZÁ,LA HIGUINA,CABECERA INSPECCIÓN DE POLICÍA (IP),-75.8514060761,,6.36749525468,,MUNICIPIO,
5,5045,5045000,ANTIOQUIA,APARTADÓ,APARTADÓ,CABECERA MUNICIPAL (CM),-76.6258909217,,7.88325108195,,MUNICIPIO,
5,5045,5045001,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.5841346102,,7.86476961858,,MUNICIPIO,
5,5045,5045002,ANTIOQUIA,APARTADÓ,CHURIDÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.6671769945,,7.86546284856,,MUNICIPIO,
5,5045,5045003,ANTIOQUIA,APARTADÓ,ZUNGO CARRETERA,CENTRO POBLADO (CP),-76.648965043,,7.82373643,,MUNICIPIO,
5,5045,5045007,ANTIOQUIA,APARTADÓ,LOS NARANJALES,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
5,5045,5045008,ANTIOQUIA,APARTADÓ,VIJAGUAL,CENTRO POBLADO (CP),-76.6583910429,,7.79008557787,,MUNICIPIO,
5,5045,5045009,ANTIOQUIA,APARTADÓ,EL REPOSO,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.6538601029,,7.79943428324,,MUNICIPIO,
5,5045,5045010,ANTIOQUIA,APARTADÓ,BAJO DEL OSO,CENTRO POBLADO (CP),-76.6253010519,,7.91005770908,,MUNICIPIO,
5,5045,5045011,ANTIOQUIA,APARTADÓ,EL SALVADOR,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.6486044422,,7.87833529517,,MUNICIPIO,
5,5045,5045014,ANTIOQUIA,APARTADÓ,PUERTO GIRÓN,CENTRO POBLADO (CP),-76.7370733509,,7.90564946097,,MUNICIPIO,
5,5045,5045015,ANTIOQUIA,APARTADÓ,LOMA VERDE,CENTRO POBLADO (CP),-76.6436037404,,7.82398081903,,MUNICIPIO,
5,5045,5045016,ANTIOQUIA,APARTADÓ,SAN PABLO,CENTRO POBLADO (CP),-76.715702319,,7.89863050266,,MUNICIPIO,
5,5051,5051000,ANTIOQUIA,ARBOLETES,ARBOLETES,CABECERA MUNICIPAL (CM),-76.4266581639,,8.84991827334,,MUNICIPIO,
5,5051,5051001,ANTIOQUIA,ARBOLETES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.2826485164,,8.61124728077,,MUNICIPIO,
5,5051,5051003,ANTIOQUIA,ARBOLETES,EL CARMELO,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.3817990632,,8.61641933073,,MUNICIPIO,
5,5051,5051005,ANTIOQUIA,ARBOLETES,LAS NARANJITAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.3334541791,,8.52928930038,,MUNICIPIO,
5,5051,5051008,ANTIOQUIA,ARBOLETES,EL YESO,CASERÍO (CAS),-76.4764811924,,8.61627283218,,MUNICIPIO,
5,5051,5051009,ANTIOQUIA,ARBOLETES,LA TRINIDAD,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.5080581557,,8.62509364034,,MUNICIPIO,
5,5051,5051010,ANTIOQUIA,ARBOLETES,LAS PLATAS (SANTAFÉ),CABECERA INSPECCIÓN DE POLICÍA (IP),-76.4404830954,,8.58092456776,,MUNICIPIO,
5,5051,5051011,ANTIOQUIA,ARBOLETES,LA CANDELARIA,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.4502319517,,8.65652472732,,MUNICIPIO,
5,5051,5051014,ANTIOQUIA,ARBOLETES,EL GUADUAL,CASERÍO (CAS),-76.3848794836,,8.48699752944,,MUNICIPIO,
5,5055,5055000,ANTIOQUIA,ARGELIA,ARGELIA,CABECERA MUNICIPAL (CM),-75.1410633595,,5.73147922832,,MUNICIPIO,
5,5059,5059000,ANTIOQUIA,ARMENIA,ARMENIA,CABECERA MUNICIPAL (CM),-75.7866245369,,6.15567240561,,MUNICIPIO,
5,5059,5059001,ANTIOQUIA,ARMENIA,LA HERRADURA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.8066530513,,6.14659274967,,MUNICIPIO,
5,5059,5059003,ANTIOQUIA,ARMENIA,EL SOCORRO,CASERÍO (CAS),-75.7851221151,,6.14616653119,,MUNICIPIO,
5,5059,5059006,ANTIOQUIA,ARMENIA,FILO SECO,CENTRO POBLADO (CP),-75.8118735322,,6.1425221797,,MUNICIPIO,
5,5059,5059009,ANTIOQUIA,ARMENIA,PALMICHAL,CENTRO POBLADO (CP),-75.806715378,,6.159533401,,MUNICIPIO,
5,5079,5079000,ANTIOQUIA,BARBOSA,BARBOSA,CABECERA MUNICIPAL (CM),-75.3316403017,,6.4392260115,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079001,ANTIOQUIA,BARBOSA,HATILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.3926606393,,6.41066432646,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079005,ANTIOQUIA,BARBOSA,PLATANITO,CENTRO POBLADO (CP),-75.4068698995,,6.40517673757,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079008,ANTIOQUIA,BARBOSA,ISAZA,CENTRO POBLADO (CP),-75.3607631808,,6.42041888174,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079014,ANTIOQUIA,BARBOSA,POPALITO,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.2837919226,,6.47359441304,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079016,ANTIOQUIA,BARBOSA,YARUMITO,CENTRO POBLADO (CP),-75.30373386,,6.457457349,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079017,ANTIOQUIA,BARBOSA,TABLAZO - HATILLO,CENTRO POBLADO (CP),-75.4133044027,,6.41887682667,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079018,ANTIOQUIA,BARBOSA,EL PARAISO,CENTRO POBLADO (CP),-75.414864188,,6.41314092295,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079019,ANTIOQUIA,BARBOSA,EL SALADITO,CENTRO POBLADO (CP),-75.401844893,,6.407348404,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079020,ANTIOQUIA,BARBOSA,LOMITA 1,CENTRO POBLADO (CP),-75.4069890912,,6.41825456822,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079021,ANTIOQUIA,BARBOSA,LOMITA 2,CENTRO POBLADO (CP),-75.4077713014,,6.41573346658,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079022,ANTIOQUIA,BARBOSA,LA PRIMAVERA,CENTRO POBLADO (CP),-75.4062648681,,6.41389608409,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5079,5079023,ANTIOQUIA,BARBOSA,TAMBORCITO,CENTRO POBLADO (CP),-75.3111625975,,6.45219478807,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5086,5086000,ANTIOQUIA,BELMIRA,BELMIRA,CABECERA MUNICIPAL (CM),-75.6673737242,,6.60615865921,,MUNICIPIO,
5,5086,5086001,ANTIOQUIA,BELMIRA,LABORES,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6125065279,,6.70979191028,,MUNICIPIO,
5,5086,5086003,ANTIOQUIA,BELMIRA,RÍO ARRIBA,CENTRO POBLADO (CP),-75.6718134407,,6.61333788559,,MUNICIPIO,
5,5088,5088000,ANTIOQUIA,BELLO,BELLO,CABECERA MUNICIPAL (CM),-75.5546673053,,6.33406558292,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088008,ANTIOQUIA,BELLO,POTRERITO,CASERÍO (CAS),-75.581125733,,6.331287917,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088013,ANTIOQUIA,BELLO,SAN FÉLIX,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6089691966,,6.34061054762,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088018,ANTIOQUIA,BELLO,EL PINAR,CENTRO POBLADO (CP),-75.5300927755,,6.30109168619,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088020,ANTIOQUIA,BELLO,EL ALBERGUE,CENTRO POBLADO (CP),-75.5364647983,,6.30706551641,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088022,ANTIOQUIA,BELLO,LA CHINA,CENTRO POBLADO (CP),-75.6148776785,,6.39851131551,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5088,5088023,ANTIOQUIA,BELLO,LA UNIÓN,CENTRO POBLADO (CP),-75.62123505,,6.38242101183,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,5091,5091000,ANTIOQUIA,BETANIA,BETANIA,CABECERA MUNICIPAL (CM),-75.9767139414,,5.74619656152,,MUNICIPIO,
5,5091,5091003,ANTIOQUIA,BETANIA,SAN LUIS,CENTRO POBLADO (CP),-75.986423315,,5.753500129,,MUNICIPIO,
5,5093,5093000,ANTIOQUIA,BETULIA,BETULIA,CABECERA MUNICIPAL (CM),-75.9845155699,,6.11525553285,,MUNICIPIO,
5,5093,5093001,ANTIOQUIA,BETULIA,ALTAMIRA,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9492537852,,6.21966316534,,MUNICIPIO,
5,5101,5101000,ANTIOQUIA,CIUDAD BOLÍVAR,CIUDAD BOLÍVAR,CABECERA MUNICIPAL (CM),-76.0215106815,,5.85027282845,,MUNICIPIO,
5,5101,5101002,ANTIOQUIA,CIUDAD BOLÍVAR,SAN BERNARDO DE LOS FARALLONES,CABECERA CORREGIMIENTO MUNICIPAL (C),-76.0290562941,,5.79957939591,,MUNICIPIO,
5,5101,5101006,ANTIOQUIA,CIUDAD BOLÍVAR,ALFONSO LÓPEZ (SAN GREGORIO),CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9570553979,,5.89561031281,,MUNICIPIO,
5,5101,5101008,ANTIOQUIA,CIUDAD BOLÍVAR,VILLA ALEGRÍA,CENTRO POBLADO (CP),-76.0135239893,,5.7829498807,,MUNICIPIO,
5,5101,5101010,ANTIOQUIA,CIUDAD BOLÍVAR,EL CABRERO - BOLÍVAR ARRIBA,CENTRO POBLADO (CP),-76.035648809,,5.86598609631,,MUNICIPIO,
5,5107,5107000,ANTIOQUIA,BRICEÑO,BRICEÑO,CABECERA MUNICIPAL (CM),-75.550356304,,7.11280551402,,MUNICIPIO,
5,5107,5107001,ANTIOQUIA,BRICEÑO,BERLÍN (PUEBLO NUEVO),CABECERA CORREGIMIENTO MUNICIPAL (C),-75.6259338689,,7.10758450218,,MUNICIPIO,
5,5107,5107002,ANTIOQUIA,BRICEÑO,EL ROBLAL,CABECERA INSPECCIÓN DE POLICÍA (IP),-75.5869983287,,7.13799769856,,MUNICIPIO,
5,5107,5107003,ANTIOQUIA,BRICEÑO,LAS AURAS,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.515195996,,7.19389479161,,MUNICIPIO,
5,5107,5107004,ANTIOQUIA,BRICEÑO,TRAVESIAS,CASERÍO (CAS),-75.5723162191,,7.13372860437,,MUNICIPIO,
5,5113,5113000,ANTIOQUIA,BURITICÁ,BURITICÁ,CABECERA MUNICIPAL (CM),-75.9070561536,,6.72064775464,,MUNICIPIO,
5,5113,5113001,ANTIOQUIA,BURITICÁ,EL NARANJO,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5113,5113002,ANTIOQUIA,BURITICÁ,GUARCO,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5113,5113003,ANTIOQUIA,BURITICÁ,TABACAL,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.9145042996,,6.80595628177,,MUNICIPIO,
5,5113,5113004,ANTIOQUIA,BURITICÁ,URARCO,CABECERA CORREGIMIENTO MUNICIPAL (C),0.0,,0.0,,MUNICIPIO,
5,5113,5113005,ANTIOQUIA,BURITICÁ,LA ANGELINA,CABECERA INSPECCIÓN DE POLICÍA (IP),0.0,,0.0,,MUNICIPIO,
5,5113,5113008,ANTIOQUIA,BURITICÁ,LA MARIELA,CASERÍO (CAS),-75.9065086894,,6.72691917512,,MUNICIPIO,
5,5120,5120000,ANTIOQUIA,CÁCERES,CÁCERES,CABECERA MUNICIPAL (CM),-75.3523573153,,7.57831474335,,MUNICIPIO,
5,5120,5120002,ANTIOQUIA,CÁCERES,EL JARDÍN (TAMANÁ),CABECERA CORREGIMIENTO MUNICIPAL (C),-75.2538865201,,7.75477393165,,MUNICIPIO,
5,5120,5120003,ANTIOQUIA,CÁCERES,GUARUMO,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.2092173931,,7.85453130984,,MUNICIPIO,
5,5120,5120004,ANTIOQUIA,CÁCERES,MANIZALES,CABECERA CORREGIMIENTO MUNICIPAL (C),-75.4143628513,,7.83683946506,,MUNICIPIO,
