Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Moho Depth (m),Magnetic Anomaly (nT),Fault,Strike-slip Fault,Reverse or Thrust Fault,Lineament,Right-lateral Fault,Normal Fault,Active Fault,Curie Depth (Km),Vertical Gravity Gradient (E),Free Air Anomaly (mGal),Bouguer Anomaly (mGal),Nearest Basement,Nearest Volcano,Volcanic domain,Volcanic weight,Gradient Weight,sample_weight
6.175794,-71.091822,0.044115789473684205,0.9558842105263157,22.40195313510232,0.39979416461743456,0.39891158281328054,0.27673804990496165,0.33666188793502366,0.2109857129933949,0.6437611991706573,0.23824077699280904,0.316389180852253,0.21467534091556292,0.9285714285714285,0.44261820288176096,0.2561050780766321,0.5924648874718196,0.5979780996327075,0.5323532626083832,False,4,0.0258103974646728,0.1032415898586913
4.8018083,-72.3174583,0.05546213093709884,0.9445378690629012,26.71842995394917,0.44678428389925173,0.6519058440568576,0.2104883413365721,0.2477654890872982,0.11824691779479372,0.33962598304802805,0.18813357020516,0.2738626467000084,0.11607007727946754,0.9285714285714285,0.42169285352255453,0.22810758753525487,0.5466328516229115,0.277865117459421,0.3749116145264911,False,4,0.0432820506850756,0.1731282027403024
6.795316,-73.792668,0.03423620025673941,0.9657637997432604,20.29509744122784,0.7428462430913159,0.6054806257363018,0.09817888773641205,0.10521402377734707,0.0025002288382286785,0.3208298899764669,0.09777736821753219,0.05715112680545247,0.07449286800569001,0.9285714285714285,0.36405763521830425,0.045470179541858724,0.3125578078062562,0.013791742113575579,0.21521862925631952,False,4,0.02,0.08
6.839267,-73.791586,0.0331602053915276,0.9668397946084726,18.934880803849587,0.7412764973957435,0.6085559925484504,0.09684969849831615,0.11367138143416455,0.008997855356642508,0.326099119146136,0.11003465641406729,0.052900205070956476,0.0787231795166658,0.9285714285714285,0.3564549996379698,0.0773887487101878,0.31852444523783185,0.016120891475796425,0.21965468119735598,False,4,0.02,0.08
6.815653,-73.770775,0.03325802310654685,0.9667419768934533,19.6221063009226,0.7481806931536672,0.605802311919118,0.08902584139958598,0.10428657832611762,0.008745660468118954,0.32905905698656596,0.10178759200833785,0.06020719175276656,0.07055596407571219,0.9285714285714285,0.40525667945840277,0.0773887487101878,0.32803381335057424,0.02393051316746649,0.21938448284947304,False,4,0.02,0.08
6.846886,-73.771642,0.04401797175866495,0.9559820282413349,21.51457014166513,0.745760814689729,0.6090699868745784,0.08928526037767975,0.10985531547472227,0.0035810884167381094,0.3323938204691555,0.11077686429337862,0.05739841647305565,0.07303285836810161,0.9285714285714285,0.3956990804431251,0.0773887487101878,0.323526873684867,0.023778064369001737,0.22236610774193494,False,4,0.0258103974646728,0.1032415898586913
6.838322,-73.779533,0.03580128369704749,0.9641987163029526,21.20995513933032,0.7444881755421917,0.6085559925484504,0.09222532970148124,0.11039303094805603,0.006922519456658261,0.3292527626607587,0.1088603930458536,0.056020670325306575,0.07489269772755926,0.9285714285714285,0.3956990804431251,0.0773887487101878,0.323526873684867,0.020984169545139875,0.22074330088483685,False,4,0.0258103974646728,0.1032415898586913
6.847286,-73.782772,0.03912708600770218,0.9608729139922978,15.730991211709798,0.7430544113554769,0.6085559925484504,0.09355519204839245,0.11274871607984394,0.005240049458527672,0.3294315032664228,0.11164318270260573,0.05452442677946095,0.07653659316036728,0.9285714285714285,0.3956990804431251,0.0773887487101878,0.323526873684867,0.021236060234317317,0.2213139315290863,False,4,0.1082051225509536,0.4328204902038147
6.842322,-73.798156,0.03521437740693196,0.964785622593068,16.826564718528058,0.7393045627667372,0.6085559925484504,0.09938769216360122,0.11588305067209032,0.010115880397027929,0.32468576238399804,0.11143146911698568,0.050994246448541794,0.08099032158910484,0.9285714285714285,0.3564549996379698,0.045470179541858724,0.31852444523783185,0.014244637446392655,0.2193176536070054,False,4,0.0410705590980399,0.1642822363921597
7.300628,-73.520375,0.044213607188703465,0.9557863928112964,20.24844931895515,0.6425994623345124,0.6965678468601787,0.016517262166576226,0.03445436206391427,0.008961708496760675,0.3136302891833072,0.12893420713308557,0.15689706826099223,0.10585934856673425,0.9285714285714285,0.36152342335819276,0.027653573639678075,0.24020218299337026,0.003576284969841616,0.29257049382362144,False,4,0.02,0.08
7.292394,-73.516175,0.04196379974326059,0.9580362002567393,16.764532469693684,0.6449547100413577,0.6965678468601787,0.01317130962472198,0.0329697646645918,0.006457158551616159,0.31584916352416265,0.13084717793861547,0.15645308587288287,0.10290422585228458,0.9285714285714285,0.3773803489971762,0.027653573639678075,0.2498232282015309,0.007674350423301074,0.2920932892863904,False,4,0.1082051225509536,0.4328204902038147
6.657322,-73.670289,0.050963029525032094,0.9490369704749677,16.705740755862116,0.784116009078138,0.5639663007339761,0.06792839560800508,0.050070275562294715,0.008837415275030994,0.2812552171571909,0.052791510094888895,0.10416284043794019,0.017763846367660735,0.9285714285714285,0.31757294909854467,0.08997727178922749,0.2867462377545883,0.05771472928420698,0.2153994631884249,False,4,0.1082051225509536,0.4328204902038147
7.291056,-73.516892,0.05057175866495507,0.949428241335045,20.31785659031649,0.6450839721056976,0.6965678468601787,0.013050621235277561,0.032504646718620876,0.006004759250245553,0.3158448347892279,0.13077162834193667,0.15608793903782525,0.10260466943413618,0.9285714285714285,0.36152342335819276,0.008048428148861586,0.2583682323589954,0.008009655057508046,0.29188723334702904,False,4,0.02,0.08
7.293717,-73.510108,0.056538639281129656,0.9434613607188702,19.020636728380065,0.6456579728011216,0.6965678468601787,0.011915089015010868,0.03436107676616351,0.007412184036271335,0.3172563966374695,0.13241673997446463,0.15794856073093014,0.10253083850611815,0.9285714285714285,0.3773803489971762,0.027653573639678075,0.2498232282015309,0.00860858563020385,0.2927909674113289,False,4,0.02,0.08
7.302775,-73.508761,0.0449961489088575,0.9550038510911425,21.76254533822444,0.6443125760418469,0.6965678468601787,0.014502088863528538,0.036892485592253166,0.010228255042767169,0.3163900643761655,0.1320021955738034,0.15968118857951133,0.10505454244706429,0.9285714285714285,0.3773803489971762,0.027653573639678075,0.2609610945109496,0.0055148748164938,0.2938625618217254,False,4,0.0258103974646728,0.1032415898586913
5.0850615,-71.9523027,0.05409319640564827,0.9459068035943516,26.251826380005,0.47903569155910164,0.6785096431589506,0.25270709723290224,0.30084859135122194,0.15095052512457707,0.4234693296131251,0.2522390635384612,0.1768343685899459,0.15045214044531044,0.7857142857142857,0.43298819781333725,0.2306527839306597,0.5506077523685582,0.34811975623594765,0.41476500063688254,False,4,0.0301967797818107,0.1207871191272429
3.159247,-75.266758,0.038931450577663666,0.9610685494223363,21.906620347243983,0.827068386934281,0.5209787859102234,0.036498438861603553,0.0847386213243818,0.0313214388956532,0.05162366399901063,0.08342900048261617,0.37767359604502154,0.037859319741857654,0.7142857142857143,0.15183549344725222,0.0,0.10823933161226673,0.013874199715016052,0.09871099216369048,False,4,0.0258103974646728,0.1032415898586913
3.215886,-75.253092,0.13029319640564826,0.8697068035943516,22.52314476554748,0.8245100801366474,0.5237797618349637,0.03255361711782121,0.0872267090467382,0.024288500174743422,0.06882472286731724,0.09135024024829969,0.372761649986534,0.024826651602407247,0.7142857142857143,0.19078995003982335,0.04760265254178997,0.1249022342936964,0.016618223269467425,0.1030727274352909,False,4,0.0258103974646728,0.1032415898586913
3.235311,-75.242836,0.1247175866495507,0.8752824133504493,24.49946742482734,0.8234252982348662,0.5219325092225826,0.02555369253885079,0.0873999921837658,0.025854714292342686,0.07508500595162473,0.09355476217082656,0.3724598365170948,0.020836386624616662,0.7142857142857143,0.30410542321338063,0.04760265254178997,0.18052251665469465,0.0230334332153482,0.10538692362065973,False,4,0.0254600300835591,0.1018401203342365
0.750669,-76.367114,0.09282901155327342,0.9071709884467265,28.775129341391235,0.40267854541712045,0.5757952058987006,0.12217796465971922,0.22396377502046577,0.10207152084917262,0.23944704052454185,0.15478715113267666,0.7271759049190085,0.10215077514451416,0.3571428571428571,0.45152414741872426,0.29063769966292907,0.5644825711904551,0.15128887453887843,0.05184267515849442,False,4,0.0715254215455329,0.2861016861821319
4.8598111,-72.1859,0.05565827984595636,0.9443417201540438,24.04304133114428,0.44496596973882174,0.6727826128422754,0.23151382586443933,0.2670998015529329,0.14611302097988216,0.3765432581811888,0.2095819890937628,0.23720101023551118,0.1337280752136437,0.8571428571428571,0.3893997538194193,0.2552108578111027,0.5521347825827757,0.3007990683756359,0.39018104799336323,False,4,0.0254600300835591,0.1018401203342365
5.092486,-74.585899,0.05409319640564827,0.9459068035943516,37.92189426837668,0.7323301974392902,0.5992091132171199,0.02556876256475847,0.10884016222939273,0.027713939835801654,0.07006751378631895,0.05992526679032632,0.3386764280423635,0.02684979497843227,0.7857142857142857,0.6062558829918181,0.43399596065212903,0.4346870159697819,0.08164425988322878,0.07429802170881639,False,4,0.3516665975694588,1.4066663902778354
0.472889,-76.29168,0.07668908857509628,0.9233109114249036,23.935624712025987,0.3211100455465765,0.5436633294168138,0.23256696128218632,0.2611669408462902,0.192807661389117,0.31923427986351205,0.22901511547005776,0.8027652300965782,0.19422467024565354,0.4285714285714286,0.4447903844761422,0.3151956909953911,0.6324530622950142,0.2775928039793492,0.08615034069515917,False,4,0.0254600300835591,0.1018401203342365
6.265939,-69.690706,0.030812580231065468,0.9691874197689345,33.09477691649254,0.3716429250995863,0.3441561385775608,0.8163778033975797,0.7329718346013253,0.6411597465709309,1.0,0.642381028798931,0.5332143914886265,0.11069617183079805,0.8571428571428571,0.46600535804793286,0.39650541844947373,0.7990981573649018,0.847429618858756,0.7284340035924264,False,4,0.1259701413455118,0.5038805653820473
3.904858,-72.665992,0.06504878048780488,0.9349512195121952,35.86521551608573,0.3417416544242766,0.1634161900004456,0.13842790048121562,0.3387292213614377,0.2217772372396408,0.21052042969849233,0.3456835514251727,0.45636001743171284,0.10903435038231277,0.7857142857142857,0.4179277387589603,0.2924262227419688,0.6195007949968161,0.42879632517504684,0.34528179046645047,False,4,0.2109999761250029,0.8439999045000118
7.831394,-72.611031,0.16912682926829267,0.8308731707317072,23.39525343074912,0.614490563087013,0.5901205990945882,0.009564320690405805,0.1818135921425012,0.021148026956734695,0.500290342807983,0.0041767518783579856,0.43484358530912987,0.006109229976657939,0.8571428571428571,0.29614075736731593,0.19873420925913188,0.38959589439948067,0.03706090554534886,0.43411688276866467,False,4,0.0254600300835591,0.1018401203342365
3.524027,-74.829854,0.17597406931964055,0.8240259306803595,19.20520167454084,0.8975584922711637,0.5119668823488486,0.010576985467367857,0.14214810076426798,0.008163701723544765,0.20180059548871895,0.09334098201121843,0.44503940209518733,0.1174993580103425,0.7142857142857143,0.6284121352545073,0.5145490541377176,0.21751776122614797,0.06602216483542733,0.11826181445737452,False,4,0.02,0.08
3.048417,-75.167933,0.05409319640564827,0.9459068035943516,19.27383695048816,0.8154109114279968,0.5013539744073822,0.03256389142753612,0.05174212451998317,0.018206143414981266,0.03925927420373157,0.04167073083612861,0.4109381860685358,0.06839226445977215,0.7142857142857143,0.39164434146694665,0.12829333700213247,0.26992461508192644,0.007043505639525523,0.10888729422502787,False,4,0.02,0.08
3.052383,-75.169686,0.05321283697047497,0.946787163029525,19.96149978615699,0.8157713917915219,0.5013539744073822,0.03202274604195782,0.05206691929480713,0.019054047947012827,0.039532737012782294,0.042622699450302975,0.4101841064095073,0.06910901243588397,0.7142857142857143,0.37122583447976254,0.12829333700213247,0.26300557690564774,0.007992078243738165,0.10872399044775856,False,4,0.02,0.08
2.083256,-75.745417,0.11904415917843388,0.8809558408215661,20.272975048094768,0.7936550832532692,0.49069025333861793,0.005602833998718417,0.3132076555648945,0.008033571772172239,0.18819528776543,0.017998465435819563,0.44327563315079827,0.019364848736091896,0.5714285714285714,0.10180291072333647,0.2378069587947995,0.0,0.005658914208439087,0.030411326029384247,True,1,0.02,0.02
4.757755,-74.869731,0.08069961489088574,0.9193003851091142,18.04536827950325,0.7628176356972955,0.6156225350747383,0.01731219732484105,0.14391842443789357,0.03475812190166401,0.1088404690239649,0.08077107049078225,0.3719144651967035,0.022957818709962864,0.7142857142857143,0.2852798493954095,0.10449193093485587,0.34126822649035765,0.031378762694231684,0.05197811081388003,False,4,0.0410705590980399,0.1642822363921597
3.087994,-75.330806,0.14281129653401797,0.8571887034659822,21.36271347636199,0.8422262726719489,0.5200610226571827,0.008101847042268413,0.1012353503984638,0.021742318811506452,0.029759568380141245,0.08911905477372084,0.3663528877018425,0.02697608939919893,0.7142857142857143,0.2371298240532909,0.07752629565935204,0.1756975359844184,0.015015881570316416,0.08744172457197408,False,4,0.0258103974646728,0.1032415898586913
4.624767,-74.868934,0.08989448010269575,0.9101055198973043,20.156508445163183,0.7496704168622472,0.557347695468329,0.007037754483457165,0.1397592034535189,0.025819390646812896,0.14347658274379071,0.09073529897808906,0.40435369213816497,0.028465359919290393,0.7142857142857143,0.22981681268554055,0.08798233473206302,0.3027466053214978,0.032742610099171995,0.04034672146564119,True,1,0.02,0.02
4.620316,-74.86508,0.0897966623876765,0.9102033376123235,17.45353678502729,0.7473379151828852,0.557347695468329,0.008437201739144567,0.13864028289451152,0.024026562075741578,0.1451887628883013,0.09164376512740366,0.4058367770654984,0.030222282997198997,0.7142857142857143,0.22981681268554055,0.08798233473206302,0.2946636578093871,0.03132137863145045,0.04042209637693036,True,1,0.0410705590980399,0.0410705590980399
4.61589,-74.869545,0.07649345314505776,0.9235065468549422,20.941789548233125,0.7488877002857544,0.557347695468329,0.010385821117076198,0.1400993745633211,0.023431102375267205,0.14498177137892826,0.09015087518732841,0.4064681998895847,0.02968868901193254,0.7142857142857143,0.26210991238867576,0.08798233473206302,0.30572137009100886,0.028883829346671077,0.039555485864465126,True,1,0.0258103974646728,0.0258103974646728
3.729193,-75.396478,0.06817894736842105,0.9318210526315789,21.89939906764806,0.7820865134901605,0.43333317698524937,0.022197099070813762,0.23204091927441192,0.022319550086497407,0.12990389259634266,0.0959559580003325,0.28543786669186944,0.0974727268089789,0.5,0.26710593005575267,0.20231134346839103,0.2327339440508326,0.03276956666137489,0.08524519818728446,False,4,0.0258103974646728,0.1032415898586913
4.136439,-73.706975,0.35644775353016683,0.6435522464698331,21.04591052661525,0.540268604546841,0.08353287257552983,0.006141409504240128,0.16890729449303823,0.007546208437788081,0.10136813316113266,0.11546341367859261,0.6761956691165407,0.013851602850758314,0.8571428571428571,0.26935051770328,0.27880577285547226,0.3567825943969886,0.014212916798634805,0.1959902269254311,False,4,0.0258103974646728,0.1032415898586913
3.206406,-75.106661,0.0564408215661104,0.9435591784338895,32.03673888442565,0.8294515782891458,0.5178131280795687,0.06000844082741572,0.048890806710284965,0.018193273644204665,0.08510915178777732,0.06607523743622307,0.40779707549228006,0.059857848193909366,0.7857142857142857,0.19194844689016005,0.08179123615601569,0.16436441060755158,0.033565434841316445,0.12210272490460944,False,4,0.086564099150559,0.346256396602236
3.162639,-75.139394,0.0502783055198973,0.9497216944801028,29.17421697908909,0.8225112336312101,0.5168977100477878,0.06318046485113454,0.048468689247374255,0.025417834134824232,0.06894491488440924,0.0583372887312595,0.40600937887791916,0.05968710699517303,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.16800077740297048,0.01002583760171177,0.11601212769548305,False,4,0.0715254215455329,0.2861016861821319
3.171603,-75.140242,0.049593581514762515,0.9504064184852374,26.56985797407436,0.8234020692810831,0.5168977100477878,0.06549835082515548,0.05008548514964096,0.0265432684348026,0.07088388186525872,0.060733393956067944,0.40460062048303663,0.057499217669797695,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15951465067851078,0.013889241423506726,0.11622547067640368,False,4,0.0432820506850756,0.1731282027403024
3.172628,-75.133089,0.052332477535301666,0.9476675224646984,28.952412151011167,0.8239284686409405,0.5168977100477878,0.0676383681571699,0.048382040078115474,0.024522293375182552,0.07241988854946409,0.0599759009689123,0.4061055739581365,0.05898813136343299,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.01500691072551576,0.11723030746715335,False,4,0.0715254215455329,0.2861016861821319
3.176919,-75.135431,0.05057175866495507,0.949428241335045,31.181013824216123,0.8242539853200588,0.5223409685920152,0.06627234592023745,0.04971464063952707,0.025723781257260867,0.0729975557432512,0.061412275578690535,0.4049915004865881,0.057517732631771755,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15951465067851078,0.016602102519779484,0.1170746773993469,False,4,0.086564099150559,0.346256396602236
3.169467,-75.128856,0.05350629011553273,0.9464937098844672,30.87804390619593,0.8238176145776912,0.5168977100477878,0.06788872555805653,0.046753581743337366,0.022914210786935684,0.0724760275893044,0.05857431690649212,0.4075031661988356,0.060680645456480095,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.01438607286092508,0.11768647464475801,False,4,0.086564099150559,0.346256396602236
3.171661,-75.125758,0.052234659820282414,0.9477653401797177,30.36265487528514,0.8242741187769249,0.5168977100477878,0.06932702347645286,0.046328160043583394,0.02225171971818664,0.0735597584066253,0.058736785467496104,0.40792137693709574,0.06098200894363067,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.01589103186589172,0.11818596580039292,False,4,0.086564099150559,0.346256396602236
3.164297,-75.141503,0.2510980744544287,0.7489019255455711,41.73422985100733,0.8225907943925141,0.5168977100477878,0.06308908307046071,0.0492870904221744,0.026249703333569078,0.06894388902900407,0.05907515583194585,0.40530122647363065,0.05883117069348167,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.16800077740297048,0.010587601900883365,0.11578635060480441,False,4,0.8884205955681077,3.553682382272431
3.167789,-75.134522,0.1681486521181001,0.8318513478818998,31.1405671767291,0.823286271482998,0.5168977100477878,0.06590681822993621,0.04796300603203816,0.02444443027566939,0.07103512317441418,0.05892926661126061,0.4064280035391366,0.059680566559554525,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15951465067851078,0.012758929986731653,0.1168584087678762,False,4,0.086564099150559,0.346256396602236
3.169369,-75.130675,0.16042105263157894,0.839578947368421,30.37503756808982,0.823696165810013,0.5168977100477878,0.0673716673666118,0.04721066720818792,0.023446283630438883,0.0721133641608796,0.0587972947034412,0.40709835949412426,0.06026126646030649,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.014010037448092571,0.11743673485936157,False,4,0.086564099150559,0.346256396602236
3.169686,-75.136233,0.17705006418485236,0.8229499358151475,29.79708340414588,0.8234105246691608,0.5168977100477878,0.06598656516397632,0.04871956505616855,0.02514534230411836,0.0711605301289651,0.059661169590828046,0.40577935275134075,0.058863762486431194,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15951465067851078,0.013378217963653427,0.1166964572737243,False,4,0.0715254215455329,0.2861016861821319
3.166388,-75.133172,0.13146700898587932,0.8685329910141206,29.04544453971258,0.8231948547606971,0.5168977100477878,0.06588047278174781,0.04738202230025741,0.023904863405076894,0.07096288049632989,0.05837675049667442,0.406926930927651,0.06030430896506969,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.1574427226049151,0.012362814471325173,0.11699021121897094,False,4,0.0715254215455329,0.2861016861821319
3.165531,-75.136706,0.17646315789473682,0.8235368421052633,31.523896414243666,0.8229144071164634,0.5168977100477878,0.06469873216877865,0.048186664197984244,0.02490605689264589,0.07010978794848195,0.05866844896041419,0.40623248721308985,0.05966158196698615,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.16800077740297048,0.01152915252213707,0.11648062290452826,False,4,0.086564099150559,0.346256396602236
3.163719,-75.135822,0.1587581514762516,0.8412418485237485,31.143125133743244,0.82276051088556,0.5168977100477878,0.06443399392793199,0.0476700517748323,0.024487768121752497,0.06985565622935011,0.05807737964761351,0.40668062424544904,0.060268377473541954,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.16800077740297048,0.010855814028357356,0.11653491321091436,False,4,0.086564099150559,0.346256396602236
3.168153,-75.132094,0.16100795892169448,0.8389920410783056,35.50356713296392,0.8234679656889627,0.5168977100477878,0.06665586943238573,0.047382307689814426,0.02374723704384965,0.07156945273043437,0.05867942439749697,0.4069361915219305,0.060179901865577534,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.013269227828841577,0.11720030195242498,False,4,0.2109999761250029,0.8439999045000118
3.174394,-75.128053,0.15789473684210525,0.8421052631578947,32.59402223218969,0.8244450838570134,0.5168977100477878,0.06896312331003582,0.04738921617050398,0.02326110120248606,0.0737573659777559,0.059756309470924605,0.40702749515953,0.059853645246639754,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15380456435201095,0.016529190119688824,0.11797656143214763,False,4,0.1259701413455118,0.5038805653820473
3.168644,-75.137914,0.1681643132220796,0.8318356867779204,32.47336741825955,0.823198452806617,0.5168977100477878,0.06525342997967658,0.04899710365214583,0.025551476761871552,0.07061112178715243,0.05963848151446708,0.4055343387428135,0.05869402994133057,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.15951465067851078,0.012774339356272351,0.11643075900323108,False,4,0.1259701413455118,0.5038805653820473
3.159864,-75.147556,0.1479460847240051,0.8520539152759949,25.34315039680648,0.8221075776215108,0.5168977100477878,0.06025955330677289,0.050299385588594765,0.02654247508365753,0.06681050613892106,0.058927747097604274,0.40452250903269255,0.05850207985196033,0.7142857142857143,0.16472377090724788,0.0671390245580244,0.16800077740297048,0.008514872425195311,0.11480654240233143,False,4,0.0301967797818107,0.1207871191272429
3.178786,-75.124008,0.1662387676508344,0.8337612323491657,32.93696184553608,0.825215297608582,0.5178131280795687,0.06892502721857881,0.04715736961749413,0.02271999907385572,0.07552029808479141,0.06039909302577761,0.4073744453279353,0.059984582981540295,0.7142857142857143,0.16472377090724788,0.08179123615601569,0.15380456435201095,0.01906684111954088,0.1186871982448702,False,4,0.1259701413455118,0.5038805653820473
5.760086,-74.690311,0.051158664955070605,0.9488413350449294,24.35257586153446,0.5050100866627203,0.5656908201004224,0.022474910054112427,0.13666419285102918,0.0534657809764348,0.05439951196447152,0.038565006288327174,0.21137654916118154,0.02441880219305087,0.7142857142857143,0.4135109695170517,0.22033428630391416,0.5815180312766132,0.0,0.027666659054190676,True,1,0.0254600300835591,0.0254600300835591
