Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Distance To Nearest Volcano (m),Number of Volcanoes Nearby,Moho Depth (m),Fault,Strike-slip Fault,Reverse or Thrust Fault,Lineament,Right-lateral Fault,Normal Fault,Active Fault
7.028622,-73.919056,72.8472,27.835764,23.470282426932968,191748.89668667235,1,42386.72417557535,33617.368253586945,41583.621542415975,19447.80932885073,106501.22889953232,27019.46598906644,16919.010864532887,26131.89929265969
7.032247,-73.929836,75.2856,27.823572,20.55322705759076,191360.10286236173,1,42325.73821605216,34187.943922558894,42485.25861722879,20609.976783932794,105450.13722488044,25787.406581040137,16482.890137738843,25067.18066499376
7.036714,-73.911736,73.152,27.83424,23.215148674525857,192953.5570525212,1,42422.24667550928,32412.386173931183,40465.67967443401,18590.42479646795,106307.70539123488,27303.871499196423,18124.98942815253,25951.78932529496
7.032247,-73.929922,72.2376,27.838812,21.84780042223445,191354.4485266943,1,42325.2546613028,34194.84225989462,42493.87329085943,20619.46492794211,105444.29130492838,25779.19836268152,16477.190435024517,25061.16119111376
7.018575,-73.925572,74.0664,27.829668,23.194457077764508,190423.81004809056,1,42351.532794732055,34914.80605027852,42725.01990893605,20279.2676788602,106933.41489208896,26977.16333675615,15608.928636482977,26535.546267761118
7.023478,-73.929792,73.152,27.83424,20.678071716803977,190580.7724210873,1,42326.60882368097,34858.57793452841,42899.13962479154,20680.12143684199,106219.27918488116,26293.33399145143,15720.925738021344,25820.6183942176
7.047625,-73.921889,72.8472,27.835764,20.424345704690666,193256.20245429483,1,42364.39875651804,32387.02523192758,40988.31489787732,19710.76889612672,104664.09971570534,25760.33464049794,18372.988165643048,24307.510260222767
7.016847,-73.928989,84.12480000000001,27.779376,23.3477085861303,190043.6445163969,1,42331.41503682231,35315.32016236794,43148.17551963766,20678.844711771693,106854.75518971236,26763.990856233555,15216.176691884555,26444.235600981505
7.015006,-73.932775,92.6592,27.736704,24.09503669748838,189629.1894036852,1,42308.61927873911,35753.90662735903,43613.32615136867,21121.482418219835,106763.0037711541,26529.10388157338,14789.179446150603,26336.76140196357
7.015656,-73.934947,86.56320000000001,27.767184,23.670693720795526,189543.4779250747,1,42295.5713035553,35872.24127696585,43794.70732248524,21348.995218566542,106560.73990394072,26290.260166140684,14690.576757592591,26129.1078613516
7.060192,-73.91455,75.5904,27.822048,22.444050941020738,194861.39350296187,1,42390.43681719247,30855.39580156018,39705.01489745925,18994.53575868217,104103.08837218872,25358.973772254903,19974.90967616185,23745.78033231292
7.056569,-73.912747,72.8472,27.835764,21.7465074358266,194655.78515300024,1,42401.83599728538,30974.28123374957,39672.47294074696,18758.466386775504,104538.57179202208,25798.84986071617,19767.847305605603,24181.994466880933
7.042244,-73.914492,72.2376,27.838812,23.554089885865203,193263.0160100241,1,42404.83010157201,32198.930383716604,40482.76675743103,18884.690289067978,105640.85560154184,26756.305170458618,18397.62727349407,25285.6841777034
7.074717,-73.903614,76.8096,27.815952,19.754411724116107,196877.5193746998,1,42413.019984951854,28889.34800456244,37998.29254024883,18042.85015903966,103659.0199614384,24881.376676297,21984.268565944407,23268.187372654247
7.034236,-73.917422,71.3232,27.843384,22.705488329851903,192356.399055914,1,42393.64785653016,33050.263301275234,41150.69000663936,19229.068291702624,106127.5785758457,26875.95097691972,17508.495608564463,25765.86942100804
7.053125,-73.901847,73.7616,27.831192,23.38764693549449,195067.9752561373,1,42452.259253847966,30358.418351196644,38715.41245960125,17528.621453764543,105602.96764098931,26836.608618124497,20214.850040626843,25239.55919924765
7.051239,-73.914461,74.676,27.82662,21.831734602519138,194067.10754295188,1,42398.64261495968,31512.25620139568,40076.48473126093,18907.173433260075,104872.508370321,26161.354600485003,19182.66124157041,24518.13478273296
7.025911,-73.919961,75.5904,27.822048,24.289018486697337,191447.93940158663,1,42382.4639697795,33901.20769701099,41806.12915678551,19572.974070719258,106674.67537493404,27082.96675047023,16627.40344452035,26300.53871194296
7.044867,-73.922656,73.4568,27.832716,20.54792345679982,192959.3185148967,1,42361.59314430876,32655.5232082842,41187.623137582224,19788.73893806311,104848.4768105768,25819.69614180407,18076.525144994528,24489.83157031044
7.043997,-73.919947,73.4568,27.832716,20.21750961141156,193059.6614058168,1,42376.07238441036,32501.638435195247,40952.63564046752,19488.299030195147,105111.09007535117,26130.378557681568,18178.25925239964,24753.88235397564
7.039464,-73.915442,71.628,27.84186,24.589408381637963,192952.6778029565,1,42401.62554300382,32488.59369705743,40706.672944947,18992.22677408344,105813.78614707076,26800.75006449645,18093.0533277798,25457.08328694212
7.037711,-73.919056,71.3232,27.843384,20.77748597379712,192557.768963378,1,42383.47733242107,32909.921831074214,41150.47767800903,19395.56860253781,105714.6951015884,26535.70406934449,17690.816203934937,25354.143766243407
7.021419,-73.933633,91.44,27.7428,20.901414827025253,190143.82663103097,1,42304.05261130037,35320.86357826469,43380.44890471777,21126.077725131738,106141.3855704042,26057.91902047881,15277.999221520868,25727.95155221768
7.050322,-73.902761,76.8096,27.815952,24.59406128951376,194758.18794827425,1,42451.950208739545,30647.5676767502,38933.61648813921,17611.009748546472,105775.58847074056,27017.844095252083,19912.765561134263,25415.45540433442
7.025033,-73.926283,74.9808,27.825096,21.690231560644268,190951.1120045908,1,42346.74937518431,34462.139749057584,42475.32391267255,20277.50404729769,106320.75257786368,26532.933658384773,16099.74707677788,25933.169285909527
7.029522,-73.935339,73.7616,27.831192,23.52315475950033,190755.1717738573,1,42294.5388749017,34837.156603068746,43163.661930203714,21235.05644747878,105315.71239343748,25420.24719091923,15879.92202711553,24915.17598390876
7.025036,-73.926297,70.7136,27.846432,21.462825888638992,190950.4534334753,1,42346.66874937486,34463.00207973383,42476.56607259128,20279.01279952313,106319.54105937324,26531.43962596611,16099.014450212828,25931.932655343277
7.040369,-73.913661,74.676,27.82662,22.25553756938957,193151.0283669632,1,42410.18587598113,32277.99741333938,40486.0519152182,18794.078760217883,105859.73578957505,26931.05463280558,18295.48643970181,25504.292894794955
7.046683,-73.919083,74.3712,27.828144,20.871184522537565,193356.3153449121,1,42379.13293895125,32229.29021572051,40745.45293961433,19398.00406743524,104940.06854966734,26084.688421058137,18472.92420470039,24584.50976615343
7.021386,-73.924497,72.2376,27.838812,20.93995478600289,190744.93256961912,1,42357.497127604096,34609.41074880797,42478.38604797125,20123.404901302973,106760.31467185813,26912.196786844783,15920.708860924871,26370.253319170504
7.059283,-73.911953,76.2,27.819,21.646199155232484,194950.44382828745,1,42402.59567579406,30707.99630710941,39476.951167728126,18698.831762442034,104363.95888831522,25612.74827200897,20061.453884465067,24005.32078170383
7.05845,-73.909111,76.2,27.819,20.819205876765363,195062.8324654757,1,42415.58344211062,30537.262393330388,39221.6927317462,18377.27215253857,104635.98867742864,25877.58437729165,20175.25103854628,24275.50381586211
7.072033,-73.904561,74.0664,27.829668,19.565264326359777,196575.3583390505,1,42414.3455149376,29162.483765833404,38200.47862142667,18089.070851300985,103815.57869692822,25035.66741143058,21682.14502939125,23431.59331756093
7.022039,-73.936556,74.676,27.82662,24.058802695640555,190006.6441924825,1,42286.809392267925,35504.71809438617,43640.5730264899,21439.86074285212,105890.99089798731,25749.95229742129,15134.497647947332,25470.29949026416
7.037614,-73.918944,74.3712,27.828144,23.82664093785152,192556.5216865789,1,42384.11479712396,32908.509073079505,41143.77172111102,19383.48176149424,105730.80314407389,26551.655105477363,17690.21324038062,25370.283167549274
7.077444,-73.902744,77.1144,27.814428,19.31786773441861,197178.53010925165,1,42410.92770924677,28620.477031311824,37804.01362241984,18011.34770410558,103494.01171862276,24720.892056826964,22285.700316009927,23095.712130544904
7.044139,-73.924561,76.2,27.819,18.45173313220041,192769.21499600928,1,42351.83662966234,32865.00592488538,41412.71547857381,19998.208690856525,104779.62822894457,25668.32100177517,17887.602801466055,24418.7942516333
7.041522,-73.925233,74.9808,27.825096,18.82059605637839,192491.1653176671,1,42349.10232288016,33115.641727616414,41597.492089076135,20071.59855154355,104959.49852996644,25735.472496069764,17609.84768306694,24595.69739183688
7.048453,-73.9198,74.9808,27.825096,18.450720124559776,193467.32865569595,1,42374.5658334418,32154.86625838776,40740.11932297708,19483.057889912005,104738.12836943456,25928.31881464448,18582.93377580705,24382.866305416308
7.050939,-73.918939,71.628,27.84186,19.194733933278304,193746.05283265607,1,42377.38011881644,31899.307830641967,40544.45323192749,19399.59478392528,104584.84422314602,25897.005895863003,18861.03170334302,24230.397234021817
7.085442,-73.906264,74.9808,27.825096,17.790948499848906,197665.6511720141,1,42385.19796971991,28359.98966542613,37879.24097057203,18598.34000137251,102571.62462782796,23806.24499120806,22797.64549834157,22166.349631078825
7.082014,-73.901675,78.0288,27.809856,16.549242346754443,197657.65515575765,1,42405.31203490857,28205.1761931022,37522.71898292817,18012.609831765414,103190.75117401496,24429.345907555577,22767.19745876298,22782.969620470656
7.063678,-73.911686,75.5904,27.822048,17.960081808885725,195360.95069156904,1,42398.92041073211,30363.14214828908,39268.18988566828,18724.65209359718,104010.1511334014,25246.923064088103,20472.50108897484,23647.916406204527
7.061433,-73.912714,76.2,27.819,19.64996110654045,195092.7448448689,1,42397.093856152926,30612.51872957122,39465.614522641765,18807.76121478235,104127.55366804512,25373.002112468483,20204.51142593875,23768.080672639662
7.063183,-73.909003,76.2,27.819,19.525932273208188,195492.6821385096,1,42410.41546471983,30177.47870626896,39013.04487619827,18423.699422558053,104242.85731715572,25473.99458269834,20602.001842509897,23878.046134329223
7.045831,-73.920583,74.9808,27.825096,17.92439658816433,193181.62000232813,1,42371.932208466445,32414.90372915213,40935.05630006265,19561.56868127564,104909.1106108203,25977.231392506703,18298.29376839337,24552.43141585146
7.038086,-73.929094,77.4192,27.812904,19.45406885059187,191930.61237573804,1,42329.011251153424,33686.830966180576,42142.037385715164,20503.29183422152,104992.53870692922,25540.01075048876,17051.699466563532,24619.475475537427
7.056858,-73.917,75.5904,27.822048,20.43260258542462,194402.56277671328,1,42382.38361965106,31302.493768336204,40094.58880670474,19229.371761727587,104214.44205711504,25493.61978676553,19517.55974917275,23859.60769940894
7.059522,-73.916094,75.8952,27.820524,18.958251574556105,194700.3023326524,1,42384.240090562416,31032.36331692469,39890.92948679152,19156.686509591767,104051.13669419526,25315.851432472897,19815.87869061056,23695.053516684784
7.055956,-73.914258,75.2856,27.823572,18.956433392737924,194501.7634572249,1,42395.63796622799,31143.5042591586,39852.6453944192,18919.282441717263,104484.2617764502,25753.39990780334,19614.15566012373,24128.69944000797
7.064672,-73.914219,76.2,27.819,22.07135077150689,195284.0970377289,1,42387.31922210092,30502.03519940849,39488.47709193087,19016.286047924248,103746.11331861113,24987.96385950144,20401.43820961676,23385.58326569487
7.066289,-73.910728,76.2,27.819,22.892878431662204,195657.3400670879,1,42399.678524963376,30093.429536420124,39064.18886651095,18658.54364644184,103857.41061280487,25086.77510470974,20769.165189128405,23491.53266237268
7.026819,-73.91815,75.8952,27.820524,21.512710102313243,191648.8053259332,1,42392.32877285743,33689.51703304815,41582.25070096149,19364.612977387344,106719.7286611404,27205.50769167393,16835.166415907865,26349.597257630398
7.067569,-73.913383,75.5904,27.822048,21.47476793436064,195598.2673352132,1,42387.52573408234,30223.3526840773,39286.96119820504,18969.275512642755,103560.12767981636,24793.081119410628,20717.679719728327,23196.18893628351
7.069414,-73.910089,75.5904,27.822048,21.930814447793352,195978.9120250484,1,42398.13726960756,29814.143172947173,38874.23518929853,18641.15025649521,103639.21084277712,24863.096881569807,21092.491428381083,23268.83845193561
7.070253,-73.912389,76.2,27.819,19.82540250490516,195903.73164757653,1,42388.20306508954,29947.621476371554,39079.17006931129,18906.93959080636,103404.13937218297,24630.46250862332,21024.763499039407,23036.07819442101
7.065525,-73.908447,76.8096,27.815952,19.865155208541864,195738.52372554128,1,42409.62486986021,29959.594077787457,38860.33028924758,18397.14450743493,104084.6106429199,25310.905772674752,20847.390722583623,23716.546150644444
7.057503,-73.920247,74.676,27.82662,19.58902159924193,194247.7984364481,1,42366.805124693405,31524.637386292383,40399.978639399546,19592.86451283401,103931.45485672104,25225.813110179584,19370.71535392116,23577.163097629407
7.053536,-73.918169,74.676,27.82662,20.49746626648705,194028.775344679,1,42379.392032257645,31643.62451202621,40354.47179656913,19330.972504166704,104416.27731535712,25716.33814308482,19143.59786698875,24062.05995082715
7.054661,-73.920906,74.676,27.82662,21.446994370703216,193950.16263767105,1,42365.51922860232,31786.65024375282,40586.08643104521,19641.01910032584,104128.5262597027,25440.380755168622,19070.65524625044,23774.23344111252
7.052847,-73.915306,75.8952,27.820524,18.166473955274657,194155.1359541189,1,42393.41683386038,31460.51354746772,40092.526794178615,19010.49479804906,104675.8476126528,25962.526585972708,19268.82270588944,24321.39526241848
7.074728,-73.912625,75.5904,27.822048,20.187238502660303,196289.6690205625,1,42381.44746236806,29651.085347939057,38932.652633344216,19019.763783852373,103009.97678021318,24231.682301295536,21421.51273154588,22636.625498440026
7.050092,-73.916306,75.2856,27.823572,19.61922933112441,193843.34029020672,1,42390.71553441135,31748.03662501437,40313.86883889455,19104.592070053044,104841.38526474129,26146.09750439221,18958.62122267202,24487.15692035126
7.077575,-73.907422,76.8096,27.815952,21.083789182452577,196884.38997066327,1,42395.5230022252,29007.280977738414,38285.18706215742,18519.36021026762,103144.86720308148,24366.037624322045,22002.93390069493,22757.124151389748
7.039292,-73.920033,74.0664,27.829668,18.98723274605693,192634.2254506236,1,42377.637455529206,32866.32222224296,41175.29243372365,19499.71710904965,105510.74295307611,26358.838846979845,17760.54653483464,25150.47468090713
7.033231,-73.928322,76.2,27.819,18.535960829815107,191547.5372663843,1,42334.08945805417,33991.68643475345,42287.691336738215,20437.31567376948,105467.45741384494,25877.71951716063,16670.45822226467,25088.95064898641
7.042392,-73.928047,74.3712,27.828144,20.78926866599588,192384.4172790048,1,42333.7757953353,33279.72851134016,41843.029148113,20382.32528921217,104690.70850932218,25415.54254685915,17506.604891838415,24324.29456713748
7.074181,-73.905225,74.3712,27.828144,20.4312216723756,196724.0289754543,1,42408.53954140248,29063.097415048644,38185.77593673095,18205.736538181533,103587.65568226056,24808.30924327697,21832.8002791136,23201.312561289156
7.076844,-73.904639,76.8096,27.815952,19.45495072063305,197000.78407067,1,42405.951116275806,28823.178597234484,38023.43917272273,18201.775455705767,103407.01615254204,24630.322676839445,22110.91866805299,23014.44003878981
7.068136,-73.907367,76.8096,27.815952,19.292376816476622,196042.83809032216,1,42410.18321100477,29679.333895957112,38644.11546538728,18321.82717528316,103941.6432942413,25163.628028356183,21151.256971589344,23568.69831715715
7.058264,-73.913811,75.8952,27.820524,19.45225287890644,194737.4088471653,1,42395.51920964187,30936.05605565883,39709.61362697137,18892.209047390497,104319.25673538072,25578.37441141916,19849.413759757543,23962.483497289024
7.078147,-73.900808,78.0288,27.809856,18.55411616623645,197368.261776146,1,42415.55107368134,28407.187453662496,37576.43760487092,17819.70731034012,103575.79115529798,24807.76390397875,22473.165620099648,23171.933819824637
7.074942,-73.908111,76.8096,27.815952,19.482826265590223,196603.40680623776,1,42397.379804643686,29252.14513003261,38455.86595707214,18534.85185035308,103315.9979601061,24535.842125561423,21719.54566005887,22934.21983187149
7.080256,-73.906533,77.4192,27.812904,20.4716733710478,197182.78926592428,1,42393.866864619056,28743.01895782516,38093.514777631695,18488.43607869292,102984.78892468584,24209.59271749948,22303.52868785962,22589.91671136446
7.071278,-73.906511,77.1144,27.814428,12.923533978833603,196380.0110863797,1,42408.68296953364,29380.027195639635,38431.51995748625,18286.1307718122,103738.70968819429,24958.621540056884,21488.770447249008,23359.73358271629
7.041486,-73.929125,85.03920000000001,27.774804,19.092853244617675,192232.72815695265,1,42328.173752755785,33435.25626002,41992.37006962337,20501.62251628005,104695.27430110256,25357.41069001302,17356.13003993672,24326.369141182066
7.028225,-73.931089,76.2,27.819,22.45794221188716,190918.5939333996,1,42318.93925506171,34595.11252660222,42799.860482349744,20776.79645677665,105716.29677019328,25895.822414280374,16044.75166209001,25323.637558105016
7.029189,-73.929375,76.2,27.819,23.213550394131467,191117.4723394858,1,42328.65248010922,34384.71014602619,42583.05689300721,20580.17089087238,105748.21075457663,26003.11307826473,16244.737300781437,25361.119277854406
7.027272,-73.928272,76.2,27.819,20.585316701034923,191019.2154099688,1,42335.119915169904,34444.80676361641,42564.609048914754,20474.720689592927,105990.37928922512,26216.68634911337,16153.228871309597,25602.35981529809
7.026381,-73.930156,76.2,27.819,19.0247954419914,190815.5361352112,1,42324.38411550815,34662.66606345976,42794.909460146286,20690.352735679404,105940.6522516744,26090.021772095268,15946.792561730092,25546.73239970048
7.021042,-73.932353,82.296,27.78852,21.84430690769961,190194.6466408872,1,42311.58999550919,35249.21575855543,43272.006050789845,20990.13152262332,106260.43500512293,26199.28377965387,15333.562528728778,25849.80605834424
7.022131,-73.930292,82.296,27.78852,16.8637776088136,190427.7461258042,1,42323.72045430492,35002.5955161833,43014.49805278072,20750.568957240324,106303.56138545174,26326.0577319946,15570.479722389917,25900.88258747538
7.020072,-73.929625,85.03920000000001,27.774804,23.93652099522092,190288.4701896881,1,42327.65175477672,35111.130190695025,43049.9017326764,20703.09885269047,106528.99817186668,26510.74171686393,15441.886784812126,26123.75688832469
7.019231,-73.931269,88.08720000000001,27.759564,22.400053606140247,190104.90104235103,1,42317.92755261387,35305.313314652776,43253.96710131716,20894.623579511976,106492.27151815454,26408.82082491201,15254.16900021225,26080.647329871743
7.058594,-73.907536,76.2,27.819,20.533116484153464,195179.35912233623,1,42421.98589711057,30398.319147057544,39054.89733975712,18205.666243518823,104735.57123789894,25972.30837935112,20293.413950149945,24373.409205555305
7.064236,-73.910031,75.5904,27.822048,30.650621340137214,195519.36083860105,1,42404.98892890236,30185.12942752585,39075.46753920487,18551.25815348947,104080.62015474372,25312.12221146111,20629.280441676907,23715.99304707532
7.057658,-73.904942,76.2,27.819,22.001720960864613,195266.8926733485,1,42433.775175545554,30258.90887499622,38830.66240196721,17910.387957294628,104999.22622562616,26231.42917482712,20387.841104136543,24635.048522504738
7.056833,-73.906794,76.2,27.819,24.097778111504685,195071.1858521881,1,42427.1681603994,30470.649031155,39054.652849212536,18105.75459114073,104937.45979090755,26176.09387895229,20189.657127081213,24576.03293297874
7.064228,-73.910039,76.2,27.819,17.328882992355364,195518.1207591693,1,42404.966549341705,30186.377538275643,39076.61507161871,18552.018679804944,104080.72724661138,25312.262233986392,20628.045717081703,23716.11774550675
7.05665,-73.903775,76.8096,27.815952,19.755043930459752,195254.13776817828,1,42439.80903652003,30241.6175842627,38755.59724286583,17771.73188866354,105167.54642840433,26398.9904339729,20381.03670240698,24802.979659714656
7.021656,-73.929292,78.6384,27.806808,20.793459468074428,190451.5120663892,1,42329.578872530496,34961.25236365726,42938.79889660775,20646.46414910596,106412.58985989827,26447.49875474001,15600.045442864786,26011.523484536672
7.026783,-73.931692,85.03920000000001,27.774804,22.912957135861383,190750.20655711973,1,42315.5204435388,34753.683738421416,42928.64837072639,20855.749264063605,105801.67231091764,25922.15155025778,15877.681489511246,25404.821350847127
7.046897,-73.920297,83.82000000000001,27.7809,18.491499638908586,193295.6466997348,1,42372.87239882285,32311.720956164587,40858.92023995406,19532.693139336712,104837.27759655016,25953.719475582733,18411.824025026275,24481.22992017328
7.075678,-73.905239,79.248,27.80376,17.60548628989133,196857.1231156357,1,42405.98413228632,28957.03302354684,38129.92999371378,18240.048028199293,103461.24957485269,24682.855290103365,21967.269450869448,23072.22925437741
7.057258,-73.909483,76.2,27.819,19.997296031403422,194931.9538988073,1,42415.33296665375,30656.65320344555,39310.31048216036,18405.853389130327,104710.75397926792,25956.61963884344,20045.40413820628,24351.471662423097
7.057244,-73.909442,76.2,27.819,19.2720998095707,194933.40290792947,1,42415.52330633375,30654.366347428742,39306.728395408005,18401.20276639179,104714.84610685211,25960.61226270916,20046.915827332523,24355.539121487294
7.055497,-73.908244,76.2,27.819,19.741511563838326,194856.4590822678,1,42422.56696131532,30688.576320183696,39259.81012327658,18252.909101781283,104947.97954835114,26194.434982697243,19974.61572937433,24588.878525989
7.058947,-73.9103,76.2,27.819,23.318120437468284,195029.01674662824,1,42410.00801054697,30597.344714185096,39322.09826203511,18513.405022169707,104509.54187490189,25753.621832286142,20140.22991716382,24149.760612296148
7.058933,-73.910261,76.2,27.819,18.979553027349883,195030.32995784195,1,42410.188663112334,30595.19425343426,39318.70382410338,18508.96359421296,104513.4934612861,25757.483556710165,20141.567578656337,24153.68809258946
7.060053,-73.908814,76.2,27.819,19.329197142939165,195225.4873409645,1,42414.969772676486,30393.573978787383,39123.74731538088,18362.733437878764,104521.20804026358,25758.19038876557,20336.544864961368,24159.11641660663
7.060094,-73.908806,76.2,27.819,19.124368339304056,195229.67454058133,1,42414.95448030349,30389.87096515025,39121.20858875763,18362.340314192566,104518.30338437628,25755.17351136269,20340.70124366071,24156.16781625073
7.060958,-73.906642,76.2,27.819,15.996162278331298,195449.1743208823,1,42422.69156292637,30148.78592793625,38863.75057466111,18135.284546686355,104599.11983258335,25829.11809350165,20561.108873738056,24233.68144292033
7.054433,-73.905822,76.2,27.819,19.70786111087212,194921.44466430487,1,42434.08408668736,30574.44309388056,39060.14040777695,17977.017392365105,105209.88309877337,26451.350747420853,20048.259566139463,24849.43505955093
7.055856,-73.904153,76.2,27.819,19.964259768007683,195158.44740442804,1,42439.29008548756,30332.36976484457,38828.55566541719,17805.712869701405,105207.83658469432,26441.64881180229,20286.44664488876,24844.470545298274
7.051875,-73.906731,76.2,27.819,20.29583437356904,194633.56425327147,1,42433.0738485492,30842.4001975924,39265.03248584421,18058.353851963868,105362.67304445758,26613.98632798199,19764.992348533407,25004.71362316684
7.053606,-73.90765,76.2,27.819,20.500402294631325,194727.0666894129,1,42427.19808612303,30783.942347831715,39281.81149597935,18171.89404316194,105150.60538171012,26400.249555729963,19850.801293116285,24792.26894656473
7.051017,-73.908633,76.2,27.819,20.086987436040165,194431.487931828,1,42425.56916342394,31059.86100994002,39495.58763003659,18262.87479627253,105301.33818652612,26562.766600306088,19559.2448657937,24945.020064551514
7.049242,-73.907353,76.2,27.819,19.88348967520389,194358.03107113097,1,42433.08288042682,31093.92793039458,39445.547517023966,18112.26019337471,105542.71583017276,26804.65656459906,19495.9265884023,25186.495583519947
7.048314,-73.909372,76.2,27.819,22.23607120382644,194141.91929718736,1,42424.804392474405,31325.66609090531,39691.07319975535,18331.112278178058,105479.62552447502,26753.93703644144,19275.33032390868,25124.60246610006
7.050072,-73.910081,76.2,27.819,37.640876752183054,194251.68629231,1,42419.93485846151,31247.778546048623,39684.07434606673,18417.454341483903,105279.8331667332,26550.98936752496,19377.7311167931,24924.54453640061
7.049353,-73.912058,76.2,27.819,22.150695991920127,194057.15601959912,1,42411.43701959101,31460.961638274563,39916.04146903979,18632.14281768452,105202.23135040152,26485.987491929514,19179.827342422413,24847.7051985592
7.060011,-73.908822,76.2,27.819,63.92198061445907,195221.21086714388,1,42414.98617748322,30397.35161546977,39126.3284141049,18363.115912154528,104524.19752824522,25761.29466789801,20332.30026685872,24162.150589686556
7.058522,-73.907531,76.2,27.819,21.677850685839417,195173.26434157067,1,42422.09271934934,30403.30919287922,39057.44894682342,18204.32960504323,104742.02516333925,25978.90645599976,20287.434071771084,24379.92039321014
7.056856,-73.906714,78.0288,27.809856,20.39284621257508,195078.511719649,1,42427.47441436088,30462.452783720808,39045.52143064817,18097.1772205476,104941.18964826912,26179.54656488433,20197.10610278205,24579.66362576384
7.057622,-73.904992,76.2,27.819,20.46872963181907,195260.3848074572,1,42433.61800943798,30265.661632045856,38837.30063639976,17915.509856240387,104998.71422585884,26231.09879189645,20381.29240043538,24634.62989111996
7.054644,-73.905944,76.2,27.819,20.267591446815903,194932.18355886423,1,42433.32110798932,30568.153928159325,39063.282244458496,17992.215728356114,105183.33788491694,26424.659478629383,20058.04422766725,24822.840792363604
7.055661,-73.904044,76.2,27.819,20.795166711756465,195148.2841833084,1,42439.98457258137,30338.512229885186,38826.00333662147,17791.907572094573,105232.09257286084,26466.02666957063,20277.22354901957,24868.78582053931
7.05365,-73.907642,76.2,27.819,22.292796117457453,194731.51575524552,1,42427.184874260754,30779.95703188421,39279.07214568649,18171.34807145656,105147.43360830635,26396.92455137493,19855.16213519756,24789.063628092903
7.051019,-73.908592,76.2,27.819,21.060538752121687,194434.37379732667,1,42425.75044885945,31056.4305121302,39491.34987654301,18258.362991417143,105304.05956776302,26565.309403515592,19562.250962589016,24947.718393015755
7.049247,-73.9074,76.2,27.819,20.30651018881736,194355.36728308487,1,42432.86701399223,31097.273460152577,39450.06628483549,18117.471741358742,105538.97608390948,26801.09789245717,19493.05827988473,25182.77831898161
7.050086,-73.910119,76.2,27.819,21.212382353683623,194250.42544292065,1,42419.74839620996,31249.752819339727,39687.296056496976,18421.72053856279,105275.9654387307,26547.24832612163,19376.3267646686,24920.68699207285
7.051097,-73.9131,76.2,27.819,24.93965653228116,194144.0260105325,1,42405.12106638036,31412.81043278929,39944.60857001233,18756.19109018656,104980.15262903232,26262.29100303974,19261.428146190086,24625.53978375047
7.050128,-73.914797,76.2,27.819,24.57243666113043,193945.82797529016,1,42397.90996659613,31623.046504722177,40159.2319360913,18938.22524017421,104943.93081687493,26239.492060488657,19062.37737155013,24589.689074485403
7.052728,-73.914286,76.2,27.819,25.741507377721515,194211.55957742297,1,42398.26275496567,31386.362621866607,39993.94897383844,18897.207512545865,104757.61613457985,26039.34544725775,19325.74519994102,24402.96608628947
7.053567,-73.91205,76.2,27.819,24.793845585516177,194433.57001864008,1,42407.76795228045,31141.882298427547,39730.30507820015,18656.606534482755,104843.3317030306,26110.927290182943,19548.83491470351,24487.66348587941
7.054611,-73.910331,76.2,27.819,25.436250833424968,194639.9147786137,1,42414.43164355722,30924.109031580123,39510.34317401917,18475.271397732948,104875.69143530705,26132.42130074346,19755.98337627304,24518.633791270862
7.050364,-73.917139,76.2,27.819,25.042814680724668,193812.8750400376,1,42386.50768730065,31795.352642342623,40386.535127348376,19197.90678862273,104759.84957808218,26068.45499584288,18927.6256129098,24405.58082638257
7.056536,-73.911072,76.2,27.819,23.30831545199172,194762.9525287984,1,42409.23521749013,30839.995807548494,39503.08024685773,18573.76193103399,104659.6620911066,25913.305735993228,19875.757058036645,24302.04642940456
7.058039,-73.912319,76.2,27.819,24.507743639548288,194815.24012298908,1,42402.280964491714,30830.112295426967,39566.59468600903,18725.767864454272,104443.76977462567,25697.60805128886,19926.668117303347,24086.157649305373
7.057967,-73.912358,76.2,27.819,24.56586970347708,194806.24502332308,1,42402.182808247686,30838.64660390797,39573.6126024063,18729.319276460406,104447.13413876508,25701.345590275305,19917.70229842588,24089.589370347046
7.054561,-73.914694,76.2,27.819,21.96449052843002,194348.47338017565,1,42394.85693997627,31282.82368828944,39956.56226499344,18955.63194911911,104572.52075405644,25849.04932505408,19461.374328026297,24217.557714237948
7.054558,-73.91465,76.2,27.819,18.82419965998199,194351.0956214546,1,42395.06127733929,31279.45032766773,39952.20804254685,18950.759427990288,104575.87040762093,25852.19030563608,19463.99638583234,24220.89388941085
7.056103,-73.915867,76.2,27.819,24.372810774713475,194409.3090333061,1,42388.19483198992,31264.714637898505,40010.62295145363,19097.77931661628,104358.50465768344,25634.89487189516,19522.616461926555,24003.51039612809
7.056086,-73.915769,76.2,27.819,24.66990010479453,194414.2172544257,1,42388.65739165302,31257.910659119127,40001.33617834539,19086.8363904932,104366.846146467,25642.810588669538,19527.436432041846,24011.82390872274
7.057703,-73.916967,76.2,27.819,24.49721641391741,194480.3355422085,1,42381.8514614773,31237.77166511552,40055.86558115384,19233.79361874935,104144.6767166858,25420.33284392432,19595.903534344,23789.6093200335
