Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Distance To Nearest Volcano (m),Number of Volcanoes Nearby,Moho Depth (m),Fault,Strike-slip Fault,Reverse or Thrust Fault,Lineament,Right-lateral Fault,Normal Fault,Active Fault
4.757755,-74.869731,251.46,26.9427,18.04536827950325,51540.33358483106,6,43754.63002471939,5031.361312329022,52872.48744199225,12240.968210999166,45458.45163965797,30699.731467450085,159494.04677742772,7931.729618579036
3.087994,-75.330806,445.0,25.975,21.36271347636199,79604.50667316734,1,45440.38444079866,2376.110221305625,37537.67029732016,7678.123129406881,15839.93330392071,33845.395068102946,157174.76376893782,9319.134631172932
4.624767,-74.868934,280.1112,26.799444,20.156508445163183,42405.753953899904,2,43475.52962639096,2069.343069020485,51378.19738217253,9107.3893100772,58430.86799983336,34454.42359416739,173021.8179760486,9833.341250009762
4.620316,-74.86508,279.8064,26.800968,17.45353678502729,42461.47236548995,2,43426.01328715759,2472.789598033033,50976.20098060263,8478.89186193765,59072.13837727478,34796.749214516814,173640.29244220327,10439.96137930118
4.61589,-74.869545,238.3536,27.008232,20.941789548233125,41773.01521204514,2,43458.9134499191,3034.5569109475505,51500.411207772304,8270.146358738508,58994.61293477483,34234.202690097336,173903.60770274384,10255.725167482064
3.729193,-75.396478,212.4456,27.137772,21.89939906764806,78322.0634655395,2,44163.686231572334,6439.629216653848,84532.39889546385,7880.478440545952,53347.42852551488,36421.657419853305,123431.6695598869,33659.80146960781
4.136439,-73.706975,1110.6912,22.646544,21.04591052661525,165594.31429222907,2,39030.16897930704,1810.935852033012,61850.27926161665,2701.507245793513,42659.80474815511,43772.40116692358,286385.0640663562,4787.588642047574
3.206406,-75.106661,175.86960000000002,27.320652,32.03673888442565,107080.80177597512,1,45169.19230993829,17340.257680507722,18731.76130308958,6433.962997772945,36570.25677884089,25162.08961832994,174457.77396376888,20672.356079615925
3.162639,-75.139394,156.6672,27.416664,29.17421697908909,102243.11390237736,1,45021.85674164285,18254.72021356344,18580.106478478567,8966.618883310806,30516.193873539363,22246.29788227333,173712.27066261857,20613.40355667673
3.171603,-75.140242,154.5336,27.427332,26.56985797407436,102415.40994101642,1,45040.76816221356,18922.943361713656,19160.9753610387,9361.15330617671,31242.40372455432,23149.191411243995,173124.79176632746,19857.98192090746
3.172628,-75.133089,163.068,27.38466,28.952412151011167,103211.0498754616,1,45051.94301773694,19539.88877435361,18548.97589109178,8652.67638416633,31817.69107927041,22863.755066770365,173752.38583052813,20372.06533679153
3.176919,-75.135431,157.5816,27.412092,31.181013824216123,103089.57384459431,1,45058.853364019626,19146.07834112392,19027.741453226703,9073.87229773077,32034.0473199283,23405.005645801262,173287.79612101513,19864.37465873859
3.169467,-75.128856,166.7256,27.366372,30.87804390619593,103570.84560432826,1,45049.58971293557,19612.064287928573,17963.917027513427,8088.943844748543,31838.717081343275,22335.61416245396,174335.20822932522,20956.446708327698
3.171661,-75.125758,162.7632,27.386184,30.36265487528514,103967.00013345272,1,45059.28077425001,20026.71107115296,17811.075084379805,7856.699695562985,32244.61156183728,22396.83510169856,174509.6100173271,21060.49973138697
3.164297,-75.141503,782.4216,24.287892,41.73422985100733,102065.05689604064,1,45023.54572548421,18228.37576787032,18874.1347941278,9258.240557035366,30515.80965539212,22524.33885624738,173416.9577158503,20317.870874269654
3.167789,-75.134522,523.9512,25.580244,31.1405671767291,102914.848625952,1,45038.30990758369,19040.70039471638,18398.428850640765,8625.380545546905,31299.048798799457,22469.365296681022,173886.8450643227,20611.145313302044
3.169369,-75.130675,499.872,25.70064,30.37503756808982,103373.15750068508,1,45047.01149469332,19463.00162637552,18128.134862819657,8275.46832888608,31702.887148741967,22419.63601920925,174166.3961768406,20811.64598023676
3.169686,-75.136233,551.688,25.44156,29.79708340414588,102787.4082694409,1,45040.94766041847,19063.69063147387,18670.239036652056,8871.093620605307,31346.01801832725,22745.158887565,173616.345417061,20329.12397800622
3.166388,-75.133172,409.6512,26.151744,29.04544453971258,103018.62468835789,1,45036.36923526902,19033.105267723426,18189.69788429432,8436.22894079231,31271.99143010433,22261.16775203781,174094.90722217644,20826.50744465304
3.165531,-75.136706,549.8592,25.450704,31.523896414243666,102614.994508787,1,45030.41565297926,18692.421368020907,18478.78288218328,8787.2092643907,30952.4789174141,22371.084734228098,173805.31105831423,20604.59042416479
3.163719,-75.135822,494.6904,25.726548,31.143125133743244,102657.2730691056,1,45027.14861225489,18616.100003330383,18293.17870015125,8640.573144611088,30857.29784434185,22148.35968351855,173992.19267698916,20814.10122931541
3.168153,-75.132094,501.7008,25.691496,35.50356713296392,103185.57140137702,1,45042.16706748153,19256.6443014644,18189.80041666272,8380.971139020641,31499.1736029363,22375.220467090352,174098.7690651483,20783.552888629714
3.174394,-75.128053,492.0,25.74,32.59402223218969,103802.33527494768,1,45062.91016709359,19921.80232346605,18192.282437709844,8210.550419116777,32318.62239657945,22781.00922552046,174136.8444089682,20670.904910553287
3.168644,-75.137914,524.0,25.58,32.47336741825955,102576.72644028255,1,45036.44561766305,18852.33515222973,18769.95077756296,9013.468900884833,31140.24569007473,22736.60963141422,173514.16994124604,20270.519717097734
3.159864,-75.147556,461.0,25.895,25.34315039680648,101287.92414408283,1,45013.28758686508,17412.650875590036,19237.82371819994,9360.87518746631,29716.78435683532,22468.79271788386,173092.21781411354,20204.24431238856
3.178786,-75.124008,518.0,25.61,32.93696184553608,104366.46733118215,1,45079.260922911824,19910.81960453555,18108.986551084054,8020.860611337873,32978.90113027859,23023.221089255258,174281.52919149955,20716.11432619204
5.760086,-74.690311,159.4104,27.402948,24.35257586153446,32299.235937184705,1,38281.67102628792,6519.71932114182,50266.24790997292,18799.161324874083,25068.43999646578,14795.762869925926,92546.6993344399,8436.169454646562
3.602101,-74.882734,982.6752,23.286624,41.30751961464228,94398.30553871776,2,46372.0026225124,3153.808816602991,58907.37651764339,5331.20295987047,69883.36163053871,34271.97924119024,182206.9147857112,37565.6795348402
8.091122,-73.580497,85.03920000000001,27.774804,32.40735942821807,311335.2795940532,1,37422.85215392258,17487.320611437655,31967.62566071171,23679.51709538613,82908.51760380405,30749.09649548597,139004.69893431137,21416.45717404581
8.083908,-73.581719,84.12480000000001,27.779376,20.558894335744977,310570.37045395887,1,37430.12872447061,17405.82834732199,31664.065263437136,24488.669410364982,83188.58317869426,30911.530048163724,138210.06807861693,22225.17042246084
8.077933,-73.584653,86.56320000000001,27.767184,21.54997051361908,309833.00039197755,1,37423.36937534044,17574.00773359054,31610.20533127584,25195.8631741459,83243.36077439343,30866.645286724884,137477.85737345967,22937.811318734388
8.074036,-73.58365,81.0768,27.794616,19.240260867603453,309510.0039804836,1,37439.35492383033,17382.997724921453,31302.76593123197,25600.83513235546,83558.5081319398,31140.41621425413,137112.9080994304,23337.54075578224
8.074861,-73.587308,80.4672,27.797664,19.105414231644065,309391.88014099776,1,37412.71242875588,17556.271101501952,31699.82310743749,25583.483947600293,83165.57481422438,30734.926725347937,137057.32526794757,23331.677477060715
8.069947,-73.586944,80.4672,27.797664,18.939507420595948,308935.73225358507,1,37426.723586079606,17118.786878071158,31406.04801748254,26110.19152771279,83480.3137154567,30996.828800403026,136562.06546368377,23854.26020022217
8.0791,-73.588064,86.86800000000001,27.76566,18.44039242097518,309761.75048213924,1,37398.008930534335,17913.373543173748,32000.9449720148,25139.16493281935,82854.07214016396,30470.266946855565,137467.95391526003,22892.54623686164
7.828981,-76.707569,14.0208,28.129896,14.369180628797135,309824.7592596001,1,32780.51334826088,18553.600600974463,48181.3518067409,15494.865809797626,74692.82936690755,53296.3940847152,238165.5981440331,6497.815940239873
4.076544,-73.37905,275.2344,26.823828,27.647839858068057,202568.9222288787,2,36647.94312986884,28909.938577196328,70349.69399317054,1440.702259603262,57582.45787074655,61854.37325577557,254598.671501056,26134.02419854034
4.080986,-73.386289,279.8064,26.800968,28.636917546556468,201691.23351763783,2,36636.8822982855,28317.40850586909,69802.50363412293,2037.935207862256,58146.83231915238,61471.41302236386,255153.66975203305,25499.035751720523
4.073333,-73.387817,285.5976,26.772012,23.08144512199509,201676.27707120145,2,36600.45685682479,29138.89562414822,70636.21544559767,1365.8861408522887,57322.31285210037,60850.03728667475,255633.9672314484,26303.992484005958
4.079911,-73.384831,278.892,26.80554,27.61790589832333,201871.50277844013,2,36638.36440760114,28455.023050479776,69931.9341524804,1876.0412303838432,58012.52490210186,61536.18867843552,255049.31527112096,25645.019038917308
4.069986,-73.394544,288.0,26.76,29.33518026142393,201010.20938402065,2,36561.04756268516,29435.515690732715,70963.08488916478,1735.7488971346063,57037.66780483378,60024.71110214218,256465.82923970092,26138.41807453102
4.0738,-73.3967,286.512,26.76744,27.103984322454405,200697.87686213545,2,36568.41997598854,28996.05101660861,70529.82076604372,2145.87375732952,57485.09588362887,60068.56436180502,256525.51289267643,25709.483179764145
4.067739,-73.397969,293.2176,26.733912,27.841972967460904,200682.6926530217,2,36538.95158232957,29654.309017938293,71192.65589611861,2017.9354441158152,56837.32672015557,59570.523252265695,256912.42245600463,25956.98292652171
4.0892,-73.3776,281.0256,26.794872,29.536382158827703,202481.67923615387,2,36703.14041926723,27550.43739783451,68967.05625893951,2849.397778756391,58963.37671329606,62783.066685953054,253915.9443734709,24800.224488418982
4.067669,-73.391008,313.0296,26.634852,26.738359928396417,201442.99955668903,2,36565.021685552754,29725.724099240848,71240.28732614886,1274.7895622975816,56737.9657842085,60204.461961170826,256201.84427781164,26607.28698026441
4.0702167,-73.3882583,287.1216,26.764392,28.289524148781865,201690.9834713612,2,36586.09298062076,29476.21924534983,70977.13739040366,1151.1215801447802,56984.76347306622,60615.32674069086,255811.57778707176,26636.03944032948
4.08195,-73.404619,274.32,26.8284,28.08386617567473,199671.2956395324,2,36571.71002896304,28042.26019153773,69591.82600029242,3381.7590870849167,58491.48360287304,59878.05737836587,256996.5484264743,24486.060561459995
4.086089,-73.382581,274.32,26.8284,25.637569306671057,201997.02135734505,2,36671.32682511877,27809.936516649577,69267.88963751234,2502.918902066845,58668.94140551313,62132.75555442693,254558.2409904289,25021.400362061955
4.078417,-73.391089,280.0,26.8,23.39326874032452,201217.8879575636,2,36608.15857755608,28541.869811357414,70053.13494504802,2033.6401307825795,57920.24051464146,60871.85683829922,255754.738932769,25690.952141978247
4.089775,-73.387667,285.5976,26.772012,30.45008924721375,201370.69312483908,2,36665.48867225366,27334.189305918364,68822.65037374923,3011.408287244886,59129.25386980909,61909.66896240957,254926.6920067072,24515.3406509993
4.07665,-73.387022,284.6832,26.776584,30.340152465372498,201696.78626523545,2,36616.86071045106,28784.2168374556,70275.72005639125,1628.4523215837062,57678.0301893864,61130.758695032695,255411.9279969888,25957.152206117327
4.072806,-73.390367,287.4264,26.762868,12.533194658641614,201408.69798720817,2,36588.46250153416,29167.27209414175,70677.25645946356,1515.8019044676996,57294.6822678504,60583.61575303867,255917.84283640297,26316.40140025065
4.077542,-73.382447,276.4536,26.817732,23.60639016428632,202178.41923941928,2,36638.38944376,28748.65429180762,70211.7166928514,1563.2957124601498,57726.44736646448,61605.08652217584,254904.8000725673,25951.66539369273
4.105473,-74.701611,261.5184,26.892408,13.523719881782734,61983.26628293392,2,44670.94830212032,1587.506467494274,13851.03672149602,1617.2483570283098,53377.90799466154,38556.62137733565,198344.05676772888,36308.50877374775
9.890686,-74.634439,121.92,27.5904,21.02493512606696,473012.66858694114,1,38383.80630909516,53422.98589738107,73341.33620134192,40257.18420739652,164150.33008970597,17201.30608437602,336224.5592119674,51980.15740673085
9.916364,-74.654719,146.9136,27.465432,22.74150388776073,475696.53672928514,1,38198.09409215787,50779.4128337413,74897.07104118625,42664.03648938202,167488.36521519275,16243.63335699865,339460.15592269175,48727.955001073504
6.916601,-71.177426,144.78,27.4761,26.19443689811507,441192.8399491929,1,36913.81693366956,103955.72447735796,94553.65888067689,68893.57403692622,265238.7661241715,95839.50831115153,217268.73561345827,69279.96537671474
3.445934,-73.94681,560.2224,25.398888,26.76072328389357,172763.6744531741,2,36833.18410035171,24780.566235520346,75987.75965217786,2379.89775064116,51202.45940779781,14270.947577053994,287504.0987490647,6659.697356310586
6.954928,-71.856931,204.216,27.17892,19.246094729461674,372432.5284100611,1,38672.970630845215,29141.5665939526,26328.449904832487,7789.875158757066,205604.32893541665,35286.86912630317,230931.59124799588,8219.26243200064
6.958485,-71.843839,189.8904,27.250548,18.0413581087046,373918.08370597777,1,38603.92575607238,30443.045596756983,27625.17485379424,9289.936481260984,206962.66342879704,36640.999714027865,230899.2627651552,9694.647187697188
6.984136,-71.820089,193.548,27.23226,19.044859890283263,377441.6468432962,1,38515.53759442997,32486.457657078885,31489.160626393885,12763.305905234673,210802.07814801155,40482.270690461446,232913.03403276028,12372.88114706098
6.982347,-71.835658,188.3664,27.258168,15.524463955463531,375782.3450208737,1,38587.44962315359,30811.660123243928,30149.76669384843,11135.615476435056,209364.5093204217,39063.08771721164,233186.83128124377,10658.804976022402
5.251782,-71.384182,142.0368,27.489816,35.083346949405524,398276.4712593656,1,36520.56911058808,111145.36564718944,150991.43144062703,87300.7141692427,216010.39912590123,135374.90697971906,35513.902534716595,48439.955935907885
5.2573362,-71.38093,142.6464,27.486768,32.10136255691878,398564.459535297,1,36529.5135990972,110744.92243539724,150703.82279959947,87222.60383537959,216203.6114058589,135227.54056039482,35945.35083824794,48734.12551820159
5.2569938,-71.3812239,142.9512,27.485244,33.85557861290217,398536.39593890327,1,36529.3347408106,110765.0462385044,150715.39129370305,87218.9183715654,216181.6049358697,135228.8422439848,35922.37080144707,48721.97012123794
6.912975,-71.423997,153.0096,27.434952,25.04991378581616,415324.86082673713,1,37436.083224433576,76985.70707083058,67651.48161962333,46961.22830979313,241545.004448866,75376.0592589311,217410.79478821787,46191.87841011401
8.873997,-76.403694,15.5448,28.122276,23.75826565729514,392356.9498806167,1,29269.61698894181,7686.97398208739,5938.957762051994,6826.504015978574,170267.6238390612,2088.931259394337,327083.5822491537,49251.88917234704
8.106681,-73.562017,107.8992,27.660504,19.73665868818786,313842.15998381923,1,37535.98017057603,16185.041248598143,29930.71988542511,21703.53097769257,83868.1486468964,32141.41409524191,141334.26017655974,19393.884660869862
6.488983,-74.386503,109.1184,27.654408,43.72306875832245,112894.40670441942,1,37381.2214378386,14192.854197258568,29553.147328739647,24541.559938056285,51864.36326864245,27433.742528562885,62024.206186365365,8908.668694704384
6.489619,-74.386732,110.0328,27.649836,21.51915576886321,112938.68525843445,1,37378.85566073699,14119.012387756367,29563.801665089737,24605.32861563337,51856.08906194378,27359.47389852187,61987.62028182288,8859.769383124925
7.185358,-73.752306,101.4984,27.692508,19.872917355205143,216777.3895859415,1,41846.48303262184,8390.033775764407,18934.638821873054,8043.820510918322,107329.33187920973,33821.092689913654,42160.99605892575,30419.08760289865
3.189553,-75.267731,117.348,27.61326,26.71072741425477,89501.06169497203,1,45106.49817342832,12409.358068509267,32786.383371040385,8524.012299098435,27302.958996093887,33869.78511428065,160007.82717756662,10557.46385056004
8.646641,-75.384139,97.536,27.71232,23.17964129509693,336586.78134555166,1,35682.08045437241,22982.7624341189,56759.30780861702,29603.87959991589,108937.48255730535,69072.38069876206,243785.0569139401,88228.2378932863
8.648055,-75.389889,78.9432,27.805284,17.735832032669805,336831.18831259164,1,35638.35589293122,22410.972459871256,56423.85526063407,29046.247972957324,109582.1266522787,68457.41219713085,244300.1009882677,87972.12160904941
3.520336,-73.693897,323.6976,26.581512,21.50874419016013,191325.27744587057,2,35281.632662659955,26672.860203683224,91077.40379989884,17748.90785133701,40220.47321333848,27339.13510660928,313519.72481420013,617.1221275396812
4.7363972,-71.6485194,141.732,27.49134,26.77085021406,380492.2132158723,1,35295.87824150086,124133.25386673251,155242.87945469277,104217.9686918468,206468.80533105,138765.1090336671,49508.02167800784,11579.756118418463
9.537856,-73.962306,77.724,27.81138,20.72140111850127,446177.3155526935,1,38745.41062961485,34162.41819399536,32910.26638449428,50410.80947462003,122876.91601368424,56144.336184210784,290369.2977708697,28937.268791271577
4.914911,-74.873508,259.08000000000004,26.9046,22.89648658752531,49309.35250776049,3,43559.78290936445,1419.7842390546073,51199.738720434776,10265.369070391962,29126.97386741305,30018.72961240253,143663.0774434233,5415.575403177648
4.905508,-74.892925,259.0,26.905,34.62526750185953,47098.14312286684,3,43727.20544144282,3647.314330939148,49174.93938328174,12629.415170445443,29188.27237438824,31916.315462513376,143623.74459432467,3424.581916422034
3.123508,-75.356489,505.0,25.675,43.9679401299737,77862.96240346706,1,45533.99820183707,1415.8970085973033,40655.81614632537,3516.58969000761,20270.874096749387,38204.34829126682,153301.02163426013,5167.624306156758
6.781392,-73.662531,171.29760000000002,27.343512,29.236871188630023,190854.6991311455,1,43933.34668130282,14736.052160758338,26616.210795445862,1657.1321806375015,122401.80568363956,33897.12460220099,42037.64183205132,11858.178278764604
11.413205,-72.76908,23.1648,28.084176,18.41080628095327,684695.5842467386,1,34182.19471496635,27677.66379304316,75831.4043433115,40812.82166630609,133762.6712603703,27089.801177664656,80924.97727980033,21352.6181212819
11.440394,-72.768838,27.432,28.06284,20.765407542012184,687532.4592392799,1,34348.3106259773,30672.29750451773,78827.39321945822,42873.818505430856,136744.5404359699,29736.29678261192,79151.7318676832,24321.8203769536
4.211595,-74.336553,2855.3664000000003,13.923167999999997,26.016420944351623,95484.11455189636,2,47551.33091587103,5324.884766298257,23259.65627072965,14655.949106491917,71752.60516803242,51790.41663184754,239807.63880490672,64651.00908438187
3.042769,-75.316558,501.7008,25.691496,21.41513695422957,80165.56289512853,1,45394.59903137799,3459.684891160722,36196.32692798003,12238.36894791395,10691.15549952023,30461.559847557168,160242.33160279316,12249.551390415716
