Latitude,Longitude,Predicted Geothermal Gradient (°C/Km)
7.089686,-73.890775,20.152008
7.082983,-73.887539,20.562017
7.091031,-73.884631,22.080793
3.806522,-73.588223,27.510681
4.079791,-74.721445,20.436773
3.670889,-72.462033,36.107635
7.832766,-73.58718,19.132387
4.0925,-73.3725,28.267109
4.107238,-73.369479,27.697786
0.43455,-77.281189,29.689426
0.490108,-77.206511,28.04639
6.02435,-74.593514,23.08464
2.279514,-75.558689,24.244228
7.642992,-73.613194,17.319662
6.072436,-74.599161,25.037504
3.304558,-75.296394,26.477575
3.074969,-75.270711,23.082163
5.605597,-74.702214,19.80515
5.489442,-71.368978,31.54203
2.098861,-75.751903,23.277134
5.5448,-71.6656,25.410923
3.099461,-75.275389,23.133604
5.510894,-71.367247,31.907436
11.254311,-72.222422,19.360256
11.964494,-71.358337,19.112799
9.175278,-74.266528,25.157776
9.707431,-74.163108,22.020247
10.143925,-74.891036,20.643484
4.169801,-74.587215,23.158417
4.170409,-74.584664,22.74398
4.181626,-74.575644,22.01938
4.18154,-74.575707,23.022173
4.177718,-74.577767,22.383846
4.172289,-74.58251,21.078897
4.175484,-74.585439,25.005775
4.181824,-74.575559,22.935955
4.172443,-74.582429,20.274767
4.18407,-74.57094,19.563253
4.178513,-74.57442,25.332958
4.172369,-74.582511,19.674734
4.169573,-74.587133,21.290785
4.183826,-74.570413,20.426874
4.170407,-74.584256,21.589401
4.183786,-74.570516,19.997267
4.172479,-74.582348,19.374191
4.177989,-74.577993,22.7725
4.175561,-74.5857,22.547745
4.18159,-74.575509,23.223816
4.175971,-74.586826,23.082201
4.183888,-74.570635,20.29599
4.181888,-74.575536,22.972948
4.178377,-74.574567,25.332958
4.180212,-74.579962,23.711498
4.172126,-74.58242,21.160507
4.191636,-74.567676,24.872932
4.183903,-74.57077,21.332209
4.165247,-74.590707,24.172771
4.170215,-74.58436,22.058449
4.184118,-74.570639,28.924011
4.18172,-74.575752,21.964106
4.18617,-74.575539,28.045738
4.169754,-74.587167,22.047565
4.186035,-74.575325,26.334797
4.15966,-74.599185,24.638247
4.159881,-74.599118,24.1871
4.159713,-74.599146,24.720722
4.169698,-74.587324,22.145426
4.172166,-74.582298,21.27489
4.181653,-74.575545,23.52828
4.165281,-74.590844,23.55208
4.191497,-74.567423,23.527443
4.186093,-74.575525,26.7447
4.164205,-74.59421,24.642427
4.159917,-74.59901,23.917023
4.191623,-74.567767,23.781908
4.191682,-74.567365,25.694738
4.191727,-74.567522,24.836006
4.1918,-74.567811,24.977634
4.176779,-74.573643,28.27576
4.176849,-74.573611,29.659641
4.176626,-74.573507,23.82982
4.176571,-74.573742,40.451447
4.191708,-74.567621,24.34793
4.191831,-74.567306,23.77083
4.191465,-74.56755,23.103806
4.191764,-74.567392,23.883299
4.191474,-74.567468,23.274277
4.159842,-74.599395,24.113543
4.159695,-74.599312,24.173357
4.176132,-74.586567,23.120567
4.169618,-74.5873,22.373161
4.17588,-74.586822,23.97853
5.781533,-74.473864,18.348873
4.98625,-71.3467,33.271805
4.900217,-71.580139,29.101744
4.868494,-71.618525,28.278814
4.684269,-71.923036,28.91775
6.907748,-73.526254,20.216648
6.907702,-73.526306,20.216648
4.2186,-71.6986,38.4849
8.561764,-72.802542,31.46522
4.111594,-73.372128,26.939785
4.105078,-73.373825,27.434475
4.104489,-73.374442,27.655434
4.697831,-73.163825,23.112335
4.76331,-73.118038,21.804651
6.397194,-74.021125,19.513983
6.491439,-73.825361,20.996931
4.047744,-73.469633,25.078619
2.887322,-75.179917,25.521105
9.412794,-74.995458,18.755882
9.435072,-75.009508,19.444693
9.376783,-74.997219,18.729536
6.069113,-74.224555,20.539183
4.644875,-74.896936,23.524078
3.146478,-75.241083,23.379316
3.149978,-75.241969,25.116243
3.153586,-75.241742,23.478739
3.141203,-75.238539,23.531544
8.058672,-73.575056,19.724504
3.096436,-75.271072,22.968887
3.704169,-75.015453,25.074747
5.184096,-72.780069,23.28859
0.475594,-76.890056,25.567461
0.476169,-76.890467,25.481918
0.469664,-76.891533,26.455986
0.485433,-76.898789,25.392189
6.899448,-73.773132,20.308414
6.898548,-73.777163,18.662167
6.906305,-73.774206,18.766401
3.129444,-75.299486,24.245003
6.939333,-73.781847,22.08368
6.937125,-73.777228,21.0171
6.879547,-73.772181,19.425346
6.930842,-73.778242,19.662205
6.931064,-73.778228,19.75482
6.908947,-73.775611,19.712574
6.897444,-73.780597,20.1422
6.977467,-73.745292,20.442095
6.909894,-73.761433,30.86723
6.928519,-73.770175,33.501644
6.913431,-73.75775,29.486425
6.919056,-73.772269,24.947899
6.929128,-73.759092,30.027687
6.939642,-73.778878,22.06566
6.911958,-73.775569,19.055536
6.930189,-73.782181,20.40339
6.905169,-73.775875,20.176544
6.920558,-73.77405,20.865799
6.919075,-73.766664,27.73906
6.883033,-73.754667,23.744545
6.884111,-73.763308,24.363138
6.896278,-73.774267,19.15373
6.910972,-73.757239,28.119678
6.879472,-73.75585,22.911808
6.949769,-73.775333,22.428354
6.862747,-73.769814,20.575884
6.9398,-73.778747,22.06566
6.9497,-73.768194,26.208578
6.944203,-73.771053,20.577883
6.938364,-73.775397,20.215673
6.860328,-73.76805,19.821844
6.870275,-73.770158,20.223055
6.936869,-73.779919,21.476942
6.946197,-73.775103,21.77719
6.944236,-73.773228,24.071177
6.941556,-73.775583,20.087374
6.860614,-73.7599,21.668901
6.940286,-73.783533,21.390263
6.940722,-73.768739,22.166676
6.873769,-73.771569,19.470282
6.908067,-73.770347,20.700691
6.908144,-73.768733,22.578403
6.911542,-73.770414,25.100857
6.915394,-73.772319,23.82682
6.924467,-73.772333,25.079327
6.906392,-73.774147,18.830769
6.915542,-73.776075,19.003328
6.919111,-73.775883,21.87632
6.913664,-73.7741,20.342184
6.906422,-73.770569,21.222025
3.173011,-75.087944,38.06612
0.413653,-76.556089,28.899542
2.259096,-75.490638,20.905884
2.860289,-75.203811,25.85702
4.2128,-72.0595,33.665173
4.2128,-72.0594,34.122486
4.2366,-72.0352,32.48201
4.2212,-72.0335,34.390503
4.2293,-72.0366,34.473377
4.1873,-72.0461,34.34416
4.225892,-72.030497,35.162872
4.2328,-72.0271,34.621292
4.2417,-72.0242,33.899822
4.2724,-71.982,32.238712
5.66775,-71.226261,29.598957
8.26795,-76.20325,26.55911
8.254275,-76.21655,26.038467
8.262086,-76.199125,21.048687
8.188425,-76.276394,18.456732
8.269442,-76.203753,26.872087
8.114597,-76.332103,19.933825
6.115805,-74.58945,27.462364
6.122372,-74.581535,25.720339
6.102638,-74.591996,27.105701
6.102598,-74.591975,27.105701
6.102557,-74.591955,28.675459
6.102517,-74.591935,28.675459
6.102436,-74.591894,28.88712
6.102396,-74.591874,26.131042
6.102355,-74.591853,23.601118
6.102315,-74.591833,23.65077
6.101045,-74.588802,24.424189
6.099722,-74.58528,22.714481
6.099694,-74.585315,23.512747
6.099665,-74.58535,23.71322
6.118581,-74.578907,25.189592
6.118582,-74.578862,25.189592
6.11465,-74.581256,31.252934
6.933556,-71.262303,26.275085
6.933611,-71.262638,26.04433
6.933963,-71.262539,25.633707
6.933855,-71.26281,25.837648
6.933484,-71.262783,26.03706
6.933537,-71.262485,26.275085
6.922981,-71.253739,26.267038
8.648908,-75.383844,20.911657
8.609586,-75.400969,20.137815
8.70555,-75.343133,22.403389
8.679239,-75.377414,25.933506
8.652478,-75.388869,20.198841
5.150133,-71.432928,30.809958
6.991425,-71.530601,22.286406
4.720522,-72.366619,25.149513
4.042082,-75.057693,25.963991
5.050506,-72.457811,21.983946
2.397544,-75.666592,28.60626
5.967086,-74.459311,18.235014
5.919183,-74.438861,18.686876
5.961678,-74.472908,18.906096
6.991631,-73.755592,20.297714
7.003217,-73.761706,20.626335
6.957633,-73.804278,18.866186
6.974592,-73.775567,21.443851
6.974075,-73.7623,20.445349
6.977114,-73.767419,20.785837
6.974694,-73.764903,19.774658
6.972067,-73.765883,20.122993
6.949542,-73.797722,18.923275
6.946022,-73.798056,20.89035
6.985036,-73.765483,19.727236
6.9448,-73.796486,19.67883
6.988519,-73.794303,18.685774
7.004628,-73.789369,19.275835
7.003758,-73.789336,19.444204
7.002919,-73.792206,19.14075
7.007669,-73.784833,19.463087
7.005831,-73.784572,18.82573
7.014486,-73.786772,19.295643
7.015625,-73.780764,19.318415
7.01325,-73.782331,19.941488
7.013897,-73.779342,18.89258
7.012122,-73.780444,18.70241
7.012536,-73.777272,19.321945
7.010183,-73.779022,18.877472
7.008175,-73.776894,20.490463
7.008558,-73.778836,19.923435
7.007647,-73.779172,20.493477
7.005783,-73.777936,21.11466
7.012561,-73.786464,19.31238
7.009344,-73.790719,19.008806
7.006853,-73.793564,19.148304
6.996222,-73.786403,19.282196
6.994517,-73.785753,19.447104
6.997308,-73.784978,20.142176
6.994972,-73.784714,21.86606
6.996281,-73.783189,32.64259
6.993989,-73.783367,21.352297
6.994283,-73.780628,19.620173
7.0037,-73.779239,21.846802
7.004983,-73.780158,21.655289
6.995739,-73.788042,18.911755
6.997703,-73.787539,19.261469
6.994333,-73.789514,17.88119
6.998922,-73.790592,19.280556
6.997933,-73.792319,18.696568
6.999719,-73.791936,18.085949
7.000794,-73.794061,18.841173
7.002158,-73.79625,19.334728
7.014953,-73.783094,20.168953
7.022161,-73.788106,22.862606
7.002194,-73.780914,22.74604
7.001614,-73.792117,18.76404
7.024403,-73.788994,21.161335
6.976239,-73.808636,18.287914
6.979675,-73.798328,18.84271
7.019536,-73.788169,21.627506
7.020294,-73.786308,20.915869
6.985803,-73.780533,21.026485
7.020467,-73.781353,20.836082
7.020331,-73.778675,20.827711
6.993069,-73.804256,16.956196
7.014786,-73.778078,18.841745
7.013997,-73.776108,19.138296
7.010319,-73.798667,19.482983
7.017894,-73.791789,20.707792
7.026878,-73.791464,19.487976
7.024617,-73.786111,20.324865
7.026611,-73.782047,23.908508
7.029206,-73.789722,19.698078
7.02775,-73.785233,19.905846
7.016006,-73.765233,21.28012
7.032261,-73.788842,19.036245
7.009889,-73.767644,20.02366
7.005294,-73.771236,19.83017
7.013469,-73.771322,20.298922
7.012136,-73.769511,19.929094
7.007908,-73.766683,19.990337
7.005247,-73.766814,20.065338
7.003,-73.76685,19.918549
6.999269,-73.769164,19.772005
7.010658,-73.775553,20.396074
7.009678,-73.77315,19.879293
7.008125,-73.772356,19.948687
7.002792,-73.771592,19.846554
7.000128,-73.770878,19.68165
7.035592,-73.783447,20.541565
7.023825,-73.7923,22.48353
7.025964,-73.794608,20.441921
7.027392,-73.78795,19.996824
7.029667,-73.781072,19.532963
7.001147,-73.7736,19.818775
7.015706,-73.77235,19.84805
6.998103,-73.771553,20.084059
7.030683,-73.769878,20.275488
7.034656,-73.796058,17.83703
7.030192,-73.776772,19.776485
7.026958,-73.779111,20.138992
7.034461,-73.767467,20.296576
7.032953,-73.780019,19.592695
7.029392,-73.785308,19.490232
7.027608,-73.773481,19.892221
6.997836,-73.773983,19.330402
6.993239,-73.77465,21.46053
6.999253,-73.776503,20.198803
6.995753,-73.777131,21.407671
6.992856,-73.777378,27.539595
7.015436,-73.78565,19.387033
7.006028,-73.757083,20.322935
6.989017,-73.763872,20.747469
7.014017,-73.769183,20.07894
7.027792,-73.785025,20.781631
7.029444,-73.795217,18.507511
7.031942,-73.793031,18.037365
7.036642,-73.777439,19.938671
7.032528,-73.784342,19.648056
7.028256,-73.766703,20.408707
7.025417,-73.747553,20.85889
6.994825,-73.799072,18.721514
6.987389,-73.805536,16.38972
6.968897,-73.808803,17.71945
6.989936,-73.80465,16.855755
6.984775,-73.806783,16.296053
6.979061,-73.808189,18.312101
6.97715,-73.806542,18.516153
6.998103,-73.752711,19.91656
6.987228,-73.769472,20.823912
7.012033,-73.784728,19.456625
6.96685,-73.755675,21.644772
6.964239,-73.753661,22.270842
6.960819,-73.753825,22.224438
6.958094,-73.757017,23.924675
6.954519,-73.757886,22.220896
6.952019,-73.759675,22.639778
7.033317,-73.792275,19.418003
7.035367,-73.788206,19.951431
6.986472,-73.800983,18.431215
6.983169,-73.800881,18.463884
6.984986,-73.792894,19.568861
6.989003,-73.791408,18.901741
6.974242,-73.795183,19.384447
6.972475,-73.798008,18.828152
6.973561,-73.803408,17.85552
7.019919,-73.796797,35.47773
7.016475,-73.799153,27.833376
7.015906,-73.795214,25.368893
7.013508,-73.801469,35.665176
6.979156,-73.803317,18.244413
7.010119,-73.799869,18.67201
6.991017,-73.795658,18.520945
7.018917,-73.792706,28.02014
7.018111,-73.794631,30.441309
7.015667,-73.8013,28.680204
7.012494,-73.804011,26.98752
7.010131,-73.804036,26.674501
7.018667,-73.798789,23.41005
7.033058,-73.785047,19.96718
7.031197,-73.783644,19.037188
7.030875,-73.778789,19.641497
7.030894,-73.7879,19.214497
7.034881,-73.781822,19.468771
7.034283,-73.777294,19.642878
7.029764,-73.781622,19.174465
7.032217,-73.789247,19.552128
7.003981,-73.775744,20.208328
7.006825,-73.792758,18.203571
7.004525,-73.784992,18.87985
6.997042,-73.785225,19.929935
7.000869,-73.769158,20.151815
6.992681,-73.793789,18.510744
6.995433,-73.773644,19.945648
6.994183,-73.777269,33.048107
6.955506,-73.789864,20.402313
6.965806,-73.800403,19.18607
6.97775,-73.780114,22.640886
7.002925,-73.786614,20.123644
7.000219,-73.788367,18.301065
7.002486,-73.784222,19.338852
6.992133,-73.798108,17.6107
6.983717,-73.798397,18.87684
6.961117,-73.801494,18.540846
7.004614,-73.790925,18.988562
6.963203,-73.799375,18.737177
6.959814,-73.8,19.017916
6.996722,-73.787128,19.33511
7.008858,-73.787131,18.45521
7.012136,-73.790042,19.996483
7.010333,-73.792008,19.266989
7.002333,-73.793997,18.81722
6.998342,-73.797639,18.678703
6.995494,-73.801361,17.449503
7.002364,-73.790217,18.909344
3.088992,-75.279303,22.714643
7.246944,-73.867137,19.098108
6.5116,-70.3543,26.249868
9.409608,-75.097838,17.772095
9.43,-75.119059,17.029675
5.906536,-74.384017,18.301296
5.217383,-71.814172,29.242086
5.21135,-71.816883,28.891623
5.152225,-72.277414,23.240847
5.1486,-72.2861,22.815748
5.158283,-72.276261,23.132154
5.162881,-72.272117,22.999073
5.166883,-72.271389,23.066803
5.045275,-72.348089,23.748743
5.031344,-72.358225,23.132122
6.249519,-71.002789,25.82591
2.469417,-75.608233,23.443045
1.975331,-76.084953,28.791487
6.396714,-74.295947,17.301317
6.410825,-74.318017,17.999218
4.369039,-74.880828,21.794083
5.074973,-72.51437,20.522139
7.192964,-73.537061,18.769249
8.737497,-76.123067,18.88323
5.263267,-71.403372,30.725168
3.210367,-75.250097,25.871378
6.855417,-73.753525,21.218248
6.173736,-74.436206,19.305494
4.814614,-72.0848,26.047272
8.899194,-72.782878,22.839033
4.091019,-73.475961,24.75689
4.086036,-73.480928,25.010172
7.139253,-73.987119,20.492098
7.177086,-73.977892,18.675053
7.177633,-73.994911,21.978321
7.271831,-73.526886,22.70284
7.289731,-73.515053,20.070972
7.289922,-73.514567,19.66118
7.287694,-73.518692,21.903666
7.287045,-73.519324,21.903666
7.282472,-73.515339,20.000055
7.266222,-73.532192,22.332169
7.273628,-73.529636,21.504316
7.276997,-73.525331,21.421999
7.284872,-73.521011,21.498882
7.289197,-73.518464,20.680874
7.287556,-73.516622,19.346375
7.288353,-73.5168,20.274313
7.274511,-73.524042,23.339893
7.2796,-73.521844,23.702906
7.272081,-73.528442,21.29778
7.28075,-73.520517,19.97244
7.277014,-73.522717,24.24549
7.292575,-73.514761,19.400824
7.278064,-73.520603,20.682253
7.279005,-73.523917,18.903582
7.269878,-73.530192,21.760859
7.281925,-73.522286,21.081806
7.283092,-73.519208,24.710938
7.285775,-73.516142,22.576859
7.2802,-73.517967,19.412352
7.272136,-73.522786,21.110706
7.275194,-73.520222,20.716349
7.283219,-73.516439,19.504972
7.261458,-73.527892,21.128132
7.263436,-73.526178,20.977112
7.269986,-73.52195,20.543774
7.273083,-73.520383,20.812168
7.277386,-73.518433,20.096079
7.269261,-73.526308,24.421352
7.27655,-73.516344,20.50159
7.287142,-73.514169,20.942522
7.268258,-73.529314,22.037758
7.268522,-73.522933,20.84262
7.280789,-73.5165,20.047638
7.265344,-73.521539,21.546223
7.270175,-73.522197,20.464386
7.2714,-73.520122,21.255356
7.264942,-73.524831,21.361017
7.260592,-73.525264,20.880053
7.260591,-73.525264,20.880053
7.255469,-73.529125,20.67096
7.274753,-73.516839,20.77041
7.285219,-73.512442,19.372288
7.255478,-73.530753,23.178917
7.27465,-73.522489,21.283504
7.263006,-73.523033,20.334124
7.266053,-73.52825,22.736454
7.281756,-73.520292,20.267784
7.273947,-73.526867,21.886568
7.261814,-73.525875,21.30739
7.269233,-73.524103,22.043344
7.271231,-73.521197,21.759554
7.266275,-73.525033,21.273956
4.768422,-74.921928,36.851334
7.510531,-73.383264,20.253565
6.544281,-74.261047,18.0188
6.939217,-73.846525,22.869064
6.695697,-69.999239,27.097185
5.341678,-72.194317,21.251028
1.461333,-75.554644,31.446516
1.507967,-75.591089,36.159573
0.962467,-76.425181,27.047068
8.158617,-72.397944,21.649767
8.829556,-75.505092,27.304928
6.974372,-71.087179,28.111681
6.966505,-71.1002,27.219833
6.946267,-71.098542,27.229412
6.956678,-71.10203,26.513918
6.969623,-71.086338,26.75189
6.973581,-71.087731,28.31613
6.975429,-71.081278,27.404285
6.973874,-71.074971,26.330917
6.975267,-71.067089,26.55789
6.957856,-71.092508,26.5663
6.971349,-71.077169,27.99093
6.962093,-71.077298,27.280865
6.970671,-71.092345,26.386583
6.968094,-71.078535,26.812868
6.968802,-71.08251,26.125435
6.958427,-71.085958,26.483463
6.969611,-71.091312,26.872328
6.976904,-71.060312,25.736423
6.972202,-71.067072,26.523455
6.973792,-71.075205,26.348354
6.969074,-71.079786,27.751963
6.956895,-71.101915,26.378197
6.969485,-71.084209,26.552364
6.959452,-71.104812,26.48047
6.976187,-71.062823,25.85357
6.981375,-71.053774,26.24797
6.950356,-71.080025,27.424395
6.967988,-71.077216,27.053452
6.968269,-71.081912,27.05221
6.959705,-71.105141,26.147137
6.961306,-71.081822,27.562927
6.970068,-71.090591,26.939653
6.950944,-71.088481,26.463041
6.964118,-71.082012,26.872349
6.953589,-71.095406,26.521534
6.965636,-71.094708,27.331324
6.97785,-71.057414,25.771069
6.978531,-71.052142,26.6028
6.932853,-71.104461,26.46975
6.948808,-71.106444,26.598398
6.963703,-71.091594,26.672
6.968761,-71.065978,25.870718
6.960311,-71.080692,27.666368
6.959453,-71.104986,26.822361
6.975683,-71.077297,26.817175
6.97675,-71.066203,26.809362
6.975458,-71.079742,26.465227
6.978125,-71.054856,26.450624
6.976044,-71.062856,25.779764
6.967139,-71.082544,26.50612
6.978531,-71.052319,26.606419
6.977989,-71.059144,26.125246
6.963069,-71.086672,26.509066
6.968222,-71.089242,26.777918
6.976733,-71.077522,26.5229
6.947697,-71.103158,26.538074
6.964408,-71.098039,27.119032
6.978397,-71.075758,27.311842
6.962075,-71.103358,26.533983
6.975094,-71.075217,26.2999
6.972494,-71.072347,26.974037
6.977808,-71.074219,26.641888
6.981153,-71.05395,25.96443
6.981975,-71.055161,26.243769
6.970844,-71.083678,26.508385
6.981153,-71.053542,25.96443
6.977083,-71.059697,25.809137
6.965239,-71.094492,26.96416
6.978933,-71.047464,26.077385
6.981628,-71.055189,26.243769
6.978925,-71.047872,26.296936
6.966983,-71.087489,26.855927
6.978928,-71.047053,25.981808
5.304597,-71.901578,25.410019
5.561211,-71.162233,31.433735
5.514926,-71.234545,32.92205
7.253692,-73.477883,20.248367
7.500946,-73.835378,19.374151
7.469867,-73.853622,18.45824
5.672342,-70.640994,25.723614
7.627469,-73.773666,18.900658
5.379869,-71.974783,25.622902
9.002428,-74.548814,22.463509
4.872045,-74.686709,25.351212
8.050631,-73.720592,19.7772
5.941958,-74.496167,19.683315
4.54218,-74.668319,23.560764
3.622542,-75.057414,24.22124
8.303439,-72.543375,30.558336
4.6779,-74.865119,20.734804
4.965531,-72.60674,19.449116
2.388533,-75.693339,21.524302
4.079244,-73.480906,25.011887
4.081825,-73.477386,25.171835
4.078283,-73.477186,24.872614
4.075767,-73.475583,25.044863
4.068694,-73.474492,24.918274
4.069861,-73.469678,25.184225
4.072311,-73.472336,24.975533
7.4342,-73.464103,19.736013
7.411819,-73.465211,19.590128
7.415489,-73.459753,19.164366
9.613722,-74.186492,22.850931
6.387414,-73.883356,24.603468
6.386956,-73.883561,24.211748
0.991963,-76.478797,28.387806
0.989439,-76.465944,27.606949
0.995237,-76.473964,28.6808
6.0759,-69.755,21.741177
5.32997,-72.545974,22.753593
5.330053,-72.545788,22.98878
7.097742,-73.532361,19.418781
7.095808,-73.561953,19.744
7.142678,-73.547414,21.753286
7.106989,-73.560053,19.638779
7.065883,-73.570025,19.915476
7.126872,-73.538817,20.130024
7.052036,-73.569967,20.042572
7.045489,-73.5631,20.195978
7.133469,-73.562494,19.242514
7.049344,-73.558256,20.109892
7.084992,-73.568344,20.129017
7.060486,-73.573056,20.047785
7.055875,-73.573794,20.045961
7.0482,-73.572675,20.131676
7.044097,-73.569419,20.236425
7.045022,-73.558922,20.150547
7.059656,-73.577653,20.37562
7.051753,-73.574606,20.135342
7.055497,-73.578319,19.924393
7.054111,-73.583525,20.010565
7.140036,-73.545814,25.272764
7.064608,-73.575994,19.90654
7.063189,-73.579833,20.007412
7.048153,-73.577139,20.253674
7.058211,-73.573672,20.024153
7.098356,-73.563867,19.900202
7.119758,-73.55365,19.674732
7.114956,-73.554969,19.743017
7.047397,-73.560014,20.360342
7.063358,-73.5721,20.047785
7.103792,-73.565147,19.948011
7.068139,-73.571486,20.009483
7.123408,-73.55295,19.639523
7.126208,-73.550919,19.343208
7.043122,-73.557058,20.205765
7.110222,-73.557039,19.744434
7.105697,-73.552586,19.815517
7.042886,-73.562131,20.289505
7.101376,-73.565596,19.807722
7.106772,-73.564771,19.672499
7.110295,-73.557158,19.717491
7.117631,-73.564681,19.629776
7.116981,-73.546711,19.465797
7.140893,-73.548408,21.714548
7.138431,-73.548337,22.357716
7.13827,-73.548165,22.263111
7.137628,-73.549153,29.579823
7.105572,-73.561992,19.831558
7.085347,-73.562011,19.783243
7.136972,-73.547533,20.527985
7.131717,-73.550733,19.258698
7.076261,-73.567936,19.883924
7.065072,-73.560919,20.030575
7.060281,-73.551217,19.889908
7.141989,-73.545386,17.684458
7.133422,-73.545444,19.886341
7.078397,-73.561778,19.820202
7.082278,-73.555989,19.815727
7.071969,-73.561336,19.901411
7.090542,-73.562014,19.756052
7.074928,-73.554997,19.78846
7.067739,-73.569644,19.965134
7.133767,-73.549558,20.420404
7.139494,-73.545589,34.80364
7.073947,-73.560308,19.901411
7.082064,-73.559906,19.820202
7.135948,-73.542986,20.09379
7.077553,-73.557306,19.848997
7.069347,-73.558153,20.010948
7.064097,-73.555942,19.917343
7.129758,-73.546742,20.103594
7.125819,-73.548422,19.6171
7.093742,-73.555675,19.744
7.101356,-73.560061,19.807722
7.107383,-73.556994,19.735037
7.071872,-73.563925,19.901411
7.13425,-73.549219,19.935444
7.129983,-73.546847,19.950588
7.133639,-73.5456,19.803312
7.121953,-73.55015,19.60523
7.11645,-73.552433,19.717491
7.111178,-73.553544,19.638779
7.111722,-73.549392,20.156652
7.125328,-73.553547,19.439428
7.082539,-73.551819,20.10561
7.078381,-73.553272,19.844522
7.067156,-73.564658,19.901411
7.117542,-73.557753,19.746656
7.060736,-73.568464,19.966461
7.099919,-73.555094,19.766388
7.121761,-73.555725,19.625
7.08715,-73.551453,19.868443
7.103794,-73.548861,19.700916
7.098517,-73.551081,19.766388
7.084775,-73.565644,19.783243
7.112511,-73.55995,19.82434
7.093119,-73.550867,19.758629
7.0755,-73.563775,19.820202
7.145542,-73.549231,20.960102
7.059836,-73.557133,20.071964
7.087511,-73.565622,19.783243
7.132725,-73.555547,19.806475
7.126897,-73.558886,19.366514
7.123519,-73.560825,19.502907
7.118131,-73.564406,19.629776
7.126011,-73.543494,19.3999
7.057328,-73.568578,20.125818
7.128472,-73.552214,19.537
7.052764,-73.565242,20.064623
7.049758,-73.562203,19.919895
7.055183,-73.559825,19.880892
7.054769,-73.554086,20.015087
7.122825,-73.561347,19.569103
7.117875,-73.560219,19.613424
7.112956,-73.556856,19.614424
7.128747,-73.555569,19.18081
7.104208,-73.555144,19.83011
7.134347,-73.552667,20.088476
7.139183,-73.552778,19.854279
7.106931,-73.559936,19.655245
7.112867,-73.553658,19.673141
7.097892,-73.557425,19.744
7.140672,-73.548767,18.73384
7.0827,-73.551911,20.006462
7.106836,-73.564978,19.647884
7.070078,-73.568581,19.965134
7.095781,-73.566747,19.807722
7.101133,-73.565639,19.807722
7.130886,-73.541656,20.183136
7.204206,-73.822223,18.42271
7.189533,-73.818044,18.832743
7.171492,-73.836453,18.517685
7.169553,-73.826917,19.074327
7.175853,-73.831114,18.457853
7.150064,-73.842489,18.763863
7.149767,-73.848731,18.28026
7.147036,-73.848283,18.38554
7.153054,-73.836981,18.809649
7.168865,-73.843287,18.681847
7.156022,-73.846428,18.43123
7.162089,-73.847586,18.326658
7.149964,-73.845378,18.40823
7.163669,-73.841403,18.130068
7.184719,-73.832667,18.44961
7.178761,-73.831347,18.357248
7.148781,-73.851472,18.519873
7.188969,-73.829436,18.363049
7.158611,-73.833992,19.065876
7.151267,-73.793758,19.268383
7.142769,-73.850692,19.187454
7.179731,-73.825297,18.755207
7.166097,-73.838064,18.511793
7.155039,-73.852506,18.692722
7.159472,-73.828044,18.909847
7.178356,-73.815692,18.853481
7.161217,-73.837706,18.698345
7.174889,-73.833758,18.776329
7.147858,-73.857744,18.24065
7.173731,-73.824225,18.846205
7.19075,-73.833708,18.295027
7.180092,-73.841428,18.134125
7.152608,-73.849064,18.524885
7.168569,-73.832792,18.672646
7.180078,-73.808856,19.151749
7.160944,-73.853892,18.274412
7.1662,-73.819408,18.61527
7.169125,-73.848956,18.071
7.170067,-73.842722,18.733778
7.172389,-73.8304,19.335117
7.175942,-73.843656,18.134125
7.141731,-73.833825,19.546398
7.176944,-73.837703,18.184946
7.162161,-73.83155,18.715357
7.1609,-73.847619,18.137037
7.173317,-73.844953,18.164116
7.173192,-73.840453,18.499249
7.153872,-73.842886,18.314846
7.176914,-73.827117,18.754032
7.160178,-73.843772,18.237549
7.127336,-73.825511,19.237131
7.162053,-73.831381,18.96805
7.153025,-73.846011,18.46618
7.185992,-73.826519,18.466043
7.180072,-73.834708,18.31773
7.1688,-73.843469,18.65766
7.148644,-73.851444,18.5239
7.18036,-73.835074,18.31773
7.158647,-73.840344,18.483301
7.161058,-73.854014,18.407616
7.145897,-73.853978,19.088888
7.172992,-73.845356,18.273972
7.189994,-73.833553,18.386904
7.172969,-73.845303,18.29893
7.169,-73.832583,18.827444
7.156322,-73.84345,18.45007
7.154361,-73.840314,18.637371
7.168606,-73.843108,18.845692
7.165394,-73.847928,18.574923
4.1469,-73.3824,25.520424
5.495189,-71.739933,34.948277
9.291914,-74.675231,22.340311
3.154619,-75.269736,22.45052
7.049881,-74.030219,22.901217
7.624083,-73.641922,20.043772
9.392925,-75.733014,20.787582
0.384228,-76.898322,25.920979
0.414264,-76.895017,26.688536
0.393197,-76.899839,26.406519
0.416931,-76.894864,25.83441
0.402358,-76.895717,26.620707
0.4198,-76.900825,24.907885
0.364644,-76.904231,25.294144
0.41155,-76.898408,26.011797
3.443381,-72.229172,37.21137
2.640737,-75.510102,25.641657
2.619133,-75.526089,31.224813
2.607111,-75.538392,31.986204
2.604375,-75.546197,32.000866
2.633225,-75.528381,32.832302
2.640419,-75.510133,25.272434
2.627397,-75.520453,29.570103
2.633517,-75.536944,30.050539
2.637172,-75.52005,32.79481
2.628414,-75.525322,35.26049
2.604238,-75.536465,31.855495
