Latitude,Longitude,Predicted Geothermal Gradient (°C/Km)
7.061647,-73.909269,23.379494
7.06355,-73.910303,22.563814
7.0635,-73.910303,22.563814
7.062556,-73.912356,22.31328
7.062578,-73.912439,22.53097
7.062561,-73.9124,22.53097
7.062808,-73.907642,23.26624
7.062831,-73.907683,22.624567
7.062783,-73.907583,23.287924
7.063497,-73.906186,23.661913
7.063483,-73.906142,23.661913
7.061861,-73.9048,22.16937
7.062633,-73.9033,22.552534
7.062636,-73.903256,22.552534
7.061175,-73.902425,21.243668
7.061158,-73.902381,21.243668
7.063492,-73.901314,21.364687
7.065489,-73.902214,22.31499
7.064433,-73.904003,23.356514
7.064417,-73.904064,23.423552
7.065481,-73.906808,23.082802
7.065586,-73.906733,23.137966
7.065431,-73.906833,23.082802
7.066044,-73.904869,23.35419
7.066069,-73.909661,22.533537
7.064611,-73.913403,22.743496
7.063236,-73.915261,22.546312
7.059831,-73.917494,22.458279
7.051392,-73.916003,23.473434
7.051439,-73.916003,24.391235
7.050347,-73.917097,22.630026
7.050339,-73.917117,22.630026
7.048628,-73.916094,21.908081
7.053328,-73.916156,21.234348
7.052597,-73.918933,21.835878
7.051081,-73.919803,22.45231
7.0508,-73.922142,23.267994
7.049592,-73.919378,21.371092
7.062142,-73.900144,21.031294
7.059033,-73.901136,22.147263
7.059903,-73.899669,23.46221
7.058214,-73.903089,22.280003
7.056261,-73.902072,22.459963
7.053669,-73.902983,21.546156
7.050747,-73.903944,21.542627
7.050086,-73.905861,21.433405
7.051925,-73.902281,21.993786
7.057264,-73.900561,23.638824
7.063714,-73.901453,21.513483
7.065081,-73.897364,21.722061
7.066892,-73.903217,23.035885
7.067914,-73.905775,22.901703
7.068847,-73.908567,23.155458
7.066992,-73.898483,22.786314
7.067964,-73.896797,21.846899
7.068842,-73.899583,24.57504
7.068794,-73.899597,24.57504
7.06965,-73.9023,26.180593
7.069692,-73.902286,26.180593
7.070972,-73.905264,23.419115
7.071297,-73.907253,24.383211
7.071317,-73.907219,25.080606
7.071244,-73.907328,25.790752
7.071272,-73.907289,25.685122
7.015972,-73.921794,21.76713
7.072489,-73.910569,23.007483
7.069578,-73.898003,22.065092
7.069539,-73.897986,22.065092
7.070567,-73.900375,23.832232
7.071469,-73.903225,25.090101
7.071511,-73.903211,25.090101
7.072419,-73.905825,23.675146
7.040383,-73.922669,20.2065
7.0724,-73.905739,23.73486
7.072408,-73.905783,23.73486
7.073486,-73.908381,22.312569
7.073444,-73.908389,22.636154
7.0743,-73.911117,21.054058
7.079247,-73.912703,21.081564
7.075619,-73.905169,23.945765
7.025022,-73.930819,21.11259
7.075944,-73.907714,22.422897
7.075261,-73.9007,22.256565
7.075244,-73.900656,22.256565
7.076017,-73.903186,24.70886
7.038572,-73.926292,21.970654
7.07665,-73.901278,21.936878
7.023186,-73.934311,21.75485
7.076606,-73.901292,21.566347
7.077944,-73.9042,27.11881
7.077936,-73.904153,26.061567
7.077956,-73.90425,27.266226
7.078889,-73.906908,21.306723
7.077419,-73.901431,20.220575
7.078747,-73.902692,23.25398
7.033153,-73.919056,21.55173
7.078714,-73.902728,25.323793
7.078781,-73.902658,23.818193
7.079733,-73.905111,22.917559
7.055636,-73.910017,22.24921
7.021406,-73.919958,21.15657
7.056814,-73.912717,21.8151
7.057589,-73.915344,22.605326
7.060247,-73.914431,22.378424
7.063081,-73.909033,22.784533
7.049117,-73.921522,20.429035
7.047822,-73.918614,21.13152
7.046325,-73.9177,21.115816
7.038569,-73.917242,21.448467
7.044444,-73.921167,20.664675
7.042042,-73.922064,20.704279
7.023203,-73.916333,21.505892
7.040997,-73.924158,20.747946
7.041083,-73.924139,20.747946
7.039792,-73.921442,21.14336
7.038858,-73.918611,21.974852
7.038853,-73.918572,21.974852
7.017792,-73.927294,22.121332
7.039878,-73.925836,20.753893
7.039119,-73.922961,21.070524
7.038083,-73.920475,21.146927
7.038047,-73.920469,21.146927
7.021594,-73.929092,22.070822
7.037103,-73.917731,21.620571
7.037103,-73.917669,21.527534
7.036417,-73.914939,22.821167
7.036414,-73.914978,22.821167
7.039408,-73.927742,21.184425
7.039439,-73.927814,21.139627
7.038208,-73.924958,21.40656
7.03495,-73.915431,21.658638
7.038244,-73.92495,21.40656
7.038294,-73.924953,20.840342
7.0356,-73.916939,21.419405
7.034564,-73.913961,22.85579
7.066583,-73.90185,21.635061
7.036992,-73.926836,21.121534
7.0365,-73.924386,20.958082
7.035481,-73.921339,21.060352
7.035439,-73.921353,21.060352
7.033686,-73.915956,22.789272
7.028631,-73.914525,22.615986
7.035533,-73.926161,21.252733
7.034664,-73.923158,22.183643
7.034658,-73.923211,20.975647
7.033639,-73.920503,21.472702
7.060264,-73.909994,23.224024
7.031839,-73.914808,24.148909
7.031931,-73.919417,21.771515
7.031889,-73.919417,21.771515
7.068392,-73.907278,22.086018
7.032814,-73.926611,21.440441
7.032006,-73.924178,21.264166
7.031014,-73.921278,21.788147
7.031011,-73.921319,21.788147
7.031008,-73.921361,21.666395
7.031006,-73.921406,21.666395
7.029794,-73.918444,21.69162
7.029781,-73.918403,21.69162
7.029069,-73.915875,22.16417
7.029067,-73.915914,22.044756
7.031917,-73.9287,20.841763
7.031022,-73.925869,21.431135
7.072806,-73.902769,20.144815
7.029714,-73.923161,21.785221
7.029214,-73.920306,21.757483
7.028367,-73.917719,21.66982
7.0273,-73.914931,22.615986
7.029806,-73.927547,19.897821
7.027308,-73.919522,21.851927
7.027311,-73.919564,21.851927
7.026822,-73.936247,22.603756
7.026656,-73.916981,21.649324
7.026653,-73.917022,21.649324
7.027336,-73.924114,21.850927
7.026194,-73.921439,22.95142
7.025608,-73.918567,21.789312
7.028097,-73.931322,20.99452
7.027183,-73.928331,20.725805
7.026064,-73.925847,21.5938
7.056644,-73.908189,20.769339
7.025544,-73.923267,21.916752
7.025544,-73.923217,21.916752
7.025536,-73.923183,21.916752
7.023656,-73.917644,23.081295
7.027197,-73.933072,21.147068
7.027192,-73.933031,20.924757
7.075603,-73.901847,20.644972
7.027272,-73.932986,20.962246
7.025669,-73.927869,21.206924
7.025758,-73.927928,21.16875
7.024561,-73.924869,21.69996
7.024519,-73.924867,21.69996
7.024481,-73.924861,21.832642
7.021939,-73.917061,21.323437
7.026778,-73.935311,24.589506
7.025733,-73.932364,23.220844
7.025661,-73.932383,23.301144
7.067494,-73.904517,26.334515
7.024939,-73.929444,21.106556
7.025028,-73.929453,20.85533
7.023636,-73.926911,22.414932
7.023678,-73.926908,22.414932
7.023719,-73.926906,22.291523
7.023758,-73.926903,22.291523
7.022831,-73.924278,22.245077
7.022831,-73.924328,22.245077
7.021008,-73.918603,21.667183
7.024642,-73.934283,23.363321
7.024114,-73.931236,24.989513
7.024192,-73.931186,21.982918
7.076531,-73.904564,22.83645
7.022808,-73.928653,22.876932
7.022694,-73.928725,24.667582
7.021931,-73.926056,22.30754
7.020842,-73.922842,22.042925
7.061158,-73.921636,23.957687
7.023458,-73.935803,23.470694
7.022192,-73.930425,21.54826
7.022158,-73.930347,21.491129
7.020228,-73.925078,21.849403
7.020233,-73.925072,22.180717
7.018581,-73.919539,21.597645
7.043989,-73.924467,21.309692
7.019328,-73.927122,22.532957
7.018253,-73.924397,24.10127
7.063872,-73.90275,20.913609
7.017256,-73.926456,22.927807
7.019572,-73.935883,22.988317
7.018383,-73.933172,22.895107
7.016256,-73.927428,23.441694
7.018622,-73.937861,22.057253
7.017347,-73.935194,22.43314
7.045806,-73.920856,20.066803
7.016353,-73.932294,24.009497
7.015483,-73.929414,22.920794
7.014597,-73.926281,21.825891
7.016589,-73.936817,22.28342
7.015211,-73.931586,23.657654
7.013611,-73.928833,22.557135
7.069222,-73.905306,23.120546
7.0746,-73.903864,24.318666
7.062072,-73.906375,22.293833
7.071014,-73.911014,22.258562
7.071933,-73.909025,22.970373
7.067506,-73.904544,23.733341
7.018717,-73.930106,21.011538
7.062008,-73.910953,23.198496
7.061375,-73.908261,23.476685
7.065681,-73.899047,23.020052
7.067567,-73.899967,23.443869
7.071325,-73.906403,23.855986
5.283074,-71.772224,29.888922
5.3126,-71.7577,29.924154
6.140036,-71.708414,21.15295
6.75732,-73.574464,21.179909
6.2767,-74.250253,18.042894
6.278297,-74.252603,17.872574
4.757225,-72.117186,26.123955
3.859747,-73.633889,26.840197
3.876374,-73.630967,26.836254
3.878415,-73.624221,26.360685
3.877971,-73.623555,27.197165
3.8779,-73.6238,27.890825
3.8781,-73.6242,26.222776
3.888499,-73.627223,27.030264
3.888535,-73.626899,27.278543
3.892046,-73.631119,27.346333
3.889213,-73.626466,27.20193
3.880144,-73.630653,26.758556
3.885557,-73.638046,27.08858
3.874713,-73.635261,27.626205
3.871265,-73.630779,27.44824
3.878338,-73.632567,27.531197
3.886013,-73.628394,27.349142
3.878265,-73.568457,27.157894
3.8786,-73.6246,27.789724
3.878197,-73.623888,26.67416
3.839504,-73.669259,29.301449
3.85075,-73.653394,26.829472
3.851256,-73.647106,27.210112
3.860936,-73.643794,27.72505
3.843667,-73.659431,27.467854
3.848769,-73.662606,28.687708
3.861392,-73.648933,27.510662
3.853192,-73.656086,28.092268
3.870739,-73.642419,28.384052
3.866308,-73.643008,27.6447
3.8552,-73.6476,27.767824
3.866714,-73.647983,27.628357
3.8555,-73.640222,27.78626
3.868078,-73.637786,27.876736
3.850219,-73.6586,28.53488
3.859722,-73.639733,27.449806
3.8356,-73.6731,28.837946
8.63825,-75.284336,19.765223
8.636214,-75.280861,19.643333
8.267908,-73.694444,24.914139
1.230242,-76.100678,37.802162
1.230331,-76.10065,38.036133
7.227151,-73.630934,19.914062
3.029922,-75.280394,21.241392
3.027333,-75.280028,21.577433
3.03035,-75.276469,22.032831
3.023786,-75.277503,22.247974
3.025103,-75.275008,21.973045
3.030442,-75.276444,22.032831
3.026281,-75.278078,21.957396
3.028725,-75.278356,21.87833
3.020075,-75.274078,22.713886
0.710106,-76.441297,25.73606
6.107117,-74.581861,26.159979
0.756628,-76.380567,26.399702
4.974,-72.2064,25.096296
4.875247,-72.268026,25.6775
4.908431,-72.252803,25.221983
6.996531,-71.496314,24.054045
5.249299,-71.312174,32.453953
7.967331,-72.508,30.358412
7.96513,-72.506501,29.596607
8.195733,-72.753558,34.343704
8.232778,-72.748067,33.01627
8.211431,-72.742261,39.30671
8.232253,-72.747564,33.145805
9.553783,-73.398847,40.984547
9.849522,-73.80985,24.991238
4.610717,-73.050886,24.016724
5.552797,-71.217869,31.896215
5.27405,-72.500539,22.426308
4.502589,-74.640842,23.357712
3.912536,-74.902547,25.61189
8.026328,-72.454464,28.452604
6.556233,-74.367342,24.748573
6.558531,-74.370161,26.319458
6.560128,-74.379253,30.789576
6.550542,-74.378397,27.804935
3.937514,-73.689158,25.540648
3.942417,-73.680911,25.643122
3.938325,-73.685267,26.197296
3.938356,-73.685957,26.215075
3.945922,-73.680961,25.116344
3.936058,-73.685911,25.704386
3.940525,-73.684297,26.529114
3.953629,-73.670552,25.795279
3.941385,-73.687339,25.253613
3.938245,-73.681479,24.485535
3.944094,-73.690589,25.246265
3.953503,-73.678125,25.81921
3.947308,-73.677658,25.72521
3.952831,-73.682664,25.617338
3.951006,-73.673614,25.611256
3.128478,-75.412522,30.910427
7.755875,-76.645064,16.492292
0.321456,-76.866672,27.464909
6.568247,-70.917686,26.893038
4.812347,-72.295567,25.0421
9.124888,-75.418884,19.299541
9.087006,-75.436222,25.526209
9.134233,-75.411906,22.646286
9.196114,-75.384692,28.084269
9.1228,-75.411708,19.36784
9.166975,-75.396492,24.491772
9.118717,-75.421489,24.192703
9.181367,-75.3934,26.478416
9.175383,-75.429244,23.444366
3.780131,-75.343992,20.498024
5.072042,-74.762778,17.327345
4.868975,-74.163406,19.66623
6.806456,-74.072467,20.368608
6.942519,-73.98645,20.799719
0.540569,-77.076608,28.44138
0.548675,-77.064231,28.2013
9.28835,-74.590606,21.71771
9.291742,-74.654936,22.15666
9.303875,-74.651703,21.702394
9.276089,-74.658014,21.396112
9.270025,-74.629633,21.979113
9.252806,-74.645372,21.75216
9.252531,-74.660139,22.113127
9.246436,-74.653997,20.917841
9.263247,-74.622819,22.00808
9.247425,-74.622794,23.182528
9.246889,-74.631403,22.122005
9.222114,-74.656561,21.892601
9.247161,-74.631175,22.201569
9.246536,-74.630864,22.209366
9.273531,-74.631408,21.578812
9.25285,-74.616333,23.400877
9.225083,-74.611422,22.66357
9.255389,-74.604825,23.041039
9.289094,-74.628447,20.332546
9.255189,-74.637367,22.092916
9.260339,-74.645028,21.455471
9.277383,-74.631094,21.601608
9.270047,-74.645581,21.395628
9.260822,-74.652947,21.856667
9.238353,-74.643256,22.00055
9.246439,-74.652367,20.803991
6.806458,-74.072458,20.19439
6.828911,-73.753306,20.730164
8.492197,-75.074903,20.425177
7.054997,-73.590953,20.001106
5.836369,-74.672286,33.673904
6.1412,-69.5449,38.94834
8.6684,-74.5895,21.269201
8.671614,-74.597558,21.269234
6.850697,-74.062832,21.086952
6.035442,-74.602508,28.453121
6.047928,-74.604419,18.312643
6.055633,-74.594364,24.985512
6.050539,-74.598231,21.205902
6.050503,-74.596681,22.161236
6.050419,-74.603242,19.640728
6.054325,-74.597983,22.2401
6.051733,-74.600706,21.089731
5.933822,-74.592747,22.957544
6.050444,-74.596858,21.988552
6.047911,-74.599425,24.75207
6.049158,-74.597992,18.935276
6.050942,-74.601044,23.508772
6.049728,-74.601103,26.291952
6.048597,-74.601236,24.494396
6.049886,-74.592197,20.389437
7.401178,-73.857353,18.298056
4.270889,-75.011286,24.369013
0.351861,-76.497253,26.47763
5.88745,-74.667978,37.851967
3.206081,-75.302183,24.468466
8.985803,-75.494944,25.429495
6.791708,-73.728475,20.343119
6.770822,-73.732333,20.72521
6.764986,-73.807933,20.681498
6.755635,-73.725718,21.163816
6.770089,-73.792733,20.769
6.765753,-73.733344,20.421057
6.772078,-73.728017,20.974295
6.777567,-73.731153,20.76268
6.770422,-73.7266,20.78314
6.779339,-73.72945,20.63394
6.78405,-73.728272,20.299768
6.798064,-73.730514,20.472136
6.790692,-73.735494,20.414328
6.786692,-73.731481,20.384188
6.803117,-73.726747,20.37228
6.795381,-73.732064,20.472136
6.790914,-73.732436,20.384188
6.814486,-73.732031,20.409271
6.819867,-73.734339,20.913599
6.76765,-73.808989,20.738338
6.809336,-73.736061,20.308563
6.793692,-73.746428,20.838926
6.808761,-73.729483,20.361034
6.798428,-73.733119,20.53665
6.792356,-73.730956,20.384188
6.805897,-73.731014,20.384188
6.800614,-73.728975,20.384188
6.819533,-73.728147,20.572237
6.835694,-73.717022,20.581938
6.822819,-73.73315,21.06602
6.792858,-73.732717,20.414328
6.795428,-73.729153,20.384188
6.789558,-73.730111,20.293135
6.788581,-73.73225,20.384188
6.831228,-73.736994,21.099081
6.799378,-73.796794,20.003483
6.809139,-73.732667,20.410528
6.771853,-73.730978,20.624475
6.825722,-73.725319,20.478067
6.806328,-73.734469,20.475042
6.784953,-73.735628,20.55665
6.8052,-73.735122,20.36379
6.801814,-73.734936,20.423029
6.803169,-73.733006,20.53665
6.788178,-73.736944,20.499123
6.792983,-73.734678,20.414328
6.782394,-73.734633,20.823696
6.798767,-73.735786,20.533148
6.804039,-73.735481,20.53428
6.811667,-73.794344,20.533861
6.817786,-73.731297,20.824987
6.788761,-73.727147,20.52514
6.775114,-73.724542,21.254261
6.151167,-74.564906,30.810047
9.717103,-73.676772,28.213402
7.317367,-73.462556,19.609716
7.325378,-73.455042,19.58253
7.318594,-73.4579,19.50023
7.323353,-73.455906,19.578169
7.3174,-73.458975,19.62412
7.322689,-73.464494,19.708967
7.321136,-73.456725,19.602673
7.321014,-73.456492,19.510647
7.315292,-73.459133,19.591576
7.323967,-73.453936,19.552168
7.321908,-73.460897,19.67328
7.312617,-73.459481,19.198256
0.652879,-76.936589,26.965456
4.446083,-73.275469,25.250317
8.620572,-75.416078,21.208738
8.579969,-75.367442,20.812616
8.470139,-75.432744,20.73041
8.594147,-75.425067,19.879625
8.514939,-75.410064,21.079948
8.67245,-75.376006,18.815884
8.6741,-75.380392,20.711027
8.587328,-75.36505,20.893753
8.619644,-75.339856,20.465578
8.482081,-75.423186,21.23471
7.240389,-73.515831,22.749844
7.252997,-73.513269,21.574692
7.228133,-73.520131,21.063263
7.233244,-73.521497,21.584936
7.221803,-73.520367,20.462343
4.395774,-72.929529,25.098269
4.396326,-72.928607,25.098269
4.395437,-72.929872,25.102598
6.227881,-74.277544,19.016212
8.83425,-76.414789,23.714382
8.882772,-76.349056,25.135145
3.208962,-75.102249,29.419228
5.580069,-73.236872,30.63961
4.249864,-72.021247,32.04253
5.780878,-72.004389,21.992245
5.3728,-70.9836,30.242907
3.772825,-73.733625,25.108946
5.952025,-71.941633,19.139994
2.644361,-75.481331,21.850672
9.931383,-75.019656,24.241154
6.836859,-71.305112,25.431593
6.80058,-71.31152,25.723982
6.770205,-71.312335,26.476355
11.946692,-71.371103,22.902054
0.988002,-76.59578,25.600147
3.791417,-75.285167,23.81891
5.225914,-71.990914,26.373465
3.556329,-73.951259,25.615667
7.318364,-73.500611,18.782843
7.557764,-73.806964,18.430416
7.519836,-73.774764,19.180904
7.515322,-73.718525,18.69377
7.527192,-73.70035,19.672688
7.521267,-73.708994,18.486216
7.533636,-73.689958,20.654053
7.544119,-73.685419,19.168983
4.052808,-75.121361,20.741413
7.877242,-72.468733,28.542515
7.869806,-72.490011,30.333147
4.842644,-72.440658,23.396505
4.426704,-73.282685,25.532616
4.427442,-73.284556,24.40108
3.797014,-72.046372,32.888985
5.174833,-72.662899,22.754606
5.254715,-72.586323,20.9497
5.260022,-72.585656,19.42682
5.157047,-72.668772,19.179022
5.217324,-72.633919,18.713057
5.221725,-72.6296,19.033772
5.222592,-72.630217,18.512619
5.242644,-72.599533,23.113144
5.111747,-72.687981,20.844797
5.111749,-72.688187,20.819609
5.229717,-72.62293,21.265652
5.212481,-72.648517,18.886065
5.185333,-72.652694,22.446707
5.205978,-72.652453,17.860079
5.162969,-72.670333,23.582767
5.260578,-72.603825,20.822222
5.211939,-72.622833,23.124937
0.283408,-76.558131,25.84653
5.028914,-72.670075,24.114944
5.02961,-72.671468,23.479406
5.028822,-72.669872,24.114944
5.060033,-72.654325,19.7732
5.0599,-72.6545,22.256382
5.059911,-72.654475,22.337236
5.041825,-72.655861,22.891624
5.0435,-72.7036,22.446413
5.033343,-72.700194,20.440098
5.043028,-72.703086,22.337965
5.051481,-72.691386,21.327457
5.052117,-72.686381,22.525448
5.096464,-72.648436,22.747818
5.0898,-72.6528,23.885822
5.0898,-72.6527,23.58046
5.068892,-72.680261,23.072248
5.0688,-72.6801,22.904715
5.078356,-72.667958,21.04484
5.0785,-72.6679,21.60093
5.0787,-72.6678,22.151655
5.113978,-72.660303,22.661812
5.0319,-72.691,23.768991
5.0278,-72.6942,29.599781
4.936725,-72.649817,20.718344
4.9567,-72.6408,20.074646
5.016919,-72.654522,18.231543
5.0296,-72.6865,34.967148
3.18615,-75.109912,29.061466
10.305367,-74.715167,23.01117
3.253236,-75.214489,25.525112
5.386328,-72.521128,21.46065
8.515596,-76.121778,24.304754
5.854403,-74.483756,19.219433
3.0926,-75.300783,23.209515
3.067811,-75.297767,23.535833
3.073725,-75.295583,22.789833
3.093875,-75.296494,22.588951
3.070353,-75.296075,22.509712
3.083736,-75.295583,22.56316
3.077467,-75.298881,23.065016
3.063983,-75.295967,22.64441
3.078739,-75.299861,23.147924
3.067389,-75.29425,22.842327
3.074867,-75.298247,22.910633
3.087008,-75.299967,22.769196
3.072839,-75.296889,22.669506
3.082417,-75.298717,23.01716
3.079078,-75.298433,23.065016
3.073614,-75.299633,22.716928
3.084783,-75.298142,22.618763
3.069733,-75.298356,22.34473
3.089289,-75.297772,22.503185
3.069564,-75.299992,22.669928
3.076631,-75.300781,23.024967
3.069856,-75.292811,22.981686
3.074594,-75.301747,23.026821
3.078133,-75.294333,22.878103
3.08295,-75.302544,23.572851
3.087444,-75.294569,22.793476
3.065569,-75.297542,23.718716
3.073292,-75.293931,22.923227
3.083997,-75.299806,22.890657
3.080347,-75.298275,22.985422
3.080258,-75.301211,23.36893
3.085497,-75.29675,22.580357
3.071269,-75.299061,22.891167
3.078964,-75.294433,23.13245
3.101172,-75.311919,23.929895
3.088556,-75.306706,24.579767
3.095414,-75.307253,25.218987
3.097561,-75.312414,24.182817
3.095069,-75.313425,24.921661
3.102447,-75.309339,25.11695
3.090381,-75.30478600000001,24.444965
3.089586,-75.309806,25.621202
3.084006,-75.309817,22.492455
3.107497,-75.307081,25.33089
3.099606,-75.315147,24.813173
3.104894,-75.307578,25.676117
3.08275,-75.312019,22.43397
3.086756,-75.315128,25.15962
3.080708,-75.305419,23.740211
3.095889,-75.304856,25.733658
3.106003,-75.309867,24.165607
3.087064,-75.305242,24.035175
3.093169,-75.309492,25.364792
3.093108,-75.315417,24.097654
3.097044,-75.310342,25.772842
3.093328,-75.304956,25.165277
3.097581,-75.307631,25.603708
3.098083,-75.302947,24.768145
3.110258,-75.306353,25.5071
3.084333,-75.303486,23.4284
3.099369,-75.310219,25.74371
3.111192,-75.303981,25.198055
3.113003,-75.306706,24.814709
3.087292,-75.30865,23.360872
3.103742,-75.311297,24.378387
3.107833,-75.312764,23.740196
3.094819,-75.316403,24.577415
3.089939,-75.315,24.608946
3.086558,-75.311169,25.03058
3.084786,-75.313678,23.09843
3.090731,-75.316656,24.130367
3.102497,-75.314208,24.03037
3.097639,-75.30495,25.655622
3.100017,-75.312589,23.97861
3.089847,-75.307908,26.378904
3.106878,-75.302731,25.408468
3.080133,-75.307725,24.196678
3.101539,-75.310194,24.905933
3.086017,-75.3172,38.916725
3.098967,-75.313794,24.85343
3.094164,-75.306228,24.481886
3.0958,-75.315289,24.407066
3.096861,-75.315667,24.497278
3.094703,-75.304753,25.998192
3.086439,-75.314047,24.7953
3.085211,-75.305889,23.540277
3.089681,-75.312725,24.985365
3.139667,-75.288267,25.453238
3.085861,-75.306608,23.961458
3.080833,-75.310319,23.346748
3.113625,-75.309117,24.644491
3.089669,-75.319364,27.041185
3.132125,-75.296683,24.02215
3.085847,-75.307014,24.405386
3.104167,-75.313303,23.411453
3.063347,-75.306419,22.9056
3.099153,-75.299778,24.045996
3.122814,-75.303719,23.06831
3.135111,-75.288419,25.270397
3.080081,-75.320031,23.446608
3.169175,-75.280281,26.58871
3.11865,-75.289775,22.84639
4.052153,-73.429153,25.590836
7.277608,-73.532892,20.690006
8.087403,-73.729386,20.425621
5.4558,-71.0302,29.008286
5.5226,-71.0114,31.757198
5.5225,-71.0114,31.569643
5.5363,-71.0078,31.779753
5.5533,-71.0018,32.31882
5.672944,-70.635814,25.233164
6.148372,-74.340872,18.256489
5.925339,-74.330481,18.453085
4.6628,-72.063108,26.891893
9.714619,-74.053225,23.354074
4.729836,-73.138658,21.397884
9.082447,-75.444128,21.266237
9.925381,-74.099086,22.450178
9.923419,-74.099092,22.450178
9.910364,-74.091028,23.39858
7.258183,-73.693536,19.229668
7.233378,-73.664189,33.11653
3.34477,-75.026117,27.19188
8.233289,-76.195333,34.33362
5.6052,-70.1436,28.726305
5.619025,-70.125092,27.631607
5.612239,-70.1726,28.151794
10.640536,-72.973721,24.293736
10.680497,-72.943692,23.682692
5.469731,-72.430447,22.91124
3.104636,-75.084181,26.887882
4.644603,-72.436922,26.887724
4.644317,-72.437042,26.282682
9.559483,-73.622408,23.021868
5.5439,-71.8841,22.741512
6.677831,-74.223175,16.450201
4.806467,-72.178083,26.628471
11.491019,-72.545439,21.439262
6.072381,-74.503772,18.662243
6.076214,-74.504436,19.73049
6.068036,-74.496686,18.568542
6.169514,-74.533561,26.96223
6.460453,-73.844572,20.351393
6.455489,-73.851347,19.68047
8.433647,-72.677,24.851334
5.083573,-74.563497,27.567421
5.083502,-74.563402,20.691961
8.543381,-72.897653,28.60699
1.225792,-76.630742,23.87741
2.363734,-75.65364,25.541273
3.187658,-75.130375,31.410238
8.306103,-72.80805,27.286926
7.169994,-74.057393,24.98588
3.140247,-75.280564,23.358763
1.118294,-76.361831,26.205105
8.303108,-72.81285,26.815283
7.130947,-74.042381,19.417984
8.289983,-72.806217,34.686886
2.957743,-75.171883,26.382647
4.663686,-72.141747,26.62706
0.765639,-76.125106,29.373703
6.069158,-74.586497,24.745655
9.562601,-75.085595,20.78996
5.465197,-72.42935,23.32473
5.491342,-72.415667,24.061378
5.467361,-72.453536,20.36467
5.467539,-72.453614,20.273483
2.901878,-75.236189,21.53175
1.063917,-76.297275,27.78805
3.043039,-75.277197,19.507288
4.792331,-72.699653,23.367933
6.847492,-71.799453,18.97118
6.240961,-74.227325,17.510046
6.565936,-74.385494,26.699898
6.745439,-73.717247,21.61086
3.122972,-75.239397,22.653376
7.129486,-73.863383,18.965254
7.137836,-73.858525,18.539175
7.138431,-73.847997,18.518917
7.132589,-73.859903,18.55792
7.126731,-73.866786,19.13047
7.1255,-73.862606,18.66389
7.134819,-73.862864,18.80533
7.129786,-73.869192,19.110239
7.132842,-73.867281,18.764885
7.131196,-73.866799,18.407537
7.090414,-73.899292,19.807056
7.087408,-73.882822,32.835037
7.084775,-73.883814,22.425188
7.082878,-73.884653,20.531858
7.080125,-73.885469,20.239168
7.081086,-73.881489,21.183172
7.083867,-73.880994,21.185812
7.086686,-73.880111,40.366936
7.090217,-73.895672,21.533209
7.0893,-73.879339,22.121761
7.091242,-73.875689,24.71395
7.088581,-73.876344,23.543156
7.085872,-73.877281,21.296844
7.083075,-73.878106,20.223715
7.080022,-73.890467,19.68505
7.088948,-73.888567,20.641304
7.087672,-73.892153,19.398733
7.086492,-73.880178,23.028675
7.091022,-73.889339,19.600698
7.088189,-73.885478,19.294407
7.109469,-73.886181,19.024006
7.109486,-73.886286,18.849112
7.085694,-73.891103,19.804075
7.084811,-73.896053,19.647352
7.093789,-73.895897,19.581572
7.080256,-73.890361,19.736551
7.093814,-73.888258,21.143866
7.088406,-73.890269,19.160044
7.091908,-73.892069,19.388275
7.090172,-73.886592,20.142906
7.084781,-73.896,19.647352
7.080214,-73.890319,19.860592
7.086067,-73.897936,18.993616
7.086181,-73.898006,18.993616
7.086236,-73.898039,18.85629
7.086347,-73.898108,18.641169
7.08635,-73.898106,19.187298
7.086461,-73.898175,18.56388
7.084642,-73.897514,20.766546
7.086519,-73.898211,19.018156
7.092706,-73.885708,19.769592
7.0802,-73.890942,19.61414
7.087578,-73.887475,19.15189
7.077636,-73.886964,20.017607
7.081822,-73.889589,20.766165
7.0866,-73.884975,19.342178
7.083836,-73.8858,20.877808
7.090139,-73.886497,19.365627
7.089072,-73.883925,20.570295
7.094919,-73.899517,20.402748
7.084861,-73.879153,20.778893
7.091267,-73.880169,18.458012
7.082997,-73.882764,21.175802
7.083275,-73.873539,20.055693
7.090272,-73.868356,21.930252
7.077036,-73.881847,20.495594
7.090503,-73.877361,20.697039
7.087681,-73.878292,23.648096
7.082111,-73.880033,20.471634
7.093997,-73.879306,19.196665
7.095903,-73.875656,18.729412
7.079403,-73.883844,21.63
7.077658,-73.884564,20.95127
7.074547,-73.886892,21.459614
7.093061,-73.896858,19.572636
7.095911,-73.89395,19.809254
7.085267,-73.89695,21.551468
7.095722,-73.896617,20.127146
7.098017,-73.895353,23.009571
7.102656,-73.892325,19.204082
7.100328,-73.890897,19.530878
7.104944,-73.890386,18.987736
7.082933,-73.891919,21.00952
7.107161,-73.888656,18.681992
7.105189,-73.894006,19.003286
7.109617,-73.886569,19.779135
7.097908,-73.889328,19.470179
7.104972,-73.887317,19.4654
7.095722,-73.891142,20.59911
7.100272,-73.888317,19.164553
7.087156,-73.896522,20.07533
7.086583,-73.893753,19.252043
7.085739,-73.886708,19.88283
7.0882,-73.885794,20.05273
7.084775,-73.892653,20.255095
