Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Moho Depth (m),Magnetic Anomaly (nT)
4.069986,-73.394544,288.0,26.76,29.33518026142393,36561.04756268516,-130.3526
4.0738,-73.3967,286.512,26.76744,27.103984322454405,36568.41997598854,-130.3526
4.067739,-73.397969,293.2176,26.733912,27.841972967460904,36538.95158232957,-130.3526
4.0892,-73.3776,281.0256,26.794872,29.536382158827703,36703.14041926723,-131.9892
4.067669,-73.391008,313.0296,26.634852,26.738359928396417,36565.021685552754,-130.3526
4.0702167,-73.3882583,287.1216,26.764392,28.289524148781865,36586.09298062076,-130.3526
4.08195,-73.404619,274.32,26.8284,28.08386617567473,36571.71002896304,-131.9892
4.086089,-73.382581,274.32,26.8284,25.637569306671057,36671.32682511877,-131.9892
4.078417,-73.391089,280.0,26.8,23.39326874032452,36608.15857755608,-131.9892
4.089775,-73.387667,285.5976,26.772012,30.45008924721375,36665.48867225366,-131.9892
4.07665,-73.387022,284.6832,26.776584,30.340152465372498,36616.86071045106,-131.9892
4.072806,-73.390367,287.4264,26.762868,12.533194658641614,36588.46250153416,-130.3526
4.077542,-73.382447,276.4536,26.817732,23.60639016428632,36638.38944376,-131.9892
4.105473,-74.701611,261.5184,26.892408,13.523719881782734,44670.94830212032,-61.9198
9.890686,-74.634439,121.92,27.5904,21.024935126066957,38383.80630909516,-10.9309
9.916364,-74.654719,146.9136,27.465432,22.74150388776073,38198.09409215787,-10.9309
6.916601,-71.177426,144.78,27.4761,26.19443689811507,36913.81693366956,-39.9422
3.445934,-73.94681,560.2224,25.398888,26.76072328389357,36833.18410035171,-25.8384
6.954928,-71.856931,204.216,27.17892,19.246094729461674,38672.970630845215,-25.9004
6.958485,-71.843839,189.8904,27.250548,18.0413581087046,38603.92575607238,-25.9004
6.984136,-71.820089,193.548,27.23226,19.044859890283263,38515.53759442997,-27.8324
6.982347,-71.835658,188.3664,27.258168,15.524463955463531,38587.44962315359,-29.0673
5.251782,-71.384182,142.0368,27.489816,35.083346949405524,36520.56911058808,31.285
5.2573362,-71.38093,142.6464,27.486768,32.10136255691878,36529.5135990972,31.285
5.2569938,-71.3812239,142.9512,27.485244,33.85557861290217,36529.3347408106,31.285
6.912975,-71.423997,153.0096,27.434952,25.04991378581616,37436.083224433576,-24.4421
8.873997,-76.403694,15.5448,28.122276,23.75826565729514,29269.61698894181,-3.8006
8.106681,-73.562017,107.8992,27.660504,19.73665868818786,37535.98017057603,24.8071
6.488983,-74.386503,109.1184,27.654408,43.72306875832245,37381.2214378386,30.4576
6.489619,-74.386732,110.0328,27.649836,21.519155768863214,37378.85566073699,30.4576
7.185358,-73.752306,101.4984,27.692508,19.872917355205143,41846.48303262184,34.2585
3.189553,-75.267731,117.348,27.61326,26.71072741425477,45106.49817342832,-1.7549
8.646641,-75.384139,97.536,27.71232,23.17964129509693,35682.08045437241,-11.462
8.648055,-75.389889,78.9432,27.805284,17.735832032669805,35638.35589293122,-11.462
3.520336,-73.693897,323.6976,26.581512,21.50874419016013,35281.632662659955,-27.4203
4.7363972,-71.6485194,141.732,27.49134,26.77085021406,35295.87824150086,-1.8447
9.537856,-73.962306,77.724,27.81138,20.72140111850127,38745.41062961485,-10.7033
4.914911,-74.873508,259.08000000000004,26.9046,22.89648658752531,43559.78290936445,28.1974
4.905508,-74.892925,259.0,26.905,34.62526750185953,43727.20544144282,28.261
3.123508,-75.356489,505.0,25.675,43.9679401299737,45533.99820183707,-2.7063
6.781392,-73.662531,171.29760000000002,27.343512,29.236871188630023,43933.34668130282,13.4174
11.413205,-72.76908,23.1648,28.084176,18.41080628095327,34182.19471496635,-108.4654
11.440394,-72.768838,27.432,28.06284,20.765407542012184,34348.3106259773,-103.007
4.211595,-74.336553,2855.3664000000003,13.923167999999997,26.016420944351623,47551.33091587103,-71.9153
3.042769,-75.316558,501.7008,25.691496,21.41513695422957,45394.59903137799,-4.334
3.036419,-75.313936,482.4984,25.787508,21.752238618332218,45382.114975574994,-4.334
4.022164,-73.458267,300.8376,26.695812,25.02049028929162,36145.99057202061,-121.3978
4.022296,-73.458226,299.3136,26.703432,28.82081541158009,36146.751574267,-121.3978
4.021857,-73.454194,298.704,26.70648,25.901815502160066,36153.9177121738,-121.3978
8.400767,-75.171764,19.812,28.10094,18.6495564358432,37035.72980335999,-15.3754
9.469942,-75.001525,89.91600000000001,27.75042,20.00091563720428,35141.21099473723,-7.9463
5.552917,-72.219967,415.1376,26.124312,24.074800749985357,37997.17178126702,-38.7833
0.283453,-76.599747,271.5768,26.842116,27.084402870314086,35076.15121242751,-11.083
3.05175,-75.339747,468.0,25.86,21.516060931395582,45534.95279841557,-3.6517
3.078261,-75.328169,460.5528000000001,25.897236,31.57069950521422,45435.39181800182,-2.7063
2.975311,-75.350061,490.0,25.75,31.22421737147582,45653.679222605344,-4.7005
6.097736,-74.589531,136.8552,27.515724,25.892160025450263,37457.97803007829,30.7509
6.097703,-74.5895,136.8552,27.515724,27.73469367305108,37458.161684090766,30.7509
6.095506,-74.588153,137.4648,27.512676,30.22597761363446,37467.93064503936,30.7509
6.095385,-74.588092,137.4648,27.512676,25.30016956390273,37468.42429859319,30.7509
6.08966,-74.583466,139.2936,27.503532,23.06877008600453,37498.44428752428,30.7509
6.097803,-74.589592,136.8552,27.515724,20.16059766353514,37457.61203878509,30.7509
6.946972,-73.983742,107.5944,27.662028,22.49229014320286,41894.32171211344,20.4767
6.082466,-74.585613,137.16,27.5142,22.523240932692666,37507.49731227457,30.7509
6.083133,-74.580152,137.4648,27.512676,18.77753247884887,37526.385125826695,30.7509
9.5199,-74.632353,54.5592,27.927204,23.6687070745492,38049.378337056834,-14.9738
3.209283,-75.361639,883.9200000000001,23.7804,23.18602191758649,45380.195876583806,-1.6771
3.186469,-75.331669,453.2376,25.933812,23.49876758269636,45308.25419875624,-1.6771
3.198025,-75.338236,521.0,25.595,23.89345957169305,45312.32363377299,-1.6771
3.195483,-75.33152,469.6968,25.851516,11.206375493651828,45291.748611003226,-1.6771
3.195419,-75.331808,474.0,25.83,23.5421618862062,45292.93822498726,-1.6771
3.171852,-75.332434,442.2648,25.988676,22.279563811213816,45335.91091499591,-1.8654
3.180013,-75.334732,474.8784,25.825608,23.03239729896405,45331.63537728674,-1.6771
3.2188,-75.333153,549.0,25.455,23.716713069633897,45253.51651961227,-1.6771
3.207533,-75.322467,467.0,25.865,20.446125184940584,45238.56369872856,-1.9007
3.198239,-75.33815,524.0,25.58,59.40088325046503,45311.57914564944,-1.6771
3.186467,-75.331878,465.0,25.875,25.39287539190965,45309.07092270379,-1.6771
3.180389,-75.335019,477.0,25.815,24.35054520856588,45332.14880783957,-1.6771
3.220144,-75.340819,658.0,24.91,21.00869649289216,45277.09457176156,-1.6771
11.680472,-72.71885,4.0,28.18,18.847763120918223,34375.109514903466,-75.4544
11.699928,-72.721567,6.0,28.17,18.276387446137115,34316.89004123902,-75.4544
11.699025,-72.730275,4.0,28.18,17.706299077907957,34359.480014908826,-73.7371
11.694333,-72.739208,6.0,28.17,21.04879870065965,34414.161898362174,-73.7371
11.698617,-72.731208,2.0,28.19,15.23913004951874,34365.0436689694,-73.7371
11.694478,-72.738414,5.7912,28.171044,18.10964261759737,34410.280875420496,-73.7371
10.283256,-74.716783,31.6992,28.041504,21.98636081734316,35578.81323299255,-29.3312
10.171614,-74.85825,38.1,28.0095,20.934297654429024,35993.8554770354,-18.6256
6.179811,-74.540508,128.93040000000002,27.555348,18.311715434697547,37410.63554021019,31.5688
6.874297,-74.081825,84.12480000000001,27.779376,21.211456987152808,40859.69380538149,18.6246
6.61255,-74.264064,109.1184,27.654408,15.481490077363253,38367.96848783921,30.3652
6.578925,-74.264128,118.872,27.60564,18.79968010988697,38365.39613142799,30.3652
5.3959861,-71.8745361,176.78400000000002,27.31608,22.730011019539685,38072.98323297928,52.2795
5.3921472,-71.873925,175.86960000000002,27.320652,24.39092045680076,38078.93671755016,52.2795
8.007675,-73.7296,41.148,27.99426,19.96679544773811,37404.7860877932,19.8341
8.029803,-73.732778,41.4528,27.992736,21.272960820867844,37369.58645334075,19.9943
8.024033,-73.734878,40.8432,27.995784,21.023146637060297,37388.142733772045,19.8341
8.063131,-73.758458,40.2336,27.998832,21.11434786161862,37397.82585009772,19.9943
8.054189,-73.746694,40.8432,27.995784,23.306989724331665,37369.27803643885,19.9943
8.039972,-73.739189,40.8432,27.995784,19.94149486926861,37370.62942623684,19.9943
8.032672,-73.737483,41.148,27.99426,18.197141165707208,37379.44234329131,19.9943
8.024803,-73.743047,41.4528,27.992736,20.87902007118508,37415.18840101962,19.8341
8.019664,-73.730281,42.0624,27.989688,18.0563165911874,37382.280401709446,19.8341
8.017928,-73.726853,38.7096,28.006452,19.250875802895795,37375.49013911534,19.8341
9.300706,-74.535994,19.812,28.10094,24.349513102366963,37669.7235663956,-28.5933
10.205514,-75.623989,96.012,27.71994,21.2796388885134,29537.771103692183,-46.4291
4.8899258,-71.8616937,156.6672,27.416664,31.425810299739272,36530.92964416475,21.4941
4.8798059,-71.8617685,156.0576,27.419712,32.230016049995534,36477.50663268618,21.4941
6.227925,-74.417814,137.16,27.5142,16.87437234471308,37835.79257298757,23.1834
6.195122,-74.451917,175.86960000000002,27.320652,19.726624420411905,37750.96965306772,31.6878
7.112383,-73.578531,117.9576,27.610212,19.15997740099638,41996.29305125863,26.9021
4.833444,-74.741944,256.33680000000004,26.918316,18.074827774063884,43146.33470729725,28.6974
4.2723083,-71.98875,191.4144,27.242928,25.51092384408969,34026.14464972573,-51.2835
4.2723533,-71.9887885,191.53632,27.2423184,34.05423187659247,34026.23325678817,-51.2835
4.2795286,-71.9845728,191.1096,27.244452,32.62031057852713,34041.78089543342,-42.1204
4.26704,-71.9942416,190.1952,27.249024,32.5327524030828,34014.4780092243,-51.2835
4.2760773,-71.9943179,190.1952,27.249024,33.03053341043783,34033.689516492435,-42.1204
4.2777275,-71.9898035,188.61024,27.2569488,34.0053351265306,34037.50735526105,-42.1204
4.275767,-71.9832737,194.31,27.22845,33.23723424529877,34034.06707555225,-42.1204
7.127364,-73.873467,75.8952,27.820524,17.140341270614993,42295.03023554979,29.678
6.489972,-74.384625,109.1184,27.654408,19.489852367490577,37392.29316650321,30.4576
9.260822,-75.290158,149.352,27.45324,18.104059328421204,33169.146299270855,-4.1414
4.7638861,-72.4661111,185.6232,27.271884,20.083877091111415,37164.027891955295,9.544
4.781961,-74.570578,1932.0,18.54,18.55110551371588,44600.89359052954,15.6225
3.835417,-75.268889,655.0,24.925,23.435455960165697,44121.956777122505,-28.5919
5.773514,-72.856186,2543.2512,15.483743999999998,37.29200720127208,41688.28502916757,-23.5547
5.6470129,-71.368969,155.448,27.42276,19.6844697948048,37493.913498454174,30.4317
7.483973,-73.403262,154.2288,27.428856,22.99498057122176,41093.50118450576,22.6111
7.478847,-73.410619,133.5024,27.532488,17.020849063957943,41050.69997991086,22.6111
7.484622,-73.410725,146.6088,27.466956,18.56077123787721,41012.803507773766,22.6111
7.475219,-73.40935,126.1872,27.569064,21.156986353652808,41086.18692379273,22.6111
7.492242,-73.410364,157.2768,27.413616,19.747506421207813,40966.93264046231,22.6111
7.482178,-73.412922,133.1976,27.534012,17.871162758065594,41006.064578738646,22.6111
7.481753,-73.411364,136.2456,27.518772,20.482726006872305,41024.67280723262,22.6111
7.487175,-73.410792,152.0952,27.439524,22.6496187282225,40995.61145408225,22.6111
7.479717,-73.40675,114.3,27.6285,22.36803069768073,41084.50909609619,22.6111
7.485386,-73.408064,154.2288,27.428856,20.901599247146056,41035.21660168837,22.6111
7.467947,-73.408511,123.444,27.58278,19.21441686389575,41138.72972081058,22.3907
7.477842,-73.405792,131.064,27.54468,19.230957902207543,41105.85743362238,22.6111
7.473283,-73.4086,114.9096,27.625452,32.66609820966408,41105.62063534255,22.3907
7.483008,-73.411114,127.1016,27.564492,21.561125183268643,41019.191629360415,22.6111
7.479039,-73.408364,124.3584,27.578208,21.832965812535523,41072.36161865712,22.6111
7.480789,-73.401178,147.5232,27.462384,20.15462093125428,41134.54611058955,22.6111
7.471456,-73.408117,115.824,27.62088,29.558436865158967,41121.55636908952,22.3907
7.493158,-73.408014,153.924,27.43038,18.513467809660103,40985.34576812519,22.6111
7.462414,-73.408131,129.54000000000002,27.5523,28.9511661608096,41174.89319639876,22.3907
7.482208,-73.407292,140.5128,27.497436,30.073498510508955,41063.34421850272,22.6111
9.231425,-74.556922,19.5072,28.102464,24.23776444037974,37347.38036766836,-28.2385
9.21465,-74.587758,17.0688,28.114656,21.215919593743752,37255.83458804764,-22.2435
9.218033,-74.584131,17.0688,28.114656,21.897942771323976,37270.241990472125,-22.2435
9.224839,-74.574153,20.1168,28.099416,23.28072242944848,37304.05954799791,-29.3196
9.228336,-74.562744,19.812,28.10094,23.736359918749656,37329.87131793476,-28.2385
9.203231,-74.587808,17.6784,28.111608,22.759556704410716,37226.61124854238,-22.2435
9.208278,-74.583161,18.288,28.10856,21.65633098711383,37244.9816544964,-22.2435
9.216444,-74.576575,21.336,28.09332,21.514495061696792,37275.62971533616,-22.2435
9.199942,-74.592744,18.288,28.10856,23.15687679350292,37212.78617766727,-22.2435
9.220792,-74.5678,21.336,28.09332,22.9401951260968,37299.44101321307,-29.3196
9.216822,-74.576328,17.6784,28.111608,22.949066307254952,37277.03593163716,-22.2435
9.232525,-74.562228,19.812,28.10094,24.37825158293333,37344.74182828223,-28.2385
9.237792,-74.545033,19.5072,28.102464,22.18673100308875,37383.91003387499,-28.2385
9.211719,-74.571933,18.288,28.10856,23.062073282416485,37267.73959866267,-29.3196
9.236211,-74.55585,19.5072,28.102464,22.078859013002564,37365.60891431176,-28.2385
9.196169,-74.597975,16.4592,28.117704,23.465503410456268,37197.87513981909,-22.2435
9.233342,-74.567828,19.5072,28.102464,20.753360930855244,37340.29875233813,-28.2385
9.210414,-74.584356,14.0208,28.129896,23.22639011487245,37249.04407725789,-22.2435
9.248233,-74.540561,21.9456,28.090272,23.22785748190891,37429.43887473972,-28.2385
9.189358,-74.606556,20.4216,28.097892,22.95732719860968,37172.97092604869,-22.2435
9.196047,-74.567292,27.1272,28.064364,20.5209928173402,37231.348556428165,-29.3196
9.238514,-74.550572,20.1168,28.099416,22.207289119834712,37380.31937931151,-28.2385
9.108661,-74.556386,15.8496,28.120752,23.18466377202131,37072.3994556542,-32.3364
9.118547,-74.562319,18.8976,28.105512,25.01307220593373,37086.18974198687,-32.3364
9.093069,-74.536558,17.0688,28.114656,24.316204370927565,37043.340865524326,-32.3364
9.080206,-74.513619,19.812,28.10094,22.819649661513203,37005.878791266114,-39.3768
9.119539,-74.561325,16.154400000000003,28.119228,20.82916900425718,37087.44677578809,-32.3364
5.1048161,-72.1439013,185.6232,27.271884,25.453735726338422,37783.787905303805,33.0674
3.961594,-75.217383,126.492,27.56754,24.368820546342494,43844.169699226615,-40.078
7.31963,-73.769108,95.7072,27.721464,20.700065187179284,41257.921574278,40.9265
7.315169,-73.762664,110.6424,27.646788,20.46993854635548,41258.88868942011,40.9265
5.989097,-74.432161,184.0992,27.279504,22.1728973337153,38751.22046314246,15.2975
6.855544,-73.553714,190.5,27.2475,21.43128109601569,43498.0378861168,8.0419
6.079089,-74.592103,136.5504,27.517248,24.53961563345611,37492.45607286928,30.7509
3.125181,-75.277019,404.4696,26.177652,24.12121104085496,45161.99800659695,-2.2954
3.122977,-75.276194,420.624,26.09688,23.13194210478312,45159.56532969263,-3.417
3.129172,-75.275067,393.192,26.23404,22.23466776448959,45153.86014570121,-2.2954
3.126244,-75.283472,409.3464,26.153268,24.47528494917583,45185.77047663859,-2.2954
3.125353,-75.276669,404.4696,26.177652,27.365938476070724,45160.67025323011,-2.2954
3.129214,-75.275417,390.144,26.24928,24.53666046858563,45155.08629875303,-2.2954
3.123103,-75.276058,405.9936,26.170032,22.50956730494529,45159.03336605197,-3.417
3.128622,-75.27415,396.8496,26.215752,21.948010686956408,45150.773983380765,-2.4715
5.879708,-74.487214,182.88,27.2856,18.862643896688176,38780.99502871249,11.0068
5.898353,-74.489806,181.356,27.29322,19.563429047292715,38675.17391655735,11.0068
9.153222,-73.017442,82.9056,27.785472,34.92267826361321,34624.565889115154,35.3816
5.613309,-71.360866,142.3416,27.488292,31.69434077449941,37470.925097568695,40.9261
6.401422,-76.826092,35.6616,28.021692,16.761917444510676,31648.024345333943,29.1668
4.8222444,-72.7956722,266.0904,26.869548,20.281181069232662,37698.0383364093,-22.7253
4.99495,-72.7024139,378.8664,26.305668,55.33311368698456,38415.11964256663,-12.5758
4.9964,-72.7026444,394.1064,26.229468,23.604328762436403,38425.79988219593,-12.5758
4.991514,-72.705911,394.1064,26.229468,19.146244325678914,38403.44554694101,-12.5758
5.022789,-72.718692,410.2608,26.148696,22.31816093477808,38667.78695760404,-12.5758
4.98335,-72.746356,414.528,26.12736,22.56666603185541,38471.99469754758,-20.4019
4.993617,-72.722608,426.4152,26.067924,23.38197432054068,38471.79843690367,-12.5758
4.962961,-72.737406,421.5384,26.092308,18.759267249746543,38310.2379229858,-18.3944
4.962328,-72.737558,421.5384,26.092308,22.74066648852432,38306.56823251191,-18.3944
4.9822278,-72.7114556,354.17760000000004,26.429112,25.449284658533177,38359.12746402898,-12.5758
4.982542,-72.710617,353.56800000000004,26.43216,23.1331639990716,38358.53944510213,-12.5758
4.966012,-72.725439,393.8016,26.230992,25.6362216995546,38295.761780075154,-18.3944
4.954861,-72.726192,385.8768,26.270616,26.140482188199133,38227.36089661502,-18.3944
4.954685,-72.726328,385.8768,26.270616,18.68013554869497,38226.65106665713,-18.3944
5.014167,-72.703144,388.62,26.2569,17.785240498343093,38551.87565438745,-12.5758
4.987511,-72.691397,338.32800000000003,26.50836,26.098043814809014,38329.29537697274,-12.5758
4.987976,-72.691389,338.32800000000003,26.50836,20.607603386472316,38332.27990022415,-12.5758
4.9942,-72.734,441.6552,25.991724,25.15945173867377,38511.13653607356,-20.4019
5.002844,-72.732461,479.7552,25.801224,22.383730410183805,38567.59442672461,-20.4019
5.002922,-72.732658,479.7552,25.801224,18.32847545971668,38568.76424441993,-20.4019
4.989742,-72.720508,370.0272,26.349864,8.660732942878775,38438.49200737628,-12.5758
6.325933,-74.357475,123.7488,27.581256,18.60787007558476,37932.99890308228,29.5443
4.5769,-74.834078,271.0,26.845,20.34972321230645,43073.49490571349,6.8331
0.607033,-76.702056,284.0736,26.779632,26.259673555852576,37465.88220703688,-10.9948
0.611367,-76.696272,298.0944,26.709528,27.000703071067445,37442.73261413973,-10.9948
8.270956,-73.682786,60.0456,27.899772,25.91109317796321,36763.80640574581,22.4476
6.979167,-73.7825,0.0,28.2,20.715233504745083,42996.96590058133,23.5954
4.890001,-71.715039,0.0,28.2,16.51622796985583,36075.60911505973,11.8105
6.948211,-73.757668,96.3168,27.718416,20.24442452030785,43162.275351403725,22.3842
6.949645,-73.759683,102.4128,27.687936,20.205936760847827,43153.32323613223,22.3842
6.95193,-73.757426,98.4504,27.707748,26.140309956709668,43146.8811306163,22.3842
6.952673,-73.752971,91.44,27.7428,19.539065360296203,43148.85034235074,22.3842
3.926611,-74.868425,307.2384,26.663808,37.193692735738495,44405.31401708103,-52.4172
4.654033,-71.262708,159.7152,27.401424,26.663146453674077,34666.06339344615,-26.4394
4.735792,-71.15041,143.256,27.48372,28.96316028770546,34661.09205009709,-27.0496
4.6363687,-71.2721983,160.6296,27.396852,32.5487871421774,34661.5896268503,-26.4394
4.647868,-71.266421,156.972,27.41514,31.32184491270983,34664.69818124879,-26.4394
4.656194,-71.259109,154.2288,27.428856,52.32264205389341,34664.79070984679,-26.4394
4.713796,-71.173842,153.6192,27.431904,30.80104972753012,34649.809618641964,-25.3571
4.716355,-71.173822,153.6192,27.431904,29.16015378415527,34651.791620692195,-25.3571
4.72185,-71.166664,152.7048,27.436476,27.473126638135938,34653.690120655985,-25.3571
3.179909,-75.101267,533.7048,25.531476,30.38457647285121,45118.87415006185,-3.2814
4.556353,-71.562683,152.4,27.438,38.29350039651704,34693.50077951505,-13.28
6.9195421,-71.2607058,146.9136,27.465432,26.200130199000277,37156.72416338498,-36.2366
5.840422,-70.182837,99.9744,27.700128,24.35020343073992,33738.02940409014,-15.9115
