Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Moho Depth (m),Magnetic Anomaly (nT)
8.211431,-72.742261,525.1704,25.574148,40.9138518411742,37575.76323097783,26.2783
8.232253,-72.747564,472.44,25.8378,31.921504215219368,37499.48971374745,27.2332
9.553783,-73.398847,92.3544,27.738228,43.67629898213482,36644.46004628664,13.8654
9.849522,-73.80985,52.7304,27.936348,23.936918445328708,36405.80062658988,93.0193
4.610717,-73.050886,377.952,26.31024,25.355444355100328,37728.46883687432,-89.7568
5.552797,-71.217869,136.5504,27.517248,31.016736753004057,36855.56053548671,43.1342
5.27405,-72.500539,316.0776,26.619612,17.435483735692255,39154.02964347123,-31.5682
4.502589,-74.640842,499.872,25.70064,22.960293598451788,43686.66987086664,-19.1608
3.912536,-74.902547,293.0,26.735,25.177110201418195,44375.44577865313,-47.1684
8.026328,-72.454464,763.2192,24.383904,29.929246307070173,38112.108766591504,17.8054
6.556233,-74.367342,114.3,27.6285,26.32876495008944,37444.85691595586,30.1918
6.558531,-74.370161,109.1184,27.654408,26.015518827032945,37422.69025485585,30.1918
6.560128,-74.379253,108.5088,27.657456,31.784810429607507,37356.96060864589,29.5147
6.550542,-74.378397,112.1664,27.639168,29.411851554599487,37369.70110049471,29.5147
3.937514,-73.689158,479.1456,25.804272,26.1756069510903,36529.50622101482,-111.466
3.942417,-73.680911,474.2688,25.828656,25.314111657386157,36470.5883597697,-111.466
3.938325,-73.685267,475.7928,25.821036,28.21668479691796,36491.28518507733,-111.466
3.938356,-73.685957,477.3168,25.813416,27.64663880050176,36499.13101092008,-111.466
3.945922,-73.680961,480.06,25.7997,24.496412188948494,36494.5663396819,-111.466
3.936058,-73.685911,480.06,25.7997,25.73915457342316,36483.59693172108,-111.466
3.940525,-73.684297,474.8784,25.825608,29.664846366683854,36495.10251137248,-111.466
3.953629,-73.670552,412.6992,26.136504,24.675694989677165,36435.55048081826,-111.9559
3.941385,-73.687339,479.1456,25.804272,23.69116588553775,36535.0161497698,-111.466
3.938245,-73.681479,484.632,25.77684,22.421156863855614,36449.63723144277,-111.466
3.944094,-73.690589,480.3648,25.798176,26.82569999425139,36591.566083292906,-111.466
3.953503,-73.678125,472.44,25.8378,27.799605725475978,36515.76954775716,-111.466
3.947308,-73.677658,473.0496,25.834752,26.916806100602702,36468.03296235916,-111.466
3.952831,-73.682664,476.4024,25.817988,25.318088930113426,36562.05264646707,-111.466
3.951006,-73.673614,470.916,25.84542,24.477043036730592,36449.87004759106,-111.9559
3.128478,-75.412522,1138.428,22.50786,32.10590758634128,45854.087699168005,-1.7336
7.755875,-76.645064,27.0,28.065,14.891982787602924,33314.233471869455,-86.8086
0.321456,-76.866672,290.1696,26.749152,27.456786648200204,37392.54946588642,-1.2924
6.568247,-70.917686,122.5296,27.587352,28.375555831999197,35027.16063255418,-84.7927
4.812347,-72.295567,167.3352,27.363324,25.4013456008001,37045.00888389117,31.0248
9.124888,-75.418884,123.7488,27.581256,16.791973777750012,32768.991296582826,-12.7747
9.087006,-75.436222,111.8616,27.640692,30.51903381834093,32876.697565363145,-17.0228
9.134233,-75.411906,121.6152,27.591924,24.29005402147832,32766.904337220018,-11.866
9.196114,-75.384692,148.4376,27.457812,30.937467370999457,32645.8276455304,-10.7682
9.1228,-75.411708,119.4816,27.602592,17.82046838818607,32842.00048298092,-12.7747
9.166975,-75.396492,138.3792,27.508104,24.176543543512924,32699.22816311248,-11.866
9.118717,-75.421489,120.7008,27.596496,27.15168460586278,32787.87174630396,-12.7747
9.181367,-75.3934,155.7528,27.421236,27.86895506269049,32646.68796265777,-10.7682
9.175383,-75.429244,149.9616,27.450192,22.212176266603013,32375.7837010277,-14.8755
3.780131,-75.343992,130.7592,27.546204,18.41029024159761,44369.50336298068,-26.1843
5.072042,-74.762778,428.8536,26.055732,15.161788540008503,42217.87425917976,21.0171
4.868975,-74.163406,2573.0,15.335,17.624717579371016,48752.18187567085,7.2467
2.827243,-75.432094,883.0,23.785,45.58281396707342,45892.93647561771,-2.0767
6.806456,-74.072467,86.86800000000001,27.76566,21.01273382611165,40732.95806423872,20.9826
6.942519,-73.98645,84.12480000000001,27.779376,20.622202924785825,41866.041652174405,20.4767
0.540569,-77.076608,544.9824,25.475088,25.979741771474217,42861.349094803445,-13.423
0.548675,-77.064231,536.1432,25.519284,28.524192445558956,42713.54771987106,-13.3503
1.963069,-75.932078,342.29040000000003,26.488548,55.142732876304486,44067.03414454367,-13.5527
9.28835,-74.590606,22.86,28.0857,20.502835920072428,37513.09671058216,-22.0868
9.291742,-74.654936,18.8976,28.105512,24.197215638588663,37356.94344179804,-9.2693
9.303875,-74.651703,19.2024,28.103988,20.90748875145309,37407.55891836357,-9.2693
9.276089,-74.658014,20.4216,28.097892,21.84086594783442,37295.41508209106,-9.2693
9.270025,-74.629633,21.9456,28.090272,22.245479079277374,37350.92806350856,-8.3322
9.252806,-74.645372,22.86,28.0857,24.1276867164456,37253.80611099015,-8.3322
9.252531,-74.660139,19.812,28.10094,22.835825700487398,37214.146989754125,-8.3322
9.246436,-74.653997,18.8976,28.105512,21.350903304578537,37212.84898043663,-8.3322
9.263247,-74.622819,22.250400000000003,28.088748,21.57623841488352,37343.19794517931,-21.546
9.247425,-74.622794,21.336,28.09332,24.08517337726272,37290.16635892673,-21.546
9.246889,-74.631403,25.908,28.07046,22.388824383482813,37269.245794204704,-8.3322
9.222114,-74.656561,18.8976,28.105512,23.03024912547306,37145.39006466416,-7.8331
9.247161,-74.631175,21.0312,28.094844,22.959856604488248,37270.60682284839,-8.3322
9.246536,-74.630864,25.908,28.07046,23.191237825917604,37269.38986040333,-8.3322
9.273531,-74.631408,31.6992,28.041504,22.148442998654936,37359.17814910551,-8.3322
9.25285,-74.616333,18.288,28.10856,25.04911161429556,37321.912383783056,-21.546
9.225083,-74.611422,18.5928,28.107036,24.751667130374884,37246.62076740205,-21.546
9.255389,-74.604825,18.288,28.10856,24.095001836952303,37354.68996674448,-21.546
9.289094,-74.628447,24.6888,28.076556,18.847472100604403,37425.91810915396,-9.2693
9.255189,-74.637367,21.0312,28.094844,21.971183772618264,37281.24693495688,-8.3322
9.260339,-74.645028,22.86,28.0857,20.54037605174537,37278.57412232189,-8.3322
9.277383,-74.631094,25.6032,28.071984,22.011688704637464,37374.1854420533,-9.2693
9.270047,-74.645581,27.7368,28.061316,20.59607465009379,37309.70879078452,-8.3322
9.260822,-74.652947,27.1272,28.064364,22.27288162077108,37259.111804972505,-8.3322
9.238353,-74.643256,24.384,28.07808,20.413042837086643,37216.79310401089,-8.3322
9.246439,-74.652367,20.1168,28.099416,18.44201485766027,37217.05339309487,-8.3322
6.806458,-74.072458,89.91600000000001,27.75042,19.40082470137517,40733.06075879088,20.9826
5.155406,-74.627283,1026.2616,23.068692,60.79097339395092,42231.29321495357,15.4536
6.828911,-73.753306,93.8784,27.730608,20.09921754452836,43511.84303628099,20.0657
8.492197,-75.074903,21.0312,28.094844,19.63784780163045,37381.01553540017,-25.5619
7.054997,-73.590953,137.16,27.5142,20.63571624832759,42355.5573419908,24.3834
5.836369,-74.672286,148.1328,27.459336,34.910149446385965,38030.112756119786,9.9999
6.1412,-69.5449,99.9744,27.700128,41.27167153325917,35534.342242648585,-41.1824
8.6684,-74.5895,19.5072,28.102464,20.353806808946462,37434.897816142366,-45.7488
8.671614,-74.597558,21.9456,28.090272,19.445517308996838,37464.440575605935,-45.7488
6.850697,-74.062832,84.42960000000001,27.777852,20.61435729955998,40970.89279733385,18.9141
6.035442,-74.602508,141.4272,27.492864,28.568240173798685,37570.41036094626,30.0643
6.047928,-74.604419,138.0744,27.509628,16.33446672133332,37530.27216014198,30.0643
6.055633,-74.594364,139.2936,27.503532,19.484083442101475,37543.31678204995,30.0643
6.050539,-74.598231,138.3792,27.508104,22.59497835083624,37543.52520246176,30.0643
6.050503,-74.596681,138.0744,27.509628,24.03749969109695,37548.86409168522,30.0643
6.050419,-74.603242,138.3792,27.508104,18.32970852562944,37527.43468042861,30.0643
6.054325,-74.597983,141.1224,27.494388,18.735378385232572,37534.400710522365,30.0643
6.051733,-74.600706,139.5984,27.502008,19.23169235247429,37532.17440679012,30.0643
5.933822,-74.592747,138.3792,27.508104,19.6095128539094,37938.64274261383,11.6466
6.050444,-74.596858,138.3792,27.508104,21.747462595996986,37548.41795640573,30.0643
6.047911,-74.599425,138.684,27.50658,22.21286885422372,37546.52493865234,30.0643
6.049158,-74.597992,138.9888,27.505056,17.34511619435944,37547.997957275686,30.0643
6.050942,-74.601044,138.9888,27.505056,24.8296069456499,37533.15063489317,30.0643
6.049728,-74.601103,139.2936,27.503532,27.920572746342756,37536.16227997131,30.0643
6.048597,-74.601236,138.9888,27.505056,26.240473008729683,37538.72645013461,30.0643
6.049886,-74.592197,138.9888,27.505056,18.128802110012412,37566.13042732725,30.0643
7.401178,-73.857353,65.532,27.87234,39.30852784425869,41225.45637802986,42.8436
4.270889,-75.011286,470.0,25.85,21.18720410642185,43344.12411231891,-31.5853
0.351861,-76.497253,260.604,26.89698,26.02112938201088,34817.36177529868,-7.7476
5.88745,-74.667978,163.3728,27.383136,41.768047713426334,37863.39256003119,10.7018
3.206081,-75.302183,445.0,25.975,25.224101265528574,45178.023750345936,-1.9007
8.985803,-75.494944,164.8968,27.375516,18.806105556156883,33080.686657862694,-15.9437
6.791708,-73.728475,125.2728,27.573636,21.292484431710747,43691.27081228839,19.2297
6.770822,-73.732333,131.064,27.54468,17.66109295187038,43712.34634372098,18.5717
6.764986,-73.807933,111.5568,27.642216,22.821794372192365,43244.62762941407,18.607
6.755635,-73.725718,149.6568,27.451716,21.942854657097868,43774.67179152164,18.5717
6.770089,-73.792733,128.93040000000002,27.555348,21.53462059660649,43350.233208047575,18.607
6.765753,-73.733344,107.5944,27.662028,19.69141943830061,43716.642566281866,18.5717
6.772078,-73.728017,143.8656,27.480672,19.971167086987013,43731.1391609742,18.5717
6.777567,-73.731153,112.776,27.63612,21.346223237342063,43705.5094800737,19.2297
6.770422,-73.7266,138.684,27.50658,20.331692843962983,43741.194656290514,18.5717
6.779339,-73.72945,115.2144,27.623928,21.872046929599115,43710.298744315965,19.2297
6.78405,-73.728272,147.2184,27.463908,18.521845141536332,43706.7797595635,19.2297
6.798064,-73.730514,148.1328,27.459336,21.12389649216422,43670.45554528135,19.2297
6.790692,-73.735494,150.876,27.44562,19.1208820417976,43660.83959245835,19.2297
6.786692,-73.731481,137.4648,27.512676,19.93000261202952,43686.92439553738,19.2297
6.803117,-73.726747,121.0056,27.594972,20.652990644435658,43677.19122982661,19.2297
6.795381,-73.732064,145.6944,27.471528,20.05385401848296,43668.38493832931,19.2297
6.790914,-73.732436,121.6152,27.591924,18.564698966713063,43674.75437343497,19.2297
6.814486,-73.732031,111.5568,27.642216,19.208357370926574,43632.737244658405,19.2297
6.819867,-73.734339,106.68,27.6666,20.36897930191441,43612.2082620516,19.2297
6.76765,-73.808989,152.0952,27.439524,21.68362695710029,43234.97107626535,18.607
6.809336,-73.736061,131.064,27.54468,19.03900459330218,43625.58841220731,19.2297
6.793692,-73.746428,103.632,27.68184,20.67110334941224,43602.27524571945,19.2297
6.808761,-73.729483,110.9472,27.645264,19.967549836203727,43654.76054546853,19.2297
6.798428,-73.733119,153.0096,27.434952,19.868425474259293,43658.20554090917,19.2297
6.792356,-73.730956,133.8072,27.530964,19.441671921302117,43678.9016924259,19.2297
6.805897,-73.731014,134.4168,27.527916,18.50716996745731,43653.87605548998,19.2297
6.800614,-73.728975,135.636,27.52182,20.62175809410518,43672.50126323553,19.2297
6.819533,-73.728147,110.3376,27.648312,20.292083452276856,43637.59783151719,19.2297
6.835694,-73.717022,164.8968,27.375516,21.091666345152827,43636.47672367351,18.8342
6.822819,-73.73315,119.1768,27.604116,22.739526014305905,43610.78988375295,19.2297
6.792858,-73.732717,149.9616,27.450192,19.996140195328564,43669.94819211061,19.2297
6.795428,-73.729153,128.01600000000002,27.55992,21.013580335071737,43681.29658194604,19.2297
6.789558,-73.730111,120.0912,27.599544,20.87459243690509,43687.92539780522,19.2297
6.788581,-73.73225,122.8344,27.585828,22.37001671043653,43679.864721651655,19.2297
6.831228,-73.736994,90.8304,27.745848,16.51577108782458,43577.19864423364,20.0657
6.799378,-73.796794,104.5464,27.677268,19.86694396064505,43300.89355117976,19.1474
6.809139,-73.732667,145.3896,27.473052,19.542055806267317,43640.63347526878,19.2297
6.771853,-73.730978,134.4168,27.527916,18.791197025895936,43717.13628293043,18.5717
6.825722,-73.725319,160.9344,27.395328,20.047239024590738,43634.06786559494,20.0657
6.806328,-73.734469,152.0952,27.439524,22.546629705050396,43638.122526517465,19.2297
6.784953,-73.735628,124.0536,27.579732,21.699179323054476,43670.33163547778,19.2297
6.8052,-73.735122,143.256,27.48372,20.68134010004851,43637.2941332327,19.2297
6.801814,-73.734936,140.208,27.49896,20.487068790862487,43644.13249923598,19.2297
6.803169,-73.733006,154.8384,27.425808,23.26107024323651,43650.30573982815,19.2297
6.788178,-73.736944,104.5464,27.677268,21.558539989234145,43658.28724007976,19.2297
6.792983,-73.734678,149.0472,27.454764,20.224239685732837,43660.64930105172,19.2297
6.782394,-73.734633,141.4272,27.492864,20.70881300575865,43679.74632304024,19.2297
6.798767,-73.735786,142.0368,27.489816,20.601075307952847,43645.50119336689,19.2297
6.804039,-73.735481,152.7048,27.436476,21.12667343139705,43637.77194231828,19.2297
6.811667,-73.794344,113.0808,27.634596,21.720344419011155,43308.45974070024,19.1474
6.817786,-73.731297,109.728,27.65136,22.510571926348447,43628.91486534201,19.2297
6.788761,-73.727147,157.2768,27.413616,20.449287538327788,43702.82083813171,19.2297
6.775114,-73.724542,131.3688,27.543156,24.3629119007712,43741.57090372595,16.3051
6.151167,-74.564906,155.7528,27.421236,32.78743181800012,37411.422360478,31.2873
9.717103,-73.676772,39.3192,28.003404,30.38209045116326,36569.8432134674,61.3536
7.317367,-73.462556,136.2456,27.518772,18.66316983906944,41363.27380182199,42.6818
7.325378,-73.455042,142.0368,27.489816,19.461308400193747,41375.041452622274,46.6526
7.318594,-73.4579,137.7696,27.511152,19.62158783035902,41377.89001811253,42.6818
7.323353,-73.455906,149.0472,27.454764,21.475585316605184,41375.8239423628,42.6818
7.3174,-73.458975,135.3312,27.523344,19.669128044454496,41376.32488486523,42.6818
7.322689,-73.464494,142.6464,27.486768,19.61089001669636,41344.20292854163,42.6818
7.321136,-73.456725,151.1808,27.444096,20.51479583977966,41377.186483885074,42.6818
7.321014,-73.456492,147.2184,27.463908,18.213330559078173,41378.31050864361,42.6818
7.315292,-73.459133,138.3792,27.508104,21.945464187437462,41379.93631599937,42.6818
7.323967,-73.453936,147.5232,27.462384,18.48515100079052,41382.18199784368,42.6818
7.321908,-73.460897,160.3248,27.398376,19.48892160488353,41359.741870760045,42.6818
7.312617,-73.459481,138.684,27.50658,16.697805354848228,41383.897080853785,42.6818
0.745839,-77.10085,1181.1,22.2945,46.61744255812284,46632.64472466788,-15.0256
0.652879,-76.936589,540.1056,25.499472,26.53644876945982,41499.60726772857,-14.9575
4.446083,-73.275469,637.9464,25.010268,26.93236116607903,38362.743744126565,-126.1711
8.620572,-75.416078,93.5736,27.732132,19.023465732005537,35539.28912363043,-13.3218
8.579969,-75.367442,58.52160000000001,27.907392,21.45755347445678,35949.48168071697,-16.3467
8.470139,-75.432744,62.1792,27.889104,19.573204996429148,35766.83587014021,-8.7026
8.594147,-75.425067,88.08720000000001,27.759564,20.317235576742164,35558.77405634465,-10.7033
8.514939,-75.410064,60.96,27.8952,20.49328940236472,35829.01279773118,-13.3813
8.67245,-75.376006,73.152,27.83424,17.18080994418845,35672.49320991842,-11.462
8.6741,-75.380392,76.2,27.819,20.670576611356573,35636.412759774736,-11.462
8.587328,-75.36505,61.8744,27.890628,19.23295833919326,35947.61656826855,-16.3467
8.619644,-75.339856,67.3608,27.863196,21.548116912561035,36047.0177884932,-16.3467
8.482081,-75.423186,53.6448,27.931776,21.36270988523324,35804.75402264236,-13.3813
7.240389,-73.515831,152.4,27.438,25.1142453902774,41407.44821288267,39.8462
7.252997,-73.513269,161.2392,27.393804,23.336446289990427,41379.57732341552,39.8462
7.228133,-73.520131,142.6464,27.486768,22.911595626404385,41435.00378974852,39.8462
7.233244,-73.521497,155.7528,27.421236,22.870263369373333,41420.16826558983,39.8462
7.221803,-73.520367,144.78,27.4761,17.35954555152941,41452.32678253462,34.7816
4.395774,-72.929529,181.356,27.29322,25.3274220974965,37615.60951659705,-115.9246
4.396326,-72.928607,180.4416,27.297792,25.065234936970903,37614.89013227464,-115.9246
4.395437,-72.929872,164.2872,27.378564,24.731913589966695,37615.71864513879,-115.9246
6.227881,-74.277544,172.21200000000002,27.33894,15.47301127832326,39109.94734809514,26.2075
8.83425,-76.414789,160.0,27.4,24.15703812886688,29629.048754555515,-3.8006
8.882772,-76.349056,21.9456,28.090272,25.54634504988771,29253.081181802696,-0.3925
3.208962,-75.102249,544.0,25.48,25.85674877442023,45183.15031577349,-3.2814
5.580069,-73.236872,2785.2624,14.273687999999998,30.71191952068889,42351.03040921503,6.1156
4.249864,-72.021247,176.17440000000002,27.319128,31.162870034800484,33977.14868443226,-51.2835
5.780878,-72.004389,419.7096,26.101452,23.290952424353588,37201.66546233156,-59.5663
5.3728,-70.9836,122.2248,27.588876,32.20320625074796,35287.76559387257,10.8543
3.772825,-73.733625,468.4776,25.857612,24.302386809230377,36208.37533769227,-85.1564
5.952025,-71.941633,366.0648,26.369676,18.39649197443465,36861.51172449903,-94.6355
2.644361,-75.481331,602.0,25.19,21.0128081855277,45913.81624920992,-1.8349
9.931383,-75.019656,111.8616,27.640692,25.48221935479805,35004.96531951531,-8.3227
6.836859,-71.305112,150.0,27.45,24.790242007707988,36911.29134631431,-39.2756
6.80058,-71.31152,148.0,27.46,25.73830256078929,36791.63456962688,-48.2997
6.770205,-71.312335,155.1432,27.424284,25.43551611882751,36685.49200380783,-54.6857
11.946692,-71.371103,50.292,27.94854,24.33567953202397,31988.04462794941,-59.977
0.988002,-76.59578,377.0376,26.314812,22.104409195292327,40741.70320106701,-2.7478
3.791417,-75.285167,388.0,26.26,24.0547809557116,44230.20635988549,-25.5769
5.225914,-71.990914,181.0512,27.294744,24.55866239664504,38086.38714281352,38.2209
3.556329,-73.951259,598.6272,25.206864,25.577695811741048,37765.20117982966,-40.5633
7.318364,-73.500611,151.1808,27.444096,17.87053959300038,41210.19136833164,42.4511
7.557764,-73.806964,64.00800000000001,27.87996,18.319386468808645,39973.54349579719,19.9035
7.519836,-73.774764,64.00800000000001,27.87996,19.99427103732762,40013.82385514585,21.2445
7.515322,-73.718525,60.96,27.8952,18.744206973486172,39726.11651879424,21.935
7.527192,-73.70035,67.6656,27.861672,18.009475982339275,39564.54728642803,21.6406
7.521267,-73.708994,61.8744,27.890628,17.9512364493051,39640.98385001254,21.935
7.533636,-73.689958,67.056,27.86472,23.200966169223,39483.27128493403,21.6406
7.544119,-73.685419,64.00800000000001,27.87996,19.062788811346216,39398.7533015763,21.6406
4.052808,-75.121361,440.1312,25.999344,19.130122466751043,43555.665017604806,-46.0886
7.877242,-72.468733,324.9168,26.575416,40.41747308174808,39774.904117359016,13.3256
7.869806,-72.490011,409.6512,26.151744,31.755155770981936,39861.591588095245,12.924
4.842644,-72.440658,199.9488,27.200256,24.21214451636832,37401.6671240592,17.9627
4.426704,-73.282685,698.6016000000001,24.706992,29.00073914847581,38337.45421611396,-126.1711
4.427442,-73.284556,680.0088000000001,24.799956,23.845780847902702,38348.06133519476,-126.1711
3.797014,-72.046372,208.788,27.15606,40.16212937720691,33883.6953658077,-68.5368
5.174833,-72.662899,494.6904,25.726548,24.714767281109346,39622.45286260555,-25.6433
5.254715,-72.586323,524.5608,25.577196,23.16794601609904,39633.90827168712,-39.0164
5.260022,-72.585656,524.5608,25.577196,15.672035906010688,39655.12909804965,-39.0164
5.157047,-72.668772,494.6904,25.726548,16.039950210726474,39521.82784649508,-25.6433
5.217324,-72.633919,532.4856,25.537572,22.93794669661332,39732.599729850685,-31.9795
5.221725,-72.6296,536.7528,25.516236,18.793024049152518,39732.348299033685,-31.9795
5.222592,-72.630217,541.6296,25.491852,17.289359816957727,39741.02201555617,-31.9795
5.242644,-72.599533,511.7592,25.641204,18.90323702498829,39659.4291278107,-39.0164
5.111747,-72.687981,518.4648000000001,25.607676,22.47808350111991,39250.84061959054,-21.2467
5.111749,-72.688187,518.4648000000001,25.607676,22.013800616619804,39251.71009516662,-21.2467
5.229717,-72.62293,567.8424,25.360788,21.615309403771285,39737.10123009718,-39.0164
5.212481,-72.648517,491.9472,25.740264,17.720259933755997,39788.640899742415,-31.9795
5.185333,-72.652694,429.1584,26.054208,23.38428899187157,39641.41399749088,-31.9795
5.205978,-72.652453,542.8488,25.485756,15.901997605940249,39771.20137154297,-31.9795
5.162969,-72.670333,453.8472,25.930764,23.5781899341564,39573.524608659325,-25.6433
5.260578,-72.603825,696.4680000000001,24.71766,22.225607799371275,39778.83468889311,-39.0164
5.211939,-72.622833,481.2792,25.793604,23.525678823831356,39635.99657118056,-26.3035
0.283408,-76.558131,274.0152,26.829924,26.868441957970685,34847.10113318283,-9.5662
5.028914,-72.670075,289.2552,26.753724,23.86361158974381,38535.70400781503,-8.4079
5.02961,-72.671468,293.5224,26.732388,21.631259484144746,38545.97266023652,-8.4079
5.028822,-72.669872,289.2552,26.753724,25.533211192986816,38534.27782364358,-8.4079
5.060033,-72.654325,548.3352,25.458324,18.20895887680418,38700.14962305976,-8.4079
5.0599,-72.6545,548.64,25.4568,22.33462951451981,38699.88947643497,-8.4079
5.059911,-72.654475,548.64,25.4568,24.83404110221509,38699.86642901918,-8.4079
5.041825,-72.655861,284.0736,26.779632,25.00699381450059,38572.50972123242,-8.4079
5.0435,-72.7036,379.1712,26.304144,24.862587585903945,38769.86340992031,-17.1988
5.033343,-72.700194,378.2568,26.308716,17.4804920910617,38681.21664529664,-17.1988
5.043028,-72.703086,379.1712,26.304144,22.11430942589101,38764.41343896355,-17.1988
5.051481,-72.691386,374.2944,26.328528,19.13740315955565,38785.10436424592,-17.1988
5.052117,-72.686381,343.81440000000003,26.480928,19.062220043520952,38770.701730762725,-17.1988
5.096464,-72.648436,503.2248,25.683876,24.336968859054988,38956.40946045407,-15.5829
5.0898,-72.6528,577.596,25.31202,25.24235070465677,38923.72509543756,-15.5829
5.0898,-72.6527,577.9008,25.310496,24.176088198347127,38923.27906850976,-15.5829
5.068892,-72.680261,369.7224,26.351388,23.293236654591038,38876.01447421066,-17.1988
5.0688,-72.6801,370.0272,26.349864,23.872874509680965,38874.64795614854,-17.1988
5.078356,-72.667958,474.2688,25.828656,18.39385294483086,38899.54149647968,-15.5829
5.0785,-72.6679,474.2688,25.828656,24.82962744955519,38900.428988755695,-15.5829
5.0787,-72.6678,484.0224,25.779888,23.540236031841047,38901.57956027924,-15.5829
5.113978,-72.660303,383.7432,26.281284,22.53340999411238,39148.352378053285,-15.5829
5.0319,-72.691,323.088,26.58456,21.820742472209105,38636.75509430443,-17.1988
5.0278,-72.6942,313.944,26.63028,24.707598339041112,38618.49728211631,-17.1988
4.936725,-72.649817,248.0,26.96,20.51004550772677,37989.38335898253,-4.0851
4.9567,-72.6408,249.0216,26.954892,20.53151354253239,38053.95491151146,-4.0851
5.016919,-72.654522,416.3568,26.118216,15.81704089875209,38396.96703423972,-3.3867
5.0296,-72.6865,306.0192,26.669904,37.21634677925135,38603.05265205949,-17.1988
3.18615,-75.109912,500.1768,25.699116,28.290540652959702,45119.77934902141,-3.2814
10.305367,-74.715167,500.7864,25.696068,22.621136086066237,35380.904996993166,-29.3312
3.253236,-75.214489,369.7224,26.351388,27.14736087278228,45025.56534501161,-2.0761
5.386328,-72.521128,931.4688,23.542656,21.154535521371454,39675.82183719613,-60.9415
8.515596,-76.121778,59.7408,27.901296,25.6640491074977,31748.930572917376,-9.4648
5.854403,-74.483756,191.4144,27.242928,17.192279552728657,38943.59292601514,10.1106
3.0926,-75.300783,433.1208,26.034396,21.654083328683104,45277.26750901777,-3.417
3.067811,-75.297767,480.3648,25.798176,22.818546097657723,45273.74433269398,-4.334
3.073725,-75.295583,466.3440000000001,25.86828,22.42802264523269,45260.13330725279,-4.334
3.093875,-75.296494,451.4088,25.942956,21.578616741617747,45255.898946269415,-3.417
3.070353,-75.296075,473.964,25.83018,24.514366258130945,45263.944937517954,-4.334
3.083736,-75.295583,456.8952000000001,25.915524,22.322249078152197,45256.08041118675,-3.417
3.077467,-75.298881,452.3232,25.938384,25.73474514031613,45275.37285130564,-3.417
3.063983,-75.295967,468.7824,25.856088,22.953183673387755,45265.72481686084,-4.334
3.078739,-75.299861,449.58,25.9521,22.409065007065987,45279.7896052223,-3.417
3.067389,-75.29425,465.7344000000001,25.871328,23.69579000082898,45255.59852168671,-4.334
3.074867,-75.298247,457.8096000000001,25.910952,21.383570847209576,45273.28472723176,-4.334
3.087008,-75.299967,453.5424,25.932288,21.71064468574388,45276.21556583078,-3.417
3.072839,-75.296889,467.86800000000005,25.86066,19.74011940740137,45267.15855071745,-4.334
3.082417,-75.298717,452.628,25.93686,22.62623600864969,45272.23599706366,-3.417
3.079078,-75.298433,451.104,25.94448,23.5585181458848,45272.35548955292,-3.417
3.073614,-75.299633,459.9432000000001,25.900284,23.141569019845907,45281.01118893491,-4.334
3.084783,-75.298142,456.2856,25.918572,23.324348192300175,45268.24472377659,-3.417
3.069733,-75.298356,473.3544,25.833228,22.364521360356896,45276.04479308761,-4.334
3.089289,-75.297772,439.2168,26.003916,19.20130312110016,45264.26704235989,-3.417
3.069564,-75.299992,466.3440000000001,25.86828,22.361664726912704,45284.721236155485,-4.334
3.076631,-75.300781,451.104,25.94448,21.930698324202677,45285.54673091968,-3.417
3.069856,-75.292811,457.5048000000001,25.912476,21.64288493067072,45247.42626437968,-4.334
3.074594,-75.301747,549.2496,25.453752,21.25596831032466,45291.58454964482,-4.334
3.078133,-75.294333,466.0392000000001,25.869804,20.77101668388821,45252.15953013226,-3.417
3.08295,-75.302544,441.0456,25.994772,22.28409491621784,45291.36412050642,-3.417
3.087444,-75.294569,446.2272,25.968864,22.25659450506824,45249.580662310495,-3.417
3.065569,-75.297542,483.7176,25.781412,21.817510497896915,45273.44374216058,-4.334
3.073292,-75.293931,469.6968,25.851516,20.123525704616306,45251.92710360092,-4.334
3.083997,-75.299806,448.056,25.95972,23.516663681221413,45276.93638809596,-3.417
3.080347,-75.298275,458.1144000000001,25.909428,23.771491160514685,45270.97614890683,-3.417
3.080258,-75.301211,443.1792,25.984104,23.60087276419329,45285.95401266754,-3.417
3.085497,-75.29675,455.0664,25.924668,20.20821560005248,45261.04066552297,-3.417
3.071269,-75.299061,464.2104000000001,25.878948,22.97598673121068,45279.075394944,-4.334
3.078964,-75.294433,458.4192000000001,25.907904,26.69408683016393,45252.337660720405,-3.417
3.101172,-75.311919,450.0,25.95,22.685115386588794,45326.75904602144,-3.417
3.088556,-75.306706,435.2544,26.023728,27.882990395345946,45309.36176316141,-3.417
3.095414,-75.307253,432.5112,26.037444,24.470082531662,45307.61605066311,-3.417
3.097561,-75.312414,435.864,26.02068,23.52661450482066,45332.127501104136,-3.417
3.095069,-75.313425,432.5112,26.037444,24.07585796835323,45339.28978612111,-3.417
3.102447,-75.309339,452.9328,25.935336,24.923993244916087,45312.93772668562,-3.417
3.090381,-75.30478600000001,429.4632,26.052684,24.69613721819592,45298.45658166264,-3.417
3.089586,-75.309806,452.0184,25.939908,24.21468475172609,45324.65405862981,-3.417
3.084006,-75.309817,438.6072,26.006964,21.3926201120412,45328.55746748245,-3.417
3.107497,-75.307081,444.3984,25.978008,23.399872922019927,45298.19449258728,-3.417
