Longitude,Latitude,Elevation (m),Moho Depth (m),Magnetic Anomaly (nT),Curie Depth (Km),Free Air Anomaly (mGal),Vertical Gravity Gradient (E),Bouguer Anomaly (mGal),Fault,Strike-slip Fault,Reverse or Thrust Fault,Lineament,Right-lateral Fault,Normal Fault,Active Fault,Predicted Geothermal Gradient (°C/Km)
-74.79485598678903,0.1118333721797428,0.0423280423280423,0.2850851937154416,0.6042096098899636,0.6428571428571429,0.1393746911523883,0.2518709907341411,0.3978073420636294,0.2665457210078286,0.3089118582331345,0.1960418421952225,0.0757537659274159,0.2144956832839118,0.4281562195807874,0.2648928509515164,23.019539
-68.2876502942655,4.736539574847118,0.0211640211640211,0.4444114721187037,0.645886961642112,0.5714285714285714,0.1247049356900335,0.2641066761701117,0.3834856414143053,0.2267309857847899,0.1338887029466169,0.505401821157598,0.3836118580695682,0.1310621121647324,0.3291334204986989,0.266846056666741,20.94285
-71.94227898013268,2.4360795304360296,0.037037037037037,0.3590877988147934,0.7750581214548509,0.8571428571428571,0.1689550557603689,0.2610180565454977,0.4426274314491388,0.120518909049129,0.2480585204593325,0.2503505253559449,0.1805831429434908,0.2573682200545296,0.2866506039911935,0.3030528518050581,21.141533
-72.12388147772856,-0.4234721350178074,0.037037037037037,0.2904033696515552,0.4103280575520885,0.7857142857142857,0.1747121554229964,0.2638393917795201,0.4501503418621379,0.4904431853247724,0.4574578607772169,0.43902852297075,0.1045418846039359,0.4697395192795164,0.6002796241656182,0.5110410506598114,24.814438
-74.03065222709762,9.612854478196596,0.0158730158730158,0.5317439154049518,0.547240196609901,0.5,0.0957749425104795,0.2522273699215966,0.3353016817563408,0.0601296871811494,0.0287777189379283,0.0470062644786464,0.3286115592380458,0.0760467408967348,0.2961875855673591,0.048054137007178,21.025797
-74.20205824686397,0.2457774395151428,0.0423280423280423,0.261532701170604,0.6179604222269687,0.6428571428571429,0.173194581621726,0.2670171062009979,0.4528675134602068,0.3005006826894362,0.3163006119777359,0.2281250320799686,0.1479254973000835,0.2584447064664749,0.4519126129842018,0.3129121315521582,24.096468
-74.30517755385196,6.28357762961563,0.0264550264550264,0.5069206292959941,0.6856127569208516,0.8571428571428571,0.0480801898524798,0.2378831076265146,0.2651929508244222,0.0390440794186161,0.0411976574413576,0.0126941598710556,0.15191094821403,0.042169525498725,0.0743272685739332,0.0056572479248728,20.083622
-69.49868028983741,4.470188587845833,0.0211640211640211,0.3880665604786518,0.4706364112655317,0.7142857142857143,0.126824685131287,0.2503266809218342,0.392344413224013,0.3066997071734181,0.2320562969202992,0.3716313003884693,0.5226737085521982,0.2404254824395375,0.200823878669982,0.2051901092727442,21.61112
-74.75279171631956,1.1988275271103328,0.0476190476190476,0.3467197368980196,0.484179797689944,0.6428571428571429,0.132003660509637,0.2521085768591115,0.3788428032979131,0.1268580262621918,0.2218964366389655,0.0906311431988088,0.2834893722122536,0.1335592641230311,0.3314278467363132,0.1406234015528667,21.489859
-77.64531182521146,1.619588606274414,0.4391534391534391,0.4726719571702148,0.5524040955418685,0.4285714285714286,0.3053668775763959,0.4983665953908291,0.3484829826711687,0.0117501942749002,0.0207132713059467,0.0139443015732218,0.0885229067345152,0.0621556066224588,0.2332657741271421,0.0390186079877743,24.389996
-72.43591973823146,1.6022556914639583,0.0476190476190476,0.2596250463177402,0.4866481335887799,0.7142857142857143,0.1887074425262332,0.2635721073889285,0.4612102010757224,0.1513453457925563,0.2290946413018634,0.2203751058923364,0.1190342175777974,0.2451471065323205,0.390972444649473,0.2555179925761017,25.344217
-77.50926381707484,2.5570085812702583,0.0634920634920635,0.2999085014927262,0.486288140886017,0.2857142857142857,0.1773859463817325,0.2703730102162034,0.4434687405369216,0.026646833249203,0.0670713621426239,0.0111040189955424,0.2698546190082377,0.0807338514103423,0.138232916518156,0.0022240192629477,20.393208
-72.40766447538626,2.753463949398861,0.037037037037037,0.290145759730987,0.7667906244785949,0.8571428571428571,0.1615117779734686,0.254128058921359,0.4332407833056013,0.0613583261678726,0.1858930033213316,0.1853108433240077,0.1491042156959246,0.1937765750919329,0.2727272622960893,0.2209714787594512,22.079136
-68.5573581037368,3.738725876759034,0.0211640211640211,0.3670887022136707,0.6534718033849052,0.7857142857142857,0.1356891758791892,0.2585827987645522,0.4071815603744142,0.1533603072966127,0.0935647522124754,0.5301541643471465,0.1945492601141993,0.1111420470096037,0.3272794700777747,0.3870474637137817,21.142073
-71.03890310456545,-0.2802978999870205,0.0264550264550264,0.2446612985073682,0.4513321677663378,0.7142857142857143,0.1637279151374878,0.2547220242337847,0.4418470638805109,0.4890116404383496,0.5268037401486266,0.519431272528808,0.2273849965846902,0.5370209319387806,0.5775284641039595,0.609937533833472,23.657438
-75.09756151192703,5.286105099062327,0.3068783068783069,0.6808941703454238,0.6248554673120783,0.6428571428571429,0.1716288447920442,0.1048348776431456,0.2147010704502439,0.0047720108440058,0.0271539220867483,0.0495416734771277,0.0135399294004521,0.0042210118477242,0.0937027222172104,0.0347547267529113,21.142427
-67.14521791876538,1.856281498250968,0.0211640211640211,0.3834140694734024,0.3974744677853599,0.7857142857142857,0.1343884040200721,0.2674625801853172,0.4032897820813159,0.1362680226676027,0.1997685893057901,0.8323657215389547,0.0040726906958528,0.2664327921591814,0.5708738631122374,0.7610149266559181,20.155563
-71.07921670649665,-0.8751771356052918,0.0317460317460317,0.2700935099025888,0.6118434677717263,0.7142857142857143,0.163366591253715,0.2536231884057971,0.4406297323387647,0.5717263230756399,0.5814062074689174,0.5720999721088876,0.1035489796070136,0.5907345398912547,0.643087303237037,0.6718283767805444,23.712862
-71.97516132282752,6.481911694050499,0.5291005291005293,0.548411462531008,0.4055562877318771,0.9285714285714284,0.3439803566222411,0.3635958660014255,0.2990426101096851,0.0283539052560718,0.0296464440756837,0.0058965552559212,0.4189346650761579,0.0162129558720327,0.1843028101136237,0.0067951768584555,21.381674
-77.08375999435042,6.612571927213731,0.0105820105820105,0.2691202075036029,0.5761843889764976,0.4285714285714286,0.1616804131294423,0.2365169874079354,0.4574578257946242,0.0064499867640506,0.0724389481384759,0.0399990603445116,0.3144401697315748,0.039706519711446,0.1866015534568287,0.0662951811282916,19.78516
-73.53102834484862,10.077737916082636,0.0105820105820105,0.23098489755804,0.7672320943395123,0.6428571428571429,0.1911403508957874,0.2547517224994061,0.4932407330219798,0.0126241667992802,0.0214600758748206,0.0654876629136262,0.1668493842124317,0.0311213071486968,0.2434278109289032,0.0546813854362867,20.101295
-74.32570572250283,8.773510438690579,0.0,0.4231606253624843,0.3876696169404969,0.5714285714285714,0.110830104334343,0.250207887859349,0.3876860845771148,0.0324816787747874,0.0472435407468946,0.004445743990468,0.0894750597803922,0.0244559885169325,0.2062244831519658,0.0489269564754044,19.154373
-76.92193761727601,2.266195992389104,0.1481481481481481,0.5642697156813544,0.4364900159643292,0.2857142857142857,0.1363877412653516,0.1709432169161321,0.3017972050418291,0.0124134436099623,0.0040693735068739,0.0097222991181072,0.2269330816209774,0.037577752754191,0.138372580953742,0.045642708799374,19.481472
-76.66333432211219,1.923873032314158,0.6243386243386243,0.775928615731086,0.5157637201366738,0.2857142857142857,0.4750686616549856,0.4742813019719648,0.4524216205674741,0.0072124491971155,0.0261121025532713,0.0265371528550487,0.1377493214563533,0.0162180776372346,0.1736022174733228,0.0109251981542927,21.936419
-72.79884444378521,11.26876600494051,0.0105820105820105,0.2933997378518566,0.4552132072201097,0.3571428571428571,0.116009080001752,0.2137384176764077,0.3722167316307894,0.0171870136159297,0.0684538219533361,0.0375647872710358,0.298054954660246,0.0196805655065868,0.0915337619677868,0.0072588309968,18.175425
-74.99656463154068,10.333524770204386,0.0,0.359874863160842,0.4561665873535764,0.2857142857142857,0.1150937146004969,0.2466737942504158,0.3930143763732616,0.0245674747216166,0.0254923382284309,0.0095058318846757,0.5692379709612685,0.030104362571969,0.3486454428277731,0.0092282353908894,22.145466
-73.50687387635544,0.970698312765614,0.0476190476190476,0.2421497680601853,0.623375569447429,0.6428571428571429,0.1790962214366966,0.2612259444048468,0.4570939027173005,0.2876550822442694,0.2240766493016016,0.1904123176244335,0.241283001630187,0.2270879857425548,0.4486614964561393,0.2115100720823676,24.614521
-71.49173004095954,0.4921495441208892,0.037037037037037,0.2220943685884219,0.318811679994079,0.7142857142857143,0.1837452525173146,0.2692741743882157,0.4677302235268523,0.3839659460148313,0.4150367568182163,0.4068104219040686,0.1895314320015776,0.4274649062649838,0.4921664415614737,0.4761093955190714,26.580294
-76.35194568391093,6.005700422921269,0.1746031746031746,0.3766945106141556,0.7899083885116558,0.5,0.3278412231470593,0.2156985032074127,0.5404857222579565,0.0049208833183313,0.0588869887759626,0.094796711625009,0.2485516174886039,0.0380013674714342,0.0961720326891704,0.0511572957311084,21.87074
-76.10698082895274,4.706811108747809,0.3756613756613757,0.3004329669572857,0.50016133126535,0.3571428571428571,0.2724623062588561,0.2822226181990972,0.4679759021462441,0.00233270696262,0.0422680505270907,0.0496450164256232,0.0802598045526282,0.1064523605307654,0.0897350247349239,0.00297762806577,19.012766
-69.1817326146985,1.8919963128253248,0.0317460317460317,0.3982622213225438,0.6866339805844152,0.7142857142857143,0.1495640073312327,0.2605131860299359,0.4204707094573142,0.0137758016259225,0.2967297634880089,0.6142918930928474,0.137728590961535,0.3151510318594358,0.4084361397637454,0.5728553824547765,19.898016
-69.79450740179288,3.588644286976927,0.0264550264550264,0.3850132436690218,0.4247206242383833,0.7142857142857143,0.1432528950570334,0.2543062485150867,0.413395210113509,0.1821688792646517,0.2553080652307165,0.4104423413566401,0.446306757972088,0.2691698400022665,0.2202408004646314,0.2941482532303248,21.185925
-76.52673987639585,2.307696528060644,0.5873015873015873,0.8258602708689179,0.441755842496538,0.2142857142857143,0.2395577542119236,0.178159895462105,0.1099873514782582,0.0046284583230507,0.0381407369243839,0.0436369315255276,0.1984267289033966,0.0455913076214381,0.1322355511696415,0.0118674881666157,24.054918
-75.63372258449405,4.514025745287006,0.3227513227513228,0.5383134127118187,0.5633749461958607,0.3571428571428571,0.2139037584640601,0.197047992397244,0.3156229911349738,0.0082246181866823,0.0408459005362696,0.0410779768837671,0.0573951541030904,0.0419881809002679,0.1098186135536235,0.0159658687146097,29.404531
-72.64854069239873,6.208727549906559,0.4074074074074074,0.5833923576174632,0.5211983439686452,1.0,0.2748229652681415,0.0091470658113566,0.33522446342634,0.0008911585957834,0.0136617915427401,0.0113374671957944,0.2163858729795287,0.0484684103281959,0.1682117568846827,0.0581961255514233,21.96274
-75.89715850950186,4.937932338306599,0.1904761904761905,0.3818460020713313,0.5734992134695052,0.3571428571428571,0.1683046843319423,0.1902173913043478,0.3136832258362143,0.010224297778477,0.0212103767047417,0.0485106143938711,0.0122503258570887,0.0988240894760079,0.1233758478970427,0.0040972012963394,22.018654
-71.05205177921003,4.1244476448577725,0.0317460317460317,0.3685392248362825,0.5351741111686031,0.8571428571428571,0.1299079938351786,0.2637799952482775,0.3888586577292512,0.3242906443499836,0.2866056748310747,0.239177517701814,0.6523390198594352,0.260551547163406,0.0927960909059878,0.1141233619747186,21.834076
-77.3376730013852,2.777577842074974,0.0105820105820105,0.2600250001802585,0.5524164307291589,0.2857142857142857,0.1859613752283783,0.2635424091233072,0.473630834341734,0.0297175041819814,0.0675877192763166,0.0117540326041332,0.1913373284618315,0.1028680241925585,0.1073108801789267,0.0004415397402928,18.307367
-77.32379541674125,4.5420319512374085,0.0,0.3564283866517747,0.5471116509739279,0.4285714285714286,0.0803584568028432,0.2253504395343312,0.3189273859319564,0.0461549594178957,0.1855542498801126,0.0652714533346871,0.2915833740072766,0.1974416370779406,0.1098140244820044,0.1070100500704635,19.833132
-73.53609435898228,4.855655094484291,0.6190476190476191,0.6359385581273026,0.4524351931982479,0.9285714285714284,0.3813894227221772,0.5070681872178665,0.2675581056120715,0.0120818190078922,0.0222985944566747,0.0142468478740496,0.0299424254291587,0.0028562315237851,0.231398942000344,0.0353405538948932,26.621195
-70.74840052756834,3.1328388363622857,0.0423280423280423,0.3428561018370467,0.4870623361935819,0.7857142857142857,0.1572240852295787,0.260424091233072,0.4227748107825396,0.2408241841387016,0.3872867452707461,0.3468922604815869,0.4285132074704241,0.3695829368635602,0.2074768008783967,0.2770115213741813,20.134924
-70.08580427354704,-1.6122643981614253,0.0211640211640211,0.3108962245240166,0.6993914857343558,0.9285714285714284,0.1601146762997605,0.2563851271085769,0.4470281937399952,0.6149272411759478,0.7350464547884988,0.7348829275844458,0.4027126103883904,0.7426913240558702,0.736292593855472,0.8673417331368801,21.79455
-75.07646335499454,9.85326493300142,0.0582010582010582,0.3564319000113874,0.564396819079808,0.3571428571428571,0.1742785532730442,0.2927952007602756,0.4390393314129569,0.0163527303021777,0.0348682283693456,0.0163589025494421,0.4572411110766343,0.0207985148041955,0.3429416270827697,0.0370923105857898,22.730799
-74.71892742848337,10.283455046868616,0.0052910052910052,0.3979081876884668,0.496587697663261,0.3571428571428571,0.1062292237562417,0.2512176288904728,0.3635737569122235,0.054007725263807,0.0612186039924183,0.0376148696517828,0.4957344501555714,0.0382255319040667,0.3252467923652588,0.0434830414127417,20.913874
-73.83184846768967,9.730195317524096,0.0052910052910052,0.4707617164372285,0.7750454616573688,0.5,0.107168671635233,0.239368020907579,0.3622412803856755,0.0373297187870861,0.0210872628517464,0.0606185432897482,0.2822573793021483,0.0719900244871557,0.2939365250514369,0.0122281948519873,20.660543
-72.24798492651456,6.544476305141693,0.7671957671957672,0.6394320509198056,0.5099736481446255,0.9285714285714284,0.3725249434402863,0.4093905915894512,0.4324113504453346,0.0085147115711623,0.0244319709963294,0.0034552277380309,0.3643084399901119,0.0107549422740384,0.1977828634573717,0.0306357068595581,29.901423
-75.32002023189114,4.6666339431287,0.9894179894179894,0.7670095918109193,0.5785465773425981,0.5,0.5196560289125398,0.4757365169874079,0.1770589661277593,0.0177004569474916,0.0369086232002221,0.0225183733325618,0.0477053506253579,0.0216559040969414,0.1482601025449363,0.0410287784289972,30.941572
-70.03854315729843,0.9426772495255672,0.0423280423280423,0.3402176262560724,0.6910438100407126,0.5714285714285714,0.1579708154748602,0.2554050843430744,0.4285932384945972,0.2262084331013136,0.4623479383934534,0.5510694774954645,0.0077914571246975,0.4765117976864922,0.4623174304484735,0.6401193928639215,25.888706
-73.10692446685894,4.571815269398609,0.0529100529100529,0.4794059099741014,0.2713494500129519,0.8571428571428571,0.0775401131658695,0.239575908766928,0.2774307150104589,0.0569405875498463,0.044162153261208,0.0097118303325306,0.1537139721178916,0.0595671816307038,0.2070631509916007,0.0008213129113248,18.72772
-74.75914776880641,1.368284700899296,0.0529100529100529,0.3487404490444065,0.4432529447013553,0.7142857142857143,0.131931413365488,0.2527322404371585,0.3754981178471237,0.1136162523896396,0.2027974991152663,0.0801001682239666,0.2398305782259129,0.1215454004064005,0.3168220255468334,0.1141830089944706,21.456648
-73.52140295046502,8.422693937879629,0.291005291005291,0.4541923817253163,0.6827042496018656,0.7142857142857143,0.3078479682449686,0.4081432644333571,0.3975372650292308,0.0114715912964292,0.018390095007619,0.0078600865321559,0.1988370652349974,0.0496512051491057,0.1735192265148454,0.0131460348473867,26.810684
-74.08010951004482,9.287595492310302,0.0105820105820105,0.4582414455654476,0.4198651049886743,0.5714285714285714,0.1142265430606245,0.261968401045379,0.3806348473602162,0.050395785603276,0.040556846590619,0.0520408406000038,0.2355042002816859,0.0432464559936896,0.2603419897851806,0.0722902943673248,18.745525
-75.28317922771825,10.387955801807909,0.0264550264550264,0.2807727029738319,0.3888722977013054,0.0714285714285714,0.1374957953944058,0.2697790449037776,0.4044064615167221,0.0260001966037533,0.0071981919025261,0.0068032676522522,0.6175517840558178,0.0276783888177124,0.3737834929308795,0.0098564602373087,25.406233
-75.04728550855312,9.79735764108391,0.0529100529100529,0.367222223879965,0.5533509834714982,0.3571428571428571,0.1742785532730442,0.2811534806367308,0.4101905779352456,0.0242355767547185,0.0340837726635067,0.0218396953905443,0.4394498808580908,0.0273752919476199,0.3360486243792642,0.0461325686004566,22.278896
-69.77294619487307,5.772779106934081,0.0211640211640211,0.3693873387802336,0.3390865079669079,0.7857142857142857,0.1413258343435788,0.2587312900926586,0.4163490265566493,0.3446392024918951,0.3171102908748315,0.2724649574531548,0.8671543391721354,0.2763142538082218,0.1860545401245128,0.0080996854401617,22.944872
-75.7304088657252,9.391982504503254,0.0,0.1589334776165353,0.5826379642006896,0.2142857142857143,0.1631016261867972,0.2725409836065574,0.4702420240947414,0.0145722265062998,0.0613782564857578,0.0117942472541429,0.4739437658291577,0.0312476769049055,0.3303311324641613,0.0345731583512343,21.779411
-72.12620084087959,7.030785985520463,0.074074074074074,0.5879890549444909,0.5025582529219786,0.9285714285714284,0.0561738390678067,0.1604894274174388,0.2216642252447919,0.0026199604886795,0.0336702139670662,0.0112201088104584,0.4840670561396742,0.0359998029785839,0.2073446356774169,0.0311568759603704,19.319607
-74.06117834157357,2.2318525007773644,0.0529100529100529,0.3326345748264517,0.6029751173303538,0.7142857142857143,0.1766873791648623,0.2804110239961986,0.4514872178462958,0.094529276023704,0.0634426552606886,0.0251717517047066,0.0808554003976031,0.0715171611531554,0.3213981917823684,0.0258904565868269,21.667673
-71.60040734201552,6.704261384555748,0.037037037037037,0.4477751162588016,0.4956726215324327,0.9285714285714284,0.0820205216164084,0.2536825849370397,0.2973476790017788,0.0876985227917395,0.0542307962862989,0.0200991472312418,0.5423867654055989,0.0511446175654711,0.1948917531710746,0.0243469259188872,22.182468
-76.19262707645156,3.8430697860015215,0.4021164021164021,0.3319199282438042,0.6445547614147551,0.4285714285714286,0.4022739432042406,0.3230577334283678,0.4177204506091532,0.0077855424287489,0.0775255543569444,0.0101451506936171,0.0942395696107859,0.0809485972344809,0.0328537622432641,0.0139171747555165,24.145786
-74.21294718453677,5.127594206491262,0.4232804232804232,0.8028503413280238,0.6655524962848364,0.8571428571428571,0.1478296642514879,0.079383464005702,0.1229153462325657,0.0082183931770244,0.0274293587558384,0.0055749442154603,0.1393136179546264,0.047044664182592,0.1714034661986533,0.0436630128077261,17.753294
-73.19225513703125,7.179343953240835,0.1798941798941799,0.6437248276382882,0.706306981261552,0.9285714285714284,0.1243676942839968,0.2050665241149917,0.2294628361932414,0.0096268939286091,0.0082579758974325,0.0446802677775764,0.4033985087364878,0.0502442123155852,0.0938644652592022,0.0102891185776601,21.177599
-73.2979415766893,10.68312723061294,0.1428571428571428,0.012843226946917,0.5387467709401166,0.6428571428571429,0.3379341939984739,0.2057792824899026,0.5355183518470128,0.0016986928912917,0.0396240046798922,0.0434698631097668,0.1626777928792345,0.0611197821381957,0.1758246074035326,0.0501802769748798,15.640962
-73.39917249134396,4.679585080113816,0.4708994708994709,0.5529851441332375,0.3593882785856603,0.8571428571428571,0.2716192171967198,0.3459847944880019,0.2633657840534228,0.0171600915114449,0.0044767973595344,0.0020501569744686,0.0821849947339717,0.0219244557403286,0.2370302652920591,0.0016601634969152,23.86546
-73.49353310655648,5.255599533638204,0.6349206349206349,0.6629916034278894,0.6036753015141767,0.9285714285714284,0.300741931864105,0.1662508909479687,0.1746546832718295,0.0023349595202106,0.062658015924042,0.0034902884153062,0.03160248566188,0.002738548021906,0.1900368083756546,0.0675337123364534,32.71003
-73.23056295445988,9.130200637566418,0.1216931216931217,0.4258448568100818,0.5089069790542027,0.6428571428571429,0.2195644993098328,0.2289736279401283,0.3914771493059575,0.0206565488338839,0.0258791790455522,0.0222595555703601,0.3153518990340014,0.0289975294988804,0.2578195275054151,0.0449549338305788,23.279814
-70.3167607704212,4.85494389420254,0.0211640211640211,0.3528670963456753,0.524809307742797,0.7857142857142857,0.1367249827677413,0.260424091233072,0.4062655073040568,0.3294303879337159,0.3080294847820065,0.2511942941400083,0.7638724191419435,0.2764372946440826,0.1032476147552299,0.0804263466402293,21.571297
-70.71740351557138,1.9197018241640016,0.0317460317460317,0.360930698609624,0.7115348284013143,0.8571428571428571,0.1550079480655596,0.2576621525302923,0.4270446112016837,0.2404473951228355,0.4166405768219133,0.4251743725671112,0.1669055895515623,0.4236335770544975,0.3391631554192955,0.4528317299020287,22.710634
-74.62118279932216,10.538424389818143,0.0,0.2819984230404245,0.4505492079835929,0.3571428571428571,0.1093606974156053,0.2386849607982894,0.3832829541875443,0.0817575407883046,0.0513002460385379,0.0568522228533305,0.4765181282381148,0.0581169262825504,0.3017676546594331,0.0722778084931438,20.022123
-72.14396691885341,-2.1265521688221183,0.0211640211640211,0.2745189014803771,0.6930615869932591,0.8571428571428571,0.1656308933732063,0.2623544784984557,0.4550386089874133,0.7691483639830553,0.6567738597781715,0.6401612927905252,0.3649255750905169,0.6491831493941475,0.786954406376229,0.7507222342453381,23.866058
-72.03967934407156,4.481325011148737,0.0317460317460317,0.3694008684741304,0.5873139740143049,0.8571428571428571,0.1100351802276787,0.2584343074364457,0.3546294403486418,0.1612118928403301,0.1586554167618875,0.1027501591501886,0.4328159301943709,0.133928781493531,0.0991078405639671,0.0019921546951642,20.011024
-68.97165425523879,2.147432645237771,0.037037037037037,0.3931864381879427,0.8093574081564153,0.7857142857142857,0.14623984494407,0.24607982893799,0.4061193747062517,0.0237119182743052,0.2539334443907271,0.6177306894815597,0.197212070511989,0.2733340607037181,0.3998160429682607,0.5588286039526799,23.129154
-72.76525461652693,0.2599339188835179,0.0529100529100529,0.422637988353555,0.6792231299044542,0.7142857142857143,0.1623789784192517,0.2553753860774531,0.4192998096208556,0.369206654679803,0.3413340820650803,0.3167199315287223,0.2828145121754352,0.3558279487969639,0.5432177404130347,0.3639786168284273,24.128138
-73.39388570344143,7.161228903523295,0.0634920634920635,0.6214721118337473,0.6908042477191265,0.9285714285714284,0.0249554612910254,0.2408529341886434,0.2359273863444859,0.0137842401921303,0.0234831446731888,0.0220726364629933,0.3603863829654868,0.0735599087420183,0.072237872290484,0.02600086988372,20.27268
-69.2717688628019,4.761031835387184,0.0264550264550264,0.4072487063058311,0.5813651676384414,0.6428571428571429,0.1261261487473883,0.2607507721549061,0.3871817925225606,0.3374162654800297,0.223438139950442,0.3809056986801371,0.549314831812076,0.2285038307525165,0.2197993965757007,0.1871466458455427,20.612432
-70.8497789210128,-2.206224132497008,0.0211640211640211,0.2809728271885022,0.6191994593292645,0.9285714285714284,0.1556101545385141,0.2616417201235448,0.4356694009346251,0.7490390295829312,0.7393629742942394,0.7313671315064795,0.3561410271540101,0.7452679724400796,0.7913508921960611,0.8614276037348544,21.681297
-70.8083189600594,3.003029998069495,0.037037037037037,0.349664070896804,0.4462916207072737,0.7857142857142857,0.1611263716119599,0.2636909004514137,0.4352758544072628,0.2426171202082834,0.3950300399482856,0.3508592524165124,0.3885945880765293,0.3763004932447632,0.2197230359629069,0.290913735173765,20.134924
-70.09270428213152,-1.3264179644729857,0.0158730158730158,0.3112112114334601,0.591757238320363,0.9285714285714284,0.1580189804303323,0.2584937039676883,0.4427186532308496,0.5694661089169922,0.7032490628576822,0.7074181541121946,0.3773263631335993,0.7153562093114049,0.7050461919409393,0.8348464121124747,19.788147
-76.2509099268727,3.5797118317707204,0.2222222222222222,0.3738552126561844,0.547122363110259,0.5,0.1850460242800785,0.139344262295082,0.3092649077851456,0.0096156949995112,0.0449728097272554,0.0252021301088089,0.0627765425786333,0.0487557647127718,0.045910866776715,0.0060311283635832,24.147354
-76.0865095922606,9.194539516724529,0.0105820105820105,0.0995903239363015,0.569439638410215,0.2857142857142857,0.1566941261898323,0.276728439059159,0.4468757084507195,0.0460009771546812,0.0450194353566233,0.0053182478554172,0.5227367840293551,0.0153939389970926,0.3375777896728155,0.0980825066354996,19.632248
-76.22935106407954,1.0835638668310017,0.0529100529100529,0.5189058372474272,0.6932105830713188,0.3571428571428571,0.0956063073545058,0.2447731052506534,0.3231395788958905,0.0142638798544924,0.1199989122571215,0.007755021558682,0.1422196961780751,0.0311613416976928,0.2710689057271488,0.0080405439292779,20.87667
-70.75069397143967,5.26756440381704,0.0211640211640211,0.3528673919692987,0.5595169540657101,0.7857142857142857,0.1282940920500247,0.2626811594202899,0.3947468133082724,0.2300559459048558,0.2309988464470611,0.1735279789012823,0.7249650329287262,0.2008615853295573,0.0641488162993153,0.0134422775411329,22.626148
-70.76658085189591,0.8618835198799415,0.0529100529100529,0.3053306403309838,0.588388758359524,0.6428571428571429,0.1759647313973169,0.253504395343312,0.407629289064024,0.326965044943153,0.462463880315186,0.4647946070231012,0.0286310438347158,0.4721001051972373,0.454078957851493,0.5485335276948796,26.912514
-74.40389650396995,6.8652832297284725,0.0317460317460317,0.4764670252942505,0.6583107675148298,0.8571428571428571,0.0931974814626876,0.2276669042527916,0.3271340259028163,0.0097218772255993,0.0368388448987529,0.0152733955392351,0.1824668510638149,0.0013162699844004,0.0407510088608284,0.0007817632345439,21.666346
-75.58461013245059,9.846392374180637,0.0158730158730158,0.1915931768073223,0.6384673464869711,0.1428571428571429,0.1534181287581417,0.2737883107626515,0.4357428209087513,0.0547724690603118,0.0361371114171529,0.003277038626026,0.5432990700517982,0.0394345632800844,0.3649177378144216,0.0248663722081082,23.743711
-74.83661103898424,6.7794125387834026,0.2380952380952381,0.4474010005470518,0.6063685922759654,0.7142857142857143,0.213759228910551,0.2909836065573771,0.360793559177605,0.0061211339479128,0.0292167554881872,0.0296516117446949,0.0839378261858506,0.0434027811206367,0.0893958253494497,0.0410059926215402,28.178919
