,Latitude,Longitude,Elevation (m),Surface Temperature (°C),Apparent Geothermal Gradient (°C/Km),Moho Depth (m),Magnetic Anomaly (nT),Fault,Strike-slip Fault,Reverse or Thrust Fault,Lineament,Right-lateral Fault,Normal Fault,Active Fault,Curie Depth (Km),Vertical Gravity Gradient (E),Free Air Anomaly (mGal),Bouguer Anomaly (mGal),Nearest Basement,Nearest Volcano,Volcanic domain,Volcanic weight,Gradient Weight,sample_weight
11,0.302231,-76.918911,287.655,26.761725,26.78216157169409,37859.01664668898,-2.2424,36123.82638970813,53167.91836011087,34165.8686446998,94709.83773280808,88258.78677585963,356377.09567471925,35938.29478507852,20.0,-17.09375,-27.399994,-58.03785760852459,43662.8709290114,84803.23171395023,False,8,0.04328205068507562,0.34625640548060493
12,5.830164,-74.321856,286.512,26.76744,25.40374243116612,40612.26481006529,15.0473,36547.144838994536,39464.338798878336,872.6297834354555,56542.06018317837,29196.58212111943,124339.21567625528,15512.923316418906,32.0,-23.40625,-61.975006,-87.42171507085953,2311.267443975719,73476.96417560469,True,1,0.030196779781810738,0.030196779781810738
13,8.073272,-73.606028,68.8848,27.855576,19.41525407748028,37311.00059109464,23.5712,16402.409492811366,33442.849261576484,26218.91778606194,81494.25879518261,28939.65614437533,136186.52492878982,24029.422696650185,32.0,-34.34375,-79.45001,-97.7373924049312,16632.981819180382,307043.67358377745,False,8,0.02,0.16
14,6.175794,-71.091822,137.4648,27.512676,22.40195313510232,36048.05750530145,-33.7011,79821.21804627214,122119.7437625859,74019.65306693508,245804.6708282122,90037.01663236017,136338.9529860264,74126.83489674036,36.0,-11.25,-49.200012,-64.45090312263095,148529.90613058017,432428.7903720699,False,8,0.025810397464672823,0.2064831797173826
15,4.8018083,-72.3174583,172.82,27.3359,26.71842995394917,37045.60391976388,31.0248,60722.095259482405,90181.79056150196,41508.96182386333,131895.56759425643,71155.76204681497,118604.58388653936,40080.98591913696,36.0,-20.28125,-59.375,-76.34336480082277,69018.04570863087,307607.4181714647,False,8,0.04328205068507562,0.34625640548060493
16,6.795316,-73.792668,106.68,27.6666,20.29509744122784,43330.66023297584,19.1474,28344.4125378682,38967.09472647884,932.5788870758552,124855.78399609456,37107.99601704163,28231.78115208388,25725.450163264057,36.0,-45.15625,-125.75,-137.0809784994072,3425.687600874981,181001.16248830652,False,8,0.02,0.16
17,6.839267,-73.791586,103.3272,27.683364,18.934880803849587,43297.33632969216,19.9342,27961.220686706067,42005.583310374685,3210.3993946700007,126829.29162570492,41726.75235578497,26459.06638575241,27186.06739118836,36.0,-48.4375,-114.149994,-135.53275997303402,4004.217711504873,184518.11049526153,False,8,0.02,0.16
18,6.815653,-73.770775,103.632,27.68184,19.6221063009226,43443.90449824176,19.2297,25705.681596436883,38633.88989701592,3121.9894672355126,127937.89019357246,38619.11709509533,29506.21803832639,24366.138989633226,36.0,-27.375,-114.149994,-133.06527639370046,5944.0251684862815,184303.89444150464,False,8,0.02,0.16
19,6.846886,-73.771642,137.16,27.5142,21.51457014166513,43392.53324994467,20.0657,25780.469471325745,40634.57911217667,1311.4871094523176,129186.87386156688,42006.42900956582,28334.90562077592,25221.346570877493,36.0,-31.5,-114.149994,-134.23473365798262,5906.158889203482,186667.75759333718,False,8,0.025810397464672823,0.2064831797173826
20,6.838322,-73.779533,111.5568,27.642216,21.20995513933032,43365.51657839896,19.9342,26628.06180388661,40827.7650212285,2482.865631420638,128010.4396336535,41284.26978636768,27760.359418113207,25863.501032209097,36.0,-31.5,-114.149994,-134.23473365798262,5212.192109848511,185381.17947892257,False,8,0.025810397464672823,0.2064831797173826
21,6.847286,-73.782772,121.92,27.5904,15.730991211709798,43335.07940680839,19.9342,27011.44770553123,41674.095834070606,1893.0556978559616,128077.384140647,42332.87263884419,27136.39755915341,26431.09563696472,36.0,-31.5,-114.149994,-134.23473365798262,5274.758448718902,185833.58137449902,False,8,0.10820512255095367,0.8656409804076294
22,6.842322,-73.798156,109.728,27.65136,16.826564718528058,43255.47441597957,19.9342,28692.89866224516,42800.17329976386,3602.336413176162,126299.94088698656,42253.09533003806,25664.24559040509,27968.852952148776,36.0,-48.4375,-125.75,-135.53275997303402,3538.1808532392665,184250.9115246617,False,8,0.04107055909803993,0.32856447278431944
23,7.300628,-73.520375,137.7696,27.511152,20.24844931895515,41202.53589037502,42.4511,4802.189523904277,13545.156452024536,3197.727681623608,122159.28577255234,48848.42709192626,69827.72535989566,36555.48520156936,36.0,-46.25,-132.225,-155.85576079634882,888.3022157384137,242326.5233136958,False,8,0.02,0.16
24,7.292394,-73.516175,130.7592,27.546204,16.764532469693684,41252.53510172079,42.4511,3837.585153310304,13011.782739741417,2319.7278133368377,122990.3305610446,49569.267288566974,69642.57630645492,35535.15770650033,36.0,-39.40625,-132.225,-153.35929932953994,1906.207850565468,241948.19060514498,False,8,0.10820512255095367,0.8656409804076294
25,6.657322,-73.670289,158.8008,27.405996,16.705740755862116,44206.77009851918,8.5264,19623.500763217267,19155.51098795758,3154.155209643497,110033.7073254228,20156.55341193895,47836.55492869129,6138.385212417578,36.0,-65.21875,-109.57501,-143.77854499427932,14335.580731469028,181144.52950599726,False,8,0.10820512255095367,0.8656409804076294
26,7.291056,-73.516892,157.5816,27.412092,20.31785659031649,41255.279187302585,42.4511,3802.7919078946,12844.679061932722,2161.1338400816944,122988.70930086685,49540.79890527088,69490.30316975305,35431.72861766192,36.0,-46.25,-139.35,-151.14204817321678,1989.4931178260917,241784.82731840017,False,8,0.02,0.16
27,7.293717,-73.510108,176.17440000000002,27.319128,19.020636728380065,41267.464564662136,42.4511,3475.4294217511115,13511.641692005784,2654.5233926237865,123517.38778257096,50160.70517318638,70266.21760806364,35406.23670645468,36.0,-39.40625,-132.225,-153.35929932953994,2138.2596057558058,242501.31706164565,False,8,0.02,0.16
28,7.302775,-73.508761,140.208,27.49896,21.76254533822444,41238.9033323487,42.4511,4221.2353856406,14421.105041122437,3641.730686126918,123192.9165416345,50004.497735819794,70988.75619229875,36277.60644950136,36.0,-39.40625,-132.225,-150.46925428117578,1369.8224722926311,243350.88822898135,False,8,0.025810397464672823,0.2064831797173826
29,5.0850615,-71.9523027,168.55440000000002,27.357228,26.251826380005,37730.26436677192,37.8311,72893.336766713,109253.04269149672,52973.60160224683,163297.78579549605,95311.81099776908,78141.95669638764,51952.22368999984,32.0,-15.40625,-58.450012,-75.31196058940927,86468.37525936977,339203.596195161,False,8,0.030196779781810738,0.2415742382544859
30,3.159247,-75.266758,121.3104,27.593448,21.906620347243983,45118.59988694899,-2.4715,10562.561235259343,31610.86372283233,11036.197975743678,24028.78942100608,31701.285057516547,161895.71327088503,13076.832780047353,30.0,-136.75,-142.275,-190.0973807446385,3446.1689860782667,88632.6989278397,False,8,0.025810397464672823,0.2064831797173826
31,3.215886,-75.253092,405.9936,26.170032,22.52314476554748,45064.28996366983,-1.7549,9425.308913934476,32504.763028842783,8570.717388064117,30471.177827527416,34686.14400770414,159847.33885866194,8576.989314403714,30.0,-119.9375,-124.975006,-185.77370347576016,4127.748397118742,92090.72790816237,False,8,0.025810397464672823,0.2064831797173826
32,3.235311,-75.242836,388.62,26.2569,24.49946742482734,45041.26128629819,-2.2275,7407.301258942109,32567.01874215244,9119.772435509652,32815.86924871634,35516.84566375625,159721.47693332683,7199.253950135104,30.0,-71.03125,-124.975006,-171.34139506404162,5721.20229058892,93925.44665582747,False,8,0.025460030083559126,0.203680240668473
33,0.750669,-76.367114,289.2552,26.753724,28.775129341391235,36109.28960619088,11.5527,35263.10436056037,81630.51019665593,35838.48341504801,94375.1066254247,58590.25962932572,307644.78664951265,35275.010650827026,20.0,-7.40625,-36.649994,-71.7117331922404,37578.16941400181,51475.01090441015,True,1,0.07152542154553297,0.07152542154553297
34,4.8598111,-72.1859,173.43120000000002,27.332844,24.04304133114428,37007.0031926573,36.3659,66783.5303861735,97128.06031715668,51277.75680182151,145722.35739476405,79237.89400857796,103315.98805305336,46177.83621642398,34.0,-34.21875,-49.524994,-74.91572795501592,74714.53790271125,319713.18345835665,False,8,0.025460030083559126,0.203680240668473
35,5.092486,-74.585899,168.55440000000002,27.357228,37.92189426837668,43107.41662783435,17.5429,7411.645795415258,40269.86336146555,9771.546134587625,30936.645789099184,22844.67524017649,145633.15661113095,9275.528431893306,32.0,59.375,15.449982,-105.39098478713252,20279.36184285866,69277.84264429008,True,1,0.35166659756945884,0.35166659756945884
36,0.472889,-76.29168,238.9632,27.005184,23.935624712025987,34377.68377452775,3.3321,67087.13870520335,94996.55184152228,67647.12017127138,124258.17310645516,86560.62920032171,339166.96496484603,67065.74688334586,22.0,-10.3125,-27.725006,-54.074802042735165,68950.40661673437,78674.48411532627,False,8,0.025460030083559126,0.203680240668473
