Basin,Well Name,BHT Depth (m),Lat,Lon,Surface Temperature (°C),Formation Temperature (°C),Apparent Geothermal Gradient (°C/Km),Distance To Nearest Volcano (m),Number of Volcanoes Nearby,Moho Depth (m)
Valle Superior del Magdalena,CHIPALO-1,0.12561381276730554,3.780131,-75.343992,0.9580362002567393,0.09228785407612033,18.410290241597615,0.07649629935200356,0.14285714285714285,0.7849538897844031
Valle Medio del Magdalena,CHIRIPA-1,0.41749828396430644,5.072042,-74.762778,0.8623704749679075,0.23370474390168583,15.161788540008503,0.060437010633197084,0.14285714285714285,0.6451539064304488
Cordillera oriental,CHITASUGA-1,0.1791013253075664,4.868975,-74.163406,0.17426187419768935,0.037818669424156126,17.624717579371016,0.1395753124363529,0.42857142857142855,0.9747267774763444
Valle Superior del Magdalena,CHORRILLO-1,0.03643275780136228,2.827243,-75.432094,0.7166238767650834,0.13508393925430712,45.58281396707342,0.07131787449227837,0.0,0.9066498872365389
Valle Medio del Magdalena,CHUCURI-1,0.48001478430751354,6.806456,-74.072467,0.9721219512195123,0.4191333894568962,21.01273382611165,0.19037295011840316,0.0,0.6531907977881874
Valle Medio del Magdalena,CHUCURI-2,0.3497016737948149,6.942519,-73.98645,0.9730023106546855,0.30094877566644757,20.622202924785825,0.21273902072845918,0.0,0.6531907977881874
Caguan-Putumayo,CHURUYACO-2,0.388563282116268,0.540569,-77.076608,0.8251019255455712,0.4208489389792566,25.979741771474217,0.058017394764926365,0.42857142857142855,0.7384650514233284
Caguan-Putumayo,CHURUYACO-4,0.40171075558371616,0.548675,-77.064231,0.8279386392811297,0.4855862328955369,28.524192445558953,0.0576340452752905,0.5714285714285714,0.7384650514233284
Valle Superior del Magdalena,CICANDE-1,0.027034162310576065,1.963069,-75.932078,0.890150706033376,0.1809221184662813,55.142732876304486,0.01579514446333541,0.14285714285714285,0.8105376312389196
Valle Inferior del Magdalena,CICUCO ESTE-1,0.3613707165109034,9.28835,-74.590606,0.9926636713735557,0.3107174286225765,20.502835920072428,0.4981664563250163,0.0,0.46183230116189145
Valle Inferior del Magdalena,CICUCO NORTE-1,0.41264058292412487,9.291742,-74.654936,0.9939353016688062,0.42862041529185363,24.197215638588666,0.4978234821049158,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO NORTE-2,0.4299593431543376,9.303875,-74.651703,0.9938374839537867,0.37653386060119126,20.90748875145309,0.4995504637131931,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO WEST-1,0.3816463382438355,9.276089,-74.658014,0.9934462130937098,0.35319139258975857,21.84086594783442,0.4956081768332098,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-1,0.35012408258091765,9.270025,-74.629633,0.9929571245186135,0.3323281786555952,22.245479079277374,0.4951027549906789,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-10,0.3787422778393791,9.252806,-74.645372,0.9926636713735557,0.3938094804316094,24.1276867164456,0.4925134286593299,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-11,0.3465336078990443,9.252531,-74.660139,0.9936418485237482,0.33955575409585587,22.835825700487394,0.4923027779660889,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-12,0.3391414541422461,9.246436,-74.653997,0.9939353016688062,0.30700920913792024,21.350903304578537,0.491524674514621,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-13,0.3338085432176989,9.263247,-74.622819,0.9928593068035942,0.3061141152509483,21.57623841488352,0.4942454526664921,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-14,0.37726384708801947,9.247425,-74.622794,0.993152759948652,0.39161048293121253,24.08517337726272,0.4920440350937745,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-15,0.35741063414119,9.246889,-74.631403,0.9916854942233633,0.3413689319663635,22.388824383482813,0.49186047020922186,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-16,0.3826495591108295,9.222114,-74.656561,0.9939353016688062,0.37683684071522133,23.03024912547306,0.4881077402504551,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-18,0.3590474681873383,9.247161,-74.631175,0.9932505776636713,0.3533816926040568,22.959856604488248,0.4919011782442241,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-19,0.36897407466075294,9.246536,-74.630864,0.9916854942233633,0.3667655585972173,23.191237825917604,0.4918180798947117,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-2,0.3315908970906594,9.273531,-74.631408,0.9898269576379974,0.3135686487216965,22.148442998654936,0.4955686642058349,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-20,0.3466392100955699,9.25285,-74.616333,0.9941309370988447,0.3787095434234115,25.04911161429556,0.4928824348180032,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-21,0.36686203073023915,9.225083,-74.611422,0.9940331193838254,0.39381219067880174,24.751667130374884,0.4890842792916531,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-22,0.34806483974866675,9.255389,-74.604825,0.9941309370988447,0.36329329785401504,24.095001836952306,0.4933881722419643,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-24,0.3399862717144516,9.289094,-74.628447,0.9920767650834403,0.2641010931893201,18.847472100604403,0.4977716901137388,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-25,0.3136385236812926,9.255189,-74.637367,0.9932505776636713,0.2948894934376937,21.971183772618264,0.4929420223530947,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-28,0.34864565182955803,9.260339,-74.645028,0.9926636713735557,0.3007724791859043,20.54037605174537,0.49356638650696694,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-3,0.3344949574951159,9.277383,-74.631094,0.9917833119383825,0.31405664643830794,22.011688704637464,0.4961087287612531,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-4,0.3474312265695126,9.270047,-74.645581,0.9910985879332477,0.300569626252506,20.59607465009379,0.4949115101669561,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-7,0.3338085432176989,9.260822,-74.652947,0.9912942233632862,0.31785495659882207,22.272881620771077,0.4935402954309194,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-8,0.3756798141401341,9.238353,-74.643256,0.9921745827984596,0.32090562058889077,20.413042837086643,0.4905265903576965,0.0,0.43603840077251
Valle Inferior del Magdalena,CICUCO-9,0.33834943766830355,9.246439,-74.652367,0.9935440308087291,0.2559994047225828,18.44201485766027,0.49154412382614043,0.0,0.43603840077251
Valle Medio del Magdalena,CIENAGA CHUCURI-1,0.4405723639051693,6.806458,-74.072458,0.9711437740693196,0.35076113349523813,19.400824701375175,0.1903739303133772,0.0,0.6531907977881874
Valle Medio del Magdalena,CIMARRONA-3,0.14340778288188394,5.155406,-74.627283,0.6706477535301669,0.4706382750571361,60.79097339395092,0.06405232398347194,0.14285714285714285,0.6451539064304488
Valle Medio del Magdalena,CINCUENTA-1,0.3042399281905063,6.828911,-73.753306,0.9698721437740694,0.2541665569144593,20.09921754452836,0.22212664665824552,0.0,0.76041266348205
Valle Inferior del Magdalena,CINTURA-2,0.22498547969797772,8.492197,-75.074903,0.9932505776636713,0.18610702601348417,19.63784780163045,0.38464705857864856,0.0,0.44864019256320664
Valle Medio del Magdalena,CIRAMA-1,0.5918475104282169,7.054997,-73.590953,0.9559820282413349,0.50251836732357,20.63571624832759,0.26041687585285556,0.0,0.6549706905814257
Valle Medio del Magdalena,CISNE-1,0.05771160040128834,5.836369,-74.672286,0.9524605905006418,0.1377357840911575,34.910149446385965,0.03479041706310383,0.0,0.48366791407872123
Llanos Orientales,CLARA-1,0.0577644014995512,6.1412,-69.5449,0.9679157894736843,0.17687867748595676,41.27167153325917,0.742913309280338,0.0,0.3801290835386133
Valle Inferior del Magdalena,COCO-1,0.08405934843444743,8.6684,-74.5895,0.9937396662387674,0.07859202033235202,20.353806808946462,0.41207009039668496,0.0,0.43431132228897784
Valle Inferior del Magdalena,COCO-2,0.10586620201700195,8.671614,-74.597558,0.9929571245186135,0.08944291310799235,19.445517308996834,0.41238251766079775,0.0,0.43431132228897784
Valle Medio del Magdalena,COCODRILO-1_VMM,0.3790062833306933,6.850697,-74.062832,0.9729044929396662,0.3253644563252322,20.61435729955998,0.19611569305075732,0.0,0.6531907977881874
Valle Medio del Magdalena,COCORNA SUR-1,0.05565235756903744,6.035442,-74.602508,0.9546125802310654,0.0983368441648696,28.568240173798685,0.060370373123686046,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-15,0.04160726543112095,6.047928,-74.604419,0.9556885750962771,0.018307232505914428,16.33446672133332,0.06148671067909279,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-16,0.04635936427477691,6.055633,-74.594364,0.9552973042362003,0.038462963295381014,19.484083442101475,0.06322041841615152,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-2,0.03991763028670994,6.050539,-74.598231,0.9555907573812581,0.0494089269691626,22.59497835083624,0.06233155782355914,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-20,0.03579914462220815,6.050503,-74.596681,0.9556885750962771,0.052821290150563194,24.03749969109695,0.0624718355634093,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-21,0.05639157294471725,6.050419,-74.603242,0.9555907573812581,0.03972682723210791,18.32970852562944,0.061855755782678705,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-25,0.046676170864353966,6.054325,-74.597983,0.9547103979460847,0.034588780819773124,18.735378385232575,0.06274915802861221,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-26,0.04250488410158931,6.051733,-74.600706,0.955199486521181,0.03407214152502258,19.23169235247429,0.06222698553768887,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-27,0.04530334230952002,5.933822,-74.592747,0.9555907573812581,0.0383317540333985,19.6095128539094,0.051720100483175886,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-3,0.0353767358361054,6.050444,-74.596858,0.9555907573812581,0.041029347842175934,21.747462595996986,0.06244924462140731,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-31,0.04245208300332645,6.047911,-74.599425,0.9554929396662388,0.04972009226701479,22.212868854223718,0.06194744483486237,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-4,0.032631078726437515,6.049158,-74.597992,0.9553951219512196,0.0172169202643373,17.34511619435944,0.06221022227276193,0.0,0.5403878470434242
Valle Medio del Magdalena,COCORNA-54,0.03579914462220815,6.050942,-74.601044,0.9553951219512196,0.056734903933187864,24.8296069456499,0.06211314752659249,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-55,0.036063150113522374,6.049728,-74.601103,0.9552973042362003,0.07242132648465882,27.920572746342753,0.06198098125549018,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-56,0.036643962194413654,6.048597,-74.601236,0.9553951219512196,0.06466450655383515,26.240473008729683,0.06185075961555061,0.0,0.48366791407872123
Valle Medio del Magdalena,COCORNA-6,0.05834521358044248,6.049886,-74.592197,0.9553951219512196,0.03997656248016618,18.128802110012415,0.06282669729798242,0.0,0.5403878470434242
