Longitude,Latitude,Elevation (m),Distance To Nearest Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho Depth (m),Magnetic Anomaly (nT)
-70.99907815519143,3.147127134468998,200.7843137254902,483987.3994643805,488987.3994643805,2,34598.18864524119,-34.4927
-74.61852430842626,4.0418955728153865,1054.1176470588234,73549.00676805674,78549.00676805674,2,46326.86199205955,-67.9303
-76.15446899814448,0.6340961696310004,225.88235294117646,60120.66834684889,65120.66834684889,1,34569.446187095884,15.8334
-71.13485211226427,2.3695153616976947,175.68627450980392,502200.37646862207,507200.37646862207,2,34530.67943833208,23.3673
-68.96947686223238,4.330290816836845,125.49019607843137,679588.5619309642,684588.5619309642,1,35717.291656851616,2.5135
-71.44300651205906,11.914166456227864,50.19607843137255,796580.1685949359,801580.1685949359,1,31766.062312451813,-53.396
-71.54803274368972,2.6457614535202723,200.7843137254902,447432.2708523059,452432.2708523059,2,35456.19679532564,-26.8152
-73.51477218601467,6.726718282468138,677.6470588235294,199715.43209884342,204715.43209884342,1,43763.90170232844,-5.1603
-70.61335222363361,-0.3878442757837104,125.49019607843137,636321.7576481806,641321.7576481806,1,32719.9227747805,-21.1679
-77.45069082360953,1.4417911874507485,1129.4117647058824,26448.037699953158,31448.037699953158,2,42928.72794709975,-15.204
-72.94220965471682,-1.1259177964377116,125.49019607843137,441276.6794073703,446276.6794073703,1,31387.63130724741,-7.3055
-78.15029983839192,1.5893016131217337,200.7843137254902,73981.05078864188,78981.05078864188,2,31876.431315368194,7.4866
-77.11014905564096,5.83839320109116,150.58823529411765,205656.1655641291,210656.1655641291,1,32480.065112549073,14.0257
-76.43262960337809,7.215091031617163,150.58823529411765,238322.93399551586,243322.93399551586,2,34737.54563957142,-92.7808
-71.98700738706941,-0.1481847428690113,175.68627450980392,485829.37436532456,490829.37436532456,2,32328.45743855392,-35.3374
-76.6251294125929,3.731710110100945,1380.392156862745,111600.98403220231,116600.98403220231,1,33346.115807671384,-3.9187
-70.88873757446036,2.674535243216532,175.68627450980392,513071.68798300676,518071.68798300676,2,34616.91343972232,-41.5694
-74.56494816467642,6.490755724150938,476.8627450980392,103289.60959798998,108289.60959798998,1,36654.095314372185,28.0117
-73.04185356117593,8.441259998662458,953.7254901960785,375765.5258939958,380765.5258939958,1,38960.40853550175,32.1001
-77.45515652963618,3.273998182898266,0.0,158052.84821357945,163052.84821357945,10,30288.354238259213,-4.1748
-71.15462420333785,4.5632199599618755,150.58823529411765,438410.7611455397,443410.7611455397,1,34615.99935708737,-15.4432
-72.69501761924036,11.677622213896889,0.0,715053.1996203926,720053.1996203926,1,34285.049460832786,-75.4544
-76.61839891212452,0.8047990971740822,301.1764705882353,55894.23734377576,60894.23734377576,3,38414.896438400654,-1.9418
-73.76885037490248,0.34006013111454614,200.7843137254902,283287.84977015597,288287.84977015597,2,31919.21914577092,32.5214
-74.8008835414436,11.070798495863144,0.0,603127.5588330907,608127.5588330907,1,29401.28474098845,-95.0796
-69.18041682685642,4.8334727600377505,100.3921568627451,646364.4200087473,651364.4200087473,1,35980.90531595978,16.3107
-75.67687301848154,7.574856314099682,677.6470588235294,228309.76564402663,233309.76564402663,1,36616.372232184964,-37.6248
-69.3045322488379,1.883584125801268,175.68627450980392,709406.5850228921,714406.5850228921,2,35793.5637971868,23.4196
-76.61631636355379,5.251107818135987,100.3921568627451,135944.76025918347,140944.76025918347,2,35116.63353443243,14.976
-76.77007903992653,1.8549028694060095,2309.0196078431372,20383.064719899383,25383.064719899383,1,44701.38707938903,-20.7948
-69.98312694532048,-1.6417561815041983,100.3921568627451,756429.1781487445,761429.1781487445,2,33240.81095419184,20.6383
-72.97222305875023,-0.9730093515523848,175.68627450980392,428869.9513058125,433869.9513058125,1,31657.2566033311,-12.597
-77.35257978570512,1.9351498747373066,1305.0980392156862,66916.96296322513,71916.96296322513,2,36985.10438393227,-23.5615
-70.15020123792377,1.3354741572180133,175.68627450980392,642980.9242323309,647980.9242323309,1,34007.75451556945,-37.8254
-71.19528963324206,6.244519652517514,125.49019607843137,421599.23230506154,426599.23230506154,1,36151.07748757731,-63.4184
-70.8960668218023,-0.2883033326244804,150.58823529411765,603031.3538130927,608031.3538130927,1,31908.977884981665,-55.4997
-71.30641449440922,2.4386663855075614,175.68627450980392,481723.87576090614,486723.87576090614,2,34647.46748692108,6.3563
-74.68785910922809,7.351177778173035,200.7843137254902,191644.44171704433,196644.44171704433,1,38422.072771041276,-16.9838
-73.61183304948118,4.541075531690948,2710.5882352941176,174230.98732965827,179230.98732965827,2,42193.222702365565,-80.9462
-72.96903219417577,0.6174436598487523,250.98039215686273,351622.43932634935,356622.43932634935,1,35275.63580315155,-61.317
-76.46641832473081,6.925110665110687,978.8235294117646,218752.42554530982,223752.42554530982,2,33748.90230518572,-37.5387
-74.6942725346971,0.7506087198951326,225.88235294117646,171372.2712996623,176372.2712996623,2,33486.30883039918,-7.9145
-76.14891069301234,6.57704557317826,2911.372549019608,167108.81587092945,172108.81587092945,2,35926.758369561176,-9.5143
-75.5048265593468,1.74756862965081,803.1372549019608,46087.55242163925,51087.55242163925,1,39255.886914713345,23.3976
-72.91957196974244,10.659960870661875,225.88235294117646,600725.1697520795,605725.1697520795,1,28211.141683628364,-5.2745
-72.90627078996201,1.2799710476849562,250.98039215686273,339102.1420642727,344102.1420642727,1,33141.12745179786,-92.8178
-74.0600036177426,2.6474047118983073,276.078431372549,215411.968606092,220411.968606092,1,34348.72971148284,20.8267
-74.20019707486745,10.39408578089452,100.3921568627451,534214.7031438218,539214.7031438218,1,30979.042773608482,-55.1379
-72.89814293527233,0.38733280424591854,225.88235294117646,368805.6701628086,373805.6701628086,1,36136.341134790695,-6.8975
-75.59402501961658,3.640105290508184,978.8235294117646,93116.78620387508,98116.78620387508,4,43393.834667159004,-23.6868
-69.7949333177615,6.455727545058991,75.29411764705883,578127.8138817641,583127.8138817641,1,35310.35099299218,-57.6907
-74.72501667836111,8.711725953014836,0.0,341542.07812293404,346542.07812293404,1,37826.781800290344,-28.5062
-76.51781080088388,3.4232523374956774,953.7254901960785,77678.99536325852,82678.99536325852,1,33745.95048675309,11.6434
-71.24009382696741,5.7693096497254786,125.49019607843137,411805.07713334466,416805.07713334466,1,37093.69530095107,15.3872
-73.29304690225345,7.518384952416563,627.4509803921569,277689.556690196,282689.556690196,1,42014.799459774025,21.661
-68.81718186919836,4.3950426980648185,150.58823529411765,694557.667261784,699557.667261784,1,36031.75203221589,37.5434
-71.26910897548481,3.3700522518900504,225.88235294117646,448368.1173673931,453368.1173673931,2,35617.408856795875,12.7068
-74.77104119002882,-0.19957509545990337,175.68627450980392,218522.38922528495,223522.38922528495,1,32232.48930734218,-9.2863
-67.83514325885811,2.676436976196314,125.49019607843137,836991.9463293359,841991.9463293359,2,33004.66935319271,-33.3418
-67.99370892773295,2.56570665047399,125.49019607843137,822876.349010623,827876.349010623,2,32938.7353464207,-1.3166
-74.19809621384665,6.091269592745071,225.88235294117646,97578.13248340003,102578.13248340003,1,40707.766145178844,21.4599
-74.73797576865894,2.415755024253512,351.37254901960785,137246.0148571758,142246.0148571758,1,36453.57441614301,31.6729
-76.74231924493382,1.2899594871271942,2208.627450980392,23809.73341732004,28809.73341732004,1,45301.36313850415,-16.8938
-73.9457636704792,7.989332419556119,25.098039215686274,283299.68508661905,288299.68508661905,1,38873.19365091979,13.0833
-72.37548113202054,-1.2902018475392882,150.58823529411765,503674.5878755491,508674.5878755491,1,31928.302226119828,-20.9562
-71.04052819142632,0.9825125151634015,200.7843137254902,549143.2155443113,554143.2155443113,1,32876.905992835775,-3.9751
-73.95920566447285,8.690338433669867,175.68627450980392,355744.23025919154,360744.23025919154,1,34700.215060682225,-43.2429
-70.22506597150642,6.606661867157138,100.3921568627451,534210.307911821,539210.307911821,1,33664.852602996514,-93.9446
-70.16247563987162,-2.0018890259818876,125.49019607843137,756150.7320150252,761150.7320150252,1,32849.39610383816,39.732
-78.1952296921849,1.653693232481542,100.3921568627451,82671.06562027884,87671.06562027884,2,31699.264722115273,7.2185
-72.00470622768866,1.2579950006979432,200.7843137254902,438666.5242527059,443666.5242527059,1,30967.819044332075,-43.3751
-75.50772158715698,1.063769780064436,225.88235294117646,75336.0497699112,80336.0497699112,1,33553.458465236385,24.1049
-76.60213634382336,6.55638848684387,476.8627450980392,203227.1676464807,208227.1676464807,3,32512.785507057397,33.6642
-75.24688129489657,5.227882020246566,2359.2156862745096,13195.332400624633,18195.332400624633,2,43938.326867790485,2.5278
-74.45857623428496,8.14824423882049,376.4705882352941,283359.417066507,288359.417066507,1,39386.70039785756,-23.6254
-68.90662161697543,4.249970590244969,125.49019607843137,688389.9830611285,693389.9830611285,1,35648.39762344369,23.7843
-73.19610371399982,11.064191981652279,828.2352941176471,632613.9779168908,637613.9779168908,1,26121.127558158547,-33.569
-74.45400638698014,4.740660506645167,1455.686274509804,88702.86162340366,93702.86162340366,2,46291.343612199336,9.6438
-71.135529673289,5.560847539020539,125.49019607843137,423346.9743643023,428346.9743643023,1,36513.96878382781,41.8104
-76.01995765625713,3.067719228302006,3639.2156862745096,16028.026181933628,21028.02618193363,1,47314.756628964555,-11.2195
-75.25493103487445,0.9629362421400351,200.7843137254902,105094.03064068207,110094.03064068207,1,33177.35949853445,-6.0447
-71.95791025045048,6.151732268870717,476.8627450980392,336724.952915209,341724.952915209,1,37848.55370798386,-112.5912
-70.32819153621087,-1.796196748312474,125.49019607843137,729285.5023436138,734285.5023436138,1,32847.82957592931,60.2431
-69.48736065683848,2.461693425732328,175.68627450980392,667214.8914484263,672214.8914484263,2,36265.463114395774,-27.365
-74.28989624480921,7.4707911394213475,727.843137254902,215673.2517944096,220673.2517944096,1,42028.31620712232,3.3222
-70.45832028613316,6.1976311437523215,100.3921568627451,501616.8023256542,506616.8023256542,1,33880.358276340354,3.6779
-73.30941055840563,1.7529987176938615,276.078431372549,290079.96775075496,295079.96775075496,1,32546.452640005344,-35.7586
-73.01527661909016,-0.4019615332661348,175.68627450980392,392749.0317697347,397749.0317697347,1,33956.87096948807,-15.1466
-68.84997157413662,5.478950625991709,100.3921568627451,676469.9935251538,681469.9935251538,1,37071.1355212629,20.5916
-73.32237685228567,6.967911060866333,1229.8039215686274,232950.81026488723,237950.81026488723,1,42184.550922794326,-0.2934
-74.08555013520565,2.596437617497201,326.27450980392155,211675.49702318464,216675.49702318464,1,34151.964079083074,18.5843
-73.17275021126727,10.668606709715569,326.27450980392155,591784.3715534671,596784.3715534671,1,25109.402702189433,-10.2473
-72.49421547778576,-1.8038230765156222,100.3921568627451,526547.1245378082,531547.1245378082,1,31776.784323226613,-0.6046
-77.16350067395791,5.961459096107895,225.88235294117646,216136.55682112256,221136.55682112256,1,32084.4241115165,18.2908
-76.30306692245983,6.743963230042752,1681.5686274509803,192000.67612277178,197000.67612277178,2,34710.606589918665,-22.0382
-75.69041001352633,4.116285265183334,3463.529411764706,53233.6700652281,58233.6700652281,1,40566.49483699615,13.3987
-70.58208566915471,3.8746585626841856,150.58823529411765,512918.79285925423,517918.79285925423,2,33946.778761833804,-16.5987
-75.32788893430991,10.217380337926027,50.19607843137255,509589.58746678894,514589.58746678894,1,32195.122018495073,-39.448
-72.20439593216821,6.543376675796649,3538.823529411765,320497.7206851014,325497.7206851014,1,41920.12823606236,-27.0134
-72.73965699423032,11.280452537153023,25.098039215686274,672082.2849024349,677082.2849024349,1,33318.98894324058,-44.8838
-72.70123380470585,4.3279728761885305,150.58823529411765,274607.9723830411,279607.9723830411,2,36821.6456988704,-51.1376
-77.98788829549035,0.9570614922947964,2936.470588235294,10211.316481568156,15211.316481568156,3,42716.51158246589,-19.8398
-72.19191990159878,3.731229452425799,150.58823529411765,339305.6946413718,344305.6946413718,2,33353.08170363045,-67.2203
-71.96958670663518,4.74522313433474,150.58823529411765,346067.4248505851,351067.4248505851,1,36066.51914613166,29.0018
-68.7292277890242,2.574780363656613,125.49019607843137,743785.0712100177,748785.0712100177,2,35004.85381944486,69.9669
-74.7478274031978,3.9827795968276725,426.6666666666667,66362.14957041232,71362.14957041232,2,44943.423515599985,-59.3294
-76.66428521549443,8.510342321107547,25.098039215686274,369575.45884409,374575.45884409,1,31467.63148186739,-34.0192
-70.0702793024071,4.6173844774770085,150.58823529411765,553545.0864523506,558545.0864523506,1,34521.54917341905,0.3066
-74.8828188987163,4.106053186038677,301.1764705882353,46075.397509245886,51075.397509245886,2,43150.48462643394,-49.1572
-69.5840971228194,4.51268801913143,125.49019607843137,608677.7063599825,613677.7063599825,1,35238.816064998246,-29.9525
-70.41842903928398,0.376137963774255,175.68627450980392,630543.8501756587,635543.8501756587,1,33477.20070341182,-39.9314
-77.11558878858752,1.4637156136612628,1706.6666666666667,19971.364362873042,24971.364362873042,2,44284.441749267695,-18.4834
-73.82975562250894,7.404864069287978,50.19607843137255,231753.35141990267,236753.35141990267,1,41093.97846448076,42.8436
-76.41559329158314,4.433822331589884,652.5490196078431,111207.59790203659,116207.59790203659,2,33729.01529221219,-22.1195
-76.0101251233168,0.5265276935974406,250.98039215686273,74363.9328378808,79363.9328378808,1,33345.38396713869,21.9492
-73.86506655091334,3.9976788192742134,1430.5882352941176,152168.77953303917,157168.77953303917,2,40273.68599256638,-106.1865
-75.74461912865199,8.534897396958637,75.29411764705883,332364.57616538496,337364.57616538496,1,33467.09213393552,-12.1185
-68.49214582685448,1.879644526266497,125.49019607843137,793245.3960685893,798245.3960685893,2,33786.79617959101,39.4557
-73.14579269515362,8.570451620839105,602.3529411764706,381563.8276009811,386563.8276009811,1,38531.13555054734,32.9409
-73.21468139683074,-0.20116543134971376,175.68627450980392,363081.87001714244,368081.87001714244,1,34474.169116350145,1.7774
-74.48682781458137,1.3167145780101102,250.98039215686273,166598.24744940124,171598.24744940124,1,33338.270276266274,-42.4787
-76.59328456257002,3.7525259293372715,1129.4117647058824,111446.07423901078,116446.07423901078,1,33038.07387168248,-1.9207
-70.38239084266027,-1.426691514820995,75.29411764705883,706140.8304209748,711140.8304209748,2,33046.573278696575,47.2412
-74.00077680249954,8.337970533393197,501.96078431372547,317184.586893182,322184.586893182,1,36715.227727897385,12.7396
-77.13090092211658,3.4899827430159727,75.29411764705883,137621.34522751367,142621.34522751367,1,32749.49417880893,-23.7374
-71.69236734409532,5.804877187395858,175.68627450980392,361950.8159092543,366950.8159092543,1,37189.82222791154,-19.0694
-71.01542877371791,5.782937765663707,125.49019607843137,436694.09650484624,441694.09650484624,1,36165.16222739144,31.3801
-68.75021316577235,2.3630772692333455,150.58823529411765,748393.6759117786,753393.6759117786,2,34911.37381630787,97.1668
-71.92185460638562,-1.2860242883289326,150.58823529411765,546449.2710971484,551449.2710971484,1,32356.75439356045,-33.1735
-70.62247263867697,1.5386955673921028,200.7843137254902,589246.6588336321,594246.6588336321,1,34063.643911426676,64.4872
-70.66166629256894,3.52536217718675,150.58823529411765,510204.15827597183,515204.15827597183,2,33865.67305922315,43.1055
-72.41986724118523,0.21353746965578857,125.49019607843137,425241.34562822676,430241.34562822676,1,34958.49964110342,40.4551
-71.74407481169001,-0.17483772868990854,175.68627450980392,511509.1255490662,516509.1255490662,2,31235.089602528555,-17.9173
-73.86268747995643,3.1506573835246945,301.1764705882353,201303.7428580428,206303.7428580428,2,35157.8180140798,7.1442
-69.64745999879375,-0.6252214880328979,125.49019607843137,745947.1668533053,750947.1668533053,1,33057.52029009612,-27.3763
-74.52389701602668,9.900974252597846,100.3921568627451,475229.4303453824,480229.4303453824,1,38941.981777691515,-19.5842
-77.18725914892488,7.806709255560811,175.68627450980392,343578.9210168499,348578.9210168499,2,30377.059599308443,11.6716
-73.26162833443445,2.5523381526933253,225.88235294117646,295532.5703286593,300532.5703286593,2,32999.23238836006,-4.6576
-70.15476168141618,3.836818423918759,175.68627450980392,560496.2715302405,565496.2715302405,2,34134.41915099446,-42.2283
-72.54039730479248,1.6045161186135495,225.88235294117646,375947.9026785934,380947.9026785934,1,32099.443330852446,-33.3921
-71.4257769193444,0.6409826525356346,200.7843137254902,514737.35553854605,519737.35553854605,1,31138.528570128616,-107.1681
-73.7731874029329,9.04751634877712,0.0,399914.02254464943,404914.02254464943,1,35424.436452743794,-9.2645
-71.19986042056041,0.7124891585067719,200.7843137254902,537364.611732513,542364.611732513,1,31837.259322184178,-78.7979
-69.5421105014021,3.5452177921581436,125.49019607843137,632222.9996385716,637222.9996385716,2,35623.717829148685,-56.7871
-71.26476580362682,1.9609388565617705,250.98039215686273,511964.9538730991,516964.9538730991,2,33815.08126850593,68.3594
-73.40565288716613,8.2437182240606,1656.4705882352941,335668.94841100473,340668.94841100473,1,38956.625257986496,28.1871
-72.46116101671518,1.924247152380917,225.88235294117646,384786.7252832101,389786.7252832101,1,32090.842275326966,23.3927
-73.03575487601245,8.818512366201034,426.6666666666667,411404.1838415173,416404.1838415173,1,35924.46437166809,34.9797
-77.06683084571368,4.443203033254093,50.19607843137255,180230.6594195815,185230.6594195815,1,36621.1867400506,-10.6065
-71.73277826585101,6.937157064974217,175.68627450980392,384370.2640594174,389370.2640594174,1,38092.59443765004,-23.9243
-76.4652439151832,6.802326233688232,1003.9215686274509,210066.61949355557,215066.61949355557,3,33483.22027184296,-6.1698
-75.89816535669678,5.103955274059812,1204.7058823529412,57972.52526749128,62972.52526749128,2,36239.06957520363,2.3121
-71.71900499078237,-0.545673699178912,175.68627450980392,531223.6626698998,536223.6626698998,2,31360.563025177846,-24.3503
-69.93197437239232,4.580514023130135,150.58823529411765,569394.7910047509,574394.7910047509,1,34691.30718959103,-1.8764
-74.20954587123083,2.5975180582251625,301.1764705882353,198096.6453503652,203096.6453503652,1,33871.09815537384,9.3388
-74.07439895865164,10.64866827066485,301.1764705882353,564411.6712711556,569411.6712711556,1,27610.607453325778,-67.6149
-68.4930634838636,5.995730434563942,75.29411764705883,716419.5249512332,721419.5249512332,1,37642.943311471434,6.2253
-75.95976510424502,2.2375744750615674,1656.4705882352941,7293.7054717142555,12293.705471714256,2,46577.38994047635,-9.7756
-72.31063590396101,5.182872273506863,200.7843137254902,297830.55955393607,302830.55955393607,1,38097.82774822378,16.2814
-74.55232879187851,3.528386420721744,3338.0392156862745,119023.04741619804,124023.04741619804,2,46621.60806085242,-9.9646
-73.60991512940777,3.5071401787740326,301.1764705882353,200116.691237888,205116.691237888,2,35061.97895218129,-5.8163
-68.78367354193351,4.991136235385479,100.3921568627451,687718.5491846179,692718.5491846179,1,36513.21779343653,26.5311
-73.38979642282281,1.3175814162546642,225.88235294117646,285393.12306493684,290393.12306493684,1,31944.51309340338,-93.0645
-72.52391717325493,5.831902749466261,2208.627450980392,270293.01272598404,275293.01272598404,1,40374.20150663814,-37.8893
-73.50655096204552,9.011593002919621,727.843137254902,406804.7120372326,411804.7120372326,1,36067.8209025977,30.2647
-69.02067082579715,5.7617642564444616,50.19607843137255,657273.8988389008,662273.8988389008,1,36576.80850166249,-6.8473
-67.55857656975803,6.178091540039297,25.098039215686274,820728.8772998218,825728.8772998218,1,37141.61931314396,80.7571
-72.41734687524774,2.3277534154641266,200.7843137254902,383217.7522474713,388217.7522474713,2,32634.614373833978,17.6437
-76.49296070042622,3.2019410835693467,953.7254901960785,60124.13257802878,65124.13257802878,1,35862.01358225762,27.2135
-77.20733661967104,6.811042346329026,125.49019607843137,270927.742938037,275927.742938037,1,31971.65243156531,-5.054
-77.24278655964406,1.234111237661696,2911.372549019608,4368.307552661805,9368.307552661805,1,47887.13268952956,-16.8324
-72.44719319113432,5.038625422250966,200.7843137254902,286361.10410858924,291361.10410858924,1,38050.006383744716,12.004
-69.52546682602781,5.362277923732881,125.49019607843137,602352.2203190348,607352.2203190348,1,35454.627986268955,-20.2388
-73.57180861490131,5.855923382714936,1706.6666666666667,155301.53469235107,160301.53469235107,1,43683.045574561766,35.1251
-71.74012307863006,4.0977461039187215,175.68627450980392,382579.493279095,387579.493279095,2,34440.80486371548,-82.3681
-75.21491738757672,3.8319877276717875,351.37254901960785,63153.04300327001,68153.04300327001,2,44021.58365928622,-32.5015
-75.64048318828281,4.373791984085937,3137.254901960784,30857.9774251849,35857.9774251849,1,39720.06622641533,-4.3743
-71.86972493837645,-1.807015549462632,125.49019607843137,582369.7029331592,587369.7029331592,1,32689.82552103057,4.5903
-71.42066660822383,0.9466159004757282,200.7843137254902,508148.7365482573,513148.7365482573,1,31884.205299080866,-34.8707
-70.33959546663279,5.984496174560315,100.3921568627451,512483.1135948952,517483.1135948952,1,33739.34520746132,0.708
-72.66005749092423,1.7504051187898506,225.88235294117646,362251.50179546914,367251.50179546914,1,32333.262853027427,1.5559
-73.51918562073689,-0.7218772119016044,200.7843137254902,362962.70179970074,367962.70179970074,1,32183.19595890632,7.2586
-73.03915154865068,0.5704819697038879,276.078431372549,346320.6737000783,351320.6737000783,1,35217.098248284135,-41.3525
-72.27772035541105,6.9594487973540495,1556.078431372549,330325.9482460515,335325.9482460515,1,41954.899353797075,-25.2373
-76.21028262013859,3.0007817255297633,2258.823529411765,21915.435006385105,26915.435006385105,1,44462.52487801173,31.0384
-76.2526476736463,4.3194473197072885,1480.7843137254902,97843.42304356366,102843.42304356366,2,32074.422502473353,1.5774
-72.78564928928668,4.509242867725936,175.68627450980392,265388.61852617876,270388.61852617876,2,37351.76688092244,-52.2739
-75.03491412233946,10.255272773104759,25.098039215686274,512257.5005460085,517257.5005460085,1,34530.88500843548,-32.184
-73.22417819275942,5.823550715857431,3212.549019607843,193031.55452016048,198031.55452016048,1,41866.727745643264,15.9157
-69.72214114994193,6.314690258616267,75.29411764705883,583962.1166666364,588962.1166666364,1,35440.444326295394,-47.2664
-74.62508562578384,1.000313142979981,225.88235294117646,166685.043984714,171685.043984714,1,33598.86117265067,-21.595
-70.43701167021075,-1.672746422265706,125.49019607843137,712321.9186616447,717321.9186616447,1,32854.85440562462,66.1585
-77.02063465683462,4.632008767432017,100.3921568627451,171787.8929880316,176787.8929880316,1,36280.43153950803,-17.955
-70.09908247336668,3.8653587475134117,125.49019607843137,566282.4508077914,571282.4508077914,2,34219.04678572501,-41.7514
-75.81937479903866,0.2891038559386061,250.98039215686273,106130.94546097844,111130.94546097844,1,31523.66738199344,-5.6784
-74.00998582263749,9.074980895291509,25.098039215686274,395089.3289099535,400089.3289099535,1,35589.33618528139,-32.9448
-70.96872760510608,2.534813270518013,225.88235294117646,510979.65725065186,515979.65725065186,2,34688.828032074525,-27.1413
-74.57546485255578,2.832202657613786,1079.2156862745098,161697.78534756007,166697.78534756007,2,37862.95621834522,-15.224
-71.68113209493201,7.018607674201299,150.58823529411765,393065.06957376905,398065.06957376905,1,38287.59664501724,-24.7875
-73.64320815492808,4.328408289023219,903.5294117647059,170235.6778493788,175235.6778493788,2,40647.25960494391,-99.3122
-72.76860210752605,-2.2396899858730426,125.49019607843137,536316.8953029474,541316.8953029474,1,31538.67548687211,36.5533
-73.35709764136006,6.469320401586108,1581.1764705882354,199335.84655649692,204335.84655649692,1,42339.04845462383,-10.7016
-73.79240958108744,4.1333480517984285,978.8235294117646,156342.50517254157,161342.50517254157,2,40651.14545098264,-110.3803
-73.70957815084199,10.480439964978165,1405.4901960784314,554577.3458027166,559577.3458027166,1,27767.186151075846,-18.4243
-71.1550060919574,0.7694919333860994,225.88235294117646,540906.7511681257,545906.7511681257,1,32113.512545372876,-63.3512
-73.01699576829792,4.200183333041757,175.68627450980392,240521.04791967277,245521.04791967277,2,37392.97472149395,-121.1773
-71.40877084683903,0.0547178772288861,175.68627450980392,536018.5745168591,541018.5745168591,1,30464.851757834003,-30.5495
-68.62350546705036,5.815723107634575,50.19607843137255,701309.4746703132,706309.4746703132,1,37648.63724865896,3.8058
-71.95734385810822,3.7673485814696086,200.7843137254902,363934.28587051504,368934.28587051504,2,34310.90707272086,-61.867
-77.32794986360678,7.647697228823777,25.098039215686274,343192.2403363368,348192.2403363368,3,29750.76068990141,52.8257
-77.55803490307215,6.78406115053825,75.29411764705883,299427.0891617911,304427.0891617911,1,29474.16003082645,-19.7946
-70.99446954099231,3.6583270905688465,150.58823529411765,471171.574664314,476171.574664314,2,34766.23220108419,32.8306
-68.2172973438236,4.030379747717557,100.3921568627451,768434.1212267433,773434.1212267433,1,36013.509212865254,-20.4164
-72.3531316216197,-0.6799402091440374,175.68627450980392,472457.4192273512,477457.4192273512,1,32593.337777591005,-29.0519
-77.48718901514724,7.5899789252463865,878.4313725490196,352826.4970020023,357826.4970020023,3,29450.341842304722,71.4457
-72.07729414492418,2.858090979262511,175.68627450980392,384267.39406454936,389267.39406454936,2,34837.92451375836,13.6582
-70.88011915010512,4.503412710416919,150.58823529411765,469492.0880514349,474492.0880514349,1,34816.98165570543,-0.1423
-69.949795302001,4.879142978716693,100.3921568627451,561325.9353579833,566325.9353579833,1,34669.420809467025,-9.1305
-70.72711360272667,3.6127972040720264,150.58823529411765,501268.01223248034,506268.01223248034,2,33991.240493360965,48.3967
-70.9184872179483,0.3128451207626517,175.68627450980392,578701.6199465627,583701.6199465627,1,32064.390925259337,-62.2436
-77.66975656372009,1.2009075969468954,2359.2156862745096,13947.088735933601,18947.0887359336,1,44935.61232550779,-16.2676
-72.00500613564932,2.0436217226195454,200.7843137254902,436183.1860649739,441183.1860649739,3,32574.34863584258,65.7665
-73.61186492864039,8.822184301691346,200.7843137254902,382892.13486434537,387892.13486434537,1,35260.084713062875,28.1873
-73.20011648068198,-1.5272176959696857,150.58823529411765,446917.9600438711,451917.9600438711,1,31124.658198414076,-33.4578
-72.03982824928501,5.78780903568539,501.96078431372547,323465.98327829194,328465.98327829194,1,37356.348753944236,-63.4626
-73.8365608258686,6.805615970558179,100.3921568627451,178779.63819235668,183779.63819235668,1,43015.22279715701,19.669
-73.87819378550518,5.957742139008511,2685.4901960784314,124506.10939658737,129506.10939658737,1,43886.41582026918,24.2905
-68.24439669378269,5.040057443878906,75.29411764705883,746570.2296353286,751570.2296353286,1,36897.50177264026,14.0173
-74.89757287132238,1.8602012002024244,276.078431372549,114139.52630951279,119139.52630951279,1,35465.61629457823,15.9863
-70.30999780840554,5.578938077497245,75.29411764705883,514639.9371762242,519639.9371762242,1,33380.87954881306,-20.8081
-67.52704369352462,3.7328140523620457,75.29411764705883,850813.603193194,855813.603193194,3,36140.703603350354,-27.4846
-70.76581388065543,-0.1644839346099758,200.7843137254902,611517.1113806395,616517.1113806395,1,32332.844675528664,-75.2452
-73.83028098296997,10.380158189260415,778.0392156862745,540576.8518737096,545576.8518737096,1,29091.259780008033,-33.6368
-78.2907915037775,1.7387562220018546,50.19607843137255,96767.66510523076,101767.66510523076,3,31771.470348381466,5.8803
-70.30303523299587,-2.120141403501528,100.3921568627451,748703.7404385733,753703.7404385733,1,32622.529143499247,33.7618
-72.56801274146082,4.745969267541293,175.68627450980392,283280.4817497726,288280.4817497726,2,37249.160017828224,1.9159
-75.3679877815364,2.3946551716531292,2283.921568627451,67454.73063096472,72454.73063096472,1,44093.93974122414,-2.739
-69.60877203571323,-0.8228323559417041,125.49019607843137,758012.2453936841,763012.2453936841,1,32875.68900772015,-47.1191
-77.09855157301106,7.625146856207051,0.0,322593.1207894206,327593.1207894206,2,30720.047948658426,15.7904
-70.16481020314387,4.763513194241742,125.49019607843137,540052.150541687,545052.150541687,1,34476.08197612737,-6.6904
-75.83246656233128,6.200794246723229,652.5490196078431,114343.8321898134,119343.8321898134,2,37737.922345412306,14.9056
-70.23833407684822,5.133240718081494,125.49019607843137,525842.4720214432,530842.4720214432,1,33783.05042987586,-41.7325
-78.1635212191968,2.659979958574695,0.0,182078.5326204264,187078.5326204264,4,29737.744597842393,9.6926
-73.35450467584889,1.1960322967527022,225.88235294117646,291854.41851715517,296854.41851715517,1,31951.865091041283,-79.8537
