OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length
317,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Formación Villavieja,,66fa3bcf-1c84-4268-a09b-1360cb7b6c8c,0.000345909334910743,0.133059271475542
325,K2-Pm7,,"Gabros que varían de olivínicos a cuarzogabros, a través de noritas y gabros hornbléndicos.",Cretácico Superior,,,41e13e9d-5dfb-40aa-b4be-d564945e7308,0.000550837066157328,0.13443170535725
326,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,e16309eb-14ee-485b-8efa-8bcd7d13caea,0.00102199863232499,0.194652912617261
329,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,Formación Tambor,,2e8e5ca1-cfdc-431e-95aa-57890e02d0dd,0.000206338052578303,0.105032656699991
330,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,"Formación Popayán, Conjunto Inferior",,045ee42c-3c17-4c28-b94b-68cf3a9dfbb4,0.00125073042427459,0.591815756487057
331,K2-Pi,,"Granodioritas, tonalitas y cuarzodioritas.",Cretácico Superior,Batolito Antioqueño,,b9f186de-4730-499b-9601-d09556f88701,0.000577287794840231,0.138634645925315
332,K1-Pu,,Peridotitas serpentinizadas intruidas por diques de rodingitas,Cretácico Inferior,,,0effef0d-9688-498a-b058-48a2dedcf582,0.000407287715177063,0.209806536395567
334,b2b5-Sctm,,"Cuarzoarenitas de grano fino a grueso; conglomerados y arenitas feldespáticas y líticas, e intercalaciones de lodolitas oscuras.",Valanginiano-Aptiano,Formación Río Negro,,90b332b3-a5b4-4299-a0ce-c8de4561d526,0.00334270125904368,0.583177913542829
335,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,0af7d469-a41f-4f41-886d-58dfde006499,0.000454934166043586,0.223034377912935
336,T3-Sm,,"Calizas interestratificadas con arcillolitas, limolitas, shales calcáreos y arenitas.",Triásico Superior,Formación Payandé,,3d28008b-6ecc-497f-8463-fac1bd9c3adc,0.00416528948206008,0.757172817712345
337,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,25d988f9-c24d-43f7-bc8e-43642ed00063,0.000370275477592941,0.112798798583546
342,C2P-Sm,,"Limolitas con intercalaciones de arenitas, arcillolitas y calizas arenosas.",Pensilvánico-Pérmico,Formación Diamante,,6a7f2205-931b-49a0-9019-252f09a77fca,0.000145629871610709,0.0819801905699051
343,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Formación Silgará,,2aa6b7d4-8fde-451b-ae94-74349ccd003f,0.00603891056934458,0.59657276755667
344,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,6ee76637-a07d-4cbd-9e08-310d15f2ba01,0.00953552239886335,1.03528370088014
345,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,c747b9f3-fed5-4059-abf9-b17ebd221bcb,0.000296140080948248,0.175602332738529
347,k1?k5-Sm,,"Lodolitas y margas con intercalaciones de calizas, cuarzoarenitas y limolitas silíceas",Cenomaniano?-Campaniano,Formación Villeta,,56b0f4e0-6106-495d-b075-916c7aad0df3,0.000578058780604351,0.124940657981028
348,e3e4-Sm,,Arenitas líticas granodecrecientes de conglomeráticas a arenas de grano fino intercaladas con lodolitas y olitostromas de calizas micríticas,Thanetiano-Ypresiano,Formación San Cayetano,,43d9d573-fd60-4c05-ad58-46911a7fa1ec,0.0227018435811601,1.50384282688001
349,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,1fd4070b-32be-4a90-8c7b-50569c5b455c,0.00128229497016719,0.257072163832979
350,n1n2-Pi,,"Cuarzodioritas, tonalitas, dioritas y granodioritas",Aquitaniano-Burdigaliano,Plutón de Torrá,,909e5b58-57c9-4634-a961-7e1b3722e294,0.000263815921215382,0.0767540016359962
351,Q2-l,,Depósitos paludales,Holoceno,,,82e3b988-20ff-4ade-a7b3-a3c42c925430,0.000718749691827725,0.151744505931386
352,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Batolito de Ibagué,,d21bad51-b42b-41b0-8582-081142366719,0.000289688553039014,0.124873079682455
355,Q-t,,Terrazas aluviales,Cuaternario,,,c6a9654e-f300-43c3-83c5-3616716bb7d3,0.000403295699776152,0.0859906970847727
356,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,26c5b0cf-6e30-40ae-83c6-2c004ee970ae,0.000807211632434246,0.187176069011206
357,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,9c8840d2-d42a-48d2-b02f-f891c32c03a0,0.000288925636908743,0.121529059977855
358,b2-Vf,,"Ignimbritas riolíticas ricas en fragmentos líticos de limolitas, basaltos, cuarzolatitas y granitoides.",Valanginiano,Riolita del Golero,,8fb1cc9b-b4be-4d31-b98a-ba20883e2c7f,0.00776509015656757,0.733997496653433
359,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,0e5d4603-c58d-48c6-b450-6ed1bb116cc5,0.00612959988831108,1.79720599847618
362,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,3686bd70-0300-4620-b380-c289007ebbf8,0.000448714783246373,0.127640339153509
365,n1n2-Pi,,"Cuarzodioritas, tonalitas, dioritas y granodioritas",Aquitaniano-Burdigaliano,Stock de El Danubio,,371ea395-3ca0-40e8-93fc-667396fdf741,0.000723438063062076,0.120892448138798
366,Q2-l,,Depósitos paludales,Holoceno,,,3df2df04-ee13-42f0-9a05-99ec081c9a24,0.00111872144060499,0.248370627492547
368,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,b34ad3a2-8148-4ae8-96dd-1db6a5ca6e98,0.000529113722095076,0.203548791982141
369,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,dd64041e-dc19-4570-b947-7854e2c39582,0.000207337106616023,0.0929761255086022
371,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,4351063c-9bf1-4d2e-b92c-ffe81dfefcdd,0.00365941694653316,0.366996572215894
372,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,5418b1ab-854f-4e24-93a3-ebfcd3f38f82,0.000780404482071617,0.152974956618064
374,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,,,1e3d4bf6-1ef2-4e30-a27d-708f0b19b0ec,0.000394915198839385,0.142703115134645
375,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,e6bd6b30-2657-4824-abad-6d06869075e4,0.000633658829372052,0.224108084679362
376,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,63d65b9f-c85c-40d9-8abf-f00aa933f55c,0.00138266563382672,0.35388243982081
377,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,,,1de2f5cd-fe74-4fd5-92d7-4b8d7654134c,0.000928939916434501,0.191798106015364
379,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,186bcfff-10d2-4943-afcf-ee7d6110e3be,0.00569262986726926,1.58040162806084
382,Q-t,,Terrazas aluviales,Cuaternario,,,63552cb7-41cd-4948-941d-906894e44c4f,0.00835333400265981,0.531009315454389
383,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,25ed06d7-dfdb-4845-aa5c-d1a65d7b45b4,0.00604546150051988,0.664842495734977
385,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,50e1eaee-44c8-4cb6-8394-ecb4dc8146f3,0.000165787836664322,0.0840817052399216
388,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,55cc5b56-2b12-44af-9eb0-28ec058e193d,0.00376676657853636,0.423416492361444
391,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,a6f1cbea-719d-4211-91c8-ca241a3db525,0.000354914840158926,0.143684917410372
394,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,80172fb4-f8fb-49b9-82e9-ee74b3aaaa8c,0.000896615413751078,0.177402915845336
395,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,9d03d2a8-0f25-4450-8ad2-bf3a2eeabd9b,0.000347397232204116,0.106301799688557
397,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Grupo Diabásico,,257c8a7f-bde6-4199-9c7d-b9e74dd87c1d,7.73752329337185e-05,0.0434837280452601
398,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,f0fd4b3c-4703-4349-ae01-8fd56216a387,5.71624763665568e-05,0.0617665059782034
399,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,b20a49d9-0a89-4258-8544-02669de8586c,0.0023990961470588,0.3654645013513
402,b4b6-Sm,,"Arenitas feldespáticas con intercalaciones de calizas, shales, margas y arenitas glauconíticas.",Barremiano-Albiano,,,787cacb0-dde9-444c-b0f7-5126ef36e815,0.00409585350485031,0.504744536970129
404,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,,,b1f2cdbc-6a52-4525-a162-f1be75473821,0.000166006778030692,0.0642835916567233
405,N1-Sm,,Calizas intercaladas con arenitas calcáreas y arcillolitas limosas,Mioceno,,,bb1e50c0-ad20-45e3-b8e4-b9c66919aa97,2.17917372680176e-05,0.0258239176051407
406,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,ac2fced6-2daa-4743-b287-68770d4bc240,0.000168519392047983,0.0598793098974734
407,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,72f22b84-9782-432a-b60b-9c97aa64c049,0.218725906375649,5.58137659672331
408,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,580488df-6da1-488a-8bdc-b23b94d2a8e2,0.00214087712248556,0.297999216107119
410,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,3f63feee-4965-4806-b3d0-9c18028c2678,0.000540743167022129,0.175930445873011
411,N1-St,,"Arcillolitas, limolitas, arenitas y conglomerados",Mioceno,Formación Esmita,,4d1ec159-e6a7-41e1-8da9-25d6e5569f92,0.00041553539338679,0.122609984591568
413,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,104b035a-de2a-42fe-8ca2-659e8b142085,0.00294302193989893,0.228581052158202
414,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,1f119854-4882-4b8b-8a9f-1a63f1f18551,0.000313985039905873,0.0763755262212341
415,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,5c7b839c-c2f3-4929-8680-6c426dc65436,0.00017910433734869,0.0740466202955227
417,T-Pf,,Ortogneises graníticos,Triásico,Granitoide de Bellones,,aeba2ee7-2761-4e52-bdc7-8a95d4c006cd,0.000692082050477438,0.128406782027783
419,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,ca0d701b-7200-4255-9b54-9970b126d086,0.000799244266787014,0.11239138371776
420,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,3657f085-23a0-42a3-9862-66b85c99544f,0.000705128935209132,0.109455756187433
421,e5e6-Sm,,"Arenitas líticas de grano medio a conglomeráticas, calizas y conglomerados.",Lutetiano-Bartoniano,Formación Toluviejo,,078b65d0-6865-42f1-97dd-0b76f93f4643,0.000626601199201104,0.204853896619592
422,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,a107d624-015e-41c8-9d0d-0df22641b837,0.00376975345815822,0.349409962669529
423,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,,,2876f1eb-1aa2-45e6-afd9-93006d918ec9,0.000172206089189331,0.04986894222981
424,K1-VCm,,"Basaltos, y lodolitas negras intercaladas con limolitas, arenitas y conglomerados.",Cretácico Inferior,,,83a656cc-ed84-498e-ab33-289deb0c2183,0.00161635519151559,0.329410087855037
427,n3n5-Sm,,"Arenitas líticas y feldespáticas de grano fino a grueso con glauconita, y shales calcáreos intercalados con lodolitas",Langhiano-Tortoniano,Formación Porquera,,409a3ae9-8440-4710-8c94-f1f08d65f297,0.000191131371366282,0.0705919828823376
429,k5E1-Stm,,"Cuarzoarenitas de grano fino a conglomeráticas intercaladas con lodolitas, limolitas silíceas arcillosas y lentes de calizas.",Campaniano-Paleoceno,Grupo Palmichal,,a2e27c0e-99a5-40ac-9ea7-343f99ce2797,0.00209081853577686,0.40551458574782
432,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,,,66258c1a-b41f-4ae9-8cf7-b96407cd4b61,0.000184527604233153,0.0712227062506862
436,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,,,369568b7-8005-4c09-a5a2-924aa99c1757,0.000249018898898612,0.193680878145984
437,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,6cdd61d0-04dd-4d2f-bc54-d6aa375e5db3,0.000843219232322667,0.25504402983425
438,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,dcac1318-efea-4882-8cd1-57a0931e65a4,0.000209962868126468,0.103573961353015
440,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,dc0eb302-e085-40b3-bc2b-9ec3d5ccfaba,0.000250115573123821,0.099236510083821
442,n2n3-Hi,,Pórfidos dioríticos,Burdigaliano-Langhiano,,,87e45ed1-33a5-48e0-a913-0d5bd399dd30,0.00643673300506009,0.740809632760027
446,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,58e950e4-fab7-42bf-a5f8-ce2f8a551c06,0.00213522705040248,0.223464974650857
449,Q-g,,Depósitos glaciares,Cuaternario,,,cae82a10-b286-4821-ada5-c56a6528add6,0.000235742998142996,0.113504782071431
450,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,e92c1311-7222-45f3-9c00-f4c6f725bebc,0.00057867388400723,0.109856036435002
451,e3e4-Sm,,Arenitas líticas granodecrecientes de conglomeráticas a arenas de grano fino intercaladas con lodolitas y olitostromas de calizas micríticas,Thanetiano-Ypresiano,Formación San Cayetano,,3a04b026-44ba-442f-a4e7-c3abf6dce157,0.0125104014754243,0.931936439686531
452,Q-t,,Terrazas aluviales,Cuaternario,,,eea2cb92-1bfe-423e-8843-35f28bb6fa20,0.000300718222987939,0.0879207463192674
453,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,d30ff139-75b4-422d-b55b-ee76a972096e,0.00248850309529303,0.311315542098574
454,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,"Formación Coconucos, Miembro San Francisco",,e2caebec-99ae-465d-924b-3bf8d1b88c0e,0.000751961036314697,0.253279036000289
455,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,fd9b0e36-f30d-468c-9cd0-3b8161a13822,0.00110646081566301,0.229068438215096
460,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,c2e275cf-2fbe-47c0-b0f9-cee95e47e76b,0.000901592720310873,0.187531344358469
465,Q-t,,Terrazas aluviales,Cuaternario,,,7f7cb556-592b-4dc0-ba58-611676845229,0.0011621319481776,0.256922364137818
466,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,27b2df36-d3a5-43f4-b41b-441ed8caf31b,0.000558950988590823,0.123062561929009
467,K1-Mbg6,,"Esquistos anfibólicos, cuarzosericíticos, cloríticos y talcosos, y cuarcitas.",Cretácico Inferior,Complejo Arquía,,aac011d6-d2c0-430a-aa52-3bfb3ab0a1d7,0.000619716690891892,0.114269684005986
468,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,,,6b764eae-dd80-4790-860d-b20f4c85461d,0.000468326002817321,0.182493094146738
470,K1-VCm,,"Basaltos, y lodolitas negras intercaladas con limolitas, arenitas y conglomerados.",Cretácico Inferior,,,00cdd484-5690-4bf0-aa17-b16a80ed0ab2,0.00401207280339122,0.407052028208371
473,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,,,b6ae5f17-732e-45b0-a706-a644f911a9b0,0.00129763060948562,0.334693260143975
477,Q1-l,,"Arcillas, turbas, y arcillas arenosas con niveles delgados de gravas. Localmente, capas de depósitos de diatomeas.",Pleistoceno,Formación Zarzal,,9a7d26cd-7087-4958-9029-e13ed698259b,0.00704243699317431,0.851032252524925
479,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,fa380a0d-be96-44df-99a5-9ef996373ee7,1.13566088657535e-05,0.0455783398608813
482,K2-Pi,,"Granodioritas, tonalitas y cuarzodioritas.",Cretácico Superior,Diorita de Altavista,,ad265e05-b9af-42f8-b214-2eb02dda1f5c,0.0072901538508745,0.501309265353806
483,E1E2-VCm,,"Basaltos; brechas; aglomerados y tobas intercalados con cherts; limolitas; lodolitas calcáreas, y calizas.",Paleoceno-Eoceno,,,467497db-f2dd-4e21-a714-49a2dc8a1368,0.00640206437246604,0.708725054441596
484,Q2-l,,Depósitos paludales,Holoceno,,,0dbd75d6-56d7-4e5d-b736-58545b9d4a64,0.00459168508314178,0.433124520910765
486,e6e7-Stm,,"Conglomerados, arenitas lodosas líticas, cuarzoarenitas, limolitas, shales y carbones.",Bartoniano-Priaboniano,Formación Chimborazo,,f0be2131-76f5-479b-b5a6-66004481e285,0.000185017342531069,0.100710386557023
487,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,9f7b249b-75a8-4acf-9d4e-9842f33f1030,0.000216596876384756,0.073933483980497
494,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneises y Anfibolitas de Tierradentro,,b7fdaa6d-0199-43df-84c7-00eb24621c6a,0.000170592205591902,0.0584319708779004
495,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,baabcfa0-ecd1-4e0e-8df7-7cb04e99aad1,0.000459939558652422,0.161892188913413
497,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,bf049a0f-ddfc-4e8f-b4ef-127af196bd28,0.000212584056242804,0.090115853013478
498,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,731ef72c-7cf4-421b-a407-44d6298df2f8,0.000155990054338417,0.067787381213991
501,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,e4a2f978-1ea7-4bc7-9c7b-8120d41e0ecf,0.000259604611940745,0.0792821625586782
503,n6n7-Sc,,"Arenitas líticas a sublíticas, arenitas conglomeráticas, limolitas y arcillolitas abigarradas. Al sur, arenitas tobáceas y diatomitas.",Mesiniano-Zancleano,,,7734b738-8826-4185-8b9a-af411f0e565d,0.000326317111841945,0.0841322748063219
505,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,Formación La Corneta,,e6e2b3e5-4341-48c3-9bfe-c2ea38d98e6f,0.00223398563107935,0.216611853409374
507,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,bf1965fb-87ad-4de5-83da-6c737f2d1b2c,0.00031195061458078,0.159580934047249
508,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Grupo Diabásico,,8aecacce-f99f-4021-ab85-991d274f9434,0.000650328371051501,0.101293429534334
509,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Granulitas de Los Mangos,,2ba45609-d687-4c88-86c2-d4c8bd37cfd7,0.000794647881491528,0.14417078447461
