OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length
3321,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,7c301d7d-19df-474c-a0fe-0142472a68d4,0.00375603804685909,0.283577820944849
3322,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,ebbcfcf1-6841-498a-8dc7-d7095d15c786,0.00089002976974939,0.34925070535888
3323,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Formación Silgará,,7828458a-1e55-422c-aaf6-96e1d195c8a3,0.00093310594149898,0.133350611509147
3324,T-Mm,,Mármoles con intercalaciones menores de cuarcitas,Triásico,,,55310395-c47c-49f1-8014-7e442e2d1c4e,0.00017061657956674,0.0927231654700758
3325,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,a0c00973-c4dd-418f-82f8-0cf4381cdf78,0.00109307100879619,0.169573802499839
3326,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,,,e09ec91a-d1ac-4983-9128-eebc9de33792,0.000582588500606107,0.326340141381619
3330,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Granitoides de San Lucas,,03a9c5b8-ae72-4b52-af27-27571aadf8e8,0.000560232867940158,0.135673035014633
3331,n3n5-Sm,,"Arenitas líticas y feldespáticas de grano fino a grueso con glauconita, y shales calcáreos intercalados con lodolitas",Langhiano-Tortoniano,Formación Alférez,,ed2bf540-212e-42bd-a957-e276e695f95d,0.000558244419153198,0.168672130453963
3332,DC-Sctm,,"Cuarzoarenitas, arcillolitas, lodolitas grises y, ocasionalmente, calizas y conglomerados.",Devónico-Carbonífero,,,f88f6741-b3fe-45d1-89a6-000c1f730870,0.000604261158933639,0.164758601150386
3334,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,38e3ad02-297c-4dc3-a383-d9043c5ef538,0.000432568716462356,0.105495781242371
3335,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,896a62e2-c6c2-4e06-b72a-fca0f3643ef2,0.000631033108575707,0.26531017237333
3339,K1-VCm,,"Basaltos, y lodolitas negras intercaladas con limolitas, arenitas y conglomerados.",Cretácico Inferior,,,15277f16-e878-4563-9192-956d3b232828,0.000258677615931902,0.0973840295076645
3343,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,,,5c416886-6f86-494c-9fd3-3c6700afbe89,0.00434274590412542,0.467246829057381
3345,PT-VCm,,"Limolitas silíceas, shales, cuarzoarenitas y calizas arenosas intercalados con basaltos o diabasas espilíticas.",Pérmico-Triásico,Formación Corual,,1090c737-9c50-4b5d-89e9-9c96c7bbb00b,0.00169775836309327,0.318581131843851
3346,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,Formación Caja,,0fb6c2aa-8473-475e-b7c9-2ac72277654d,0.000950433541447637,0.269606888900329
3347,C2P-Sm,,"Limolitas con intercalaciones de arenitas, arcillolitas y calizas arenosas.",Pensilvánico-Pérmico,Formación Diamante,,27ff7560-46c3-448a-aeb6-36cb1f513ce7,0.000499225245675916,0.222451733862461
3350,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Guatapurí,,d8919bdf-f4bf-4b77-98c4-e65ab74efeda,0.000205487894959333,0.0580909304088589
3351,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,8118e4ca-c1ce-4659-91d5-f298a7ab196a,0.000849359611748923,0.23684620404545
3352,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,,,c6aec2b3-11c4-42ca-bbb8-27a324e73851,0.000305834811967998,0.208324634263261
3354,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,a2e1ebed-f02e-4dba-ab20-da4bfc216a04,0.0304845755525847,1.86545739138659
3356,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,,,f0661172-3921-4e2d-a574-39e43245669e,0.000243888126121306,0.0909899852527934
3357,b2b6-Sm,,"Shales con yeso, cherts, calizas y arenitas.",Valanginiano-Albiano,,,2f5b2a5a-4ae1-48f7-a7ff-b5587375ead5,0.00527477950618049,0.537958119784187
3358,Q-t,,Terrazas aluviales,Cuaternario,,,f51d8219-8435-4596-a979-a0ad6c31b50f,0.000317248306330953,0.100279884411553
3360,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,02967fa6-8a28-42c7-94c9-da4c001b3b69,0.000375004899012765,0.19929020398225
3361,E1-St,,"Arenitas de grano fino a medio intercaladas con lodolitas y mantos de carbón. En ocasiones, calizas y arenitas calcáreas.",Paleoceno,Formación Los Cuervos,,ece3c789-6a4f-4bcf-877f-5d63c7d02354,0.000464052594281839,0.130337261574616
3362,OS1-Mmg,,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica,Ordovícico-Llandovery,,,3264932b-c497-4b7f-a1b2-e03504f5f517,0.000308068441370324,0.0932646024400949
3363,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,"Formación Popayán, Miembro La Venta",,74c143b8-600b-4dbc-b596-884246c2400e,0.000170527965323686,0.0530264755421085
3364,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,49175e45-5e76-4c6e-b88a-db5da2ef4a81,0.00381126515341634,0.669395501783685
3365,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,Formación Bogotá,,773f5a0c-c8dc-4b81-9601-a0384c96903f,0.00223359858478034,0.354234506182763
3367,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,,,4da73dae-0ad0-45d0-addf-5550c0d713bb,0.000268263783823386,0.105141113374329
3369,e6e7-Stm,,"Conglomerados, arenitas lodosas líticas, cuarzoarenitas, limolitas, shales y carbones.",Bartoniano-Priaboniano,Formación Chimborazo,,684667f9-f584-441e-8c28-c0ff9fc5a6c7,0.000429112966997991,0.197760644327027
3373,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,930729f5-dac9-4b3f-be8b-e1c2c7b8c0d4,0.000510969306304787,0.209054964485256
3375,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,fef24c5e-4ef7-4a30-ba74-993da67dce7d,0.000247128147947251,0.0813615067512127
3378,k1?k5-Sm,,"Lodolitas y margas con intercalaciones de calizas, cuarzoarenitas y limolitas silíceas",Cenomaniano?-Campaniano,Formación Villeta,,59097c26-f1df-40e5-8868-2b54fa95ea7e,0.0102426777816191,1.55984372758387
3381,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,33cc030c-4dfc-43f7-a03b-e6184031cd08,2.70342648036603e-05,0.0370202147273167
3382,J2J3-VCc,,"Ignimbritas félsicas, tobas y lavas riodacíticas.",Jurásico Medio-Jurásico Superior,Ignimbrita de La Piña,,b0aa5076-5a76-4838-884a-c8dd18d5973b,0.000290295892114045,0.0927470288833816
3383,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Stock de Dolores,,1aa47b2c-a772-42c2-8363-2192394f3f25,0.00152015663724114,0.212466867343126
3385,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,4698994b-96ba-4057-8b32-ccbf4f43723c,0.00421335497088648,0.393228679600334
3386,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,Formación Tambor,,bf990bd0-0794-4db2-ba24-8fe8c692807f,0.000195336305807814,0.0972634305454776
3390,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f7bdbbbf-1367-4e3b-8e39-0e353b089f11,0.000247288256929323,0.103757093009682
3391,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,1aae782b-9ff0-4b18-b4fe-b885e9548381,0.00235649287117212,0.561796628316977
3392,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,,,bc417147-5b88-4f22-947a-6586b7cdbd48,0.00302453060398022,0.339003754253662
3393,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,7d44d1e0-bc99-4f6b-8ea0-87dee4732ba8,0.000261125468711043,0.0658451311500526
3397,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,34c1ff02-c79f-44ef-bfe8-036dda5eded6,0.000183182281219274,0.122884691480722
3398,Q-g,,Depósitos glaciares,Cuaternario,,,bbe44115-5c46-421d-a4d4-2b515ec55273,0.000728653304975069,0.193335444098026
3399,D2D3-Sctm,,"Conglomerados; arenitas de grano fino a medio con intercalaciones de limolitas, y arcillolitas rojizas.",Devónico Medio-Devónico Superior,,,bd35368f-d5cc-4adf-9397-58a302887154,0.00123249153475058,0.279871323848108
3401,J-Vf,,Riolitas,Jurásico,,,de6a29a3-f5df-46c6-bc50-4cf8907637a1,0.0012706372313005,0.212512782347349
3402,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,88d57012-871a-4939-a150-7871d5c469b2,0.000517579626119868,0.0896989720363656
3403,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,424a5640-60ed-4e0d-95c0-69a834277ee7,0.000342452341683952,0.0846448840175475
3404,n3n4-Sm,,"Lodolitas, algunas calcáreas y nodulares, intercaladas con lentes de calizas y esporádicamente capas de arenitas de grano fino a muy fino.",Langhiano-Serravaliano,Formación Condoto,,5da41c3d-9b51-499a-a0da-9f3278660a35,0.00197933249185667,0.268532728559863
3407,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Formación Raposo,,a7fc471e-559a-4c73-9c83-d3ae0dfd6c97,0.00136686724673041,0.192017502286668
3412,K1-VCm5,,"Basaltos y andesitas intercalados con arenitas lodosas líticas, lodolitas carbonosas, arenitas feldespáticas, calizas y limolitas silíceas.",Cretácico Inferior,Complejo Quebradagrande,,faf0cb8c-6de9-4f84-926b-d042a32ffd80,0.00218711289601714,0.342919163150546
3413,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,31976927-0934-442a-9dac-37cfc924c5d7,0.0167259747340154,1.23184349420695
3417,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Noreán,,d9f8392f-199e-4137-b801-a21e811802d4,0.000507424036413795,0.114495472793716
3418,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,,,308c2332-c7c3-4c01-ab50-14440260c5ec,0.000424217612589928,0.213578249670813
3423,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,1fc1ec57-ae0d-4b4a-9d0d-3e36c3a0be93,0.000342375775574055,0.20400790867367
3424,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,Formación Armenia,,4643f324-b21f-4b56-b2ed-62830cd06ffd,0.109271276188338,3.75091162063519
3426,PZ-Sm,,"Pizarras, filitas y limolitas micáceas intercaladas con cuarzoarenitas",Paleozoico,Metasedimentitas de Vitonco,,a673863d-459a-489b-8488-4e1eed16f26e,0.00517200566709164,0.718915434399448
3428,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,03d705f3-c277-43a4-bc8e-ef8cd82c0d0d,0.000820782110452001,0.246717300020202
3433,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,468b967a-761c-4e3c-ba87-a208e373fd48,0.000528462495566373,0.186760301286348
3434,Q-t,,Terrazas aluviales,Cuaternario,,,97b53c3e-1802-495c-89f4-f927e5cfe0b3,0.000513119073481505,0.213572551616483
3437,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,20cb5ad6-a8e4-45c8-b7e6-0e64d10f3a77,0.00125227707614783,0.268702093504435
3438,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Complejo Barroso-Amaime,,a9649433-9039-4372-95aa-16d2ec4a02e8,0.00135068258867932,0.321640516102937
3439,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Esquistos de Quetame,,78520cee-5f61-4d7c-a19e-7f61c1396545,0.00356938283130148,0.415106454446785
3441,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,316dbe2f-b914-47d0-99be-ada8c5a93fb1,0.00449003408695603,0.333988742517862
3446,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,d124738a-9361-4908-a743-6823a11b2188,0.00196164348099614,0.504445544553772
3447,k2k6-Sm7,,"Lodolitas; arenitas lodosas y arenitas líticas; cherts; calizas; tobas, y aglomerados. Localmente cataclasitas.",Turoniano-Maastrichtiano,,,b3758978-a6fc-4127-b719-41e4e902e09a,0.000878947325674062,0.205506872436893
3451,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,cba5031b-b372-404e-a852-ab0e5c6ef19b,0.000456766259844699,0.207087008386057
3452,Q-g,,Depósitos glaciares,Cuaternario,,,45aeed2a-b5fc-4eeb-924d-41fccb7ab269,0.00280586948295536,0.672637271121417
3453,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,9fa0fc1d-af16-41c6-aaa2-54717c5d55da,0.000213578810672743,0.172458235835167
3458,b1k1-Sm,,Arcillolitas y limolitas negras con intercalaciones menores de arenitas y calizas. Segmentos de cuarzoarenitas de grano fino a grueso y conglomerados.,Berriasiano-Cenomaniano,,,b22ce02d-de99-48f5-8ce9-e1411af82c86,0.00458943867727157,0.500399076594503
3460,Q2-l,,Depósitos paludales,Holoceno,,,7314a1dd-6736-47fb-a495-667615275198,0.000640791174248534,0.164612309608413
3461,C2P-Sm,,"Limolitas con intercalaciones de arenitas, arcillolitas y calizas arenosas.",Pensilvánico-Pérmico,Formación Diamante,,e7bddb6e-4509-46e5-aa61-a9607744c94f,0.000320080005053569,0.10299497609246
3462,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,,,b06b5289-6e40-4b8d-86b0-3efdb0a8dc11,0.000318947350564258,0.107677702345492
3463,Q-g,,Depósitos glaciares,Cuaternario,,,ada10e3f-2888-407b-9d56-f6bd840c60c1,0.000566305747952356,0.198671301730673
3466,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,27b37644-f3d4-4f8a-b055-f44c01a73328,0.000242754522474797,0.0838666431869693
3467,Q2-Sm,,Arrecifes coralinos,Holoceno,,,9f2dd8cc-3fa5-4e75-8c76-e915f8592fa8,1.33138837554725e-06,0.00448479211552636
3468,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,a4e6d044-238d-41e6-9aa6-416618cda754,0.00137411319138891,0.203306731062415
3469,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,a43d0efa-7871-47f6-9c19-6648adbf858c,0.000480529070529201,0.119027320840958
3470,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,,,b230529b-fa69-40eb-90c5-c5878c14dbb5,0.0034775537527878,0.657841220334155
3476,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,b6ff2298-9be1-40b1-92da-faa76068ca90,0.000291687717066225,0.0883167823192006
3477,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Monzogranito de Altamira,,e324c558-f6c4-41dc-b83f-76ed32e461ba,0.00885107518580242,0.997118989227222
3481,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,644137e7-4ded-4a38-b828-b1798212c56a,0.000206624136978917,0.0910292261565071
3482,Q1-l,,"Arcillas, turbas, y arcillas arenosas con niveles delgados de gravas. Localmente, capas de depósitos de diatomeas.",Pleistoceno,Formación Zarzal,,5a27be89-2de8-4b4b-9d22-a9c478e32635,0.000285948441643313,0.0818588519382678
3483,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,,,8380de58-7082-4ca4-8044-5b57cace5cec,0.000175314246916969,0.0681098313269323
3484,k6E1-Sm,,"Shales y arenitas glauconíticas a la base; limolitas y arcillolitas intermedias, y calizas y shales calcáreos al tope.",Maastrichtiano-Paleoceno,,,5b749107-c38d-4eb2-ba9e-e745f8cd3f16,0.000831626101899019,0.154179983619398
3485,K2-Vu7,,"Basaltos toleíticos, komatiitas y brechas picríticas.",Cretácico Superior,,,f56b5d56-6b18-4334-8172-70809ca9b869,0.000479443891649112,0.202340732707672
3489,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,102ec569-0c2f-430e-a264-f3ff63a0071e,0.00186663158484635,0.512663722321639
3490,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,af8ed7c3-a2ea-48f4-bbff-f2b64483645b,0.00611052891656527,0.52148058451135
3491,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,9c1c438c-4809-4702-b377-23b56a0df859,0.000236921408202306,0.094145884901912
3493,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,Vulcanitas de Galeón,,8cede956-8152-48ec-bdef-e4582e0293a1,0.000306414952362388,0.0860533925256545
3494,Q-Vi,,Andesitas porfiríticas,Cuaternario,,,3343859c-5877-4a87-9f51-228a62032b2a,0.000946649635324093,0.2163502842482
3496,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,81d0281a-d34c-462b-a369-68d3b7f72c5c,0.0281043676718014,1.76377091198357
3498,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,25d25a00-2c3f-4baf-b6f6-bdef53f9a674,0.00371744428102261,0.79091306157398
3501,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,c4f17efc-7581-4316-86f9-f804975bb1d5,0.000912335884891036,0.18055084566802
3502,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,Formación Uva,,936339ff-dc76-4552-a439-1b7d30327f3b,0.00391092311383545,0.537730530197815
3504,N2-Sm,,"Lodolitas y arenitas líticas localmente calcáreas con concreciones nodulares, y en la base, conglomerados.",Plioceno,Formación Mayorquín,,df2e36b9-9b73-4861-a00e-bc9a4ad82133,0.000859022836195322,0.177238884593335
3506,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,828d310b-d03a-471a-9d55-8c8fafbdaef2,0.0249669111394155,1.90774843752825
3509,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,,,c17da29c-7faf-45a9-a559-e0cd9b8015c2,0.000378350506139213,0.169354930752122
3512,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Esquistos de Quetame,,e2a8a159-10dd-4e42-ab47-4032857634a6,0.000570303044753473,0.160541805165598
3513,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Guaduas,,b18a409e-25a4-4674-82eb-0ca8ff1f47bc,0.00020386709419995,0.0866842384507311
3515,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,Stocks de Zarzal y Guineal,,0fe3a7b1-7b52-43a1-9a48-a92714a8c12b,0.000291695291579686,0.158689897318592
3517,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,09ca2d3e-77cc-4a3b-be4b-b8516759b06b,0.000968771141430125,0.217499251302174
3518,K1-VCm5,,"Basaltos y andesitas intercalados con arenitas lodosas líticas, lodolitas carbonosas, arenitas feldespáticas, calizas y limolitas silíceas.",Cretácico Inferior,Complejo Quebradagrande,,d5bc7bf7-aafc-4532-acf8-1ec56c5aad75,0.000440181231596171,0.108186987484895
3523,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,,,db3b2d4e-8dd9-4a4f-a29e-8a2510d40566,0.00197558755866112,0.391018975870062
3524,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,,,b9e31e06-c1d0-4e56-a27e-5a06b6b81dd8,0.000173819298282751,0.0682761252275274
3529,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,a37ce5ae-8e26-436d-9692-f3a4304f40ab,0.00233303227767578,0.248852229425227
3530,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,d82ccf23-0a41-469b-96f3-64ca16036859,0.000156728296644815,0.0859842330484622
3535,k2k6-Sm7,,"Lodolitas; arenitas lodosas y arenitas líticas; cherts; calizas; tobas, y aglomerados. Localmente cataclasitas.",Turoniano-Maastrichtiano,,,ee79846c-074c-4981-a171-a934742c96db,0.000329278146097067,0.124360439625642
3536,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Rumiyaco,,bb33afd4-8ec1-4d2b-aedf-11850014087f,0.000476629380202098,0.181713887770829
3537,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,68b402c5-9e18-42e0-a472-5b6c0d03d9f1,0.00101085532696743,0.196950212245469
3539,E2-Pi,,Granodioritas que varían a cuarzodioritas y cuarzomonzonitas,Eoceno,,,3d9fbebb-5226-43ff-933f-e226b8590f55,0.00587326822162026,0.455646989322728
3542,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,5699e21b-4350-4f14-9160-fdf496fa8c56,0.000220058540705281,0.109024367171361
3544,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,,,b101dcc8-8967-49c7-8fd8-e4fbad9b509e,0.000213643783666839,0.1363045363994
3545,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,c11c3d1e-04b6-4201-b142-49f354f8fc5f,0.000194697016979717,0.0584350078521125
3546,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Formación Barroso,,7bc74058-20fc-45d1-99b0-65d141ad1daa,0.00194934712735062,0.29315007547417
3547,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,Formación Caballos,,58debc07-93e8-4ebf-9431-a0acbcc15fb4,0.00247323816967082,0.489095352392179
3548,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,8b906a80-1e78-47d3-9c3d-bda01b25060c,0.0011758475039727,0.309663675886112
3549,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Batolito de Ibagué,,ce422db2-bbc6-4ff8-9084-112706afbcdf,0.00372120107697071,0.458956554100103
3551,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,7a5cb458-0d53-49ed-af25-dd09e5b40d29,8.17749909174381e-05,0.0602006962316305
3552,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneis de Bucaramanga,,857a7fed-355f-407f-ae46-794861a83fe6,0.00232321866411667,0.419437010916588
3554,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,,,ddcade0a-cabe-4ae8-aca8-fc830fd7e093,0.000191928664889929,0.0747485547078473
3559,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,86369f39-b880-4260-afda-6e85829b00ff,0.000695039579852619,0.22009881737964
3562,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,,,a2ac5066-3456-4aa6-9ace-bbd09c101dde,0.000274893113271446,0.138111329606118
3563,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Batolitos Pueblo Bello y Patillal,,8f6d27de-a1bf-4559-ac24-033986a7748e,0.000268560726567557,0.11369021250861
3566,J-Vf,,Riolitas,Jurásico,,,5b9dd51d-70f1-49a6-b2de-8a45c018a672,0.00125355669052851,0.185714066783369
3572,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,d8defc6a-2fb4-4fd4-90dc-096c2ab7ddf1,0.000308020530354725,0.134184498674412
3575,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,ef580294-2f7a-4f75-a915-cc988e60efb1,0.0021284849264589,0.554545444045381
3576,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,,,0587d1bd-31a8-4bf6-aef5-6929bf1cbb4a,0.00214894778511621,0.352152359105317
3577,J-Vf,,Riolitas,Jurásico,,,8fd3dbc6-dd0c-4ed9-831d-3b285d127267,0.0017517866556318,0.221313780770299
