OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length,Basement
34,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,Formación Tambor,,b7435afa-604c-48a3-addf-38c700bee386,0.0003702745561895,0.172349205861964,no
35,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,9f219c85-96f8-4ee3-baf3-0e191e9a4d08,0.0001983973609327,0.101383431985651,no
38,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,ff1a8805-c08f-482c-825c-759cfe451771,0.0001375296532728,0.0676257452801096,no
39,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,a1e98685-e520-4058-bdf6-ddf01d85a9de,0.0006351484067863,0.138704588260005,no
41,PZ-Mm,,Mármoles con intercalaciones menores de cuarcitas,Paleozoico,Complejo Aleluya,,cfc0188d-8371-41c5-9a58-962f0fc42773,0.0003722978386946,0.193654433893157,yes
42,Q-t,,Terrazas aluviales,Cuaternario,,,4bc9f373-d255-4f3c-b6c0-678c24ddf4fb,0.0016499847115198,0.285793577394048,no
43,Q-t,,Terrazas aluviales,Cuaternario,,,738286f9-87dc-40c2-8888-6eaaff1ce425,0.0009605961801355,0.174371481852258,no
46,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,2939a36f-f07c-40f8-8ac7-35786b143407,0.0020389653545294,0.527725131317713,yes
47,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Complejo Icarco,,ebd4f22b-d2b2-461b-9a4f-fe8539fc23ba,0.0002814990093327,0.0756562848433314,yes
48,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,Formación El Carmen,,64181e56-d152-4a78-b28b-3a1aee223f2d,0.0018772509865812,0.330643045197693,no
51,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Granitoides de San Lucas,,405e9706-7a86-4ae4-a5db-f46c0711a7b5,0.0003907528215449,0.100473299825004,yes
53,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,6df314fe-077c-4ba2-9c3d-d871598dfadb,0.0025179901472824,0.633393228515321,no
54,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Tubará,,6daecfd6-1e41-4fba-a942-1951eaa5f803,0.0002805777733101,0.113802534615757,no
55,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,f9d880d7-060c-461b-93bd-531013e0eee0,0.0001599405319154,0.0640205226897173,no
56,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,e05f8221-aafa-4e19-8898-9d164efbad21,0.0044805716436826,0.590266383516139,no
60,J-Vf,,Riolitas,Jurásico,,,02b54f1e-6911-4128-9ba2-350d45bc5fb4,0.0011058108783004,0.17481955116017,yes
61,n6n7-Sm,,"Intercalaciones de lodolitas, arenitas calcáreas y cuarzoarenitas de grano grueso a conglomeráticas.",Mesiniano-Zancleano,Formación Bayunca,,b2fd91a7-c5a5-4fd8-a9d7-278a97ffc139,0.0014642793574353,0.23679605446108,no
62,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,,,973fa245-ef7a-4ce3-be7d-a618077a7109,0.0001706082392871,0.0624900203454619,yes
63,Q-t,,Terrazas aluviales,Cuaternario,,,9e3a1484-6d86-4351-b945-7e8c21041404,0.0003987725718275,0.187983533476744,no
66,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Monzogranito de Mocoa,,1e9a3541-c02f-46c3-ab9e-4573812c2ee5,0.002413115976779,0.475505040884194,yes
72,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,b6f817d8-31e2-4b89-8e17-8a7c214ce2b5,0.0010744490449212,0.35159706273252,no
74,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,8655a217-9df3-49cc-b4f6-69c0ef3dc8aa,0.0031246311886832,0.34321503224643,no
79,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Zambrano,,6083d829-b82d-47b7-8918-019f8599a2dc,0.0021197001916561,0.342953100229014,no
80,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,6c16926e-5b87-454b-9f44-5bc86bdc23e4,1.94132419437665e-05,0.0422459888234458,no
81,N2Q1-VCc,,"Arenitas feldespáticas y líticas; arcillolitas, y conglomerados con abundantes líticos de andesitas y dacitas.",Plioceno-Pleistoceno,Grupo Huila,,a8488fc4-4b54-43b8-9bc8-86bdfa1ec702,0.0072898603382753,0.665329783498078,yes
82,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Zambrano,,7705d3ef-c574-4b79-9582-14ba77326b8b,0.0418665815975032,2.24265193236679,no
83,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,e04c4990-3f54-4a44-9c11-c7df3b935540,0.000222214389808,0.106829705686489,no
87,K1-VCm5,,"Basaltos y andesitas intercalados con arenitas lodosas líticas, lodolitas carbonosas, arenitas feldespáticas, calizas y limolitas silíceas.",Cretácico Inferior,Complejo Quebradagrande,,c3e46f21-b99e-427e-a209-200adb3bbff8,0.0001871967222939,0.066894941917876,yes
89,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,6b358f4c-3b55-4017-b6a2-6859262df379,0.0013261622277696,0.267557274607284,no
90,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,41269bc8-6df2-40bc-ac28-89071fd0a599,0.0011983762434226,0.329770196627086,no
92,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,838ebd07-f45c-4b38-af73-55d88d34dfd1,0.0010449652767192,0.160295045718444,no
94,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Guatapurí,,5d41ed03-5819-42d3-ba8f-40a7e4b1c4f8,0.0009961045497561,0.237653619910232,no
98,J3-Sc,,"Capas rojas constituidas por arenitas, conglomerados y limolitas.",Jurásico Superior,Formación Girón,,05b633b1-13be-4074-ae82-b6d60bf00d13,0.0002362709987551,0.106409614410373,no
103,n3n4-Sm,,"Lodolitas, algunas calcáreas y nodulares, intercaladas con lentes de calizas y esporádicamente capas de arenitas de grano fino a muy fino.",Langhiano-Serravaliano,Formación Condoto,,31336290-d9fb-4849-b706-bf43fba2a4e8,0.0078075653325981,0.930177718595957,no
104,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,a8b7b603-b977-4d4b-9d2d-682d3e66d3d5,0.0001489035259396,0.0654213136311469,no
105,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,83bc3060-1bb5-4e12-99ca-ead6872f883e,0.0018164583547957,0.246493597752877,no
106,K1-Pm,,Gabros bandeados isotrópicos y dioritas,Cretácico Inferior,,,7a860d33-8257-4bcd-b0ff-f843a9d5d3e6,0.0006735972980322,0.249456215177118,yes
108,Q-vc,,Flujos volcanoclásticos constituidos por piroclastos y epiclastos de composición andesítica,Cuaternario,,,6e547749-846f-4f60-8677-2db7d4d1f8be,0.0019388291396609,0.447244105936049,no
111,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,f3bbbafd-e10a-4bb8-a555-246e0afe8ef0,0.0004478222697912,0.173790138281598,no
113,Q-t,,Terrazas aluviales,Cuaternario,,,0aa25dc8-2027-4d02-bd02-91385e4bc3f5,0.0070459598530305,0.709007164062023,no
118,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,3d759a59-9d7a-4121-8d2b-35e06aa57946,9.98030918708537e-06,0.0372984933562345,no
119,n2n3-Hi,,Pórfidos dioríticos,Burdigaliano-Langhiano,Stock de Arrayanes La Playa,,028306ea-48f8-42be-82ec-bdf14668d993,0.0001667093889352,0.0512000323752835,yes
122,n3n4-Sm,,"Lodolitas, algunas calcáreas y nodulares, intercaladas con lentes de calizas y esporádicamente capas de arenitas de grano fino a muy fino.",Langhiano-Serravaliano,Formación Napipí,,21c7f906-5b4c-4c9f-81d4-ec4a14f92810,0.0071551744910323,0.803299536264737,no
123,b2-Vf,,"Ignimbritas riolíticas ricas en fragmentos líticos de limolitas, basaltos, cuarzolatitas y granitoides.",Valanginiano,Riolita del Golero,,55e41f50-46ac-4fb2-8c56-aa2038b170f0,0.0003631891557347,0.0954212887287812,yes
124,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,5f7d079b-8881-4272-85a8-a3832f704b9a,0.000514569447688,0.158273655362915,no
125,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,3af9b0fa-b127-420c-860f-d5c531a72cc7,0.000134082290458,0.0747387124266977,no
126,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,3fbfd93b-787c-420d-9bb6-ef34249da861,0.0008377734364444,0.251806775238473,no
128,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,e09a4a0a-e8b9-4910-bf84-246d4cde828d,0.0006382853161426,0.119750145345296,no
129,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,21e87b0d-319a-411c-a326-01b857319807,0.0002444475144329,0.118946723532883,no
130,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,,,cc3b3509-1665-460b-b207-297ffcd60fd0,0.0008101846104864,0.262295574696898,no
131,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,Formación Guaduas,,c649ee07-dae1-49e5-b137-6cc6a9257043,0.0002790972370689,0.144377667232925,no
133,K1-Mbg6,,"Esquistos anfibólicos, cuarzosericíticos, cloríticos y talcosos, y cuarcitas.",Cretácico Inferior,Complejo Arquía,,71898ce5-4db1-4770-8d97-5255a8356779,0.0096954089061966,0.977206574185784,yes
134,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,0b90284f-5290-437f-82de-1def9dea7550,0.0003557876825084,0.102653618646762,no
138,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Guaduas,,57ba8569-225f-4bc0-a78e-767791dfcc7e,0.0056153721946259,1.1523937374848,no
139,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,,,baabff62-4dff-4b9e-b028-09fd2fda695c,0.0002776951706096,0.150528420084088,yes
140,O1-Pf,,Cuarzomonzonitas con variaciones a granitos y granodioritas,Ordovícico Inferior,Stock de Otenga,,02fe912a-ce1e-4fee-a91a-571ce621a922,0.0019030913277049,0.338318023697117,yes
141,J3-Sc,,"Capas rojas constituidas por arenitas, conglomerados y limolitas.",Jurásico Superior,Formación Girón,,1d38973c-41a4-4aeb-ab45-2b9211b66906,0.0056598499106712,1.09382606688271,no
144,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,c720f037-9461-4e7a-8649-d15c5a4bcfbf,0.0015309522659663,0.319630248912334,no
151,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Batolito de Ibagué,,56ec7dce-7dc3-46dd-a109-2dafe28c693c,0.0106107284929919,0.59668195705521,yes
152,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,a7ea9416-21d9-4eef-b191-441a4ba62d6b,0.0019817610987047,0.504138451112326,no
153,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,53f867cd-d746-4557-b452-1871d45ba0cf,0.0001648769654138,0.06695432731287,no
154,N1-Sm,,Calizas intercaladas con arenitas calcáreas y arcillolitas limosas,Mioceno,,,9200f146-7c35-4ffe-936a-62739470a8c9,0.0007942492117649,0.229352938354801,no
155,PT-VCm,,"Limolitas silíceas, shales, cuarzoarenitas y calizas arenosas intercalados con basaltos o diabasas espilíticas.",Pérmico-Triásico,Formación Corual,,84833a67-5da1-4fb7-84da-dbac746630a0,0.0012631348188278,0.230202207410946,yes
156,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Formación Cuesta,,a7a7f971-0ad1-4875-a066-ea463bbb0324,0.0003248139908009,0.0882372952060247,no
159,K1-Pu,,Peridotitas serpentinizadas intruidas por diques de rodingitas,Cretácico Inferior,,,6174b0a0-1eb1-49aa-978a-b77dbb9a9646,0.0001393506615556,0.0534681890353844,yes
161,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,,,774d5589-9903-428a-87d3-7328a08eb037,0.0001172648725571,0.0882878825430545,no
162,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,Formación Guaduas,,aaeb3382-7cc5-4b62-b818-2893b1e14dd1,0.0002083429690173,0.0936943187068197,no
166,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,2dd93a1b-1ef4-4964-8830-b207935da9cb,0.0002303618568362,0.0869655607191371,no
167,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,,,0a6349f9-3c30-4718-a812-5bf56f0e9134,0.0004116301645353,0.214282163941373,no
169,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Zambrano,,00d39bd6-e4eb-4a3c-8fe5-fa517c657492,0.0001960366241746,0.0657535709601581,no
170,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Formación Honda,,24f7e43f-14dc-43b3-bd10-d667db11c876,0.0037047787209871,0.451797515672827,no
175,Q-g,,Depósitos glaciares,Cuaternario,,,2087112a-cd6d-47e3-befe-a4ca990357c5,0.0002398317373177,0.136104715186618,no
178,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,Formación Uva,,a3178eda-83b8-4a28-8570-8fe7f7b19584,0.0007291119640058,0.131919851915485,no
179,E3-St,,"Cuarzoarenitas de grano fino a conglomeráticas intercaladas con conglomerados, lodolitas y carbones.",Oligoceno,Formación Guachinte,,aa8ef741-81d9-4e48-8e89-174ad9539155,0.0002481911878078,0.0896763055960683,no
180,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,Pórfido Andesítico-Dacítico de Irra,,aeb24244-28aa-430c-bb85-7b2da9b94ab6,0.0007608862139534,0.149448434156594,yes
181,S4D1-Mbg,,"Metalodolitas, metarenitas, metaconglomerados y mármoles.",Prídoli-Devónico Inferior,,,b759c15f-ef73-4c9d-bdb4-1b157de0370d,0.0002739475363,0.110726508869451,yes
184,K1-Sct,,Conglomerados y cuarzoarenitas que gradan a limolitas y lodolitas oscuras con intercalaciones de arenitas y conglomerados,Cretácico Inferior,,,651a5352-9c15-4b3f-bd25-d10e7cdbec11,0.0012588518478224,0.266940271410703,no
186,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,"Formación Popayán, Conjunto Inferior",,a2482786-ee2f-4d43-8a92-20b0447b5e98,0.0047900011644515,1.68166326375692,no
187,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,81d3afc7-e95d-47ea-9236-05abd59d9663,0.0034685396198028,0.28560384596998,no
192,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,441b1d72-727a-4bb3-bf95-d1bf45753d69,0.0004346283971301,0.108373334619355,no
196,N1-St,,"Arcillolitas, limolitas, arenitas y conglomerados",Mioceno,Formación Esmita,,2ad636cc-5eae-4ebe-a058-a031d661f5b6,0.0008920208627856,0.159782752791952,no
197,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,ba6427eb-a732-4195-a423-6039b7c68d0f,0.0126974772871904,2.39064233035651,no
202,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,e15905ad-fda8-48b2-b4de-6589f7639f4d,0.0010443287403063,0.273119035971858,no
205,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,2ddd9452-6bbe-41eb-962c-ed1edae776a3,0.0002675275234054,0.0730931817531372,no
212,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,Formación Caballos,,a9a5a223-c79f-4767-942f-25a63ea39cea,0.0002177066670725,0.175344873563986,no
213,OS1-Pf,,Granitos con moscovita,Ordovícico-Llandovery,,,3428238c-ba68-4775-bfb2-b2e1aabd6d8c,0.001946015271983,0.40848035968192,yes
219,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,fe4939b9-45bc-4b5a-8055-7da08b9dfb34,0.0003615749489256,0.147364813673182,no
222,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,f2e368a9-3dd0-4b8d-aa3f-6e8418167d73,0.0059993090421812,0.812947889653408,no
223,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,113b6a8b-7879-4620-b692-f4d3b900949c,0.0005752213827747,0.101403480406528,no
226,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,7f0efcf3-6550-4a17-9f95-6ccc440ae76f,0.0002762493809882,0.0979191741692301,no
227,MP-Pf1,,Granitos con textura rapakivi,Mesoproterozoico,,,95760f14-c3cf-47eb-8a89-6b60b4aea202,0.0003224028212116,0.0760575159587704,yes
230,PZ-Mm,,Mármoles con intercalaciones menores de cuarcitas,Paleozoico,Complejo Aleluya,,5a81f4f3-5475-498b-9d1c-b0b87d699c97,0.0002319326704451,0.133571589028817,yes
236,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,efcec610-3840-46fb-88e1-0623921e4a3c,0.0012029382117475,0.299943006412165,no
238,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,6229c28f-2a8e-4a1e-93ce-0c4889bd43ef,0.000613837520035,0.202566348895614,no
239,Q-t,,Terrazas aluviales,Cuaternario,,,1b4e7e62-92c5-4cad-932c-dc836e738d75,0.0009890721174485,0.239101519944392,no
240,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,,,f73059a3-1db9-4b56-bbbb-2320df9dc4e1,0.0002396090894762,0.0769800211079932,yes
242,b2k1-Sm,,Shales con yeso y chert intercalados con calizas y arenitas,Valanginiano-Cenomaniano,,,b8965313-de05-40f2-999b-8afb06062034,0.0003341167202677,0.145783259900845,no
244,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,f0114e13-60bc-4194-90d0-52638d910768,0.000558859622771,0.225354792628732,no
247,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,,,59eeb2c4-d91d-4137-8b93-45ccbcca1001,0.0003456433071491,0.0730489877074002,yes
248,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,e963ef3e-d618-47be-b7f6-fbbf98350570,0.0011897474219608,0.20934838802274,no
249,n1n2-Pi,,"Cuarzodioritas, tonalitas, dioritas y granodioritas",Aquitaniano-Burdigaliano,Stock de La Chapa,,413c77ea-85b5-46bd-9a2f-220683bdd0d1,0.0001622427341203,0.0516664995363633,yes
250,Q-t,,Terrazas aluviales,Cuaternario,,,e0703390-9fd7-4d41-891b-a4da835e1f49,0.0001731013348944,0.0589713790509134,no
253,E1-Pm,,Cuarzodioritas que varían a dioritas,Paleoceno,Stock de Norcasia,,f777d4f6-3459-4250-ab53-7166c72495b9,0.0004386447993169,0.122793923248359,yes
254,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,,,a0b05b1e-a1f2-4dec-b509-0d409c4067aa,0.0007729760947938,0.127173373978173,no
256,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,0a7f4cd3-ab7f-4981-8237-29b942966b95,0.0002616676993056,0.111574521863588,no
259,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,6acdee83-6238-4dd6-bd68-ca940528edf8,0.0009028437891345,0.157896898157147,no
260,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,06161f96-e191-4605-b1de-333b6cceac9d,0.0001668860975883,0.0664951564086954,no
261,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,99ddfa3c-101c-405a-812b-5f5ec9e07e2f,0.0009901503138962,0.30026718459584,no
263,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,3259f590-fc46-4830-8631-8eb31a641ecb,0.0005115916281681,0.124350810065259,no
266,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Basaltos de La Trinidad,,83d4087a-836c-42dd-b1d0-12b91e8979e5,0.0002343385026506,0.0727950175839439,yes
270,Q1-Sm,,"Calizas arrecifales y terrígenas, y arenas calcáreas de grano fino a grueso. Depósitos de gravas intercaladas con arenas gravosas y niveles de lodos.",Pleistoceno,,,b7b5bf4d-db37-4ed8-afae-fc2bda096329,0.0002419616823772,0.0855327325074919,no
272,N2-Sm,,"Lodolitas y arenitas líticas localmente calcáreas con concreciones nodulares, y en la base, conglomerados.",Plioceno,Formación Mayorquín,,b66e3e5d-9654-4856-b1ef-f5762ab62dca,0.0007732088158149,0.159918864766763,no
273,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,"Formación Quebradagrande, Miembro Volcánico",,43e567d9-e9a6-4f66-b6fb-eae3e2f7416c,0.0001687128841467,0.0923387233272405,yes
276,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Stock de Payandé,,e3a5d96c-dacb-4706-81b9-7fd16938daf1,0.0005416493487473,0.162068140412521,yes
277,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,1126d8cc-fdd5-416e-a222-668885adbba0,0.001169118265011,0.27445745913631,no
278,K2-Pm7,,"Gabros que varían de olivínicos a cuarzogabros, a través de noritas y gabros hornbléndicos.",Cretácico Superior,Gabros de Hispania,,48678f4d-6158-4de6-a884-513d41c3b55a,0.0004691578956794,0.113899343215115,yes
282,k2k6-Sm,,Lodolitas negras y calizas bituminosas intercaladas con cherts negros,Turoniano-Maastrichtiano,Formación La Luna,,dd82573c-bb12-4989-b6f7-1c44a1bb721c,0.0006719711094547,0.132510996476745,no
284,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,bb57f0ed-7b76-486c-8385-98bd4079e074,0.0013503978367168,0.27244506425695,no
290,Q-Vi,,Andesitas porfiríticas,Cuaternario,,,70c50670-26f6-40f7-8d15-cb2e70a3b013,0.0239621598950635,1.36562341239288,yes
294,b4k1-Sm,,"Calizas, lodolitas negras y margas. Cuarzoarenitas de grano fino y lodolitas arenosas.",Barremiano-Cenomaniano,,,897f6aba-5ced-48ff-88db-31493e60ee3b,0.0001817133697272,0.0919406763695943,no
295,e5e6-St,,"Arenitas líticas de grano fino a conglomeráticas, ocasionalmente glauconíticas, intercaladas con calizas y conglomerados.",Lutetiano-Bartoniano,Formación San Jacinto,,f28f2b46-b226-4a93-a21e-723c609c8acd,0.0003686826104285,0.123867329997377,no
297,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,bde0d7ca-c24c-466c-8d0f-35aa5aa19bec,0.0005560484717364,0.119240178063746,no
300,b4k1-Sm,,"Calizas, lodolitas negras y margas. Cuarzoarenitas de grano fino y lodolitas arenosas.",Barremiano-Cenomaniano,Formación Tablazo,,84f674bf-e8b1-4f67-87a4-97c8694557a9,0.000168047200475,0.0792358526603379,no
302,J2J3-VCc,,"Ignimbritas félsicas, tobas y lavas riodacíticas.",Jurásico Medio-Jurásico Superior,Ignimbrita de Caja de Ahorros,,5c1d8e66-28f0-46da-934f-9e3d70406fd8,0.0001748182199321,0.0846007844649702,no
304,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,ad3955f6-ccd4-4dca-9353-fcf9b16df1a0,0.0002159399153924,0.0908685714258695,no
308,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f895f60e-5e0e-4f1d-9c08-1281a4965e1c,0.0002993170380136,0.114824800102048,no
309,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,5591bd73-45a6-4b7a-baac-d5bfa9323a9d,0.0006474718352933,0.15814445094175,no
310,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneis de Bucaramanga,,692593ca-1f98-4781-a197-a4b2b36c0af2,0.0003679514807686,0.0900489668364721,yes
312,N1-Sc,,"Conglomerados y arenitas poco consolidados con matriz ferruginosa y arcillosa. También arcillolitas con intercalaciones de limolitas, lodolitas arenosas y arenitas.",Mioceno,,,478ea98b-03ec-4839-ae2a-2aaf245f61d5,0.0122570656554899,0.975630951259029,no
